Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.502,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058052,-92.954666,973.00726
0.751,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058052,-92.954666,973.00726
1.002,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058052,-92.954666,973.00726
1.252,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058052,-92.954666,973.00726
1.502,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058067,-92.95467,972.7185
1.750,0,0,0,0,0,3.213567,0,0,0,0,29.279314,0,0,0,45.058067,-92.95467,972.7185
2.002,0,25.986488,1590,0,-15,3.236058,71.6,0,73.4,-1.7404529,29.484234,97.392784,0,0,45.058067,-92.95467,972.7185
2.251,0,25.395885,1608.75,0,-15.5,3.216213,71.6,0,73.4,-2.0305283,29.303423,95.66737,0,0,45.058067,-92.95467,972.7185
2.501,0,25.395885,1627.5,0,-15.5,3.257226,71.6,0,73.4,-2.0305283,29.6771,95.77111,0,0,45.05808,-92.95467,972.59875
2.750,0,25.986488,1636.25,0,-16,3.302208,71.6,0,73.4,-1.7404529,30.086937,96.574486,0,0,45.05808,-92.95467,972.59875
3.001,0,25.395885,1650.75,0,-17.5,3.216213,71.6,0,73.4,-2.0305283,29.303423,93.233315,0,0,45.05808,-92.95467,972.59875
3.251,0,25.691187,1612.75,0,-15.5,3.278394,71.6,0,73.4,-1.8854905,29.869965,97.27511,0,0,45.05808,-92.95467,972.59875
3.501,0,25.691187,1618.5,0,-16.5,3.154032,71.6,0,73.4,-1.8854905,28.736881,93.25262,0,0,45.058083,-92.95467,972.52704
3.752,0,25.986488,1605.25,0,-15.5,3.278394,71.6,0,73.4,-1.7404529,29.869965,97.72959,0,0,45.058083,-92.95467,972.52704
4.001,0,24.805285,1611.25,0,-17,3.134187,71.6,0,73.4,-2.3206038,28.55607,93.08283,0,0,45.058083,-92.95467,972.52704
4.251,0,25.395885,1631.25,0,-16,3.217536,71.6,0,73.4,-2.0305283,29.315477,94.386635,0,0,45.058083,-92.95467,972.52704
4.500,0,25.100586,1608.75,0,-16.5,3.196368,71.6,0,73.4,-2.175566,29.122612,95.07708,0,0,45.058083,-92.95467,972.4722
4.751,0,24.509983,1619.5,0,-15.5,3.134187,71.6,0,73.4,-2.4656415,28.55607,92.60866,0,0,45.058083,-92.95467,972.4722
