Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Intake air temperature bank 1  sensor 3 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
656.024,43.922523,8.563729,2071.5,67.72946,2.320542,29.234798,53.6,10.196078,60.8,68,0,1485.364,1172.345,-10.152641,-3.2782176E-15,-0.032464135,21.142824,53.605843,8.423497,22.28018,45.041275,-93.09941,901.614
656.274,29.741766,15.946254,2090,67.72946,3.415986,29.234798,53.6,10.588235,60.8,68,0,2890.9968,2353.549,-6.526698,-3.2782176E-15,-0.032464135,31.223639,78.46415,8.4268265,22.282389,45.041275,-93.09941,901.614
656.523,24.39439,26.28179,2134.75,67.72946,4.160835,29.234798,53.6,0.39215687,60.8,68,0,2890.9968,3009.1172,-1.4503773,-3.2782176E-15,-0.032464135,38.06802,93.65853,8.433758,22.283834,45.041275,-93.09941,901.614
656.774,43.11234,20.375769,2096.5,67.72946,2.353617,29.234798,53.6,0,60.8,68,0,891.809,1757.0409,-4.351132,-3.2782176E-15,-0.032464135,21.540148,53.961983,8.437129,22.288137,45.041275,-93.09941,901.614
657.024,85.83541,12.107341,2066,67.72946,1.180116,29.234798,53.6,0,60.8,68,0,891.809,850.46686,-8.412189,-3.2782176E-15,-0.54411936,10.818916,27.503471,8.4438095,22.300009,45.041412,-93.09975,901.5386
657.273,104.08919,9.449632,2052.5,67.72946,0.97902,29.234798,53.6,9.803922,60.8,68,0,1405.6328,1160.533,-9.717528,-3.2782176E-15,-0.54411936,8.9216385,22.829454,8.4471855,22.307014,45.041412,-93.09975,901.5386
657.523,34.316307,15.060351,2085.5,67.72946,2.970135,29.234798,53.6,16.470589,60.8,68,0,3079.9895,2096.6372,-6.9618115,-3.2782176E-15,5.8279424E-15,27.061367,68.151215,8.450522,22.310099,45.041412,-93.09975,901.5386
657.774,21.911156,29.5301,2198.5,67.72946,4.631823,29.234798,53.6,18.82353,60.8,68,0,3351.6663,3156.7676,0.14503774,-3.2782176E-15,5.8279424E-15,42.382347,101.24943,8.457249,22.307465,45.041412,-93.09975,901.5386
658.024,18.37572,31.006605,2213.5,67.72946,5.518233,29.234798,53.6,0,60.8,68,0,891.809,3519.988,0.87022644,-3.2782176E-15,5.8279424E-15,50.536587,119.9114,8.460804,22.30546,45.041553,-93.10008,901.395
658.274,59.939617,15.946254,2163.25,67.72946,1.69344,29.234798,53.6,0,60.8,68,0,891.809,1438.1158,-6.526698,-3.2782176E-15,5.8279424E-15,15.493028,37.615223,8.467527,22.31523,45.041553,-93.10008,901.395
658.523,92.0735,11.516739,2131.5,67.72946,1.100736,29.234798,53.6,0,60.8,68,0,891.809,1101.4728,-8.702264,-3.2782176E-15,5.8279424E-15,10.085921,24.85217,8.470893,22.321947,45.041553,-93.10008,901.395
658.774,96.29954,9.449632,2085,67.72946,1.051785,29.234798,53.6,0,60.8,68,0,891.809,933.1512,-9.717528,-3.2782176E-15,5.8279424E-15,9.643309,24.291485,8.47428,22.328804,45.041553,-93.10008,901.395
659.024,97.76663,6.791923,2084,67.72946,1.042524,29.234798,53.6,4.7058825,60.8,68,0,1187.11,1071.9426,-11.022868,-3.2782176E-15,5.8279424E-15,9.4986,23.938446,8.481099,22.343027,45.041702,-93.10041,901.51013
659.273,62.3678,9.449632,2061.5,67.108086,1.61406,29.234798,53.6,7.0588236,60.8,68,0,1405.6328,1308.1835,-9.717528,-2.5505478,-0.5101096,14.753229,37.587013,8.484429,22.348658,45.041702,-93.10041,901.51013
659.523,36.973007,14.174448,2065.75,67.108086,2.720088,29.234798,53.6,8.235294,60.8,68,0,2513.0115,2433.2803,-7.3969245,-2.5505478,-0.5101096,24.886438,63.27309,8.487752,22.352118,45.041702,-93.10041,901.51013
659.774,28.021803,23.91938,2075,67.108086,3.595914,29.234798,53.6,8.235294,60.8,68,0,2864.4197,2764.0173,-2.6106794,-3.2782176E-15,-0.5101096,32.83609,83.1127,8.494438,22.3555,45.041702,-93.10041,901.51013
660.024,27.433529,24.509983,2081.75,67.108086,3.66471,29.234798,53.6,8.627451,60.8,69.8,0,2864.4197,3038.6472,-2.3206038,-3.2782176E-15,-0.5101096,33.540215,84.61967,8.497796,22.357136,45.04185,-93.10073,900.6427
660.273,28.985697,25.986488,2086.5,67.108086,3.483459,29.234798,53.6,9.019608,60.8,69.8,0,2864.4197,2896.9028,-1.5954151,-3.2782176E-15,-0.5101096,31.744156,79.90601,8.504497,22.360735,45.04185,-93.10073,900.6427
660.524,28.810623,26.28179,2086.75,67.108086,3.504627,29.234798,53.6,8.627451,60.8,69.8,0,2864.4197,2890.9968,-1.4503773,-3.2782176E-15,-0.5101096,31.937056,80.38195,8.507793,22.362677,45.04185,-93.10073,900.6427
660.773,50.976837,19.489866,2064.25,67.72946,1.999053,29.234798,53.6,7.8431373,60.8,69.8,0,2135.0261,1946.0336,-4.7862453,2.392343,-0.031640965,18.217022,46.349937,8.5146,22.372517,45.04185,-93.10073,900.6427
661.024,33.99525,18.899263,2077.5,67.108086,2.970135,29.234798,53.6,8.627451,60.8,69.8,0,2675.427,2421.4683,-5.0763206,-2.5531616,-0.032163728,27.066324,68.426186,8.517927,22.375505,45.042007,-93.10104,899.4893
661.278,27.80722,24.509983,2090,67.72946,3.66471,29.234798,53.6,9.019608,60.8,69.8,0,2781.7354,2713.8162,-2.3206038,-0.011228881,0.47622284,33.395866,83.9229,8.521299,22.377235,45.042007,-93.10104,899.4893
661.524,48.292164,23.91938,2085.5,67.72946,2.110185,29.234798,53.6,0,60.8,69.8,0,891.809,1712.7458,-2.6106794,-2.9139712E-15,0.47622284,19.22975,48.42811,8.528279,22.38416,45.042007,-93.10104,899.4893
661.777,58.753624,16.536856,2060.5,67.72946,1.734453,29.234798,53.6,5.098039,60.8,75.2,0,1783.618,1092.6136,-6.236623,-2.9139712E-15,0.47622284,15.805768,40.288128,8.531666,22.389662,45.042007,-93.10104,899.4893
662.023,45.345722,15.060351,2051.25,67.108086,2.223963,29.234798,53.6,7.45098,60.8,75.2,0,1999.1877,1878.1144,-6.9618115,-2.1615396,0.04391492,20.291363,51.95492,8.535596,22.39488,45.04217,-93.10135,897.11505
662.275,45.49675,22.147575,2063.25,67.72946,2.239839,29.234798,53.6,0,60.8,75.2,0,891.809,1765.9,-3.4809058,2.544485,0.5528119,20.411263,51.957962,8.542314,22.401104,45.04217,-93.10135,897.11505
662.524,54.397247,16.832157,2050,67.108086,1.856169,29.234798,53.6,5.490196,60.8,75.2,0,1836.7722,1432.2098,-6.091585,0.013802134,-0.43179327,16.914946,43.336197,8.5456705,22.40628,45.04217,-93.10135,897.11505
662.774,45.401154,15.060351,2039.5,67.108086,2.223963,29.234798,53.6,7.0588236,60.8,75.2,0,1946.0336,1999.1877,-6.9618115,-2.5306828,-0.43179327,20.266588,52.190445,8.549019,22.410727,45.04217,-93.10135,897.11505
663.023,50.9135,17.127459,2046.25,67.108086,1.983177,29.234798,53.6,7.45098,60.8,75.2,0,1946.0336,1597.5784,-5.946547,-2.5497248E-15,-0.4295475,18.072348,46.386322,8.555707,22.41935,45.042343,-93.101654,896.2147
663.274,38.64055,17.127459,2055.75,67.108086,2.610279,29.234798,53.6,9.019608,60.8,75.2,0,2297.442,2093.684,-5.946547,-2.5497248E-15,-0.4295475,23.812458,60.83703,8.559036,22.423012,45.042343,-93.101654,896.2147
663.524,26.499771,23.32878,2076.75,67.108086,3.81024,29.234798,53.6,9.019608,60.8,75.2,0,2675.427,2749.2522,-2.9007547,-2.5497248E-15,-0.4295475,34.722054,87.81228,8.562402,22.424368,45.042343,-93.101654,896.2147
663.774,18.252373,30.120703,2142,67.108086,5.518233,29.234798,53.6,14.90196,60.8,77,0,3404.8206,3304.4182,0.43511322,-2.5497248E-15,0.0027604268,50.411335,123.60692,8.569633,22.421932,45.042343,-93.101654,896.2147
664.024,19.247198,30.711304,2154,67.108086,5.224527,29.234798,53.6,14.509804,60.8,77,0,3514.0818,3434.3506,0.7251887,-2.5497248E-15,0.0027604268,47.805737,116.565056,8.572981,22.420486,45.042515,-93.10195,895.6009
664.274,40.71548,23.32878,2126,67.72946,2.497824,29.234798,53.6,4.7058825,60.8,77,0,2755.1584,1907.6444,-2.9007547,2.539107,0.50782144,22.808184,56.345795,8.579714,22.422026,45.042515,-93.10195,895.6009
664.524,38.37991,18.603964,2112.25,67.72946,2.663199,29.234798,53.6,6.27451,60.8,77,0,2648.8499,3026.8352,-5.221359,-2.5497248E-15,0.50782144,24.196154,60.163776,8.583123,22.42573,45.042515,-93.10195,895.6009
664.773,35.79464,19.489866,2108,67.72946,2.872233,29.234798,53.6,0,60.8,77,0,891.809,1585.7664,-4.7862453,-2.5497248E-15,0.50782144,25.943722,64.63917,8.586491,22.429014,45.042515,-93.10195,895.6009
665.024,35.99058,16.536856,2072.25,67.72946,2.833866,29.234798,53.6,8.235294,60.8,77,0,2459.8574,2140.9321,-6.236623,-2.5497248E-15,0.50782144,25.802475,65.39632,8.59324,22.437866,45.042686,-93.10224,895.05615
665.274,25.139685,22.442877,2091.75,67.108086,4.054995,29.234798,53.6,7.8431373,60.8,77,0,2781.7354,2926.4329,-3.335868,-2.4166093,0.024499562,36.600555,91.899254,8.596755,22.438852,45.042686,-93.10224,895.05615
665.523,26.721397,23.91938,2085,67.108086,3.81024,29.234798,53.6,8.235294,60.8,73.4,0,3000.258,3020.9292,-2.6106794,-2.4166093,0.024499562,34.43407,86.739395,8.600092,22.440248,45.042686,-93.10224,895.05615
665.773,26.108667,26.57709,2098,67.72946,3.931956,29.234798,53.6,4.3137255,60.8,73.4,0,3000.258,3047.5063,-1.3053397,1.9495667,0.4144129,35.5685,89.04185,8.607877,22.443163,45.042686,-93.10224,895.05615
666.023,40.06911,23.32878,2080.75,67.72946,2.561328,29.234798,53.6,0,60.8,73.4,0,891.809,2087.778,-2.9007547,-2.9139712E-15,-0.09340852,23.176111,58.499844,8.6112585,22.447042,45.042862,-93.10254,896.04645
666.274,51.10598,18.603964,2063.25,67.72946,1.999053,29.234798,53.6,0,60.8,73.4,0,891.809,1139.8618,-5.221359,-2.9139712E-15,-0.09340852,18.170988,46.25522,8.614816,22.45224,45.042862,-93.10254,896.04645
666.524,103.821945,9.449632,2030.25,67.72946,0.988281,29.234798,53.6,0,60.8,73.4,0,891.809,924.2921,-9.717528,-2.9139712E-15,-0.09340852,8.944604,23.139057,8.62136,22.464678,45.042862,-93.10254,896.04645
666.774,127.434586,7.677826,2040,67.108086,0.792477,29.234798,53.6,0,60.8,73.4,0,891.809,989.25836,-10.587755,-2.3770218,-0.56881285,7.2203827,18.589346,8.624933,22.472347,45.042862,-93.10254,896.04645
667.024,138.28499,7.087224,2035.25,67.108086,0.730296,29.234798,53.6,0,60.8,73.4,0,891.809,983.35236,-10.8778305,-2.3770218,-0.56881285,6.653842,17.17073,8.628292,22.479675,45.043037,-93.102844,893.35583
667.274,124.79625,6.201321,2038.75,66.48672,0.801738,29.234798,53.6,5.490196,60.8,69.8,0,1187.11,1166.439,-11.312943,-2.54437,-0.594365,7.304761,18.818115,8.634826,22.493713,45.043037,-93.102844,893.35583
667.524,42.823627,11.221438,2025,66.48672,2.336418,29.234798,53.6,7.0588236,60.8,69.8,0,1647.7795,1594.6254,-8.847302,-2.54437,-0.9842783,21.287472,55.211956,8.6387205,22.498528,45.043037,-93.102844,893.35583
667.773,27.798025,24.214682,2051.25,66.48672,3.238704,29.234798,53.6,7.8431373,60.8,69.8,0,2566.1658,2397.8442,-2.4656415,-2.9139712E-15,-0.9842783,32.79394,83.96709,8.645327,22.502623,45.043037,-93.102844,893.35583
668.024,30.93162,24.805285,2044.5,66.48672,2.9106,29.234798,53.6,0,60.8,69.8,0,891.809,2572.0718,-2.175566,-2.9139712E-15,-0.9842783,29.47168,75.709755,8.648626,22.504963,45.04321,-93.10314,893.86597
668.274,45.39664,20.67107,2025.5,66.48672,1.983177,29.234798,53.6,0,60.8,69.8,0,891.809,1432.2098,-4.2060943,-2.9139712E-15,-0.9842783,20.08093,52.06977,8.652096,22.509516,45.04321,-93.10314,893.86597
668.524,83.237076,10.926137,2003.75,66.48672,1.109997,29.234798,53.6,0,60.8,69.8,0,891.809,944.9632,-8.99234,-2.9139712E-15,-0.508874,10.951932,28.706568,8.658677,22.521065,45.04321,-93.10314,893.86597
668.773,102.21237,8.85903,1982.25,65.86535,0.906255,29.234798,53.6,0,60.8,69.8,0,891.809,944.9632,-10.007604,-2.5647442,-1.0218228,8.835399,23.41002,8.661927,22.527657,45.04321,-93.10314,893.86597
669.023,49.97981,10.040234,1991.75,65.86535,1.983177,29.234798,53.6,6.6666665,60.8,73.4,0,1405.6328,1322.9485,-9.427453,-2.9139712E-15,-0.5129489,18.069038,47.64686,8.668665,22.539463,45.043377,-93.10344,893.38043
669.273,37.43753,14.76505,2000,65.86535,2.577204,29.234798,53.6,7.8431373,60.8,73.4,0,2188.1804,1674.3567,-7.106849,-2.9139712E-15,-0.5129489,24.122507,63.34707,8.671895,22.542805,45.043377,-93.10344,893.38043
669.523,29.154366,22.738176,2044,65.86535,3.34719,29.234798,53.6,8.235294,60.8,73.4,0,2566.1658,2388.985,-3.1908302,-2.9139712E-15,-0.5129489,30.97605,79.593796,8.6751995,22.544752,45.043377,-93.10344,893.38043
669.773,48.420177,23.32878,2011.25,65.86535,2.046681,29.234798,53.6,0,60.8,73.4,0,891.809,2105.496,-2.9007547,-2.9139712E-15,-0.5129489,18.651049,48.704742,8.681744,22.55199,45.043377,-93.10344,893.38043
670.024,53.389893,18.603964,1990.25,65.86535,1.856169,29.234798,53.6,0,60.8,73.4,0,891.809,1287.5123,-5.221359,-2.9139712E-15,-0.5129489,16.914946,44.63721,8.685017,22.5569,45.04354,-93.10372,893.196
670.274,63.69559,14.174448,1987.75,65.86535,1.555848,29.234798,53.6,4.7058825,60.8,73.4,0,1538.5182,1476.505,-7.3969245,-2.9139712E-15,-0.5129489,14.178172,37.46214,8.688317,22.562435,45.04354,-93.10372,893.196
670.523,57.076427,15.060351,1987.75,65.24397,1.7199,29.234798,53.6,0,60.8,73.4,0,891.809,998.1174,-6.9618115,-2.5541177,-0.51082355,15.673149,41.412228,8.69479,22.572182,45.04354,-93.10372,893.196
670.774,76.7315,12.402642,1978.5,65.24397,1.279341,29.234798,53.6,0,60.8,73.4,0,891.809,628.99115,-8.267151,-2.9139712E-15,-0.51082355,11.658412,30.948343,8.698229,22.578482,45.04354,-93.10372,893.196
671.024,97.50244,10.040234,1967.25,65.24397,1.006803,29.234798,53.6,0,60.8,75.2,0,891.809,797.3127,-9.427453,-2.9139712E-15,-0.51082355,9.174821,24.4947,8.701274,22.584555,45.04371,-93.10401,893.5928
671.273,127.149994,6.791923,1947.25,64.622604,0.764694,29.234798,53.6,0,60.8,75.2,0,891.809,983.35236,-11.022868,-2.544721,-1.0197678,6.9685235,18.795467,8.7083235,22.599447,45.04371,-93.10401,893.5928
671.524,128.50726,6.201321,1941,64.622604,0.756756,29.234798,53.6,0,60.8,75.2,0,891.809,1027.6475,-11.312943,-2.544721,-1.0197678,6.894923,18.656834,8.711571,22.606392,45.04371,-93.10401,893.5928
671.774,139.48038,6.201321,1943.25,64.622604,0.697221,29.234798,53.6,0,60.8,75.2,0,891.809,1071.9426,-11.312943,-2.9139712E-15,-1.0197678,6.3524904,17.169174,8.714796,22.613405,45.04371,-93.10401,893.5928
672.024,136.84091,5.90602,1931.25,64.001236,0.703836,29.234798,53.6,0,60.8,75.2,0,891.809,1116.2378,-11.457981,-2.148091,-1.449386,6.4127607,17.439764,8.721737,22.628464,45.043877,-93.1043,895.28235
672.274,141.90909,5.610719,1925,64.001236,0.678699,29.234798,53.6,0,60.8,75.2,0,891.809,1151.674,-11.603019,-2.9139712E-15,-0.9385624,6.1837335,16.871515,8.72505,22.635689,45.043877,-93.1043,895.28235
672.524,139.17485,5.610719,1913.75,63.37986,0.685314,29.234798,53.6,0,60.8,75.2,0,891.809,1184.157,-11.603019,-2.4984412,-1.4382507,6.244004,17.1361,8.731415,22.64949,45.043877,-93.1043,895.28235
672.773,139.17485,5.90602,1908.25,63.37986,0.685314,29.234798,53.6,0,60.8,75.2,0,891.809,1195.969,-11.457981,-2.9139712E-15,-1.4382507,6.244004,17.185492,8.734547,22.656292,45.043877,-93.1043,895.28235
673.024,139.15358,5.90602,1896.25,62.75849,0.678699,29.234798,53.6,0,60.8,75.2,0,891.809,1216.6401,-11.457981,-2.5378513,-1.9458209,6.1837335,17.127314,8.737677,22.66309,45.04404,-93.10459,897.2329
673.274,139.13188,5.610719,1888.25,62.13712,0.672084,29.234798,53.6,0,60.8,75.2,0,891.809,1249.1233,-11.603019,-2.5063348,-1.9381437,6.123463,17.032236,8.74389,22.676577,45.04404,-93.10459,897.2329
673.524,140.51491,5.610719,1876.75,62.13712,0.665469,29.234798,53.6,0,60.8,75.2,0,891.809,1272.7473,-11.603019,-2.9139712E-15,-1.9381437,6.063193,16.967936,8.747016,22.683376,45.04404,-93.10459,897.2329
673.773,112.8584,5.90602,1866.5,61.515747,0.82026,29.234798,53.6,8.235294,60.8,75.2,0,1187.11,1302.2775,-11.457981,-2.5594344,-2.0204124,7.473518,21.029608,8.753133,22.696348,45.04404,-93.10459,897.2329
674.023,37.29862,12.402642,1895.25,61.515747,2.481948,29.234798,53.6,8.235294,60.8,75.2,0,1946.0336,1662.5447,-8.267151,-2.9139712E-15,-2.0204124,22.613419,62.666264,8.756228,22.69949,45.044197,-93.104866,899.40045
674.273,22.398273,22.147575,1919.75,61.515747,4.133052,29.234798,53.6,8.235294,60.8,75.2,0,2702.0042,2353.549,-3.4809058,-2.9139712E-15,-1.520724,37.656887,103.02291,8.759288,22.699383,45.044197,-93.104866,899.40045
674.524,20.577065,27.167692,1917.25,61.515747,4.029858,29.234798,53.6,10.588235,60.8,75.2,0,3053.4124,3009.1172,-1.0152642,-2.9139712E-15,-1.520724,40.989773,112.28735,8.765417,22.69949,45.044197,-93.104866,899.40045
674.774,21.996662,28.053595,1935.25,61.515747,3.81024,29.234798,53.6,10.980392,60.8,75.2,0,3162.6738,3171.5327,-0.58015096,-2.9139712E-15,-1.0131538,38.34442,104.06368,8.769018,22.699192,45.044197,-93.104866,899.40045
675.024,20.132935,29.234798,1939.5,61.515747,4.213755,29.234798,53.6,10.980392,60.8,75.2,0,3162.6738,3180.3918,0,-2.9139712E-15,-0.5118869,41.894005,113.44783,8.772045,22.698195,45.044353,-93.10514,899.5276
675.274,20.221056,30.416002,1945.5,61.515747,4.319595,29.234798,53.6,11.372549,60.8,75.2,0,3268.9822,3186.2979,0.58015096,-2.9139712E-15,-0.5118869,41.711433,112.60507,8.778156,22.69643,45.044353,-93.10514,899.5276
675.524,19.500954,31.892508,1948.5,61.515747,4.529952,29.234798,53.6,6.6666665,60.8,75.2,0,3378.2434,3336.9014,1.3053397,-2.9139712E-15,5.4636962E-15,43.25169,116.58341,8.781411,22.695053,45.044353,-93.10514,899.5276
675.775,43.639374,22.738176,1917.75,61.515747,2.046681,29.234798,53.6,0,60.8,75.2,0,891.809,1748.1819,-3.1908302,-2.9139712E-15,5.4636962E-15,19.327713,52.932514,8.784454,22.698826,45.044353,-93.10514,899.5276
676.024,38.296875,18.013361,1901,61.515747,2.401245,29.234798,53.6,10.196078,60.8,75.2,0,2350.596,2380.126,-5.511434,-2.9139712E-15,5.4636962E-15,22.023972,60.84818,8.790592,22.706612,45.04451,-93.10541,899.9951
676.274,17.766222,28.053595,1925.25,60.89438,5.157054,29.234798,53.6,10.196078,60.8,75.2,0,3106.5664,3041.6003,-0.58015096,-2.560988,-0.51219755,46.995335,128.20404,8.793602,22.70445,45.04451,-93.10541,899.9951
676.524,50.1468,19.194565,1890,60.89438,1.827063,29.234798,53.6,0,60.8,73.4,0,891.809,1198.9221,-4.931283,0.01311375,-0.50957483,16.649708,46.267803,8.799685,22.712467,45.04451,-93.10541,899.9951
676.775,61.609264,15.355652,1875,60.89438,1.485729,29.234798,53.6,0,60.8,73.4,0,891.809,989.25836,-6.816774,-2.5406332,-0.50957483,13.552013,37.96091,8.80271,22.717398,45.04451,-93.10541,899.9951
677.024,84.02919,12.107341,1862.5,60.89438,1.090152,29.234798,53.6,0,60.8,73.4,0,891.809,900.668,-8.412189,-2.9139712E-15,-0.50957483,9.936185,28.019312,8.805801,22.723217,45.044666,-93.10568,901.4371
677.273,121.09338,7.973127,1838,60.89438,0.756756,29.234798,53.6,0,60.8,73.4,0,891.809,1027.6475,-10.442718,-2.9139712E-15,-0.50957483,6.894923,19.702349,8.811831,22.735697,45.044666,-93.10568,901.4371
677.523,125.33569,7.087224,1824.5,60.273006,0.723681,29.234798,53.6,9.019608,60.8,73.4,0,1187.11,1068.9896,-10.8778305,-2.1518993,-0.9399547,6.5935717,18.980642,8.815376,22.743185,45.044666,-93.10568,901.4371
677.774,42.034718,10.630836,1877.75,60.273006,2.157813,29.234798,53.6,8.627451,60.8,73.4,0,1700.9337,1432.2098,-9.137378,-2.1518993,-0.9399547,19.660173,54.98999,8.818378,22.746738,45.044666,-93.10568,901.4371
678.024,24.90773,28.053595,1892.75,60.273006,3.640896,29.234798,53.6,14.117647,60.8,73.4,0,3162.6738,2855.5608,-0.58015096,-2.9139712E-15,-0.4277571,33.178852,92.06661,8.82436,22.746485,45.044823,-93.10595,903.2455
678.274,17.35835,29.5301,1932.25,60.273006,4.684743,29.234798,53.6,9.803922,60.8,73.4,0,3268.9822,3035.6943,0.14503774,-2.9139712E-15,-0.93850654,47.608776,129.407,8.827528,22.74395,45.044823,-93.10595,903.2455
678.524,30.081085,25.691187,1928.75,60.273006,2.720088,29.234798,53.6,0,60.8,73.4,0,891.809,2536.6355,-1.7404529,-2.9139712E-15,-0.43037987,27.472742,74.81008,8.830898,22.746067,45.044823,-93.10595,903.2455
678.774,54.148655,14.469749,1892.75,59.651634,1.532034,29.234798,53.6,0,60.8,73.4,0,891.809,1331.8075,-7.251887,-2.658052,-0.96199024,15.104534,41.91294,8.836912,22.753672,45.044823,-93.10595,903.2455
679.024,80.355705,11.516739,1875,60.273006,1.061046,29.234798,53.6,0,60.8,73.4,0,891.809,986.30536,-8.702264,-0.25354046,-0.48108795,10.284396,28.8079,8.840085,22.759527,45.044975,-93.10621,906.4672
679.274,50.97809,9.744933,1829,59.651634,1.760913,29.234798,53.6,17.254902,60.8,73.4,0,1485.364,1169.392,-9.572491,-2.695955,-0.5898991,16.043955,46.07144,8.84601,22.769379,45.044975,-93.10621,906.4672
679.524,12.600673,26.57709,1942.75,59.651634,6.948396,29.234798,53.6,23.529411,60.8,73.4,0,3242.405,2902.8088,-1.3053397,-2.9139712E-15,-0.5898991,64.908455,175.47629,8.848931,22.763317,45.044975,-93.10621,906.4672
679.774,18.725842,29.234798,1952.5,59.651634,4.760154,29.234798,53.6,28.62745,60.8,73.4,0,3351.6663,3351.6663,0,-2.9139712E-15,-0.5898991,43.677082,117.48885,8.851899,22.761671,45.044975,-93.10621,906.4672
680.024,14.802592,31.006605,2174,59.651634,6.03288,29.234798,53.6,27.843138,60.8,71.6,0,3593.8132,3534.753,0.87022644,-2.9139712E-15,-0.5898991,55.253174,133.48479,8.8578415,22.755688,45.045128,-93.10648,908.2529
680.274,12.7877245,33.959614,2434.25,59.651634,6.982794,29.234798,53.6,23.529411,60.8,71.6,0,3809.3828,3744.4167,2.3206038,-2.9139712E-15,-0.5898991,63.95901,137.99731,8.861318,22.748732,45.045128,-93.10648,908.2529
680.524,11.979039,36.32202,2527.5,60.273006,7.531839,29.234798,53.6,18.431372,60.8,71.6,0,3809.3828,3959.9863,3.4809058,2.530656,-0.08376789,68.988,143.35619,8.864332,22.74178,45.045128,-93.10648,908.2529
680.774,10.283542,41.34214,2610.5,60.89438,8.8641,29.234798,53.6,13.725491,60.8,71.6,0,3809.3828,3871.396,5.946547,2.5427682,0.47549388,81.190865,163.3494,8.870503,22.721067,45.045128,-93.10648,908.2529
681.024,12.343811,38.38913,2614.25,60.89438,7.324128,29.234798,53.6,9.803922,60.8,71.6,0,3809.3828,3688.3096,4.49617,2.5427682,1.0146849,67.63953,135.89001,8.873541,22.71453,45.04528,-93.10675,908.689
681.278,18.645807,28.348896,2620.75,60.89438,4.891131,29.234798,53.6,8.627451,60.8,71.6,0,3487.505,3416.6326,-0.43511322,-2.9139712E-15,1.0146849,44.778408,89.73816,8.879615,22.710888,45.04528,-93.10675,908.689
681.524,26.298494,23.91938,2528,61.515747,3.504627,29.234798,53.6,0,60.8,71.6,0,891.809,2560.2598,-2.6106794,2.585414,1.5317677,32.07215,66.63234,8.882627,22.711939,45.04528,-93.10675,908.689
681.774,45.768406,17.422758,2404.25,61.515747,2.014929,29.234798,53.6,10.196078,60.8,71.6,0,2135.0261,2256.0996,-5.8015094,2.585414,1.5317677,18.428635,40.257576,8.885649,22.715832,45.04528,-93.10675,908.689
682.024,20.871845,26.57709,2163.25,61.515747,4.425435,29.234798,53.6,0,60.8,68,0,891.809,2876.2317,-1.3053397,-2.9139712E-15,1.5317677,40.410862,98.112755,8.892364,22.716782,45.045433,-93.10703,908.661
682.274,37.13926,22.147575,2061.25,61.515747,2.481948,29.234798,53.6,0,60.8,68,0,891.809,1358.3846,-3.4809058,-2.9139712E-15,1.0256364,22.71045,57.866753,8.895417,22.719812,45.045433,-93.10703,908.661
682.524,50.788143,17.127459,1981.25,61.515747,1.813833,29.234798,53.6,1.1764706,60.8,68,0,891.809,980.3993,-5.946547,-2.9139712E-15,1.0256364,16.607208,44.024193,8.898476,22.724127,45.045433,-93.10703,908.661
682.774,13.293283,26.87239,1935.5,61.515747,6.948396,29.234798,53.6,13.725491,60.8,68,0,3268.9822,2858.5137,-1.1603019,-2.9139712E-15,0.5170828,63.44928,172.17401,8.904771,22.721073,45.045433,-93.10703,908.661
683.024,18.884588,30.416002,1942.5,61.515747,4.891131,29.234798,53.6,15.686275,60.8,68,0,3487.505,3416.6326,0.58015096,-2.9139712E-15,0.5170828,44.663364,120.76038,8.907841,22.719482,45.045586,-93.10731,910.8389
683.274,17.515615,31.301907,1967.75,61.515747,5.257602,29.234798,53.6,16.078432,60.8,68,0,3593.8132,3519.988,1.0152642,-2.9139712E-15,0.5170828,48.154133,128.52798,8.91089,22.717175,45.045586,-93.10731,910.8389
683.524,15.510734,34.550217,2072.5,62.13712,5.997159,29.234798,53.6,16.078432,60.8,68,0,3809.3828,3797.5708,2.6106794,2.5348203,0.506964,54.9277,139.19734,8.917034,22.71054,45.045586,-93.10731,910.8389
683.774,13.842882,36.32202,2080.75,62.13712,6.719517,29.234798,53.6,17.254902,60.8,68,0,3809.3828,3641.0613,3.4809058,-2.9139712E-15,0.506964,61.54563,155.35005,8.920104,22.705536,45.045586,-93.10731,910.8389
684.024,13.450928,38.68443,2127,62.13712,6.915321,29.234798,53.6,22.352942,60.8,68,0,3809.3828,3788.712,4.6412077,-2.9139712E-15,0.506964,63.339046,156.40048,8.92376,22.699137,45.04574,-93.10759,910.6286
684.274,11.426358,42.228043,2240,62.75849,8.213184,29.234798,53.6,19.215687,60.8,68,0,3809.3828,4069.2478,6.3816605,2.531113,1.0131867,75.30734,176.57262,8.930025,22.682959,45.04574,-93.10759,910.6286
