Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Intake air temperature bank 1  sensor 3 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
2250.792,16.204292,13.583846,1544.25,22.990734,2.126061,29.234798,53.6,10.588235,68,84.2,0,2135.0261,1736.3699,-7.6870003,7.284928E-16,2.0327854,19.453396,66.1625,34.26491,28.340698,44.86263,-93.34572,828.0903
2251.043,10.074811,20.67107,1563.5,22.990734,3.415986,29.234798,53.6,10.196078,68,80.6,0,2890.9968,2477.5754,-4.2060943,7.284928E-16,2.0327854,31.288776,105.10534,34.266056,28.338984,44.86263,-93.34572,828.0903
2251.292,10.773708,29.234798,1653.25,23.612104,3.279717,29.234798,53.6,14.509804,68,80.6,0,3242.405,3298.5122,0,2.1181505,1.4324322,30.049837,95.46357,34.268635,28.335463,44.86263,-93.34572,828.0903
2251.542,9.576052,30.120703,1690,24.233477,3.786426,29.234798,53.6,14.117647,68,80.6,0,3351.6663,3345.7603,0.43511322,2.5399804,1.9404283,34.697796,107.8324,34.269844,28.333506,44.86263,-93.34572,828.0903
2251.793,8.940717,30.711304,1766,24.233477,4.054995,29.234798,53.6,14.117647,68,80.6,0,3351.6663,3499.317,0.7251887,2.5399804,1.4335198,37.163452,110.52472,34.27105,28.331348,44.862534,-93.34572,828.3762
2252.042,6.940764,33.369015,1890.75,25.47622,5.49045,29.234798,53.6,13.725491,68,80.6,0,3567.236,3407.7734,2.0305283,5.062428,1.9441118,50.32692,139.79779,34.273563,28.325068,44.862534,-93.34572,828.3762
2252.293,7.110051,34.254917,1929.5,26.09759,5.49045,29.234798,53.6,12.54902,68,80.6,0,3676.4976,3644.0144,2.4656415,5.0533032,2.4499366,50.32692,136.99023,34.27487,28.321846,44.862534,-93.34572,828.3762
2252.541,8.125135,33.369015,1919.5,26.718962,4.918914,29.234798,53.6,9.803922,68,80.6,0,3646.9673,3499.317,2.0305283,2.5403867,2.958014,45.088066,123.36944,34.2775,28.315847,44.862534,-93.34572,828.3762
2252.792,7.678041,34.845516,1893,27.340332,5.326398,29.234798,53.6,9.803922,68,78.8,0,3756.2288,3611.5312,2.755717,5.067156,3.4633677,48.823174,135.4595,34.27887,28.312807,44.862423,-93.34572,829.0588
2253.043,7.852542,35.14082,1837.5,27.961704,5.326398,29.234798,53.6,0,68,78.8,0,891.809,3097.7075,2.9007547,4.682426,3.470869,48.823174,139.55093,34.28051,28.309275,44.862423,-93.34572,829.0588
2253.292,16.067394,21.852274,1670.5,28.583075,2.663199,29.234798,53.6,10.196078,68,78.8,0,2837.8425,3015.0232,-3.6259434,2.4802444,3.4589217,24.391367,76.687355,34.283394,28.308115,44.862423,-93.34572,829.0588
2253.542,9.610018,27.758293,1641.75,28.583075,4.451895,29.234798,53.6,11.372549,68,78.8,0,3487.505,3393.0085,-0.7251887,1.0927392E-15,3.4589217,40.780956,130.46213,34.284832,28.305801,44.862423,-93.34572,829.0588
2253.792,10.181098,32.48311,1679.25,29.204447,4.293135,29.234798,53.6,11.372549,68,78.8,0,3593.8132,3336.9014,1.5954151,2.153087,3.3818893,39.330276,123.0115,34.28655,28.303278,44.862305,-93.34572,829.2864
2254.043,9.171052,33.369015,1724.5,29.825817,4.864671,29.234798,53.6,0.39215687,68,78.8,0,3457.9746,3726.6987,2.0305283,2.539311,2.879091,44.590862,135.80531,34.289486,28.298384,44.862305,-93.34572,829.2864
2254.293,24.730242,22.147575,1717,30.44719,1.841616,29.234798,53.6,2.3529413,68,78.8,0,2755.1584,2418.5151,-3.4809058,5.07993,3.3872147,16.88074,51.636314,34.291004,28.298203,44.862305,-93.34572,829.2864
2254.543,30.221033,17.71806,1699.25,30.44719,1.50822,29.234798,53.6,5.490196,68,78.8,0,2297.442,2799.4534,-5.6564717,2.5406191,2.8791375,13.813717,42.696014,34.29251,28.298283,44.862305,-93.34572,829.2864
2254.792,26.486074,15.946254,1654.25,30.44719,1.7199,29.234798,53.6,6.6666665,68,77,0,2297.442,2427.3743,-6.526698,1.0927392E-15,2.3737836,15.761671,50.04206,34.294025,28.298197,44.862183,-93.34574,829.70386
2255.043,15.120473,23.033478,1548.5,31.06856,3.074652,29.234798,53.6,6.6666665,68,77,0,2973.6812,2752.2053,-3.0457926,2.534933,1.95359,28.172695,95.55452,34.29756,28.29608,44.862183,-93.34574,829.70386
2255.293,16.857845,25.691187,1475.25,31.06856,2.758455,29.234798,53.6,4.3137255,68,77,0,3079.9895,3082.9424,-1.7404529,2.534933,1.95359,25.269213,89.96222,34.299126,28.295206,44.862183,-93.34574,829.70386
2255.542,31.548807,19.489866,1407.75,31.06856,1.473822,29.234798,53.6,3.5294118,68,77,0,2241.3345,1703.8867,-4.7862453,1.0927392E-15,1.5229726,13.502395,50.375496,34.302235,28.295235,44.862183,-93.34574,829.70386
2255.793,40.482162,16.241554,1380,31.68993,1.180116,29.234798,53.6,4.7058825,68,77,0,1999.1877,2176.3684,-6.3816605,2.442815,2.0115356,10.733225,40.849354,34.303875,28.29564,44.862053,-93.34574,829.71765
2256.043,34.866795,15.650953,1328.5,31.68993,1.378566,29.234798,53.6,0,68,77,0,891.809,1768.853,-6.671736,2.442815,1.5036734,12.461833,49.266808,34.305466,28.295889,44.862053,-93.34574,829.71765
2256.292,72.85923,11.81204,1285.25,31.68993,0.658854,29.234798,53.6,0,68,77,0,891.809,1004.0234,-8.557226,1.0927392E-15,0.9955496,5.9636116,24.370016,34.308563,28.297138,44.862053,-93.34574,829.71765
2256.543,95.23333,9.449632,1282.25,31.68993,0.504063,29.234798,53.6,0,68,78.8,0,891.809,900.668,-9.717528,1.0927392E-15,0.9955496,4.562522,18.688152,34.310184,28.298079,44.862053,-93.34574,829.71765
2256.793,93.99973,7.382525,1280.5,31.68993,0.510678,29.234798,53.6,0,68,78.8,0,891.809,933.1512,-10.732793,1.0927392E-15,0.9955496,4.622398,18.959278,34.31207,28.299166,44.861923,-93.34573,829.7223
2257.042,110.091896,6.201321,1271.75,31.06856,0.424683,29.234798,53.6,0,68,78.8,0,891.809,1027.6475,-11.312943,-2.2564967,0.03726366,3.8693538,15.979778,34.31546,28.301195,44.861923,-93.34573,829.7223
2257.292,115.11237,5.90602,1277.25,31.06856,0.406161,29.234798,53.6,0,68,78.8,0,891.809,1051.2716,-11.457981,1.0927392E-15,0.03726366,3.7005968,15.2170315,34.317013,28.30216,44.861923,-93.34573,829.7223
2257.543,118.58892,5.90602,1273.25,31.06856,0.394254,29.234798,53.6,0,68,78.8,0,891.809,1071.9426,-11.457981,1.0927392E-15,0.03726366,3.5921102,14.817333,34.318558,28.303133,44.861923,-93.34573,829.7223
2257.792,116.21714,5.610719,1242.5,30.44719,0.394254,29.234798,53.6,0,68,78.8,0,891.809,1116.2378,-11.603019,-2.5358021,-0.9584598,3.5921102,15.18404,34.321625,28.305052,44.861797,-93.34573,829.27344
2258.042,117.00239,5.315418,1243.75,30.44719,0.391608,29.234798,53.6,0,68,78.8,0,891.809,1139.8618,-11.748056,-2.5358021,-0.9584598,3.5680022,15.066976,34.323074,28.305956,44.861797,-93.34573,829.27344
2258.292,116.21714,5.315418,1254.25,30.44719,0.394254,29.234798,53.6,0,68,78.8,0,891.809,1160.533,-11.748056,1.0927392E-15,-0.9584598,3.5921102,15.041794,34.324593,28.306904,44.861797,-93.34573,829.27344
2258.542,110.50787,5.315418,1250,29.825817,0.406161,29.234798,53.6,0,68,80.6,0,891.809,1195.969,-11.748056,-2.402288,-1.4389174,3.7005968,15.548762,34.327827,28.308895,44.861797,-93.34573,829.27344
2258.792,112.71069,5.315418,1245.5,29.825817,0.398223,29.234798,53.6,0,68,80.6,0,891.809,1204.8281,-11.748056,1.0927392E-15,-0.987618,3.6282725,15.299957,34.32958,28.309977,44.861675,-93.345726,828.73157
2259.042,112.71069,5.020117,1249,29.825817,0.398223,29.234798,53.6,7.8431373,68,80.6,0,1187.11,1204.8281,-11.893094,1.0927392E-15,-0.987618,3.6282725,15.257084,34.33107,28.310898,44.861675,-93.345726,828.73157
2259.293,25.751263,12.107341,1284.5,29.204447,1.70667,29.234798,53.6,9.019608,68,80.6,0,1783.618,1399.7267,-8.412189,-2.4889457,-1.4854071,15.549739,63.58037,34.334007,28.31132,44.861675,-93.345726,828.73157
2259.543,18.30255,17.422758,1348,29.204447,2.401245,29.234798,53.6,9.019608,68,80.6,0,2350.596,2084.825,-5.8015094,1.0927392E-15,-1.4854071,21.87812,85.24211,34.33546,28.310665,44.861675,-93.345726,828.73157
2259.792,10.80778,27.462994,1502.5,29.825817,3.713661,29.234798,53.6,10.588235,68,80.6,0,3242.405,3206.9688,-0.87022644,2.5244706,-0.47335267,37.838028,132.26596,34.338406,28.307575,44.861553,-93.345726,829.18756
2260.043,11.455539,28.644197,1587.5,29.825817,3.504627,29.234798,53.6,10.980392,68,80.6,0,3242.405,3150.8616,-0.29007548,2.5244706,-0.47335267,35.69846,118.105415,34.340176,28.30543,44.861553,-93.345726,829.18756
2260.292,10.104577,29.234798,1650.75,30.44719,4.054995,29.234798,53.6,9.411765,68,84.2,0,3242.405,3369.3845,0,2.5414948,0.51540387,41.314426,131.44815,34.341694,28.303179,44.861553,-93.345726,829.18756
2260.542,17.060354,26.28179,1692.25,31.06856,2.5137,29.234798,53.6,5.882353,68,84.2,0,3000.258,3224.687,-1.4503773,2.5447621,1.0243562,24.969265,77.495285,34.344757,28.30018,44.861553,-93.345726,829.18756
2260.792,13.499452,27.462994,1680.5,31.06856,3.238704,29.234798,53.6,7.0588236,68,84.2,0,3106.5664,3077.0364,-0.87022644,2.5447621,1.0243562,31.555687,98.62186,34.34631,28.298779,44.861427,-93.345726,829.3896
2261.042,12.230879,29.5301,1647.25,31.06856,3.617082,29.234798,53.6,7.45098,68,84.2,0,3242.405,3257.17,0.14503774,1.0927392E-15,1.5221455,34.828606,111.04798,34.347866,28.297094,44.861427,-93.345726,829.3896
2261.293,28.812832,22.738176,1513.5,31.68993,1.602153,29.234798,53.6,0,68,84.2,0,891.809,1686.1687,-3.1908302,2.5396929,2.0300841,15.080231,52.331074,34.35102,28.295738,44.861427,-93.345726,829.3896
2261.542,37.408504,18.308662,1467,31.68993,1.254204,29.234798,53.6,0,68,84.2,0,891.809,1190.063,-5.3663964,1.0927392E-15,2.0300841,11.615117,41.58412,34.3526,28.296055,44.861427,-93.345726,829.3896
2261.792,56.614166,14.469749,1414,31.68993,0.838782,29.234798,53.6,0,68,84.2,0,891.809,971.5403,-7.251887,1.0927392E-15,1.52519,7.674831,28.50713,34.354195,28.296711,44.861298,-93.345726,829.3433
2262.043,74.70952,9.449632,1319.5,31.68993,0.637686,29.234798,53.6,0.39215687,68,80.6,0,891.809,1083.7546,-9.717528,1.0927392E-15,1.016891,5.8159146,23.149557,34.35739,28.298311,44.861298,-93.345726,829.3433
2262.292,77.35255,8.563729,1286.5,31.68993,0.616518,29.234798,53.6,1.9607843,68,80.6,0,891.809,1083.7546,-10.152641,1.0927392E-15,1.016891,5.6171927,22.932087,34.35896,28.29913,44.861298,-93.345726,829.3433
2262.542,89.89099,7.087224,1329.5,31.68993,0.530523,29.234798,53.6,4.3137255,68,80.6,0,1187.11,1246.1702,-10.8778305,1.0927392E-15,0.5079386,4.8336787,19.09517,34.362118,28.300867,44.861298,-93.345726,829.3433
2262.793,54.893272,8.268428,1303.5,31.68993,0.867888,29.234798,53.6,3.9215686,68,80.6,0,1187.11,1151.674,-10.297679,1.0927392E-15,0.5079386,7.915436,31.893183,34.364,28.301619,44.86117,-93.345726,828.4236
2263.042,47.822025,9.744933,1283,31.68993,0.996219,29.234798,53.6,5.098039,68,80.6,0,1296.3713,1066.0366,-9.572491,1.0927392E-15,9.015099E-15,9.085858,37.194042,34.365578,28.302149,44.86117,-93.345726,828.4236
2263.292,26.853085,16.241554,1287.75,31.68993,1.774143,29.234798,53.6,5.098039,68,80.6,0,1999.1877,1762.947,-6.3816605,1.0927392E-15,9.015099E-15,16.180792,65.99367,34.36875,28.302227,44.86117,-93.345726,828.4236
2263.543,24.800266,19.194565,1294,31.68993,1.920996,29.234798,53.6,0,68,80.6,0,891.809,1827.9132,-4.931283,1.0927392E-15,9.015099E-15,17.520142,71.1111,34.370323,28.302044,44.86117,-93.345726,828.4236
2263.793,34.262592,18.603964,1292.5,31.68993,1.390473,29.234798,53.6,0,68,80.6,0,891.809,1284.5593,-5.221359,1.0927392E-15,9.015099E-15,12.68159,51.53203,34.371937,28.302275,44.861042,-93.345726,828.24396
2264.042,78.28258,11.81204,1288,31.68993,0.60858,29.234798,53.6,0,68,82.4,0,891.809,1024.6945,-8.557226,1.0927392E-15,9.015099E-15,5.550458,22.633255,34.375393,28.30374,44.861042,-93.345726,828.24396
2264.292,79.317154,9.449632,1284.5,31.68993,0.600642,29.234798,53.6,0,68,82.4,0,891.809,1001.0704,-9.717528,1.0927392E-15,9.015099E-15,5.4780607,22.398905,34.376884,28.30453,44.861042,-93.345726,828.24396
2264.542,81.18533,8.268428,1268.25,31.68993,0.587412,29.234798,53.6,0,68,82.4,0,891.809,1042.4125,-10.297679,1.0927392E-15,9.015099E-15,5.352003,22.163868,34.378563,28.30543,44.861042,-93.345726,828.24396
2264.796,95.25471,7.087224,1273.5,31.06856,0.490833,29.234798,53.6,0,68,82.4,0,891.809,1083.7546,-10.8778305,-2.5254052,-0.505081,4.472057,18.44346,34.381664,28.30719,44.860916,-93.34573,828.52386
2265.042,106.44427,6.791923,1264.75,31.06856,0.439236,29.234798,53.6,0,68,82.4,0,891.809,1107.3788,-11.022868,1.0927392E-15,-0.505081,4.0019484,16.618847,34.38341,28.308247,44.860916,-93.34573,828.52386
2265.292,116.248344,5.90602,1260,31.06856,0.402192,29.234798,53.6,0,68,82.4,0,891.809,1128.0498,-11.457981,1.0927392E-15,-0.505081,3.6644347,15.274623,34.38496,28.30921,44.860916,-93.34573,828.52386
2265.542,113.92338,5.610719,1255.25,30.44719,0.402192,29.234798,53.6,0,68,82.4,0,891.809,1160.533,-11.603019,-2.5603318,-1.0171473,3.6644347,15.332424,34.38807,28.311138,44.860916,-93.34573,828.52386
2265.792,115.05883,5.315418,1250,30.44719,0.398223,29.234798,53.6,0,68,82.4,0,891.809,1172.345,-11.748056,1.0927392E-15,-1.0171473,3.6282725,15.244878,34.389584,28.312078,44.86079,-93.34573,828.817
2266.042,115.05883,5.315418,1250,30.44719,0.398223,29.234798,53.6,0,68,82.4,0,891.809,1195.969,-11.748056,1.0927392E-15,-1.0171473,3.6282725,15.244878,34.39129,28.313137,44.86079,-93.34573,828.817
2266.292,110.50787,5.610719,1250,29.825817,0.406161,29.234798,53.6,0,68,82.4,0,891.809,1204.8281,-11.603019,-2.470159,-1.5111792,3.7005968,15.548762,34.3943,28.31499,44.86079,-93.34573,828.817
2266.543,110.50787,5.315418,1254.25,29.825817,0.406161,29.234798,53.6,0,68,82.4,0,891.809,1216.6401,-11.748056,1.0927392E-15,-1.0060982,3.7005968,15.496076,34.395782,28.315897,44.86079,-93.34573,828.817
2266.793,109.273445,5.315418,1259.75,29.204447,0.402192,29.234798,53.6,0,68,82.4,0,891.809,1249.1233,-11.748056,-2.524413,-1.5109808,3.6644347,15.277655,34.398697,28.317675,44.86067,-93.34573,829.1486
2267.042,109.273445,5.315418,1255,29.204447,0.402192,29.234798,53.6,0,68,82.4,0,891.809,1260.9353,-11.748056,1.0927392E-15,-1.5109808,3.6644347,15.335478,34.40018,28.318579,44.86067,-93.34573,829.1486
2267.293,106.94848,5.315418,1255.25,28.583075,0.402192,29.234798,53.6,0,68,82.4,0,891.809,1272.7473,-11.748056,-2.5343635,-1.5057871,3.6644347,15.332424,34.401608,28.319443,44.86067,-93.34573,829.1486
2267.542,84.589226,5.90602,1238,27.961704,0.497448,29.234798,53.6,0,68,86,0,891.809,1305.2305,-11.457981,-2.5299072,-2.0117686,4.532327,19.228025,34.40442,28.321053,44.86067,-93.34573,829.1486
2267.792,83.82414,6.201321,1231.75,27.340332,0.490833,29.234798,53.6,0,68,86,0,891.809,1317.0425,-11.312943,-4.675462,-2.4408796,4.472057,19.0686,34.406033,28.321932,44.860554,-93.34574,828.996
2268.042,81.91905,6.201321,1227,26.718962,0.490833,29.234798,53.6,0,68,86,0,891.809,1328.8545,-11.312943,-4.6830554,-2.4543478,4.472057,19.142418,34.407364,28.322649,44.860554,-93.34574,828.996
2268.293,77.07018,6.496622,1222,25.47622,0.497448,29.234798,53.6,0,68,86,0,891.809,1349.5255,-11.167906,-5.0312467,-3.4605973,4.532327,19.479782,34.40996,28.32401,44.860554,-93.34574,828.996
2268.543,78.108864,6.201321,1219.5,25.47622,0.490833,29.234798,53.6,0,68,86,0,891.809,1361.3376,-11.312943,-2.5600843,-2.9557145,4.472057,19.260145,34.411217,28.324669,44.860554,-93.34574,828.996
2268.793,74.298676,6.496622,1216.5,24.233477,0.490833,29.234798,53.6,0,68,86,0,891.809,1373.1497,-11.167906,-5.1162333,-3.9789612,4.472057,19.307644,34.412415,28.32528,44.860455,-93.34574,828.96436
2269.043,71.4309,6.496622,1212.25,23.612104,0.497448,29.234798,53.6,0,68,86,0,891.809,1393.8207,-11.167906,-2.1528652,-3.9026616,4.532327,19.636456,34.41519,28.326658,44.860455,-93.34574,828.96436
2269.293,71.272934,6.201321,1193.5,22.369364,0.472311,29.234798,53.6,0,68,86,0,891.809,1405.6328,-11.312943,-5.127705,-4.9282026,4.3033,18.93709,34.416298,28.327208,44.860455,-93.34574,828.96436
2269.542,67.40504,6.496622,1191,21.747992,0.485541,29.234798,53.6,0,68,87.8,0,891.809,1417.4448,-11.167906,-7.6687293,-4.930426,4.4238405,19.508406,34.41738,28.327724,44.860455,-93.34574,828.96436
2269.793,62.032097,6.496622,1186.25,20.505249,0.497448,29.234798,53.6,0,68,87.8,0,891.809,1438.1158,-11.167906,-4.715677,-4.93695,4.532327,20.066845,34.419636,28.328747,44.860455,-93.34574,828.96436
2270.042,59.057922,6.201321,1193,19.262506,0.490833,29.234798,53.6,0,68,87.8,0,891.809,1438.1158,-11.312943,-7.6107016,-5.4490056,4.472057,19.68797,34.42061,28.329163,44.860367,-93.34574,828.6272
2270.293,56.392815,6.791923,1194.5,18.641136,0.497448,29.234798,53.6,0,68,87.8,0,891.809,1452.8809,-11.022868,-7.6378593,-5.458273,4.532327,19.92825,34.421513,28.329533,44.860367,-93.34574,828.6272
2270.543,53.34264,6.201321,1200,17.398394,0.490833,29.234798,53.6,0,68,87.8,0,891.809,1470.599,-11.312943,-4.9265027,-5.4203267,4.472057,19.573124,34.423332,28.330244,44.860367,-93.34574,828.6272
2270.792,50.753532,6.496622,1190,16.777021,0.497448,29.234798,53.6,0,68,87.8,0,891.809,1482.411,-11.167906,-5.1851664,-5.5251594,4.532327,20.003609,34.424126,28.330534,44.860294,-93.34574,828.5894
2271.043,46.377293,6.791923,1200,15.53428,0.504063,29.234798,53.6,0,68,87.8,0,891.809,1506.0352,-11.022868,-4.9948063,-5.49858,4.5925975,20.1007,34.42573,28.331074,44.860294,-93.34574,828.5894
2271.292,45.72226,6.496622,1198,14.912909,0.490833,29.234798,53.6,0,68,87.8,0,891.809,1506.0352,-11.167906,-5.068634,-5.4978294,4.472057,19.605799,34.426476,28.331306,44.860294,-93.34574,828.5894
2271.542,42.66711,6.496622,1177.5,14.291537,0.504063,29.234798,53.6,0,68,87.8,0,891.809,1526.7062,-11.167906,-4.683958,-5.4998837,4.5925975,20.48479,34.42732,28.331541,44.860294,-93.34574,828.5894
2271.792,41.57588,6.791923,1138.5,14.291537,0.517293,29.234798,53.6,0,68,87.8,0,891.809,1538.5182,-11.022868,3.2782176E-15,-3.9777436,4.713138,21.742586,34.428726,28.331915,44.860237,-93.34571,828.2948
2272.042,40.81202,6.791923,1116.75,13.670166,0.504063,29.234798,53.6,0,68,87.8,0,891.809,1550.3302,-11.022868,-2.514435,-3.9593465,4.5925975,21.59914,34.429417,28.332087,44.860237,-93.34571,828.2948
2272.291,40.283367,7.087224,993.75,13.670166,0.510678,29.234798,53.6,0,68,87.8,0,891.809,1514.8942,-10.8778305,-2.514435,-3.4756732,4.652868,24.591082,34.430096,28.332253,44.860237,-93.34571,828.2948
2272.543,35.021126,8.563729,839.5,13.670166,0.587412,29.234798,53.6,0,68,87.8,0,891.809,1154.627,-10.152641,3.2782176E-15,-2.4386399,5.352003,33.483414,34.431465,28.332462,44.860237,-93.34571,828.2948
2272.792,40.006977,8.563729,919.75,13.048795,0.490833,29.234798,53.6,0,68,87.8,0,891.809,835.70184,-10.152641,-2.528895,-2.4517298,4.472057,25.5371,34.432117,28.33262,44.860195,-93.345726,828.1255
2273.043,39.47497,8.268428,955.5,13.048795,0.497448,29.234798,53.6,0,68,87.8,0,891.809,794.3597,-10.297679,-2.528895,-1.9454576,4.532327,24.91292,34.432766,28.332771,44.860195,-93.345726,828.1255
2273.293,23.119297,8.85903,1006.25,13.048795,0.849366,29.234798,53.6,7.45098,68,89.6,0,1187.11,1101.4728,-10.007604,3.2782176E-15,-1.008666,7.7387075,40.392117,34.434208,28.33279,44.860195,-93.345726,828.1255
2273.542,16.790258,10.630836,1127,13.048795,1.169532,29.234798,53.6,7.0588236,68,89.6,0,1405.6328,1225.4991,-9.137378,3.2782176E-15,-1.008666,10.65579,49.658752,34.434864,28.33242,44.860195,-93.345726,828.1255
2273.792,6.70397,19.785168,1584.5,13.048795,2.929122,29.234798,53.6,7.45098,68,89.6,0,2648.8499,2291.5356,-4.6412077,3.2782176E-15,-0.50577897,26.687693,88.461205,34.436165,28.329739,44.860165,-93.34571,827.8734
2274.043,5.245741,24.214682,1941.75,13.048795,3.34719,29.234798,53.6,7.45098,68,89.6,0,2864.4197,2947.104,-2.4656415,3.2782176E-15,-0.50577897,34.106426,92.25226,34.43681,28.32741,44.860165,-93.34571,827.8734
2274.293,5.6416016,23.033478,2070.75,13.048795,3.114342,29.234798,53.6,7.0588236,68,89.6,0,2755.1584,2976.634,-3.0457926,3.2782176E-15,-0.50577897,31.713242,80.43536,34.437454,28.325277,44.860165,-93.34571,827.8734
2274.542,8.577923,21.261671,2068.75,14.291537,2.28879,29.234798,53.6,4.3137255,68,89.6,0,2188.1804,2421.4683,-3.916019,5.0521293,1.0104258,22.843859,57.995663,34.438854,28.322266,44.860165,-93.34571,827.8734
2274.792,8.386592,20.966372,1868,14.291537,2.369493,29.234798,53.6,6.6666665,68,89.6,0,2188.1804,2084.825,-4.0610566,2.505501,1.0104258,23.365015,65.693634,34.43957,28.32087,44.860157,-93.34552,828.7235
2275.043,7.2069077,24.509983,1849,14.912909,2.929122,29.234798,53.6,5.882353,68,89.6,0,2297.442,2362.408,-2.3206038,1.9298946,1.3964047,28.371744,80.59038,34.440548,28.318514,44.860157,-93.34552,828.7235
2275.292,9.2046995,22.442877,1826.25,14.912909,2.320542,29.234798,53.6,0,68,89.6,0,891.809,2120.2612,-3.335868,1.9298946,1.3964047,22.21393,63.885048,34.441303,28.317223,44.860157,-93.34552,828.7235
2275.542,14.975705,17.71806,1622.25,16.155651,1.590246,29.234798,53.6,2.745098,68,89.6,0,1700.9337,1892.8794,-5.6564717,4.719435,2.3402917,14.791418,47.887936,34.44301,28.315613,44.860157,-93.34552,828.7235
2275.795,28.354845,13.583846,1419.25,16.155651,0.849366,29.234798,53.6,0,68,89.6,0,891.809,1650.7325,-7.6870003,2.2533658,2.3402917,7.8121367,28.909796,34.443817,28.315615,44.860157,-93.34543,828.74457
2276.042,44.666744,9.449632,1294.5,16.155651,0.543753,29.234798,53.6,0,68,89.6,0,891.809,912.4801,-9.717528,2.9139712E-15,2.3402917,4.9592137,20.12078,34.44544,28.316063,44.860157,-93.34543,828.74457
2276.293,48.824554,7.973127,1256.5,16.155651,0.497448,29.234798,53.6,0,68,89.6,0,891.809,753.0176,-10.442718,2.9139712E-15,1.8309662,4.536896,18.96402,34.446255,28.316343,44.860157,-93.34543,828.74457
2276.541,52.1535,6.791923,1231.25,16.155651,0.465696,29.234798,53.6,0,68,89.6,0,891.809,797.3127,-11.022868,2.9139712E-15,1.3298659,4.247307,18.117634,34.44706,28.316647,44.860157,-93.34543,828.74457
2276.794,59.27916,6.201321,1242,16.155651,0.41013,29.234798,53.6,0,68,87.8,0,891.809,882.95,-11.312943,2.9139712E-15,0.94388705,3.736759,15.801837,34.448666,28.317308,44.860157,-93.34533,828.3416
2277.042,61.051624,5.90602,1216.25,16.155651,0.398223,29.234798,53.6,0,68,87.8,0,891.809,894.762,-11.457981,2.9139712E-15,0.94388705,3.6282725,15.667912,34.44962,28.31773,44.860157,-93.34533,828.3416
2277.293,61.666237,5.610719,1200.5,16.155651,0.394254,29.234798,53.6,5.098039,68,87.8,0,1187.11,1018.78845,-11.603019,2.9139712E-15,0.45067313,3.5921102,15.71526,34.450428,28.318089,44.860157,-93.34533,828.3416
2277.542,44.666744,7.087224,1186.25,16.155651,0.543753,29.234798,53.6,0,68,87.8,0,891.809,829.79584,-10.8778305,0.010143745,0.0020287489,4.9592137,21.95688,34.452023,28.318417,44.860157,-93.34533,828.3416
2277.793,46.95149,6.791923,1230.5,16.155651,0.517293,29.234798,53.6,0,68,87.8,0,891.809,761.8766,-11.022868,2.5234568,0.0020287489,4.7178893,20.13725,34.45284,28.318684,44.860165,-93.34524,827.81586
2278.042,50.021885,6.496622,1207,16.155651,0.485541,29.234798,53.6,0,68,87.8,0,891.809,750.0645,-11.167906,2.9139712E-15,0.0020287489,4.4283004,19.269207,34.45365,28.318974,44.860165,-93.34524,827.81586
2278.292,45.37417,6.496622,1227.5,16.155651,0.535815,29.234798,53.6,2.3529413,68,87.8,0,1187.11,1163.486,-11.167906,2.9139712E-15,0.0020287489,4.8818946,20.888199,34.455265,28.319536,44.860165,-93.34524,827.81586
2278.543,42.440044,6.496622,1216,16.155651,0.572859,29.234798,53.6,1.9607843,68,87.8,0,1187.11,1234.3582,-11.167906,2.9139712E-15,0.0020287489,5.2194085,22.543524,34.456074,28.319757,44.860165,-93.34524,827.81586
2278.797,46.476032,6.791923,1209,16.155651,0.522585,29.234798,53.6,1.5686275,68,87.8,0,891.809,1187.11,-11.022868,2.9139712E-15,0.0020287489,4.7661543,20.705029,34.45684,28.320004,44.860165,-93.34515,827.34827
2279.043,49.482567,6.496622,1211,16.155651,0.490833,29.234798,53.6,5.490196,68,87.8,0,1187.11,986.30536,-11.167906,0.3341223,0.068853214,4.476565,19.414885,34.45859,28.320606,44.860165,-93.34515,827.34827
2279.293,31.01019,7.087224,1226.75,16.155651,0.783216,29.234798,53.6,6.27451,68,87.8,0,1187.11,1163.486,-10.8778305,2.4681776,0.57151586,7.143198,30.582338,34.459393,28.320663,44.860165,-93.34515,827.34827
2279.542,8.409697,18.603964,1348.5,15.53428,2.776977,29.234798,53.6,6.6666665,68,87.8,0,2566.1658,2161.6033,-5.221359,-2.6559386,-0.46436328,25.32698,98.64306,34.460953,28.318607,44.860165,-93.34515,827.34827
2279.792,10.920899,24.509983,1318,16.155651,2.223963,29.234798,53.6,6.27451,68,87.8,0,2675.427,2450.9983,-2.3206038,-0.13683847,0.03945677,20.283304,80.82717,34.461765,28.317545,44.860165,-93.34508,827.844
