Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.057983,-92.95465,974.4334
1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.057983,-92.95465,974.4334
1.251,0,0,0,0,0,3.032316,0,0,0,0,27.627909,0,0,0,45.057983,-92.95465,974.4334
1.501,0,24.214682,1609.5,0,-15,3.011148,68,0,68,-2.6106794,27.435043,89.52591,0,0,45.057983,-92.95465,974.4334
1.751,0,24.509983,1643,0,-16.5,3.072006,68,0,68,-2.4656415,27.98953,89.47302,0,0,45.05799,-92.95462,976.49677
2.002,0,24.214682,1612.75,0,-15.5,3.053484,68,0,68,-2.6106794,28.102936,91.52057,0,0,45.05799,-92.95462,976.49677
2.252,0,25.100586,1574,0,-15.5,3.196368,68,0,68,-2.175566,29.417976,98.16172,0,0,45.05799,-92.95462,976.49677
2.501,0,24.509983,1613.75,0,-15,2.98998,68,0,68,-2.4656415,27.518473,89.56166,0,0,45.05799,-92.95462,976.49677
2.751,0,24.805285,1606.5,0,-15.5,3.114342,68,0,68,-2.3206038,28.663046,93.70779,0,0,45.058,-92.95461,977.55005
3.001,0,23.91938,1628.75,0,-15.5,3.072006,68,0,68,-2.755717,28.273403,91.17121,0,0,45.058,-92.95461,977.55005
3.252,0,24.805285,1607,0,-15.5,3.011148,68,0,68,-2.3206038,27.713293,90.57458,0,0,45.058,-92.95461,977.55005
3.502,0,25.691187,1678,0,-17.5,3.324699,68,0,68,-1.8854905,30.59908,95.77463,0,0,45.058,-92.95461,977.55005
3.752,0,25.395885,1682.25,0,-17.5,3.324699,68,0,68,-2.0305283,30.59908,95.53267,0,0,45.058,-92.95461,977.55005
4.003,0,24.805285,1711.75,0,-17.5,3.369681,68,0,68,-2.3206038,31.013075,95.15652,0,0,45.058,-92.95461,977.55005
4.252,0,25.691187,1723,0,-17.5,3.258549,68,0,68,-1.8854905,29.990263,91.41744,0,0,45.058,-92.95461,977.55005
4.503,0,25.100586,1712.25,0,-17.5,3.34719,68,0,68,-2.175566,30.806076,94.4938,0,0,45.058,-92.95461,977.55005
4.752,0,25.100586,1668.75,0,-17.5,3.437154,68,0,69.8,-2.175566,31.634066,99.562965,0,0,45.058,-92.95461,977.55005
5.002,0,25.100586,1696.25,0,-17.5,3.196368,68,0,69.8,-2.175566,29.417976,91.08713,0,0,45.058,-92.95461,977.55005
5.253,0,14.469749,1686.25,0,-8.5,1.291248,68,0,69.8,-7.3969245,11.812347,36.791573,0,0,45.058,-92.95461,977.55005
5.503,0,10.630836,1709.75,0,-2,1.061046,68,0,69.8,-9.282415,9.667357,29.69677,0,0,45.058,-92.95461,977.55005
