Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 2  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Bearing (deg)
49.991,27.66,8.27,1391.25,18.64,29.53,778.28,8.24,71.60,0.00,75.20,0.00,0.94,-10.44,-0.29,9.24,34.88,0.14,10.54,44.86,-93.34,254.29
50.986,35.15,8.56,1290.25,19.26,29.53,779.00,4.71,71.60,0.00,75.20,0.00,0.77,-10.30,0.20,7.51,30.59,0.16,11.30,44.86,-93.35,257.41
51.992,37.40,8.56,1332.25,18.64,29.53,779.00,4.71,71.60,0.00,75.20,0.00,0.64,-10.30,-0.63,6.83,26.94,0.16,11.49,44.86,-93.35,261.11
52.989,35.15,7.38,1347.25,17.40,29.53,779.00,4.71,71.60,0.00,75.20,0.00,0.57,-10.88,-1.94,6.79,26.46,0.16,11.65,44.86,-93.35,271.08
53.988,35.15,7.68,1354.25,17.40,29.53,778.82,4.71,71.60,0.00,75.20,0.00,0.60,-10.73,-1.31,6.79,26.32,0.17,11.85,44.86,-93.35,271.08
54.986,25.45,7.97,1235.50,13.05,29.53,778.28,4.71,71.60,0.00,75.20,0.00,0.60,-10.59,-3.69,7.03,29.88,0.18,12.11,44.86,-93.35,271.08
55.985,23.05,8.56,1217.75,11.18,29.53,778.10,4.71,71.60,0.00,75.20,0.00,0.61,-10.30,-4.50,6.65,28.70,0.18,12.18,44.86,-93.35,271.08
57.023,18.60,8.56,1150.00,8.70,29.53,777.56,4.71,71.60,0.00,75.20,0.00,0.60,-10.30,-4.32,6.41,29.29,0.18,12.22,44.86,-93.35,271.08
58.008,10.41,9.74,959.75,4.97,29.53,776.84,5.49,71.60,10.98,75.20,0.00,0.60,-9.72,-3.55,6.55,35.84,0.18,12.22,44.86,-93.35,271.08
59.002,4.11,20.97,1140.25,4.35,29.53,776.66,68.63,71.60,11.76,75.20,0.00,1.16,-4.21,-2.24,14.50,66.81,0.18,12.11,44.86,-93.35,271.52
59.985,2.21,26.87,2151.50,6.21,29.53,777.02,14.12,71.60,8.63,75.20,0.00,1.77,-1.31,0.92,38.59,94.20,0.18,11.70,44.86,-93.35,271.52
60.989,3.82,27.17,2495.25,12.43,29.53,778.64,25.10,71.60,14.12,75.20,0.00,3.72,-1.16,6.07,44.66,94.00,0.19,11.13,44.86,-93.35,310.99
61.988,2.33,36.62,2984.50,14.91,29.53,779.72,43.53,71.60,18.82,75.20,0.00,5.27,3.48,4.66,87.80,154.52,0.19,10.51,44.86,-93.35,0.46
63.035,2.12,46.66,3416.25,20.51,29.53,784.58,29.80,71.60,17.65,75.20,0.00,8.03,8.41,6.86,132.60,203.86,0.20,9.46,44.86,-93.35,0.46
63.989,2.57,43.11,3446.50,26.10,29.53,786.56,21.18,71.60,13.73,75.20,0.00,8.50,6.67,9.61,139.48,212.55,0.20,8.76,44.86,-93.35,0.46
64.989,8.79,27.76,2632.50,32.93,29.53,793.94,14.90,71.60,9.80,75.20,0.00,5.00,-0.87,6.54,51.35,102.44,0.22,8.54,44.86,-93.35,0.46
65.990,10.34,27.17,2430.25,34.18,29.53,796.46,14.12,71.60,8.63,75.20,0.00,4.13,-1.16,3.83,45.30,97.90,0.22,8.61,44.86,-93.35,0.49
66.985,12.67,23.62,2265.25,35.42,29.53,801.50,7.45,71.60,0.00,75.20,0.00,3.31,-2.90,2.54,38.33,88.87,0.23,8.67,44.86,-93.35,0.49
67.985,77.03,6.79,1525.50,35.42,29.53,807.62,4.31,71.60,0.00,75.20,0.00,0.67,-11.17,-0.10,6.30,21.70,0.24,9.14,44.86,-93.35,0.58
68.990,75.68,7.38,1150.00,34.80,29.53,809.24,7.06,71.60,3.92,75.20,0.00,0.65,-10.88,-1.27,6.30,28.79,0.25,9.38,44.86,-93.35,0.62
69.992,45.90,9.45,1748.50,34.18,29.53,811.76,11.76,71.60,5.49,75.20,0.00,0.63,-9.86,-1.26,10.21,30.67,0.26,9.57,44.86,-93.35,0.62
70.976,19.71,18.31,1966.00,33.55,29.53,813.02,5.88,71.60,0.00,75.20,0.00,1.85,-5.51,-1.29,23.34,62.34,0.27,9.69,44.86,-93.35,0.69
71.985,19.71,18.31,1966.00,33.55,29.53,813.02,5.88,71.60,0.00,75.20,0.00,1.85,-5.51,-1.29,23.34,62.34,0.27,9.69,44.86,-93.35,0.69
72.986,50.43,8.27,1630.75,33.55,29.53,815.90,3.92,71.60,0.00,75.20,0.00,0.94,-10.44,-0.61,9.12,29.38,0.27,9.91,44.86,-93.35,0.69
73.987,89.47,5.61,1443.75,31.07,29.53,817.70,3.92,71.60,0.00,75.20,0.00,0.43,-11.75,-1.15,4.76,17.32,0.30,10.76,44.86,-93.35,0.97
74.984,79.72,5.32,1407.00,30.45,29.53,817.70,3.53,71.60,0.00,75.20,0.00,0.44,-11.89,-1.11,5.24,19.55,0.31,10.97,44.86,-93.35,0.44
75.991,80.14,5.32,1367.25,29.83,29.53,817.34,3.92,71.60,0.00,75.20,0.00,0.43,-11.89,-1.22,5.10,19.60,0.31,11.15,44.86,-93.35,0.44
77.000,73.46,5.61,1303.50,27.34,29.53,816.26,3.53,71.60,0.00,75.20,0.00,0.44,-11.75,-2.50,5.10,20.56,0.32,11.50,44.86,-93.35,0.44
77.992,73.91,5.61,1239.25,26.10,29.53,815.72,3.53,71.60,0.00,75.20,0.00,0.42,-11.75,-2.64,4.84,20.52,0.33,11.64,44.86,-93.35,0.63
78.997,76.93,6.20,1174.75,24.85,29.53,814.64,3.53,71.60,0.00,75.20,0.00,0.44,-11.46,-2.62,4.43,19.80,0.33,11.79,44.86,-93.35,0.67
79.996,62.05,6.20,1130.25,19.88,29.53,812.48,3.53,71.60,0.00,75.20,0.00,0.42,-11.46,-4.52,4.39,20.42,0.34,12.08,44.86,-93.35,0.67
80.990,55.08,6.20,1067.00,17.40,29.53,811.76,3.53,71.60,0.00,75.20,0.00,0.40,-11.46,-5.23,4.33,21.32,0.35,12.17,44.86,-93.35,0.67
81.988,43.28,6.50,1032.00,13.67,29.53,810.14,3.53,71.60,0.00,75.20,0.00,0.40,-11.31,-5.92,4.33,22.04,0.35,12.25,44.86,-93.35,0.59
83.002,32.84,6.79,972.75,9.94,29.53,808.70,3.53,71.60,0.00,75.20,0.00,0.40,-11.17,-6.01,4.15,22.41,0.35,12.31,44.86,-93.35,0.59
83.995,20.51,8.27,789.25,6.21,29.53,806.18,3.53,71.60,0.00,75.20,0.00,0.40,-10.44,-3.75,4.15,27.64,0.36,12.36,44.86,-93.35,0.59
84.982,13.76,9.45,762.50,4.35,29.53,804.74,3.92,71.60,0.00,75.20,0.00,0.43,-9.86,-2.92,4.33,29.85,0.36,12.36,44.86,-93.35,0.59
85.999,9.22,10.63,690.25,3.11,29.53,803.30,3.92,71.60,0.00,75.20,0.00,0.47,-9.28,-2.89,4.62,35.16,0.36,12.35,44.86,-93.35,0.59
86.996,7.03,11.52,733.75,2.49,29.53,802.76,3.92,71.60,0.00,75.20,0.00,0.46,-8.85,-1.60,4.85,34.70,0.36,12.34,44.86,-93.35,0.59
87.993,9.02,11.52,770.50,3.11,29.53,801.68,7.84,71.60,7.45,75.20,0.00,0.49,-8.85,-0.05,4.73,32.21,0.36,12.33,44.86,-93.35,0.59
88.983,2.10,26.58,1438.25,3.11,29.53,801.14,12.55,71.60,8.24,75.20,0.00,1.18,-1.45,0.50,20.25,73.96,0.36,12.22,44.86,-93.35,0.59
89.987,20.40,8.27,1734.75,10.56,29.53,801.86,6.67,71.60,3.92,75.20,0.00,0.97,-10.44,5.51,7.10,21.50,0.36,12.06,44.86,-93.35,0.59
90.985,10.61,14.47,1676.75,10.56,29.53,802.40,14.90,71.60,9.41,75.20,0.00,1.45,-7.40,2.71,13.65,42.75,0.37,12.05,44.86,-93.35,0.37
91.985,4.07,28.35,2467.50,11.81,29.53,802.94,15.29,71.60,3.14,75.20,0.00,2.74,-0.58,1.21,39.81,84.75,0.37,11.91,44.86,-93.35,0.37
92.995,25.41,7.97,1811.75,14.29,29.53,803.84,5.10,71.60,7.84,75.20,0.00,1.13,-10.59,3.63,7.71,22.35,0.37,11.96,44.86,-93.35,0.37
93.997,7.06,19.49,2137.25,15.53,29.53,805.28,5.49,71.60,0.00,75.20,0.00,1.93,-4.93,1.06,30.18,74.17,0.38,11.90,44.86,-93.35,4.51
94.997,33.58,6.79,1542.75,16.78,29.53,806.18,7.84,71.60,4.71,75.20,0.00,0.84,-11.17,1.88,6.85,23.32,0.38,11.96,44.86,-93.35,0.00
95.988,9.43,20.67,1875.00,16.16,29.53,806.54,8.24,71.60,0.00,75.20,0.00,1.84,-4.35,0.93,23.48,65.77,0.39,11.93,44.86,-93.35,0.00
96.989,9.43,20.67,1875.00,16.16,29.53,806.54,8.24,71.60,0.00,75.20,0.00,1.84,-4.35,0.93,23.48,65.77,0.39,11.93,44.86,-93.35,328.76
97.982,9.43,20.67,1875.00,16.16,29.53,806.54,8.24,71.60,0.00,75.20,0.00,1.84,-4.35,0.93,23.48,65.77,0.39,11.93,44.86,-93.35,292.22
98.991,7.34,20.67,2145.50,16.78,29.53,808.88,20.39,71.60,5.49,75.20,0.00,2.24,-4.35,0.12,31.34,76.73,0.39,11.80,44.86,-93.35,293.68
99.991,7.34,20.67,2145.50,16.78,29.53,808.88,20.39,71.60,5.49,75.20,0.00,2.24,-4.35,0.12,31.34,76.73,0.39,11.80,44.86,-93.35,296.85
100.984,18.45,7.97,1468.00,21.13,29.53,814.28,3.92,71.60,0.00,75.20,0.00,0.99,-10.59,1.80,15.70,56.19,0.41,11.95,44.86,-93.35,300.72
101.996,18.45,7.97,1468.00,21.13,29.53,814.28,3.92,71.60,0.00,75.20,0.00,0.99,-10.59,1.80,15.70,56.19,0.41,11.95,44.86,-93.35,309.05
102.995,18.45,7.97,1468.00,21.13,29.53,814.28,3.92,71.60,0.00,75.20,0.00,0.99,-10.59,1.80,15.70,56.19,0.41,11.95,44.86,-93.35,312.11
103.999,73.12,6.20,1088.00,20.51,29.53,815.54,3.53,71.60,0.00,75.20,0.00,0.53,-11.46,1.09,3.85,18.56,0.42,12.33,44.86,-93.35,317.02
104.982,73.12,6.20,1088.00,20.51,29.53,815.54,3.53,71.60,0.00,75.20,0.00,0.53,-11.46,1.09,3.85,18.56,0.42,12.33,44.86,-93.35,319.14
105.987,46.88,6.50,811.25,13.05,29.53,813.92,3.53,71.60,0.00,75.20,0.00,0.36,-11.31,-2.78,3.82,24.71,0.44,12.72,44.86,-93.35,322.50
106.978,41.73,8.27,713.75,11.81,29.53,813.02,3.53,71.60,0.00,75.20,0.00,0.39,-10.44,-2.65,3.88,28.54,0.44,12.77,44.86,-93.35,319.23
107.994,35.12,9.15,721.50,9.94,29.53,812.48,3.53,71.60,0.00,75.20,0.00,0.38,-10.01,-3.10,3.88,28.25,0.44,12.81,44.86,-93.35,319.23
108.990,27.27,8.56,796.25,7.46,29.53,811.40,3.14,71.60,0.00,75.20,0.00,0.36,-10.30,-4.01,3.75,24.73,0.44,12.84,44.86,-93.35,319.03
109.990,19.24,8.27,783.00,4.97,29.53,810.32,3.53,71.60,0.00,75.20,0.00,0.38,-10.44,-4.13,3.54,23.77,0.45,12.85,44.86,-93.35,319.03
110.980,10.56,9.74,648.00,3.11,29.53,809.42,3.53,71.60,0.00,75.20,0.00,0.44,-9.72,-3.57,4.03,32.69,0.45,12.84,44.86,-93.35,319.03
111.982,4.60,12.11,605.25,1.24,29.53,807.98,3.53,71.60,0.00,75.20,0.00,0.42,-8.56,-1.56,3.71,32.18,0.45,12.82,44.86,-93.35,319.03
112.997,2.12,12.11,678.00,0.62,29.53,807.26,3.53,71.60,0.00,75.20,0.00,0.42,-8.56,-1.59,4.01,31.06,0.45,12.80,44.86,-93.35,319.03
113.995,2.03,11.81,689.50,0.62,29.53,806.90,3.53,71.60,0.00,75.20,0.00,0.46,-8.70,-0.61,4.19,31.92,0.45,12.78,44.86,-93.35,319.03
115.000,2.03,11.22,693.75,0.62,29.53,806.36,3.53,71.60,0.00,75.20,0.00,0.45,-8.99,0.00,4.19,31.73,0.45,12.76,44.86,-93.35,319.03
115.997,0.00,11.22,677.50,0.00,29.53,805.64,3.53,71.60,0.00,75.20,0.00,0.45,-8.99,-0.61,4.13,32.02,0.45,12.71,44.86,-93.35,319.03
116.986,0.00,11.81,666.75,0.00,29.53,805.10,3.53,71.60,0.00,75.20,0.00,0.46,-8.70,0.00,4.19,33.01,0.45,12.68,44.86,-93.35,319.03
117.996,0.00,11.81,672.25,0.00,29.53,804.92,3.53,71.60,0.00,77.00,0.00,0.45,-8.70,0.00,4.25,33.21,0.45,12.66,44.86,-93.35,319.03
118.995,0.00,18.90,881.25,0.00,29.53,804.56,10.59,71.60,7.45,77.00,0.00,0.73,-5.22,0.00,14.84,88.46,0.45,12.55,44.86,-93.35,319.03
119.994,0.63,26.28,1802.50,1.24,29.53,805.10,12.94,71.60,6.67,77.00,0.00,1.34,-1.60,1.20,27.06,78.86,0.45,12.40,44.86,-93.35,322.03
120.998,2.29,24.51,2017.75,5.59,29.53,806.00,14.12,71.60,7.84,77.00,0.00,2.55,-2.47,5.09,33.50,87.21,0.45,12.26,44.86,-93.35,321.75
121.999,5.54,23.62,2078.50,12.43,29.53,808.34,14.51,71.60,9.02,77.00,0.00,2.85,-2.90,5.35,30.75,77.70,0.45,12.00,44.86,-93.35,321.75
122.998,6.04,25.10,2150.00,14.91,29.53,810.50,14.51,71.60,8.24,77.00,0.00,3.01,-2.18,4.82,33.84,82.67,0.46,11.94,44.86,-93.35,317.32
124.004,6.13,25.69,2163.25,16.16,29.53,811.58,14.12,71.60,8.24,77.00,0.00,3.19,-1.89,3.55,36.13,87.72,0.46,11.85,44.86,-93.35,313.68
124.999,8.36,21.56,2032.00,18.02,29.53,812.84,14.12,71.60,7.84,77.00,0.00,2.69,-3.92,3.16,29.55,76.38,0.46,11.83,44.86,-93.35,304.07
126.000,8.31,27.76,2158.50,19.26,29.53,815.54,16.47,71.60,10.20,77.00,0.00,3.25,-0.87,2.90,31.77,77.29,0.47,11.77,44.86,-93.35,297.90
127.006,8.31,27.76,2158.50,19.26,29.53,815.54,16.47,71.60,10.20,77.00,0.00,3.25,-0.87,2.90,31.77,77.29,0.47,11.77,44.86,-93.35,297.90
128.011,6.97,23.03,2072.50,21.13,29.53,821.48,25.49,71.60,15.69,73.40,0.00,2.87,-3.19,2.81,41.58,105.38,0.47,11.66,44.86,-93.35,287.42
129.016,6.97,23.03,2072.50,21.13,29.53,821.48,25.49,71.60,15.69,73.40,0.00,2.87,-3.19,2.81,41.58,105.38,0.47,11.66,44.86,-93.35,280.17
130.020,6.97,23.03,2072.50,21.13,29.53,821.48,25.49,71.60,15.69,73.40,0.00,2.87,-3.19,2.81,41.58,105.38,0.47,11.66,44.86,-93.35,272.85
131.014,7.00,29.53,2432.25,26.10,29.53,836.96,12.94,71.60,0.00,73.40,0.00,3.53,0.00,2.98,51.13,110.40,0.50,11.29,44.86,-93.35,272.00
132.020,7.00,29.53,2432.25,26.10,29.53,836.96,12.94,71.60,0.00,73.40,0.00,3.53,0.00,2.98,51.13,110.40,0.50,11.29,44.86,-93.35,272.45
133.022,6.62,30.71,2478.00,29.83,29.53,853.16,13.73,71.60,23.92,73.40,0.00,4.31,0.58,2.32,61.82,131.03,0.52,10.99,44.86,-93.35,272.63
134.029,6.62,30.71,2478.00,29.83,29.53,853.16,13.73,71.60,23.92,73.40,0.00,4.31,0.58,2.32,61.82,131.03,0.52,10.99,44.86,-93.35,272.17
135.015,6.62,30.71,2478.00,29.83,29.53,853.16,13.73,71.60,23.92,73.40,0.00,4.31,0.58,2.32,61.82,131.03,0.52,10.99,44.86,-93.35,272.47
136.019,4.94,24.21,2185.00,32.31,29.53,877.82,18.43,71.60,16.08,73.40,0.00,3.46,-2.61,1.80,89.60,215.38,0.54,10.49,44.86,-93.35,272.38
137.026,4.94,24.21,2185.00,32.31,29.53,877.82,18.43,71.60,16.08,73.40,0.00,3.46,-2.61,1.80,89.60,215.38,0.54,10.49,44.86,-93.35,271.32
138.018,4.94,24.21,2185.00,32.31,29.53,877.82,18.43,71.60,16.08,73.40,0.00,3.46,-2.61,1.80,89.60,215.38,0.54,10.49,44.86,-93.35,270.52
139.013,6.15,39.87,2823.50,35.42,29.53,903.02,15.29,71.60,7.84,73.40,0.00,5.03,5.08,1.52,79.00,146.96,0.57,10.13,44.86,-93.35,270.52
140.024,6.15,39.87,2823.50,35.42,29.53,903.02,15.29,71.60,7.84,73.40,0.00,5.03,5.08,1.52,79.00,146.96,0.57,10.13,44.86,-93.35,270.00
141.027,27.68,24.51,2153.00,37.28,29.53,926.06,8.63,71.60,5.49,73.40,0.00,3.99,-2.47,1.31,18.47,45.05,0.60,10.45,44.86,-93.35,270.94
142.041,19.73,22.74,1930.75,36.66,29.53,933.80,11.37,71.60,0.00,73.40,0.00,2.82,-3.34,0.25,25.47,69.29,0.61,10.62,44.86,-93.35,269.65
143.017,82.91,8.27,1213.00,36.66,29.53,942.80,3.92,71.60,0.00,73.40,0.00,0.70,-10.44,0.00,6.06,26.25,0.63,10.84,44.86,-93.35,270.00
144.024,101.22,8.27,839.75,36.04,29.53,944.96,3.53,71.60,0.00,73.40,0.00,0.58,-10.44,-0.67,4.88,30.53,0.64,10.95,44.86,-93.35,270.00
145.024,128.71,7.38,1049.75,35.42,29.53,947.84,3.14,71.60,0.00,73.40,0.00,0.36,-10.88,-1.24,3.77,18.88,0.65,11.07,44.86,-93.35,270.00
146.032,123.41,5.91,1147.25,34.18,29.53,949.10,3.14,71.60,0.00,73.40,0.00,0.36,-11.60,-1.46,3.80,17.38,0.66,11.22,44.86,-93.35,270.68
147.037,103.43,5.61,1124.75,31.69,29.53,949.10,3.14,71.60,0.00,73.40,0.00,0.37,-11.75,-3.13,4.20,19.62,0.66,11.33,44.86,-93.35,270.85
148.021,105.44,5.61,1090.00,31.07,29.53,948.02,3.14,71.60,0.00,73.40,0.00,0.36,-11.75,-2.79,4.04,19.47,0.67,11.44,44.86,-93.35,270.85
149.030,94.17,5.91,880.75,26.10,29.53,944.60,3.14,71.60,0.00,73.40,0.00,0.36,-11.60,-4.06,3.80,22.66,0.68,11.64,44.86,-93.35,270.63
150.026,92.15,7.09,814.50,24.23,29.53,941.54,3.14,71.60,0.00,73.40,0.00,0.36,-11.02,-3.80,3.61,23.25,0.69,11.72,44.86,-93.35,270.28
151.028,85.81,7.38,880.50,22.37,29.53,939.74,3.14,71.60,3.92,73.40,0.00,0.35,-10.88,-3.19,3.57,21.32,0.69,11.81,44.86,-93.35,270.28
152.024,21.48,14.77,1405.50,21.75,29.53,936.32,7.45,71.60,0.00,73.40,0.00,0.75,-7.25,-2.01,13.88,51.87,0.70,11.85,44.86,-93.35,319.95
