Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501,0,25.100586,1630.5,0,-16.5,3.154032,68,0,68,-2.175566,28.736881,92.5663,0,0,0,0,0
0.751,0,25.100586,1630.5,0,-16.5,3.154032,68,0,68,-2.175566,28.736881,92.5663,0,0,0,0,0
1.001,0,25.100586,1630.5,0,-16.5,3.154032,68,0,68,-2.175566,28.736881,92.5663,0,0,45.0581,-92.95466,975.5484
1.251,0,25.100586,1630.5,0,-16.5,3.154032,68,0,68,-2.175566,28.736881,92.5663,0,0,45.0581,-92.95466,975.5484
1.500,0,24.805285,1633.75,0,-16,3.154032,68,0,68,-2.175566,28.736881,92.382164,0,0,45.0581,-92.95466,975.5484
1.752,0,24.805285,1633.75,0,-16,3.154032,68,0,68,-2.175566,28.736881,92.382164,0,0,45.0581,-92.95466,975.5484
2.002,0,24.805285,1633.75,0,-16,3.154032,68,0,68,-2.175566,28.736881,92.382164,0,0,45.058117,-92.95466,978.68024
2.251,0,24.509983,1653.75,0,-16,3.072006,68,0,68,-2.3206038,27.98953,88.89142,0,0,45.058117,-92.95466,978.68024
2.502,0,24.509983,1647.25,0,-16,3.1752,68,0,68,-2.3206038,28.929747,92.239975,0,0,45.058117,-92.95466,978.68024
2.751,0,24.214682,1613.25,0,-16,3.032316,68,0,68,-2.4656415,27.627909,89.9457,0,0,45.058117,-92.95466,978.68024
3.001,0,24.214682,1605.5,0,-15,3.011148,68,0,68,-2.4656415,27.435043,89.748955,0,0,45.05812,-92.95466,978.3234
3.252,0,24.805285,1612.75,0,-15.5,3.134187,68,0,68,-2.175566,28.55607,92.99626,0,0,45.05812,-92.95466,978.3234
3.502,0,23.91938,1620.5,0,-16.5,2.98998,68,0,68,-2.6106794,27.242178,88.29312,0,0,45.05812,-92.95466,978.3234
3.751,0,24.509983,1616.5,0,-16,3.113019,68,0,68,-2.3206038,28.65087,93.08853,0,0,45.05812,-92.95466,978.3234
4.001,0,24.214682,1621.5,0,-15.5,2.98998,68,0,68,-2.4656415,27.518473,89.1336,0,0,45.058125,-92.95466,980.904
4.252,0,23.62408,1606.25,0,-16,3.011148,68,0,68,-2.755717,27.713293,90.61687,0,0,45.058125,-92.95466,980.904
4.502,0,24.805285,1589.5,0,-15,3.011148,68,0,68,-2.175566,27.713293,91.571785,0,0,45.058125,-92.95466,980.904
4.751,0,24.214682,1620,0,-16,3.032316,68,0,68,-2.4656415,27.908113,90.47936,0,0,45.058125,-92.95466,980.904
5.002,0,23.91938,1622.25,0,-15.5,2.929122,68,0,68,-2.6106794,26.95836,87.27901,0,0,45.05813,-92.95466,987.9084
5.252,0,24.509983,1571.25,0,-15,3.053484,68,0,68,-2.3206038,28.102936,93.93781,0,0,45.05813,-92.95466,987.9084
