Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.301,0.0,0.0,0.0,0.0,1.532034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7352034e-15,3.2782176e-15,13.958603,0.0,0.0,0.0,45.049385,-93.05569,923.2141
0.4,0.0,0.0,0.0,0.0,1.532034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7352034e-15,3.2782176e-15,13.958603,0.0,0.0,0.0,45.049385,-93.05569,923.2141
0.501,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
0.601,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
0.701,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
0.8,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
0.901,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
1.001,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
1.101,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
1.202,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049385,-93.05569,923.2141
1.301,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049374,-93.05569,923.0211
1.401,0.0,21.261671,1045.0,0.0,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4420.656,-4.0610566,4.7352034e-15,3.2782176e-15,14.394113,72.344025,0.0,0.0,45.049374,-93.05569,923.0211
1.501,1.2780476,21.261671,1039.5,1.2427424,1.461915,29.234798,82.4,0.0,116.6,138.2,4429.515,4432.468,-3.916019,0.8660622,0.17321244,13.332351,67.362206,0.00036325539,0.75920206,45.049374,-93.05569,923.0211
1.6,1.2780476,21.261671,1039.5,1.2427424,1.461915,29.234798,82.4,0.0,116.6,138.2,4429.515,4432.468,-3.916019,0.8660622,0.17321244,13.332351,67.362206,0.00036325539,0.75920206,45.049374,-93.05569,923.0211
1.701,1.2884245,20.966372,1072.5,1.2427424,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4373.4077,-4.0610566,0.8660622,0.17321244,13.224974,64.76369,0.00042593098,0.8080417,45.049374,-93.05569,923.0211
1.801,1.2884245,20.966372,1072.5,1.2427424,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4373.4077,-4.0610566,0.8660622,0.17321244,13.224974,64.76369,0.00042593098,0.8080417,45.049374,-93.05569,923.0211
1.902,1.9015834,20.375769,1078.5,1.8641136,1.473822,29.234798,82.4,0.0,116.6,138.2,4429.515,4349.7837,-4.351132,2.5292137,0.67905515,13.44094,65.45511,0.00051922136,0.9011531,45.049374,-93.05569,923.0211
2.001,1.9015834,20.375769,1078.5,1.8641136,1.473822,29.234798,82.4,0.0,116.6,138.2,4429.515,4349.7837,-4.351132,2.5292137,0.67905515,13.44094,65.45511,0.00051922136,0.9011531,45.049374,-93.05569,923.0211
2.101,1.9328138,19.785168,1089.5,1.8641136,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4394.079,-4.6412077,2.5292137,0.67905515,13.223762,63.747307,0.0006443928,1.0053939,45.049374,-93.05569,923.0211
2.202,1.9328138,19.785168,1089.5,1.8641136,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4394.079,-4.6412077,2.5292137,0.67905515,13.223762,63.747307,0.0006443928,1.0053939,45.049362,-93.05568,922.82605
2.301,1.9328138,19.785168,1089.5,1.8641136,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4394.079,-4.6412077,2.5292137,0.67905515,13.223762,63.747307,0.0006443928,1.0053939,45.049362,-93.05568,922.82605
2.401,2.495357,20.67107,1083.0,2.4854848,1.497636,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.2060943,1.5653433,0.99212384,13.656867,66.23029,0.0008453722,1.1717243,45.049362,-93.05568,922.82605
2.501,2.495357,20.67107,1083.0,2.4854848,1.497636,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.2060943,1.5653433,0.99212384,13.656867,66.23029,0.0008453722,1.1717243,45.049362,-93.05568,922.82605
2.6,2.5153553,20.080467,1073.75,2.4854848,1.485729,29.234798,82.4,0.0,116.6,138.2,4429.515,4432.468,-4.49617,1.5653433,0.99212384,13.548287,66.269745,0.0009726839,1.2598051,45.049362,-93.05568,922.82605
2.701,2.5153553,20.080467,1073.75,2.4854848,1.485729,29.234798,82.4,0.0,116.6,138.2,4429.515,4432.468,-4.49617,1.5653433,0.99212384,13.548287,66.269745,0.0009726839,1.2598051,45.049362,-93.05568,922.82605
2.8,2.5986605,20.080467,1071.0,2.4854848,1.438101,29.234798,82.4,0.0,116.6,138.2,4429.515,4361.5957,-4.49617,5.0994496e-15,0.99212384,13.113971,64.31004,0.0010991626,1.3391985,45.049362,-93.05568,922.82605
2.901,2.5986605,20.080467,1071.0,2.4854848,1.438101,29.234798,82.4,0.0,116.6,138.2,4429.515,4361.5957,-4.49617,5.0994496e-15,0.99212384,13.113971,64.31004,0.0010991626,1.3391985,45.049362,-93.05568,922.82605
3.001,2.5153553,20.375769,1058.75,2.4854848,1.485729,29.234798,82.4,0.0,116.6,138.2,4429.515,4358.6426,-4.351132,5.0994496e-15,0.99212384,13.548287,67.20863,0.00122532,1.4069318,45.049362,-93.05568,922.82605
3.101,2.596272,20.080467,1057.0,2.4854848,1.439424,29.234798,82.4,0.0,116.6,138.2,4429.515,4441.327,-4.49617,5.0994496e-15,0.99212384,13.126035,65.22178,0.0013425271,1.4655436,45.049362,-93.05568,922.82605
3.201,2.596272,20.080467,1057.0,2.4854848,1.439424,29.234798,82.4,0.0,116.6,138.2,4429.515,4441.327,-4.49617,5.0994496e-15,0.99212384,13.126035,65.22178,0.0013425271,1.4655436,45.049362,-93.05568,922.82605
3.301,2.596272,20.080467,1063.75,2.4854848,1.439424,29.234798,82.4,0.0,116.6,138.2,4429.515,4346.8306,-4.49617,5.0994496e-15,0.99212384,13.126035,64.807915,0.0014689945,1.5226339,45.04935,-93.05567,922.6278
3.402,2.596272,20.080467,1063.75,2.4854848,1.439424,29.234798,82.4,0.0,116.6,138.2,4429.515,4346.8306,-4.49617,5.0994496e-15,0.99212384,13.126035,64.807915,0.0014689945,1.5226339,45.04935,-93.05567,922.6278
3.501,2.5563295,20.375769,1058.25,2.4854848,1.461915,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.351132,5.0994496e-15,0.8189114,13.331129,66.16263,0.001593381,1.5722651,45.04935,-93.05567,922.6278
3.601,2.5563295,20.375769,1058.25,2.4854848,1.461915,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.351132,5.0994496e-15,0.8189114,13.331129,66.16263,0.001593381,1.5722651,45.04935,-93.05567,922.6278
3.701,2.6205964,19.785168,1051.25,2.4854848,1.426194,29.234798,82.4,0.0,116.6,138.2,4429.515,4323.2065,-4.6412077,5.0994496e-15,0.8189114,13.004199,64.969826,0.0017168062,1.6188216,45.04935,-93.05567,922.6278
3.801,2.6205964,19.785168,1051.25,2.4854848,1.426194,29.234798,82.4,0.0,116.6,138.2,4429.515,4323.2065,-4.6412077,5.0994496e-15,0.8189114,13.004199,64.969826,0.0017168062,1.6188216,45.04935,-93.05567,922.6278
3.903,2.5775573,20.67107,1043.5,2.4854848,1.450008,29.234798,82.4,0.0,116.6,138.2,4429.515,4435.421,-4.2060943,5.0994496e-15,0.31306866,13.221338,66.54524,0.0018412356,1.6605623,45.04935,-93.05567,922.6278
4.001,1.775824,20.67107,1063.5,1.8641136,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.2060943,-2.5292556,-0.19278248,14.392794,71.07906,0.0019345244,1.665776,45.04935,-93.05567,922.6278
4.102,1.775824,20.67107,1063.5,1.8641136,1.578339,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-4.2060943,-2.5292556,-0.19278248,14.392794,71.07906,0.0019345244,1.665776,45.04935,-93.05567,922.6278
4.201,2.6413515,18.013361,1130.25,1.8641136,1.061046,29.234798,82.4,0.0,116.6,138.2,4429.515,4411.797,-5.511434,-2.5292556,-0.50585115,9.676512,44.965393,0.0020315242,1.6956799,45.049335,-93.055664,922.43475
4.301,2.6413515,18.013361,1130.25,1.8641136,1.061046,29.234798,82.4,0.0,116.6,138.2,4429.515,4411.797,-5.511434,-2.5292556,-0.50585115,9.676512,44.965393,0.0020315242,1.6956799,45.049335,-93.055664,922.43475
4.401,2.3757906,16.536856,1205.75,1.8641136,1.180116,29.234798,82.4,0.0,116.6,138.2,4429.515,4405.891,-6.236623,5.0994496e-15,-0.50585115,10.758132,46.86123,0.0021250919,1.7173257,45.049335,-93.055664,922.43475
4.501,2.3757906,16.536856,1205.75,1.8641136,1.180116,29.234798,82.4,0.0,116.6,138.2,4429.515,4405.891,-6.236623,5.0994496e-15,-0.50585115,10.758132,46.86123,0.0021250919,1.7173257,45.049335,-93.055664,922.43475
4.601,2.2577703,15.355652,1309.0,1.8641136,1.242297,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-6.816774,5.0994496e-15,-0.50585115,11.320491,45.421314,0.002212783,1.7337725,45.049335,-93.055664,922.43475
4.7,2.2577703,15.355652,1309.0,1.8641136,1.242297,29.234798,82.4,0.0,116.6,138.2,4429.515,4402.938,-6.816774,5.0994496e-15,-0.50585115,11.320491,45.421314,0.002212783,1.7337725,45.049335,-93.055664,922.43475
4.801,2.1724439,15.060351,1349.5,1.8641136,1.291248,29.234798,82.4,0.0,116.6,138.2,4429.515,4491.5283,-6.9618115,5.0994496e-15,-0.50585115,11.765122,45.78863,0.0023118025,1.7488985,45.049335,-93.055664,922.43475
4.902,1.46182,14.469749,1369.0,1.2427424,1.279341,29.234798,82.4,0.0,116.6,138.2,4429.515,4479.7163,-7.251887,-2.5273604,-1.0113232,11.656278,44.718838,0.0023740418,1.7399404,45.049335,-93.055664,922.43475
5.001,1.46182,14.469749,1369.0,1.2427424,1.279341,29.234798,82.4,0.0,116.6,138.2,4429.515,4479.7163,-7.251887,-2.5273604,-1.0113232,11.656278,44.718838,0.0023740418,1.7399404,45.049335,-93.055664,922.43475
5.101,1.44834,13.879147,1375.75,1.2427424,1.291248,29.234798,82.4,0.0,118.4,136.4,4429.515,4411.797,-7.541962,-2.5273604,-1.0113232,11.764764,44.91359,0.0024362134,1.7310462,45.049335,-93.055664,922.43475
5.201,1.44834,13.879147,1375.75,1.2427424,1.291248,29.234798,82.4,0.0,118.4,136.4,4429.515,4411.797,-7.541962,-2.5273604,-1.0113232,11.764764,44.91359,0.0024362134,1.7310462,45.049335,-93.055664,922.43475
5.302,1.0708939,17.422758,1241.25,1.2427424,1.74636,29.234798,82.4,0.0,118.4,136.4,4429.515,4417.703,-5.8015094,5.0994496e-15,-1.0113232,15.911361,67.3259,0.0024983175,1.7049202,45.049335,-93.055664,922.43475
5.401,1.0708939,17.422758,1241.25,1.2427424,1.74636,29.234798,82.4,0.0,118.4,136.4,4429.515,4417.703,-5.8015094,5.0994496e-15,-1.0113232,15.911361,67.3259,0.0024983175,1.7049202,45.049335,-93.055664,922.43475
5.501,0.57924765,18.308662,1137.25,0.6213712,1.61406,29.234798,82.4,0.0,118.4,136.4,4429.515,4402.938,-5.3663964,-2.702974,-1.551918,14.7081995,67.92625,0.002527415,1.6676102,45.049335,-93.055664,922.43475
5.602,0.57924765,18.308662,1137.25,0.6213712,1.61406,29.234798,82.4,0.0,118.4,136.4,4429.515,4402.938,-5.3663964,-2.702974,-1.551918,14.7081995,67.92625,0.002527415,1.6676102,45.049335,-93.055664,922.43475
5.701,0.0,21.261671,988.0,0.0,1.813833,29.234798,82.4,5.490196,118.4,136.4,4429.515,4275.9585,-3.916019,-5.2283735,-2.056998,16.52864,87.86466,0.002527415,1.603678,45.049335,-93.055664,922.43475
5.801,0.0,23.62408,762.5,0.0,1.414287,29.234798,82.4,7.45098,118.4,136.4,4429.515,4249.3813,-2.755717,-2.5253994,-1.5511467,12.892874,88.806335,0.002527415,1.5570364,45.049335,-93.055664,922.43475
5.902,0.0,23.62408,762.5,0.0,1.414287,29.234798,82.4,7.45098,118.4,136.4,4429.515,4249.3813,-2.755717,-2.5253994,-1.5511467,12.892874,88.806335,0.002527415,1.5570364,45.049335,-93.055664,922.43475
6.001,0.0,26.87239,789.75,0.0,1.813833,29.234798,82.4,9.803922,118.4,136.4,4429.515,4335.0186,-1.1603019,5.4636962e-15,-1.5511467,16.543283,110.01861,0.002527415,1.5000285,45.049335,-93.055664,922.43475
6.101,0.0,26.87239,789.75,0.0,1.813833,29.234798,82.4,9.803922,118.4,136.4,4429.515,4335.0186,-1.1603019,5.4636962e-15,-1.5511467,16.543283,110.01861,0.002527415,1.5000285,45.049335,-93.055664,922.43475
6.201,0.0,26.28179,946.5,0.0,1.414287,29.234798,82.4,9.803922,118.4,136.4,4429.515,4429.515,-1.4503773,5.4636962e-15,-1.5511467,12.910614,71.640785,0.002527415,1.4581021,45.049335,-93.055664,922.43475
6.302,0.0,26.28179,946.5,0.0,1.414287,29.234798,82.4,9.803922,118.4,136.4,4429.515,4429.515,-1.4503773,5.4636962e-15,-1.5511467,12.910614,71.640785,0.002527415,1.4581021,45.049335,-93.055664,922.43475
6.402,0.0,28.053595,1089.75,0.0,2.663199,29.234798,82.4,10.196078,118.4,136.4,4429.515,4450.186,-0.58015096,5.4636962e-15,-1.5511467,24.311567,117.171005,0.002527415,1.3872164,45.049335,-93.055664,922.43475
6.501,0.0,28.053595,1089.75,0.0,2.663199,29.234798,82.4,10.196078,118.4,136.4,4429.515,4450.186,-0.58015096,5.4636962e-15,-1.5511467,24.311567,117.171005,0.002527415,1.3872164,45.049335,-93.055664,922.43475
6.601,0.35573396,28.348896,1314.75,0.6213712,2.624832,29.234798,82.4,10.588235,118.4,136.4,4429.515,4343.878,-0.43511322,2.5216205,-1.0468227,23.94961,95.67298,0.0025586055,1.3398563,45.049335,-93.055664,922.43475
6.701,0.89627117,28.939499,1601.0,1.8641136,3.114342,29.234798,82.4,9.019608,118.4,136.4,3676.4976,3833.007,-0.14503774,7.60176,0.47467723,28.517115,93.55098,0.0026514973,1.3170205,45.049335,-93.055664,922.43475
6.802,0.89627117,28.939499,1601.0,1.8641136,3.114342,29.234798,82.4,9.019608,118.4,136.4,3676.4976,3833.007,-0.14503774,7.60176,0.47467723,28.517115,93.55098,0.0026514973,1.3170205,45.049335,-93.055664,922.43475
6.901,1.1424927,27.758293,1716.75,2.4854848,3.258549,29.234798,82.4,8.235294,118.4,138.2,3567.236,3844.819,-0.7251887,7.6100225,0.98065394,29.828428,91.25515,0.0027758514,1.3080689,45.049335,-93.055664,922.43475
7.001,1.1424927,27.758293,1716.75,2.4854848,3.258549,29.234798,82.4,8.235294,118.4,138.2,3567.236,3844.819,-0.7251887,7.6100225,0.98065394,29.828428,91.25515,0.0027758514,1.3080689,45.049335,-93.055664,922.43475
7.101,1.5350401,26.28179,1754.75,3.1068559,3.032316,29.234798,82.4,6.6666665,118.4,138.2,3325.0894,3697.1685,-1.4503773,5.081778,1.491033,27.750708,83.06018,0.0029299536,1.3183211,45.049335,-93.055664,922.43475
7.202,1.5350401,26.28179,1754.75,3.1068559,3.032316,29.234798,82.4,6.6666665,118.4,138.2,3325.0894,3697.1685,-1.4503773,5.081778,1.491033,27.750708,83.06018,0.0029299536,1.3183211,45.049335,-93.055664,922.43475
7.302,2.3302221,23.62408,1773.25,4.3495984,2.796822,29.234798,82.4,6.6666665,118.4,138.2,3325.0894,3590.86,-2.755717,7.6132803,3.0439048,25.593193,75.80338,0.0031475038,1.3591145,45.049335,-93.055664,922.43475
7.401,2.3302221,23.62408,1773.25,4.3495984,2.796822,29.234798,82.4,6.6666665,118.4,138.2,3325.0894,3590.86,-2.755717,7.6132803,3.0439048,25.593193,75.80338,0.0031475038,1.3591145,45.049335,-93.055664,922.43475
7.501,2.6448343,23.32878,1741.0,4.9709697,2.816667,29.234798,82.4,6.27451,118.4,138.2,3215.828,3463.8806,-2.9007547,7.5991163,4.056531,25.770052,77.74109,0.0033954433,1.4091352,45.049335,-93.055664,922.43475
7.602,2.6448343,23.32878,1741.0,5.592341,2.816667,29.234798,82.4,6.27451,118.4,138.2,3215.828,3463.8806,-2.9007547,7.5991163,4.056531,25.770052,77.74109,0.0036786112,1.4091352,45.049335,-93.055664,922.43475
7.702,2.9572897,23.91938,1763.25,5.592341,2.833866,29.234798,82.4,5.098039,118.4,138.2,3215.828,3351.6663,-2.6106794,5.037498,4.556484,25.928204,77.23116,0.0036786112,1.4683045,45.049335,-93.055664,922.43475
7.801,4.549258,20.080467,1765.0,6.2137117,2.046681,29.234798,82.4,4.3137255,118.4,138.2,2675.427,3109.5195,-4.49617,5.0374627,5.0640235,18.727646,55.727882,0.00398854,1.5498663,45.049335,-93.055664,922.43475
7.901,4.549258,20.080467,1765.0,6.2137117,2.046681,29.234798,82.4,4.3137255,118.4,138.2,2675.427,3109.5195,-4.49617,5.0374627,5.0640235,18.727646,55.727882,0.00398854,1.5498663,45.049335,-93.055664,922.43475
8.002,6.0456157,17.127459,1675.0,6.835083,1.69344,29.234798,82.4,4.7058825,118.4,138.2,2377.173,2533.6826,-5.946547,5.0709,5.5706644,15.501578,48.606594,0.004330066,1.6464348,45.049335,-93.055664,922.43475
8.102,6.0456157,17.127459,1675.0,6.835083,1.69344,29.234798,82.4,4.7058825,118.4,138.2,2377.173,2533.6826,-5.946547,5.0709,5.5706644,15.501578,48.606594,0.004330066,1.6464348,45.049335,-93.055664,922.43475
8.201,5.7215524,17.71806,1567.25,7.4564543,1.951425,29.234798,82.4,5.098039,118.4,138.2,2377.173,2391.938,-5.6564717,5.108419,6.085707,17.868626,59.88071,0.0046965615,1.7433282,45.049335,-93.055664,922.43475
8.301,5.7215524,17.71806,1567.25,7.4564543,1.951425,29.234798,82.4,5.098039,118.4,138.2,2377.173,2391.938,-5.6564717,5.108419,6.085707,17.868626,59.88071,0.0046965615,1.7433282,45.049335,-93.055664,922.43475
8.402,5.0670247,19.194565,1562.5,7.4564543,2.157813,29.234798,82.4,5.098039,118.4,138.2,2566.1658,2386.032,-4.931283,2.575215,5.581383,20.176785,67.82129,0.005074093,1.8327767,45.049335,-93.055664,922.43475
8.502,5.0670247,19.194565,1562.5,7.4564543,2.157813,29.234798,82.4,5.098039,118.4,138.2,2566.1658,2386.032,-4.931283,2.575215,5.581383,20.176785,67.82129,0.005074093,1.8327767,45.049335,-93.055664,922.43475
8.602,5.1749387,19.785168,1593.0,7.4564543,2.157813,29.234798,82.4,5.098039,118.4,138.2,2675.427,2663.615,-4.6412077,4.7352034e-15,4.5653553,19.756037,65.13555,0.0054652593,1.9216018,45.049335,-93.055664,922.43475
8.702,5.285529,20.375769,1677.75,8.077826,2.28879,29.234798,82.4,5.098039,118.4,136.4,2781.7354,2834.8896,-4.351132,2.3040478,4.5201883,20.954565,65.59722,0.0059090243,2.0180578,45.049335,-93.055664,922.43475
8.802,5.285529,20.375769,1677.75,8.077826,2.28879,29.234798,82.4,5.098039,118.4,136.4,2781.7354,2834.8896,-4.351132,2.3040478,4.5201883,20.954565,65.59722,0.0059090243,2.0180578,45.049335,-93.055664,922.43475
8.901,5.407085,19.785168,1699.75,8.077826,2.190888,29.234798,82.4,5.098039,118.4,136.4,2566.1658,2669.521,-4.6412077,2.3040478,4.009809,20.48349,63.292603,0.0063093295,2.1016328,45.049335,-93.055664,922.43475
9.001,5.407085,19.785168,1699.75,8.077826,2.190888,29.234798,82.4,5.098039,118.4,136.4,2566.1658,2669.521,-4.6412077,2.3040478,4.009809,20.48349,63.292603,0.0063093295,2.1016328,45.049335,-93.055664,922.43475
9.102,5.683473,20.080467,1687.75,8.699197,2.255715,29.234798,82.4,5.098039,118.4,136.4,2566.1658,2554.3538,-4.49617,2.5657856,3.5106893,20.986403,65.30763,0.0067384792,2.189512,45.049335,-93.055664,922.43475
9.202,5.683473,20.080467,1687.75,8.699197,2.255715,29.234798,82.4,5.098039,118.4,136.4,2566.1658,2554.3538,-4.49617,2.5657856,3.5106893,20.986403,65.30763,0.0067384792,2.189512,45.049335,-93.055664,922.43475
9.301,6.3626537,19.785168,1696.5,8.699197,2.014929,29.234798,82.4,4.7058825,118.4,136.4,2459.8574,2498.2466,-4.6412077,2.5657856,3.003143,18.746212,58.0355,0.0071946597,2.284517,45.049335,-93.055664,922.43475
9.401,6.3626537,19.785168,1696.5,8.699197,2.014929,29.234798,82.4,4.7058825,118.4,136.4,2459.8574,2498.2466,-4.6412077,2.5657856,3.003143,18.746212,58.0355,0.0071946597,2.284517,45.049335,-93.055664,922.43475
9.501,7.215071,18.899263,1664.75,9.320568,1.903797,29.234798,82.4,3.9215686,118.4,136.4,2270.8647,2214.7576,-5.0763206,2.5878146,3.0207527,17.712278,55.880394,0.007650549,2.3814945,45.049335,-93.055664,922.43475
9.601,7.215071,18.899263,1664.75,9.320568,1.903797,29.234798,82.4,3.9215686,118.4,136.4,2270.8647,2214.7576,-5.0763206,2.5878146,3.0207527,17.712278,55.880394,0.007650549,2.3814945,45.049335,-93.055664,922.43475
9.702,13.574711,15.946254,1542.5,9.320568,1.033263,29.234798,82.4,0.39215687,118.4,136.4,891.809,1925.3625,-6.526698,2.5878146,2.5132134,9.414222,32.054817,0.008110684,2.498366,45.049335,-93.055664,922.43475
9.802,15.427884,14.174448,1323.75,9.941939,0.969759,29.234798,82.4,0.0,118.4,136.4,891.809,1506.0352,-7.3969245,2.5898001,2.5245326,8.835627,35.05625,0.0085965935,2.622599,45.049335,-93.055664,922.43475
9.901,15.427884,14.174448,1323.75,9.941939,0.969759,29.234798,82.4,0.0,118.4,136.4,891.809,1506.0352,-7.3969245,2.5898001,2.5245326,8.835627,35.05625,0.0085965935,2.622599,45.049335,-93.055664,922.43475
10.001,15.685988,12.993244,1271.75,9.941939,0.934038,29.234798,82.4,0.0,118.4,136.4,891.809,1101.4728,-7.9770756,2.5898001,2.0094895,8.690242,35.889233,0.009121317,2.7545676,45.049335,-93.055664,922.43475
10.102,15.685988,12.993244,1271.75,9.941939,0.934038,29.234798,82.4,0.0,118.4,136.4,891.809,1101.4728,-7.9770756,2.5898001,2.0094895,8.690242,35.889233,0.009121317,2.7545676,45.049335,-93.055664,922.43475
10.202,15.685988,12.107341,1315.0,9.941939,0.934038,29.234798,82.4,0.78431374,118.4,136.4,891.809,820.93677,-8.412189,4.7352034e-15,2.0094895,8.690242,34.708847,0.009618214,2.8771029,45.049335,-93.055664,922.43475
10.302,15.685988,12.107341,1315.0,9.941939,0.934038,29.234798,82.4,0.78431374,118.4,136.4,891.809,820.93677,-8.412189,4.7352034e-15,2.0094895,8.690242,34.708847,0.009618214,2.8771029,45.049335,-93.055664,922.43475
10.401,15.553319,11.81204,1298.0,9.941939,0.941976,29.234798,82.4,2.745098,118.4,136.4,1376.1027,817.98376,-8.557226,4.7352034e-15,2.0094895,8.764369,35.463375,0.010111658,2.9962718,45.049335,-93.055664,922.43475
10.502,15.553319,11.81204,1298.0,9.941939,0.941976,29.234798,82.4,2.745098,118.4,136.4,1376.1027,817.98376,-8.557226,4.7352034e-15,2.0094895,8.764369,35.463375,0.010111658,2.9962718,45.049335,-93.055664,922.43475
10.602,14.053252,11.81204,1264.75,9.941939,1.042524,29.234798,82.4,2.3529413,118.4,134.6,1376.1027,1231.4052,-8.557226,4.7352034e-15,1.5486801,9.699892,40.280632,0.0105922725,3.1071985,45.049335,-93.055664,922.43475
10.702,13.226075,12.402642,1232.25,9.941939,1.131165,29.234798,82.4,3.9215686,118.4,134.6,1485.364,1467.646,-8.267151,4.7352034e-15,1.5486801,10.306537,43.928665,0.011085142,3.2166173,45.049335,-93.055664,922.43475
10.802,13.226075,12.402642,1232.25,9.941939,1.131165,29.234798,82.4,3.9215686,118.4,134.6,1485.364,1467.646,-8.267151,4.7352034e-15,1.5486801,10.306537,43.928665,0.011085142,3.2166173,45.049335,-93.055664,922.43475
10.902,11.054051,15.060351,1234.0,9.941939,1.353429,29.234798,82.4,3.9215686,118.4,134.6,1700.9337,2235.4285,-6.9618115,4.7352034e-15,1.0355229,12.331681,52.485725,0.011584849,3.318094,45.049335,-93.055664,922.43475
11.002,11.054051,15.060351,1234.0,9.941939,1.353429,29.234798,82.4,3.9215686,118.4,134.6,1700.9337,2235.4285,-6.9618115,4.7352034e-15,1.0355229,12.331681,52.485725,0.011584849,3.318094,45.049335,-93.055664,922.43475
11.102,10.490068,16.832157,1265.75,9.941939,1.426194,29.234798,82.4,3.9215686,118.4,134.6,1700.9337,1771.806,-6.091585,4.7352034e-15,1.0355229,12.994675,53.920208,0.012101135,3.4177883,45.049335,-93.055664,922.43475
11.206,10.490068,16.832157,1265.75,9.941939,1.426194,29.234798,82.4,3.9215686,118.4,134.6,1700.9337,1771.806,-6.091585,4.7352034e-15,1.0355229,12.994675,53.920208,0.012101135,3.4177883,45.049335,-93.055664,922.43475
11.302,11.053714,17.127459,1318.25,9.941939,1.353429,29.234798,82.4,3.9215686,118.4,134.6,1700.9337,1482.411,-5.946547,4.7352034e-15,0.51796,12.332057,49.132835,0.012678318,3.5287638,45.049335,-93.055664,922.43475
