Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860477,-93.341835,824.1051
0.500,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860477,-93.341835,824.1051
0.751,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860477,-93.341835,824.1051
1.001,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860477,-93.341835,824.1051
1.254,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860527,-93.34186,823.2881
1.501,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860527,-93.34186,823.2881
1.751,0,0,0,0,0,1.578339,0,0,0,0,14.426282,0,0,0,44.860527,-93.34186,823.2881
2.000,0,20.375769,1091.75,0,-5.5,1.625967,86,0,89.6,-4.49617,14.85979,71.48642,0,0,44.860527,-93.34186,823.2881
2.250,0,20.67107,1084.5,0,-5.5,1.590246,86,0,89.6,-4.351132,14.533334,70.38332,0,0,44.860497,-93.341736,823.50494
2.501,0,20.080467,1094.5,0,-5.5,1.555848,86,0,89.6,-4.6412077,14.22071,68.24009,0,0,44.860497,-93.341736,823.50494
2.751,0,20.080467,1090.5,0,-5.5,1.555848,86,0,89.6,-4.6412077,14.22071,68.490395,0,0,44.860542,-93.341805,822.9917
3.000,0,20.67107,1087.5,0,-5.5,1.61406,86,0,89.6,-4.351132,14.750971,71.24025,0,0,44.860542,-93.341805,822.9917
3.250,0,20.080467,1086.5,0,-5.5,1.602153,86,0,89.6,-4.6412077,14.642153,70.77979,0,0,44.860542,-93.341805,822.9917
3.501,0,20.080467,1090.25,0,-5.5,1.590246,86,0,89.6,-4.6412077,14.533334,70.01212,0,0,44.860542,-93.341805,822.9917
3.751,0,20.67107,1081.25,0,-5.5,1.578339,86,0,89.6,-4.351132,14.424516,70.0663,0,0,44.860558,-93.34183,822.29443
4.002,0,20.67107,1082,0,-5,1.578339,86,0,89.6,-4.351132,14.424516,70.01773,0,0,44.860558,-93.34183,822.29443
4.251,0,19.785168,1084.75,0,-5.5,1.555848,86,0,89.6,-4.7862453,14.218969,68.84502,0,0,44.860558,-93.34183,822.29443
4.501,0,20.375769,1091.75,0,-5.5,1.590246,86,0,89.6,-4.49617,14.533334,69.915924,0,0,44.860558,-93.34183,822.29443
4.750,0,20.375769,1091,0,-5.5,1.578339,86,0,89.6,-4.49617,14.424516,69.44013,0,0,44.86057,-93.34186,821.7075
4.999,0,19.785168,1089.5,0,-5,1.578339,86,0,89.6,-4.7862453,14.424516,69.535736,0,0,44.86057,-93.34186,821.7075
5.251,0,19.785168,1085.75,0,-5.5,1.578339,86,0,89.6,-4.7862453,14.424516,69.7759,0,0,44.86057,-93.34186,821.7075
5.501,0,20.67107,1078,0,-5.5,1.555848,86,0,89.6,-4.351132,14.218969,69.2761,0,0,44.86057,-93.34186,821.7075
5.750,0,20.375769,1084,0,-6,1.578339,86,0,89.6,-4.49617,14.424516,69.88855,0,0,44.860565,-93.34188,820.3364
6.000,0,19.785168,1085.75,0,-5.5,1.543941,86,0,89.6,-4.7862453,14.11015,68.25522,0,0,44.860565,-93.34188,820.3364
6.251,0,20.375769,1086.75,0,-5.5,1.590246,86,0,89.6,-4.49617,14.533334,70.2376,0,0,44.860565,-93.34188,820.3364
6.500,0,20.080467,1079.75,0,-5,1.578339,86,0,89.6,-4.6412077,14.424516,70.163635,0,0,44.860565,-93.34188,820.3364
6.751,0,19.785168,1084,0,-5.5,1.532034,86,0,89.6,-4.7862453,14.001331,67.83817,0,0,44.860565,-93.34189,818.7761
7.000,0,20.375769,1089.75,0,-5.5,1.567755,86,0,89.6,-4.49617,14.327787,69.053604,0,0,44.860565,-93.34189,818.7761
7.250,0,20.080467,1087.75,0,-5.5,1.578339,86,0,89.6,-4.6412077,14.424516,69.647606,0,0,44.860565,-93.34189,818.7761
7.501,0,19.785168,1091.25,0,-5.5,1.543941,86,0,89.6,-4.7862453,14.11015,67.91121,0,0,44.860565,-93.34189,818.7761
7.750,0,20.375769,1080.25,0,-5.5,1.590246,86,0,89.6,-4.49617,14.533334,70.66023,0,0,44.860565,-93.34189,818.7761
8.000,0,20.080467,1075,0,-5,1.578339,86,0,89.6,-4.6412077,14.424516,70.47366,0,0,44.860565,-93.34189,818.7761
8.251,0,19.785168,1079.75,0,-5,1.555848,86,0,89.6,-4.7862453,14.218969,69.16382,0,0,44.860565,-93.34189,818.7761
8.501,0,20.375769,1085.25,0,-6,1.543941,86,0,89.6,-4.49617,14.11015,68.28667,0,0,44.860565,-93.34189,818.7761
8.759,0,19.785168,1082.25,0,-5.5,1.543941,86,0,89.6,-4.7862453,14.11015,68.47596,0,0,44.860565,-93.34189,818.7761
9.001,0,19.785168,1073.75,0,-6,1.578339,86,0,89.6,-4.7862453,14.424516,70.5557,0,0,44.860565,-93.34189,818.7761
9.250,0,20.375769,1089,0,-6,1.590246,86,0,89.6,-4.49617,14.535113,70.10107,0,0,44.860565,-93.34189,818.7761
9.500,0,20.080467,1095.5,0,-6,1.578339,86,0,89.6,-4.6412077,14.424516,69.15489,0,0,44.860565,-93.34189,818.7761
9.751,0,19.785168,1090.25,0,-6,1.590246,86,0,89.6,-4.7862453,14.533334,70.01212,0,0,44.86056,-93.341896,818.6368
10.001,0,19.785168,1087.25,0,-6,1.555848,86,0,89.6,-4.7862453,14.218969,68.686714,0,0,44.86056,-93.341896,818.6368
10.250,0,20.375769,1084.5,0,-5.5,1.590246,86,0,89.6,-4.49617,14.533334,70.38332,0,0,44.86056,-93.341896,818.6368
10.501,0,20.080467,1083.75,0,-6,1.567755,86,0,89.6,-4.6412077,14.327787,69.435905,0,0,44.86056,-93.341896,818.6368
10.751,0.60385406,19.194565,1117.5,0.6213712,-6,1.543941,86,0,89.6,-5.0763206,14.108854,66.30989,2.9376946E-05,0.009261433,44.86056,-93.341896,818.15936
11.000,0.6181559,18.899263,1125.75,0.6213712,-6.5,1.50822,86,0,89.6,-5.221359,13.782429,64.30102,6.556022E-05,0.020294141,44.86056,-93.341896,818.15936
11.250,1.8117286,18.603964,1130.75,1.8641136,-4.5,1.543941,86,0,89.6,-5.3663964,14.107559,65.52686,0.00019483035,0.058747716,44.86056,-93.341896,818.15936
11.501,1.8677449,18.603964,1140.5,1.8641136,-4.5,1.497636,86,0,89.6,-5.3663964,13.684453,63.018234,0.00029206567,0.08670624,44.86056,-93.341896,818.15936
11.750,2.081656,23.62408,1163.25,3.1068559,-8.5,2.239839,86,6.27451,89.6,-2.9007547,20.463732,92.39444,0.0005755975,0.16470435,44.860565,-93.3419,818.2491
12.000,1.8900421,23.62408,1312.5,3.1068559,-3.5,2.448873,86,7.0588236,89.6,-2.9007547,22.538359,90.18972,0.0007270404,0.20337601,44.860565,-93.3419,818.2491
12.250,2.2405558,25.691187,1647.25,4.3495984,1.5,2.892078,86,5.882353,89.6,-1.8854905,26.617424,84.86734,0.0011101938,0.29522946,44.860565,-93.3419,818.2491
12.501,3.9896996,22.147575,1711.5,4.9709697,5,1.856169,86,0,89.6,-3.6259434,17.08337,52.42407,0.001309571,0.3436818,44.860565,-93.3419,818.2491
12.751,9.267588,12.107341,1463.75,5.592341,15,0.906255,86,0,89.6,-8.557226,8.273697,29.68703,0.0017799498,0.46059904,44.860546,-93.34191,817.12146
