Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501,0,0,0,0,0,1.439424,0,0,0,0,13.114819,0,0,0,0,0,0
0.752,0,0,0,0,0,1.439424,0,0,0,0,13.114819,0,0,0,45.036106,-92.9851,1038.8566
1.002,0,12.993244,1452.5,0,-9.5,1.414287,50,0,60.8,-8.122113,12.885792,46.593895,0,0,45.036106,-92.9851,1038.8566
1.251,0,12.993244,1452.5,0,-9.5,1.414287,50,0,60.8,-8.122113,12.885792,46.593895,0,0,45.036106,-92.9851,1038.8566
1.501,0,12.993244,1452.5,0,-9.5,1.414287,50,0,60.8,-8.122113,12.885792,46.593895,0,0,45.036106,-92.9851,1038.8566
1.751,0,12.993244,1452.5,0,-9.5,1.414287,50,0,60.8,-8.122113,12.885792,46.593895,0,0,45.036106,-92.9851,1038.8566
2.002,0,12.993244,1445.25,0,-9.5,1.439424,50,0,60.8,-8.122113,13.114819,47.659927,0,0,45.036106,-92.9851,1038.8566
2.252,0,12.993244,1439.75,0,-9,1.414287,50,0,60.8,-8.122113,12.885792,47.00652,0,0,45.036106,-92.9851,1038.8566
2.501,0,13.288545,1424.5,0,-9,1.426194,50,0,60.8,-7.9770756,12.994278,47.909737,0,0,45.036106,-92.9851,1038.8566
2.755,0,12.993244,1452.5,0,-9.5,1.414287,50,0,60.8,-8.122113,12.885792,46.593895,0,0,45.036106,-92.9851,1038.8009
3.006,0,12.993244,1470.5,0,-9.5,1.426194,50,0,60.8,-8.122113,12.994278,46.41103,0,0,45.036106,-92.9851,1038.8009
3.253,0,12.993244,1465.25,0,-9.5,1.439424,50,0,60.8,-8.122113,13.114819,47.00939,0,0,45.036106,-92.9851,1038.8009
3.501,0,12.697943,1439.75,0,-10,1.414287,50,0,60.8,-8.267151,12.885792,47.00652,0,0,45.036106,-92.9851,1038.8009
3.751,0,12.993244,1432.25,0,-10,1.426194,50,0,60.8,-8.122113,12.994278,47.650494,0,0,45.036106,-92.9851,1038.8093
4.011,0,12.993244,1459.75,0,-9,1.40238,50,0,60.8,-8.122113,12.777305,45.972153,0,0,45.036106,-92.9851,1038.8093
4.251,0,12.697943,1461,0,-9.5,1.40238,50,0,60.8,-8.267151,12.777305,45.93282,0,0,45.036106,-92.9851,1038.8093
4.501,0,12.993244,1460.5,0,-10,1.40238,50,0,60.8,-8.122113,12.777305,45.948547,0,0,45.036106,-92.9851,1038.8093
4.751,0,12.697943,1446.25,0,-9.5,1.426194,50,0,60.8,-8.267151,12.994278,47.189228,0,0,45.036106,-92.9851,1038.8093
5.002,0,12.993244,1437.5,0,-9,1.439424,50,0,60.8,-8.122113,13.114819,47.916878,0,0,45.036106,-92.9851,1038.8093
5.252,0,12.993244,1457,0,-9,1.414287,50,0,60.8,-8.122113,12.885792,46.44999,0,0,45.036106,-92.9851,1038.8093
