Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Latitude (deg), Longitude (deg), Bearing (deg)
53.006,0,38.431374,147.2,12.107341,776.75,0,29.234798,786.74,3.9215686,82.4,0,129.2,100.4,0.5442911,-8.412189,5.09708,34.464684,0,0.008887718,0,0,45.058067,-92.95466,-1
54.051,0,38.431374,147.2,12.107341,776.75,0,29.234798,786.74,3.9215686,82.4,0,129.2,100.4,0.5442911,-8.412189,5.09708,34.464684,0,0.008887718,0,0,45.058067,-92.95466,-1
56.048,0,37.2549,147.2,12.107341,773.25,0,29.234798,787.46,3.9215686,82.4,0,129.2,100.4,0.54254484,-8.412189,5.09708,34.62068,0,0.009159831,0,0,45.058067,-92.95466,-1
58.052,0,38.039215,147.2,12.107341,783,0,29.234798,788,3.9215686,82.4,0,129.2,100.4,0.54010016,-8.412189,5.2299423,35.08078,0,0.0094243195,0,0,45.058067,-92.95466,-1
59.007,0,38.039215,147.2,12.107341,783,0,29.234798,788,3.9215686,82.4,0,129.2,100.4,0.54010016,-8.412189,5.2299423,35.08078,0,0.0094243195,0,0,45.058064,-92.95466,-1
60.051,0,27.058823,147.2,10.630836,744.25,0,29.234798,788.18,3.5294118,82.4,0,129.2,100.4,0.48021397,-9.137378,4.251593,30.003153,0,0.009603447,0,0,45.05806,-92.95466,-1
61.002,0,27.058823,147.2,10.630836,744.25,0,29.234798,788.18,3.5294118,82.4,0,129.2,100.4,0.48021397,-9.137378,4.251593,30.003153,0,0.009603447,0,0,45.058064,-92.95466,-1
62.055,0,27.058823,147.2,10.630836,744.25,0,29.234798,788.18,3.5294118,82.4,0,129.2,100.4,0.48021397,-9.137378,4.251593,30.003153,0,0.009603447,0,0,45.058064,-92.95466,-1
62.997,0,31.37255,147.2,9.744933,720.75,0,29.234798,788.18,3.137255,82.4,0,129.2,100.4,0.4184112,-9.572491,3.877163,28.252928,0,0.009780046,0,0,45.058064,-92.95466,-1
64.049,0,31.37255,147.2,9.744933,720.75,0,29.234798,788.18,3.137255,82.4,0,129.2,100.4,0.4184112,-9.572491,3.877163,28.252928,0,0.009780046,0,0,45.058064,-92.95466,-1
65.004,0,31.37255,147.2,9.744933,720.75,0,29.234798,788.18,3.137255,82.4,0,129.2,100.4,0.4184112,-9.572491,3.877163,28.252928,0,0.009780046,0,0,45.058064,-92.95466,-1
66.055,0,31.37255,147.2,9.744933,720.75,0,29.234798,788.18,3.137255,82.4,0,129.2,100.4,0.4184112,-9.572491,3.877163,28.252928,0,0.009780046,0,0,45.058064,-92.95466,-1
67.005,0,29.411764,147.2,9.744933,716.25,0,29.234798,787.28,3.137255,82.4,0,129.2,100.4,0.4051997,-9.572491,3.7443006,27.456182,0,0.010008448,0,0,45.058067,-92.95466,-1
68.053,0,43.92157,147.2,12.402642,719.5,0,29.234798,786.56,3.9215686,82.4,0,129.2,100.4,0.5124889,-8.267151,5.4835887,40.028393,0,0.010402302,0,0,45.058067,-92.95466,-1
69.007,0,43.92157,147.2,12.402642,719.5,0,29.234798,786.56,3.9215686,82.4,0,129.2,100.4,0.5124889,-8.267151,5.4835887,40.028393,0,0.010402302,0,0,45.058067,-92.95466,-1
70.054,0,36.07843,147.2,12.402642,764.5,0,29.234798,786.38,3.9215686,82.4,0,129.2,100.4,0.5148143,-8.267151,5.02461,34.51906,0,0.010535636,0,0,45.058067,-92.95465,-1
71.007,0,37.2549,147.2,11.516739,786.75,0,29.234798,786.2,3.9215686,82.4,0,129.2,100.4,0.50794023,-8.702264,5.157472,34.429775,0,0.010679149,0,0,45.058067,-92.95465,-1
72.045,0,38.431374,147.2,12.107341,775.75,0,29.234798,786.38,3.9215686,82.4,0,131,100.4,0.5495297,-8.412189,5.157472,34.917984,0,0.0107980585,0,0,45.05807,-92.95465,-1
73.004,0,36.47059,147.2,11.81204,775,0,29.234798,786.38,3.9215686,82.4,0,131,100.4,0.53067493,-8.557226,5.02461,34.05138,0,0.010975544,0,0,45.05807,-92.95465,-1
74.052,0,37.64706,147.2,11.516739,782,0,29.234798,786.56,3.9215686,82.4,0,131,100.4,0.51491654,-8.702264,5.157472,34.63891,0,0.011069385,0,0,45.058067,-92.95464,-1
75.005,0,37.64706,147.2,11.81204,769.5,0,29.234798,786.56,3.9215686,82.4,0,131,100.4,0.5328896,-8.557226,5.02461,34.29476,0,0.011145996,0,0,45.058067,-92.95464,-1
76.050,0,37.64706,147.2,11.516739,771.75,0,29.234798,786.74,3.137255,82.4,0,131,100.4,0.5130894,-8.702264,5.09708,34.687973,0,0.011286709,0,0,45.05807,-92.95464,-1
77.004,0,37.64706,147.2,11.516739,771.75,0,29.234798,786.74,3.137255,82.4,0,131,100.4,0.5130894,-8.702264,5.09708,34.687973,0,0.011286709,0,0,45.05807,-92.95464,-1
78.044,0,36.07843,147.2,10.926137,744.5,0,29.234798,786.92,3.5294118,82.4,0,131,100.4,0.48646197,-8.99234,4.432769,31.271193,0,0.011360034,0,0,45.058075,-92.95464,-1
79.001,0,36.07843,147.2,10.926137,744.5,0,29.234798,786.92,3.5294118,82.4,0,131,100.4,0.48646197,-8.99234,4.432769,31.271193,0,0.011360034,0,0,45.05807,-92.954636,-1
80.051,0,30.588236,147.2,9.449632,728,0,29.234798,786.56,3.137255,82.4,0,131,100.4,0.40586838,-9.717528,3.7805357,27.274452,0,0.011548546,0,0,45.05807,-92.954636,-1
81.006,0,29.019608,147.2,9.449632,725.75,0,29.234798,786.2,3.137255,82.4,0,131,100.4,0.3968733,-9.717528,3.635595,26.310102,0,0.011657134,0,0,45.058075,-92.954636,-1
82.050,0,28.62745,149,9.449632,718.75,0,29.234798,786.02,3.137255,82.4,0,132.8,100.4,0.3956467,-9.717528,3.6718302,26.831121,0,0.011725413,0,0,45.05808,-92.954636,-1
83.004,0,28.62745,149,9.449632,718.75,0,29.234798,786.02,3.137255,82.4,0,132.8,100.4,0.3956467,-9.717528,3.6718302,26.831121,0,0.011725413,0,0,45.05808,-92.954636,-1
84.053,0,28.62745,149,9.744933,704,0,29.234798,785.12,3.137255,82.4,0,132.8,100.4,0.40407532,-9.572491,3.7080655,27.663607,0,0.011836597,0,0,45.058083,-92.95463,-1
84.999,0,28.62745,149,9.449632,709,0,29.234798,784.94,3.137255,82.4,0,132.8,100.4,0.38378957,-9.717528,3.5027328,25.94746,0,0.01194658,0,0,45.058083,-92.95463,-1
86.049,0,28.62745,149,9.449632,709,0,29.234798,784.94,3.137255,82.4,0,132.8,100.4,0.38378957,-9.717528,3.5027328,25.94746,0,0.01194658,0,0,45.058083,-92.95463,-1
87.003,0,48.235294,149,11.81204,702.25,0,29.234798,784.4,3.9215686,82.4,0,132.8,100.4,0.4831442,-8.557226,3.635595,27.19054,0,0.01201521,0,0,45.058083,-92.95463,-1
88.044,0,36.07843,149,11.516739,761,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.4665808,-8.702264,4.843434,33.427414,0,0.0121633755,0,0,45.058083,-92.954636,-1
89.001,0,36.07843,149,11.516739,761,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.4665808,-8.702264,4.843434,33.427414,0,0.0121633755,0,0,45.058086,-92.95464,-1
90.050,0,36.07843,149,11.516739,761,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.4665808,-8.702264,4.843434,33.427414,0,0.0121633755,0,0,45.058086,-92.95464,-1
91.015,0,36.07843,149,11.81204,775.75,0,29.234798,783.86,3.9215686,82.4,0,132.8,100.4,0.5185793,-8.557226,5.09708,34.50911,0,0.012348492,0,0,45.058083,-92.95465,-1
92.055,0,36.07843,149,11.81204,775.75,0,29.234798,783.86,3.9215686,82.4,0,132.8,100.4,0.5185793,-8.557226,5.09708,34.50911,0,0.012348492,0,0,45.058083,-92.95465,-1
93.007,0,36.07843,149,11.81204,775.75,0,29.234798,783.86,3.9215686,82.4,0,132.8,100.4,0.5185793,-8.557226,5.09708,34.50911,0,0.012348492,0,0,45.058083,-92.95465,-1
94.051,0,37.2549,149,11.516739,774,0,29.234798,783.86,3.9215686,82.4,0,132.8,100.4,0.51541483,-8.702264,4.964218,33.685574,0,0.012618564,0,0,45.05808,-92.95466,-1
95.006,0,37.2549,149,11.516739,774,0,29.234798,783.86,3.9215686,82.4,0,132.8,100.4,0.51541483,-8.702264,4.964218,33.685574,0,0.012618564,0,0,45.05808,-92.95466,-1
96.052,0,37.2549,149,11.516739,775,0,29.234798,784.22,3.9215686,82.4,0,132.8,100.4,0.5142521,-8.702264,4.8917475,33.15098,0,0.012877855,0,0,45.05808,-92.95466,-1
