Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 1  sensor 2 (°F), Commanded fuel rail pressure A (inHg), Fuel rail pressure A (inHg), Boost (psi), Acceleration (ft/s²), Acceleration (Avg) (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
319.103,92.10827,5.610719,1554.5,30.44719,0.497448,29.234798,78.8,0,84.2,102.2,891.809,1071.9426,-11.603019,-1.2308896,-1.7738771,4.532327,15.313151,2.8021822,23.151384,45.050293,-93.01302,954.28485
319.203,92.44119,5.315418,1543,29.825817,0.485541,29.234798,78.8,0,84.2,102.2,891.809,1083.7546,-11.748056,-2.5337026,-1.7872182,4.4238405,15.058011,2.803672,23.16061,45.050293,-93.01302,954.28485
319.303,92.44119,5.315418,1543,29.825817,0.485541,29.234798,78.8,0,84.2,102.2,891.809,1083.7546,-11.748056,-2.5337026,-1.7872182,4.4238405,15.058011,2.803672,23.16061,45.050293,-93.01319,954.4807
319.403,93.718,5.315418,1533,29.825817,0.478926,29.234798,78.8,0,84.2,102.2,891.809,1095.5667,-11.748056,-2.5337026,-1.7872182,4.36357,14.949748,2.805426,23.171516,45.050293,-93.01319,954.4807
319.502,93.718,5.315418,1533,29.825817,0.478926,29.234798,78.8,0,84.2,102.2,891.809,1095.5667,-11.748056,-2.5337026,-1.7872182,4.36357,14.949748,2.805426,23.171516,45.050293,-93.01319,954.4807
319.604,90.515335,5.610719,1521,29.204447,0.485541,29.234798,78.8,0,84.2,102.2,891.809,1107.3788,-11.603019,-2.6407008,-1.8128008,4.4238405,15.275812,2.8068259,23.180119,45.050293,-93.01319,954.4807
319.703,90.515335,5.610719,1521,29.204447,0.485541,29.234798,78.8,0,84.2,102.2,891.809,1107.3788,-11.603019,-2.6407008,-1.8128008,4.4238405,15.275812,2.8068259,23.180119,45.050293,-93.01319,954.4807
319.803,91.07098,5.610719,1503.5,28.583075,0.472311,29.234798,78.8,0,84.2,102.2,891.809,1116.2378,-11.603019,-4.761468,-2.2369542,4.3033,15.032536,2.8085318,23.190619,45.050293,-93.01319,954.4807
319.904,91.07098,5.610719,1503.5,28.583075,0.472311,29.234798,78.8,0,84.2,102.2,891.809,1116.2378,-11.603019,-4.761468,-2.2369542,4.3033,15.032536,2.8085318,23.190619,45.050293,-93.01319,954.4807
320.003,87.63433,5.90602,1502.5,28.583075,0.490833,29.234798,78.8,0,86,102.2,891.809,1116.2378,-11.457981,-2.1207669,-1.705212,4.472057,15.632444,2.8099055,23.19896,45.050293,-93.01319,954.4807
320.103,87.63433,5.90602,1502.5,28.583075,0.490833,29.234798,78.8,0,86,102.2,891.809,1116.2378,-11.457981,-2.1207669,-1.705212,4.472057,15.632444,2.8099055,23.19896,45.050293,-93.01319,954.4807
320.203,87.86063,5.90602,1507,27.961704,0.478926,29.234798,78.8,0,86,102.2,891.809,1128.0498,-11.457981,-2.502151,-2.2056422,4.36357,15.207674,2.8113198,23.207552,45.050293,-93.01319,954.4807
320.304,92.99868,5.610719,1513.75,27.961704,0.452466,29.234798,78.8,0,86,102.2,891.809,1139.8618,-11.603019,-2.502151,-2.2056422,4.122489,14.303405,2.812778,23.216583,45.050297,-93.01336,954.35333
320.404,92.99868,5.610719,1513.75,27.961704,0.452466,29.234798,78.8,0,86,102.2,891.809,1139.8618,-11.603019,-2.502151,-2.2056422,4.122489,14.303405,2.812778,23.216583,45.050297,-93.01336,954.35333
320.503,88.34875,5.610719,1530.25,27.340332,0.465696,29.234798,78.8,0,86,102.2,891.809,1151.674,-11.603019,-2.6704688,-2.7397358,4.2430296,14.562896,2.8140738,23.224468,45.050297,-93.01336,954.35333
320.603,88.34875,5.610719,1530.25,27.340332,0.465696,29.234798,78.8,0,86,102.2,891.809,1151.674,-11.603019,-2.6704688,-2.7397358,4.2430296,14.562896,2.8140738,23.224468,45.050297,-93.01336,954.35333
320.703,88.34875,5.315418,1522.5,27.340332,0.465696,29.234798,78.8,0,86,102.2,891.809,1151.674,-11.748056,-2.6704688,-2.493558,4.2430296,14.637026,2.81548,23.23302,45.050297,-93.01336,954.35333
320.804,88.34875,5.315418,1522.5,27.340332,0.465696,29.234798,78.8,0,86,102.2,891.809,1151.674,-11.748056,-2.6704688,-2.493558,4.2430296,14.637026,2.81548,23.23302,45.050297,-93.01336,954.35333
320.903,90.932045,5.020117,1521,27.340332,0.452466,29.234798,78.8,0,86,102.2,891.809,1160.533,-11.893094,3.642464E-15,-2.493558,4.122489,14.235226,2.816853,23.241455,45.050297,-93.01336,954.35333
321.003,90.932045,5.020117,1521,27.340332,0.452466,29.234798,78.8,0,86,102.2,891.809,1160.533,-11.893094,3.642464E-15,-2.493558,4.122489,14.235226,2.816853,23.241455,45.050297,-93.01336,954.35333
321.103,89.62178,5.315418,1520,27.340332,0.459081,29.234798,78.8,0,86,102.2,891.809,1172.345,-11.748056,3.642464E-15,-1.9868175,4.1827593,14.452846,2.8184407,23.251156,45.050297,-93.01336,954.35333
321.203,89.62178,5.315418,1520,27.340332,0.459081,29.234798,78.8,0,86,102.2,891.809,1172.345,-11.748056,3.642464E-15,-1.9868175,4.1827593,14.452846,2.8184407,23.251156,45.050297,-93.01336,954.35333
321.303,87.58492,5.315418,1511.75,26.718962,0.459081,29.234798,78.8,0,86,102.2,891.809,1184.157,-11.748056,-2.2375648,-2.4343305,4.1827593,14.531718,2.8199522,23.260313,45.050293,-93.01351,954.1751
321.403,87.58492,5.315418,1511.75,26.718962,0.459081,29.234798,78.8,0,86,102.2,891.809,1184.157,-11.748056,-2.2375648,-2.4343305,4.1827593,14.531718,2.8199522,23.260313,45.050293,-93.01351,954.1751
321.504,87.58492,5.315418,1511.75,26.718962,0.459081,29.234798,78.8,0,86,102.2,891.809,1184.157,-11.748056,-2.2375648,-2.4343305,4.1827593,14.531718,2.8199522,23.260313,45.050293,-93.01351,954.1751
321.603,87.58492,5.315418,1508.25,26.718962,0.459081,29.234798,78.8,0,86,102.2,891.809,1195.969,-11.748056,-2.2375648,-1.9061903,4.1827593,14.56544,2.8218055,23.27154,45.050293,-93.01351,954.1751
321.703,87.58492,5.315418,1508.25,26.718962,0.459081,29.234798,78.8,0,86,102.2,891.809,1195.969,-11.748056,-2.2375648,-1.9061903,4.1827593,14.56544,2.8218055,23.27154,45.050293,-93.01351,954.1751
321.804,90.50359,5.315418,1496,26.09759,0.433944,29.234798,78.8,0,86,102.2,891.809,1195.969,-11.748056,-2.2249165,-1.9270202,3.953732,13.880648,2.8232903,23.280634,45.050293,-93.01351,954.1751
321.903,90.50359,5.315418,1496,26.09759,0.433944,29.234798,78.8,0,86,102.2,891.809,1195.969,-11.748056,-2.2249165,-1.9270202,3.953732,13.880648,2.8232903,23.280634,45.050293,-93.01351,954.1751
322.003,90.27535,5.315418,1480,25.47622,0.424683,29.234798,78.8,0,86,104,891.809,1195.969,-11.748056,-4.1373754,-2.309512,3.8693538,13.731273,2.8249764,23.29095,45.050293,-93.01351,954.1751
322.103,90.27535,5.315418,1480,25.47622,0.424683,29.234798,78.8,0,86,104,891.809,1195.969,-11.748056,-4.1373754,-2.309512,3.8693538,13.731273,2.8249764,23.29095,45.050293,-93.01351,954.1751
322.204,88.07352,5.020117,1469,24.854847,0.424683,29.234798,78.8,0,86,104,891.809,1204.8281,-11.893094,-4.4143353,-2.309457,3.8693538,13.834093,2.8262339,23.298576,45.050293,-93.01351,954.1751
322.303,85.87167,5.020117,1463.25,24.233477,0.424683,29.234798,78.8,0,86,104,891.809,1216.6401,-11.893094,-5.0192995,-2.8129416,3.8693538,13.888456,2.8274524,23.305895,45.050293,-93.013664,953.92847
322.403,85.87167,5.020117,1463.25,24.233477,0.424683,29.234798,78.8,0,86,104,891.809,1216.6401,-11.893094,-5.0192995,-2.8129416,3.8693538,13.888456,2.8274524,23.305895,45.050293,-93.013664,953.92847
322.503,83.66984,5.315418,1459,23.612104,0.424683,29.234798,78.8,0,86,104,891.809,1216.6401,-11.748056,-4.9900203,-2.7733674,3.8693538,13.928912,2.828661,23.313082,45.050293,-93.013664,953.92847
322.604,83.66984,5.315418,1459,23.612104,0.424683,29.234798,78.8,0,86,104,891.809,1216.6401,-11.748056,-4.9900203,-2.7733674,3.8693538,13.928912,2.828661,23.313082,45.050293,-93.013664,953.92847
322.703,84.19441,5.315418,1457.25,23.612104,0.422037,29.234798,78.8,0,86,104,891.809,1228.4521,-11.748056,-2.4725971,-2.7733674,3.8452456,13.85875,2.8298657,23.32026,45.050293,-93.013664,953.92847
322.803,84.19441,5.315418,1457.25,23.612104,0.422037,29.234798,78.8,0,86,104,891.809,1228.4521,-11.748056,-2.4725971,-2.7733674,3.8452456,13.85875,2.8298657,23.32026,45.050293,-93.013664,953.92847
322.904,85.18315,5.020117,1444.25,22.990734,0.406161,29.234798,78.8,0,86,104,891.809,1228.4521,-11.893094,-2.5695589,-3.2872791,3.7005968,13.457472,2.8309982,23.327036,45.050293,-93.013664,953.92847
323.003,85.18315,5.020117,1444.25,22.990734,0.406161,29.234798,78.8,0,86,104,891.809,1228.4521,-11.893094,-2.5695589,-3.2872791,3.7005968,13.457472,2.8309982,23.327036,45.050293,-93.013664,953.92847
323.103,82.078835,5.020117,1442,22.369364,0.41013,29.234798,78.8,0,86,104,891.809,1240.2642,-11.893094,-5.2380447,-3.8209763,3.736759,13.610181,2.8320591,23.333294,45.050293,-93.013664,953.92847
323.204,81.29214,5.315418,1432,22.369364,0.414099,29.234798,78.8,0,86,104,891.809,1240.2642,-11.748056,-2.6684856,-3.3734634,3.772921,13.837855,2.8331842,23.339901,45.050293,-93.013664,953.92847
323.303,81.29214,5.315418,1432,22.369364,0.414099,29.234798,78.8,0,86,104,891.809,1240.2642,-11.748056,-2.6684856,-3.3734634,3.772921,13.837855,2.8331842,23.339901,45.050297,-93.013794,953.6238
323.403,80.57866,5.020117,1419.75,21.747992,0.406161,29.234798,78.8,0,86,104,891.809,1249.1233,-11.893094,-2.5038338,-3.8742301,3.7005968,13.689701,2.8342836,23.346334,45.050297,-93.013794,953.6238
323.503,80.57866,5.020117,1419.75,21.747992,0.406161,29.234798,78.8,0,86,104,891.809,1249.1233,-11.893094,-2.5038338,-3.8742301,3.7005968,13.689701,2.8342836,23.346334,45.050297,-93.013794,953.6238
323.604,77.5189,5.020117,1410.5,21.126621,0.41013,29.234798,78.8,0,86,104,891.809,1252.0763,-11.893094,-5.0331964,-3.9351194,3.736759,13.91413,2.835341,23.352419,45.050297,-93.013794,953.6238
323.703,77.5189,5.020117,1410.5,21.126621,0.41013,29.234798,78.8,0,86,104,891.809,1252.0763,-11.893094,-5.0331964,-3.9351194,3.736759,13.91413,2.835341,23.352419,45.050297,-93.013794,953.6238
323.803,79.048874,5.315418,1409,21.126621,0.402192,29.234798,78.8,0,86,105.8,891.809,1260.9353,-11.748056,-2.5293624,-3.5526276,3.6644347,13.65935,2.8363957,23.358541,45.050297,-93.013794,953.6238
323.904,79.048874,5.315418,1409,21.126621,0.402192,29.234798,78.8,0,86,105.8,891.809,1260.9353,-11.748056,-2.5293624,-3.5526276,3.6644347,13.65935,2.8363957,23.358541,45.050297,-93.013794,953.6238
324.003,75.97417,5.315418,1400,20.505249,0.406161,29.234798,78.8,0,86,105.8,891.809,1272.7473,-11.748056,-2.5259259,-3.5574374,3.7005968,13.882824,2.8374233,23.3644,45.050297,-93.013794,953.6238
324.103,75.89691,5.315418,1382,19.883879,0.394254,29.234798,78.8,0,86,105.8,891.809,1272.7473,-11.748056,-5.0469937,-3.5581665,3.5921102,13.651353,2.8384216,23.37009,45.050297,-93.013794,953.6238
324.203,75.89691,5.315418,1382,19.883879,0.394254,29.234798,78.8,0,86,105.8,891.809,1272.7473,-11.748056,-5.0469937,-3.5581665,3.5921102,13.651353,2.8384216,23.37009,45.050297,-93.013794,953.6238
324.304,72.79232,5.315418,1374.5,19.262506,0.398223,29.234798,78.8,0,86,105.8,891.809,1284.5593,-11.748056,-5.049393,-3.569312,3.6282725,13.864021,2.839386,23.37548,45.0503,-93.01391,953.44617
324.404,72.79232,5.315418,1374.5,19.262506,0.398223,29.234798,78.8,0,86,105.8,891.809,1284.5593,-11.748056,-5.049393,-3.569312,3.6282725,13.864021,2.839386,23.37548,45.0503,-93.01391,953.44617
324.503,72.79232,5.020117,1357.25,19.262506,0.398223,29.234798,78.8,0,86,105.8,891.809,1284.5593,-11.893094,-2.5283253,-3.569312,3.6282725,14.040226,2.840352,23.380878,45.0503,-93.01391,953.44617
324.604,72.79232,5.020117,1357.25,19.262506,0.398223,29.234798,78.8,0,86,105.8,891.809,1284.5593,-11.893094,-2.5283253,-3.569312,3.6282725,14.040226,2.840352,23.380878,45.0503,-93.01391,953.44617
324.704,69.74901,5.020117,1351,18.641136,0.402192,29.234798,78.8,0,86,105.8,891.809,1293.4183,-11.893094,-2.5100293,-3.5574062,3.6644347,14.245763,2.8412921,23.386023,45.0503,-93.01391,953.44617
324.803,69.74901,5.020117,1351,18.641136,0.402192,29.234798,78.8,0,86,105.8,891.809,1293.4183,-11.893094,-2.5100293,-3.5574062,3.6644347,14.245763,2.8412921,23.386023,45.0503,-93.01391,953.44617
324.910,70.67899,5.315418,1345.5,18.019764,0.38367,29.234798,78.8,0,86,105.8,891.809,1293.4183,-11.748056,-5.164792,-3.5546615,3.4956777,13.645258,2.8421512,23.390755,45.0503,-93.01391,953.44617
325.003,70.67899,5.020117,1337.25,18.019764,0.38367,29.234798,78.8,0,86,105.8,891.809,1305.2305,-11.893094,-2.6547627,-3.5546615,3.4956777,13.729441,2.8430545,23.395727,45.0503,-93.01391,953.44617
325.104,70.67899,5.020117,1337.25,18.019764,0.38367,29.234798,78.8,0,86,105.8,891.809,1305.2305,-11.893094,-2.6547627,-3.5546615,3.4956777,13.729441,2.8430545,23.395727,45.0503,-93.01391,953.44617
325.203,68.24179,5.020117,1331.25,17.398394,0.38367,29.234798,78.8,0,86,105.8,891.809,1305.2305,-11.893094,-2.4245648,-3.5388076,3.4956777,13.79132,2.8439627,23.400639,45.0503,-93.01391,953.44617
325.303,68.24179,5.020117,1331.25,17.398394,0.38367,29.234798,78.8,0,86,105.8,891.809,1305.2305,-11.893094,-2.4245648,-3.5388076,3.4956777,13.79132,2.8439627,23.400639,45.050304,-93.014015,953.31696
325.404,65.13081,5.020117,1316.5,16.777021,0.387639,29.234798,78.8,0,86,105.8,891.809,1317.0425,-11.893094,-4.9566073,-3.5393438,3.5318398,14.090105,2.8448014,23.40506,45.050304,-93.014015,953.31696
325.503,65.13081,5.020117,1316.5,16.777021,0.387639,29.234798,78.8,0,86,105.8,891.809,1317.0425,-11.893094,-4.9566073,-3.5393438,3.5318398,14.090105,2.8448014,23.40506,45.050304,-93.014015,953.31696
325.603,65.13081,5.020117,1303.5,16.777021,0.387639,29.234798,78.8,0,86,105.8,891.809,1317.0425,-11.893094,-2.5320427,-3.5393438,3.5318398,14.230627,2.845645,23.409504,45.050304,-93.014015,953.31696
325.703,65.13081,5.020117,1303.5,16.777021,0.387639,29.234798,78.8,0,86,105.8,891.809,1317.0425,-11.893094,-2.5320427,-3.5393438,3.5318398,14.230627,2.845645,23.409504,45.050304,-93.014015,953.31696
325.803,64.70612,5.315418,1291,16.155651,0.375732,29.234798,78.8,0,86,105.8,891.809,1328.8545,-11.748056,-2.6631176,-3.566782,3.4233534,13.927064,2.8464127,23.413536,45.050304,-93.014015,953.31696
325.904,62.881668,5.315418,1299.5,15.53428,0.371763,29.234798,78.8,0,86,105.8,891.809,1328.8545,-11.748056,-5.1788483,-3.5657146,3.3871913,13.689813,2.8471944,23.41757,45.050304,-93.014015,953.31696
326.003,62.881668,5.315418,1299.5,15.53428,0.371763,29.234798,78.8,0,86,105.8,891.809,1328.8545,-11.748056,-5.1788483,-3.5657146,3.3871913,13.689813,2.8471944,23.41757,45.050304,-93.014015,953.31696
326.103,62.881668,5.315418,1294.5,15.53428,0.371763,29.234798,78.8,0,86,105.8,891.809,1337.7135,-11.748056,-2.5157304,-3.0600495,3.3871913,13.742689,2.847972,23.421583,45.050304,-93.014015,953.31696
326.203,62.881668,5.315418,1294.5,15.53428,0.371763,29.234798,78.8,0,86,105.8,891.809,1337.7135,-11.748056,-2.5157304,-3.0600495,3.3871913,13.742689,2.847972,23.421583,45.050304,-93.014015,953.31696
326.303,60.3664,5.315418,1289,14.912909,0.371763,29.234798,78.8,0,86,105.8,891.809,1337.7135,-11.748056,-2.5094182,-3.561933,3.3871913,13.801328,2.8487241,23.42537,45.050304,-93.01411,953.0652
326.404,60.3664,5.315418,1289,14.912909,0.371763,29.234798,78.8,0,86,105.8,891.809,1337.7135,-11.748056,-2.5094182,-3.561933,3.3871913,13.801328,2.8487241,23.42537,45.050304,-93.01411,953.0652
326.503,57.240032,5.610719,1237,14.291537,0.375732,29.234798,78.8,0,86,105.8,891.809,1349.5255,-11.603019,-5.0197186,-3.5619874,3.4233534,14.535036,2.8494446,23.42887,45.050304,-93.01411,953.0652
326.603,57.240032,5.610719,1237,14.291537,0.375732,29.234798,78.8,0,86,105.8,891.809,1349.5255,-11.603019,-5.0197186,-3.5619874,3.4233534,14.535036,2.8494446,23.42887,45.050304,-93.01411,953.0652
326.704,57.851135,5.020117,1205.75,14.291537,0.371763,29.234798,78.8,0,86,105.8,891.809,1349.5255,-11.893094,-2.5103004,-3.0310347,3.3871913,14.754229,2.850162,23.432377,45.050304,-93.01411,953.0652
326.802,57.851135,5.020117,1205.75,13.670166,0.371763,29.234798,78.8,0,86,105.8,891.809,1349.5255,-11.893094,-2.5103004,-3.0310347,3.3871913,14.754229,2.8508503,23.432377,45.050304,-93.01411,953.0652
326.903,55.33587,5.315418,1198,13.670166,0.371763,29.234798,78.8,0,86,105.8,891.809,1361.3376,-11.748056,-2.5132327,-3.5336814,3.3871913,14.849676,2.8508503,23.43564,45.050304,-93.01411,953.0652
327.003,53.777496,5.315418,1224.75,13.048795,0.365148,29.234798,78.8,0,86,105.8,891.809,1361.3376,-11.748056,-5.039143,-3.5539505,3.326921,14.266883,2.8515043,23.438673,45.050304,-93.01411,953.0652
327.104,53.777496,5.315418,1224.75,13.048795,0.365148,29.234798,78.8,0,86,105.8,891.809,1361.3376,-11.748056,-5.039143,-3.5539505,3.326921,14.266883,2.8515043,23.438673,45.050304,-93.01411,953.0652
327.202,48.24505,5.315418,1055.25,12.4274235,0.387639,29.234798,78.8,0,86,105.8,891.809,1373.1497,-11.748056,-5.0430946,-3.5509787,3.5318398,17.578415,2.8521292,23.441315,45.050304,-93.01411,953.0652
327.303,48.24505,5.315418,1055.25,12.4274235,0.387639,29.234798,78.8,0,86,105.8,891.809,1373.1497,-11.748056,-5.0430946,-3.5509787,3.5318398,17.578415,2.8521292,23.441315,45.050304,-93.01419,952.6349
327.404,44.875553,5.90602,901.25,12.4274235,0.416745,29.234798,78.8,0,86,107.6,891.809,1305.2305,-11.457981,-2.517184,-3.5509787,3.7970293,22.12752,2.8527558,23.443773,45.050304,-93.01419,952.6349
327.504,44.875553,5.90602,901.25,12.4274235,0.416745,29.234798,78.8,0,86,107.6,891.809,1305.2305,-11.457981,-2.517184,-3.5509787,3.7970293,22.12752,2.8527558,23.443773,45.050304,-93.01419,952.6349
327.603,38.150593,7.087224,837.5,11.806052,0.465696,29.234798,78.8,0,86,107.6,891.809,1160.533,-10.8778305,-2.6651487,-3.551385,4.2430296,26.6088,2.8533165,23.445549,45.050304,-93.01419,952.6349
327.703,44.174374,7.087224,912.75,11.806052,0.402192,29.234798,78.8,0,86,107.6,891.809,933.1512,-10.8778305,-2.6651487,-3.048239,3.6644347,21.085758,2.8539064,23.447823,45.050304,-93.01419,952.6349
327.803,44.174374,7.087224,912.75,11.806052,0.402192,29.234798,78.8,0,86,107.6,891.809,933.1512,-10.8778305,-2.6651487,-3.048239,3.6644347,21.085758,2.8539064,23.447823,45.050304,-93.01419,952.6349
327.903,48.30579,6.201321,987,11.806052,0.367794,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.312943,3.642464E-15,-3.048239,3.3510292,17.831797,2.8545022,23.450342,45.050304,-93.01419,952.6349
328.003,48.30579,6.201321,987,11.806052,0.367794,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.312943,3.642464E-15,-3.048239,3.3510292,17.831797,2.8545022,23.450342,45.050304,-93.01419,952.6349
328.103,45.76338,6.201321,1011.25,11.184682,0.367794,29.234798,78.8,0,86,107.6,891.809,741.2055,-11.312943,-2.5175831,-3.049872,3.3510292,17.404186,2.8550646,23.452595,45.050304,-93.01419,952.6349
328.204,45.76338,6.201321,1011.25,11.184682,0.367794,29.234798,78.8,0,86,107.6,891.809,741.2055,-11.312943,-2.5175831,-3.049872,3.3510292,17.404186,2.8550646,23.452595,45.050304,-93.01419,952.6349
328.303,45.274803,5.90602,1017,11.184682,0.371763,29.234798,78.8,0,86,107.6,891.809,744.1585,-11.457981,-2.5175831,-2.5478117,3.3871913,17.492538,2.8556294,23.45483,45.050304,-93.01425,952.7792
328.404,45.76338,5.90602,1016,11.184682,0.367794,29.234798,78.8,0,86,107.6,891.809,741.2055,-11.457981,3.642464E-15,-2.5478117,3.3510292,17.322819,2.85619,23.457075,45.050304,-93.01425,952.7792
328.503,45.76338,5.90602,1016,11.184682,0.367794,29.234798,78.8,0,86,107.6,891.809,741.2055,-11.457981,3.642464E-15,-2.5478117,3.3510292,17.322819,2.85619,23.457075,45.050304,-93.01425,952.7792
328.603,43.22097,5.90602,999.25,10.563311,0.367794,29.234798,78.8,0,86,107.6,891.809,750.0645,-11.457981,-2.508247,-2.5468147,3.3510292,17.613194,2.856723,23.459076,45.050304,-93.01425,952.7792
328.703,43.22097,5.90602,999.25,10.563311,0.367794,29.234798,78.8,0,86,107.6,891.809,750.0645,-11.457981,-2.508247,-2.5468147,3.3510292,17.613194,2.856723,23.459076,45.050304,-93.01425,952.7792
328.804,43.22097,5.90602,993.75,10.563311,0.367794,29.234798,78.8,0,86,107.6,891.809,750.0645,-11.457981,-2.508247,-2.0416327,3.3510292,17.710676,2.857254,23.461071,45.050304,-93.01425,952.7792
328.903,43.22097,5.90602,993.75,10.563311,0.367794,29.234798,78.8,0,86,107.6,891.809,750.0645,-11.457981,-2.508247,-2.0416327,3.3510292,17.710676,2.857254,23.461071,45.050304,-93.01425,952.7792
329.003,43.534164,5.90602,988.5,10.563311,0.365148,29.234798,78.8,0,86,107.6,891.809,755.9706,-11.457981,3.642464E-15,-1.5381957,3.326921,17.676647,2.8577816,23.463068,45.050304,-93.01425,952.7792
329.103,43.534164,5.90602,988.5,10.563311,0.365148,29.234798,78.8,0,86,107.6,891.809,755.9706,-11.457981,3.642464E-15,-1.5381957,3.326921,17.676647,2.8577816,23.463068,45.050304,-93.01425,952.7792
329.203,43.534164,5.90602,982.75,10.563311,0.365148,29.234798,78.8,0,86,107.6,891.809,770.7356,-11.457981,3.642464E-15,-1.5381957,3.326921,17.780071,2.858306,23.465052,45.050304,-93.01425,952.7792
329.303,43.534164,5.90602,982.75,10.563311,0.365148,29.234798,78.8,0,86,107.6,891.809,770.7356,-11.457981,3.642464E-15,-1.5381957,3.326921,17.780071,2.858306,23.465052,45.050304,-93.01431,952.77136
329.402,40.67856,5.90602,978.25,9.941939,0.367794,29.234798,78.8,0,86,107.6,891.809,753.0176,-11.457981,-2.5139093,-1.5079479,3.3510292,17.991295,2.8588066,23.466791,45.050304,-93.01431,952.77136
329.504,40.97333,5.90602,976.75,9.941939,0.365148,29.234798,78.8,0,86,107.6,891.809,758.9236,-11.457981,-2.5139093,-1.5079479,3.326921,17.889292,2.8593154,23.468576,45.050304,-93.01431,952.77136
329.603,40.97333,5.90602,976.75,9.941939,0.365148,29.234798,78.8,0,86,107.6,891.809,758.9236,-11.457981,-2.5139093,-1.5079479,3.326921,17.889292,2.8593154,23.468576,45.050304,-93.01431,952.77136
329.704,40.97333,5.90602,971.25,9.941939,0.365148,29.234798,78.8,0,86,107.6,891.809,773.6886,-11.457981,3.642464E-15,-1.5079479,3.326921,17.990595,2.859785,23.470222,45.050304,-93.01431,952.77136
329.804,40.97333,5.90602,971.25,9.941939,0.365148,29.234798,78.8,0,86,107.6,891.809,773.6886,-11.457981,3.642464E-15,-1.5079479,3.326921,17.990595,2.859785,23.470222,45.050304,-93.01431,952.77136
329.903,33.84879,6.201321,966.25,9.320568,0.371763,29.234798,78.8,0,86,107.6,891.809,758.9236,-11.312943,-2.5242648,-1.5092843,3.7754774,20.521847,2.8602524,23.471397,45.050304,-93.01431,952.77136
330.003,33.84879,6.201321,966.25,9.320568,0.371763,29.234798,78.8,0,86,107.6,891.809,758.9236,-11.312943,-2.5242648,-1.5092843,3.7754774,20.521847,2.8602524,23.471397,45.050304,-93.01431,952.77136
330.103,34.214066,5.90602,987.25,9.320568,0.367794,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.457981,-2.5242648,-1.5092843,3.7351696,19.870888,2.860808,23.47283,45.050304,-93.01431,952.77136
330.203,34.214066,5.90602,987.25,9.320568,0.367794,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.457981,-2.5242648,-1.5092843,3.7351696,19.870888,2.860808,23.47283,45.050304,-93.01431,952.77136
330.304,32.164528,5.90602,989,8.699197,0.365148,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.457981,-2.5007875,-2.0094416,3.708298,19.693024,2.8612483,23.473804,45.0503,-93.01437,952.6222
330.403,32.164528,5.90602,989,8.699197,0.365148,29.234798,78.8,0,86,107.6,891.809,782.54767,-11.457981,-2.5007875,-2.0094416,3.708298,19.693024,2.8612483,23.473804,45.0503,-93.01437,952.6222
330.503,32.879295,5.90602,1007,8.699197,0.35721,29.234798,78.8,0,86,107.6,891.809,800.2657,-11.457981,-2.5007875,-1.5077924,3.627683,18.920557,2.8616843,23.474829,45.0503,-93.01437,952.6222
330.604,32.879295,5.90602,1007,8.699197,0.35721,29.234798,78.8,0,86,107.6,891.809,800.2657,-11.457981,-2.5007875,-1.5077924,3.627683,18.920557,2.8616843,23.474829,45.0503,-93.01437,952.6222
330.703,30.600355,5.610719,1019.5,8.077826,0.35721,29.234798,78.8,0,86,107.6,891.809,773.6886,-11.603019,-2.6871617,-2.0452247,3.6194339,18.646078,2.8620648,23.475555,45.0503,-93.01437,952.6222
330.803,29.935131,5.90602,1016,8.077826,0.365148,29.234798,78.8,0,86,107.6,891.809,776.6416,-11.457981,-2.6871617,-2.0452247,3.6998658,19.126097,2.862496,23.476318,45.0503,-93.01437,952.6222
330.904,29.935131,5.90602,1016,8.077826,0.365148,29.234798,78.8,0,86,107.6,891.809,776.6416,-11.457981,-2.6871617,-2.0452247,3.6998658,19.126097,2.862496,23.476318,45.0503,-93.01437,952.6222
331.003,28.038788,5.610719,1002.75,7.4564543,0.359856,29.234798,78.8,0,86,107.6,891.809,788.4537,-11.603019,-2.5245585,-2.5501363,3.6462445,19.09797,2.8628697,23.476818,45.0503,-93.01437,952.6222
331.103,28.038788,5.610719,1002.75,7.4564543,0.359856,29.234798,78.8,0,86,107.6,891.809,788.4537,-11.603019,-2.5245585,-2.5501363,3.6462445,19.09797,2.8628697,23.476818,45.0503,-93.01437,952.6222
331.202,25.70222,5.90602,979.5,6.835083,0.359856,29.234798,78.8,0,86,107.6,891.809,797.3127,-11.457981,-5.205837,-2.58361,3.6462445,19.55129,2.8631926,23.477047,45.0503,-93.01437,952.6222
