Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg)
12.003,16.446632,19.607843,163.4,7.973127,1089.75,6.2137117,3.9215686,80.6,0,154.4,87.8,0.572554,-10.442718,5.180203,24.966288,0.007836559,4.946422,45.036037,-92.98497
12.965,14.80197,31.764706,163.4,8.85903,816.25,5.592341,3.9215686,80.6,0,156.2,87.8,0.55695313,-10.007604,5.180203,33.331715,0.009111424,5.4681387,45.03604,-92.98494
14.003,1.5214232,59.60784,163.4,27.462994,2074.25,3.7282271,16.862745,80.6,5.098039,156.2,87.8,1.3593796,-0.87022644,33.598892,85.07421,0.010704906,4.775274,45.036045,-92.98492
14.959,19.293581,15.294118,163.4,9.154331,1634.5,9.320568,10.196078,80.6,11.372549,156.2,87.8,1.095452,-9.862566,6.623723,21.283905,0.012950857,5.4889684,45.03604,-92.984886
16.006,2.8888822,46.27451,163.4,27.167692,2436.25,9.320568,19.215687,80.6,12.54902,156.2,87.8,2.5617886,-1.0152642,44.236954,95.366844,0.014690045,4.9452105,45.03601,-92.98483
16.961,2.785079,74.90196,163.4,42.228043,2853.5,16.155651,68.62745,80.6,23.137255,156.2,87.8,6.211001,6.3816605,79.53524,146.39148,0.020948855,4.121857,45.035946,-92.98487
18.069,2.3034613,95.29412,163.4,50.49647,2917.75,21.126621,27.843138,80.6,14.509804,156.2,87.8,8.312746,10.442718,125.75399,226.36421,0.02499768,3.522454,45.03583,-92.98488
18.980,6.5059257,23.921568,163.4,16.536856,2465.5,26.09759,6.27451,80.6,0.39215687,156.2,87.8,2.7835987,-6.236623,55.00016,117.16368,0.030472971,3.8960955,45.035755,-92.98489
19.982,25.742142,12.54902,163.4,8.85903,1966.75,27.340332,7.0588236,80.6,0,156.2,87.8,1.2600762,-10.007604,14.56236,38.888096,0.035277747,4.4015865,45.035603,-92.9849
20.968,47.12019,13.333333,167,7.087224,1725.25,27.340332,4.7058825,80.6,0,158,86,0.80413866,-10.8778305,7.9555354,24.218735,0.040702153,4.9967704,45.035484,-92.98491
21.969,62.9657,0,167,6.791923,1225,24.854847,3.9215686,80.6,0,158,86,0.5681544,-11.022868,5.4122734,23.204794,0.05577175,6.657536,45.03538,-92.98492
22.962,62.9657,0,167,6.791923,1225,24.854847,3.9215686,80.6,0,158,86,0.5681544,-11.022868,5.4122734,23.204794,0.05577175,6.657536,45.035282,-92.984924
23.963,58.092323,0,167,7.087224,1189.25,22.369364,3.9215686,80.6,0,158,86,0.50086176,-10.8778305,5.279679,23.316772,0.060912803,7.203191,45.035202,-92.98492
24.962,58.092323,0,167,7.087224,1189.25,22.369364,3.9215686,80.6,0,158,86,0.50086176,-10.8778305,5.279679,23.316772,0.060912803,7.203191,45.035137,-92.98491
25.962,58.092323,0,167,7.087224,1189.25,22.369364,3.9215686,80.6,0,158,86,0.50086176,-10.8778305,5.279679,23.316772,0.060912803,7.203191,45.03508,-92.98491
26.973,58.092323,0,167,7.087224,1189.25,22.369364,3.9215686,80.6,0,158,86,0.50086176,-10.8778305,5.279679,23.316772,0.060912803,7.203191,45.03508,-92.98518
27.986,5.7147326,75.68627,167,34.254917,2257,17.398394,68.62745,80.6,26.27451,158,86,2.350183,2.4656415,41.743214,97.13783,0.07093775,6.67712,45.03506,-92.98535
28.976,3.459847,84.70588,167,48.134064,3357.5,31.68993,40.784313,80.6,22.352942,158,86,6.2674327,9.282415,125.58479,196.4514,0.10346943,5.3831477,45.035034,-92.98555
29.968,4.3818073,81.56863,167,47.83876,3436.5,38.525013,39.215687,80.6,21.960785,158,86,9.266198,9.137378,120.5486,184.23828,0.11607536,5.3261533,45.035007,-92.98585
30.974,4.3992434,91.37255,167,49.315266,3557.75,42.253242,27.058823,80.6,18.82353,158,86,9.776949,9.862566,131.69057,194.40764,0.12638167,5.2570715,45.034985,-92.986115
31.970,8.307767,50.588234,167,32.77841,3139.5,45.98147,24.705883,80.6,17.647058,158,86,6.727736,1.7404529,75.887665,126.95353,0.13760221,5.4229584,45.034958,-92.9864
32.972,8.145071,78.039215,167,43.999847,2218.75,49.088326,25.09804,80.6,11.372549,158,86,7.969247,7.251887,82.63346,195.60577,0.15087847,5.5690594,45.03493,-92.98669
33.963,8.145071,78.039215,167,43.999847,2218.75,49.088326,25.09804,80.6,11.372549,158,86,7.969247,7.251887,82.63346,195.60577,0.15087847,5.5690594,45.034897,-92.98699
34.976,8.145071,78.039215,167,43.999847,2218.75,49.088326,25.09804,80.6,11.372549,158,86,7.969247,7.251887,82.63346,195.60577,0.15087847,5.5690594,45.03487,-92.98731
35.997,10.000681,82.35294,167,46.066956,3781.5,50.95244,21.960785,80.6,15.686275,161.6,82.4,5.896625,8.267151,69.8567,97.02374,0.16180655,5.749207,45.03486,-92.98766
36.970,10.000681,82.35294,167,46.066956,3781.5,50.95244,21.960785,80.6,15.686275,161.6,82.4,5.896625,8.267151,69.8567,97.02374,0.16180655,5.749207,45.034866,-92.98801
37.968,11.713006,83.92157,167,43.113945,3352.75,59.651634,21.17647,80.6,12.54902,161.6,82.4,9.405622,6.816774,69.82752,109.385445,0.2172156,6.524225,45.0349,-92.988365
38.976,20.089516,27.058823,167,18.308662,3582,62.75849,10.980392,80.6,0,161.6,82.4,3.5413055,-5.3663964,42.83272,62.803547,0.25287807,7.259242,45.03494,-92.98872
39.962,65.69403,0,167,7.382525,2886.25,62.75849,5.882353,80.6,7.45098,161.6,82.4,1.525584,-10.732793,13.09843,23.83523,0.26838276,7.6555123,45.034992,-92.98907
40.973,25.234533,26.666666,167,17.127459,1960.25,62.13712,8.235294,80.6,0,161.6,82.4,2.3983526,-5.946547,33.762024,90.458855,0.29426065,8.16659,45.03504,-92.98942
41.965,80.263954,24.313726,167,12.107341,1899,62.13712,23.137255,80.6,18.431372,161.6,82.4,1.3691967,-8.412189,10.614591,29.357044,0.30658317,8.469053,45.035088,-92.98977
42.966,20.655457,69.411766,167,30.711304,2002.25,62.13712,68.62745,80.6,21.17647,161.6,82.4,3.3645642,0.7251887,41.246677,108.19438,0.32066327,8.705012,45.03513,-92.99011
43.973,53.363132,13.725491,167,15.060351,2072.5,62.75849,11.372549,80.6,0,161.6,82.4,1.9168822,-6.9618115,16.125153,40.864235,0.34699357,9.132607,45.03517,-92.99047
44.968,54.6105,21.17647,179.6,10.630836,1888.25,62.75849,5.490196,80.6,4.3137255,165.2,82.4,1.2710644,-9.137378,15.756835,43.827183,0.36061203,9.428905,45.03521,-92.99082
45.968,21.80748,64.70588,179.6,29.5301,2034.75,62.13712,68.62745,80.6,19.607843,165.2,82.4,3.216844,0.14503774,39.067738,100.841965,0.37906638,9.694716,45.03525,-92.99117
46.967,20.752579,24.313726,179.6,18.013361,2171.25,62.75849,6.27451,80.6,0,165.2,82.4,2.1145182,-5.511434,41.46418,100.299164,0.39274734,9.873647,45.03529,-92.99153
47.964,111.03879,0,179.6,10.630836,2128.5,62.13712,59.215687,80.6,27.450981,165.2,82.4,1.3316278,-9.137378,7.6727147,18.932566,0.4043083,10.138257,45.035328,-92.991875
48.968,25.303288,31.37255,179.6,26.57709,2640,62.75849,23.137255,80.6,14.90196,165.2,82.4,3.7656624,-1.3053397,34.00699,67.654755,0.43048516,10.444867,45.035366,-92.99223
49.964,17.293774,22.352942,179.6,18.899263,2323,63.37986,55.294117,80.6,17.647058,165.2,82.4,2.8784218,-5.0763206,50.24978,113.61064,0.44459715,10.568873,45.035408,-92.9926
50.966,17.293774,22.352942,179.6,18.899263,2323,63.37986,55.294117,80.6,17.647058,165.2,82.4,2.8784218,-5.0763206,50.24978,113.61064,0.44459715,10.568873,45.035446,-92.992966
51.964,17.293774,22.352942,179.6,18.899263,2323,63.37986,55.294117,80.6,17.647058,165.2,82.4,2.8784218,-5.0763206,50.24978,113.61064,0.44459715,10.568873,45.03549,-92.99333
52.965,32.74892,16.862745,179.6,12.993244,2117.5,64.001236,26.666666,80.6,10.588235,165.2,82.4,1.7412952,-7.9770756,26.795633,66.4622,0.46211398,10.827685,45.035526,-92.9937
53.969,41.81158,25.882353,179.6,20.080467,1989.75,65.24397,7.0588236,80.6,11.372549,165.2,82.4,2.45303,-4.49617,21.395206,56.474453,0.51446885,11.73558,45.035564,-92.99407
54.966,41.81158,25.882353,179.6,20.080467,1989.75,65.24397,7.0588236,80.6,11.372549,165.2,82.4,2.45303,-4.49617,21.395206,56.474453,0.51446885,11.73558,45.035606,-92.99444
55.967,22.090088,18.431372,179.6,8.268428,2090,65.24397,58.039215,80.6,13.333333,165.2,82.4,0.949133,-10.297679,40.496326,101.76617,0.5308721,11.894266,45.035645,-92.994804
56.968,22.090088,18.431372,179.6,8.268428,2090,65.24397,58.039215,80.6,13.333333,165.2,82.4,0.949133,-10.297679,40.496326,101.76617,0.5308721,11.894266,45.035686,-92.99518
57.972,27.269173,47.45098,179.6,28.348896,2058.75,65.86535,15.294118,80.6,8.627451,168.8,82.4,3.4181259,-0.43511322,33.11751,84.48666,0.5765357,12.414086,45.03574,-92.99557
58.969,41.069542,32.941177,179.6,24.509983,2017.25,65.86535,10.588235,80.6,0,168.8,82.4,2.9110672,-2.3206038,21.989218,57.251137,0.603465,12.845252,45.03577,-92.99593
59.969,27.958904,45.098038,179.6,27.758293,2047.5,65.86535,20.784313,80.6,10.980392,168.8,82.4,3.178368,-0.7251887,32.300518,82.85518,0.63103193,13.2118,45.03581,-92.9963
60.968,39.185158,27.450981,179.6,23.32878,2044.5,65.86535,41.17647,80.6,13.333333,168.8,82.4,2.755634,-2.9007547,23.046661,59.204536,0.6440518,13.384908,45.03585,-92.99667
61.968,52.70116,12.54902,179.6,10.926137,2009.75,66.48672,5.490196,80.6,8.627451,168.8,82.4,1.3158268,-8.99234,17.29766,45.204266,0.6702884,13.672874,45.035892,-92.997055
62.975,24.382277,47.058823,179.6,27.758293,2049.5,66.48672,12.941176,80.6,0,168.8,82.4,3.2184029,-0.7251887,37.388092,95.8119,0.6857734,13.812481,45.035934,-92.99743
63.967,40.14041,49.019608,179.6,24.805285,2051.25,66.48672,20.784313,80.6,12.156863,168.8,82.4,2.9329033,-2.175566,22.71045,58.148857,0.6999974,13.992882,45.035976,-92.99781
64.973,17.290068,29.019608,179.6,23.62408,2091.75,67.108086,10.196078,80.6,14.509804,168.8,82.4,2.7956262,-2.755717,53.217056,133.62112,0.7155228,14.061548,45.03602,-92.99819
66.006,19.066883,28.235294,186.8,27.167692,2135.25,67.72946,10.980392,80.6,0,170.6,82.4,3.2784467,-1.0152642,48.704662,119.79974,0.72948897,14.132707,45.036057,-92.99857
67.068,141.57993,0,186.8,7.382525,2040,67.108086,10.588235,80.6,7.45098,170.6,82.4,0.8719296,-10.732793,6.4989896,16.732073,0.7656445,14.748687,45.0361,-92.99896
67.967,47.11933,20,186.8,13.288545,2035.25,67.108086,5.490196,80.6,0,170.6,82.4,1.5639153,-7.832038,19.527578,50.39236,0.77668285,14.891788,45.03614,-92.999344
68.970,134.56503,0,186.8,8.563729,2065.25,67.108086,13.725491,80.6,7.8431373,170.6,82.4,1.0055097,-10.152641,6.837783,17.389086,0.792393,15.159406,45.036182,-92.999725
69.977,52.17588,18.82353,186.8,11.516739,2029,67.108086,5.490196,80.6,6.6666665,170.6,82.4,1.3721695,-8.702264,17.635092,45.64884,0.8068171,15.34453,45.036224,-93.0001
70.967,24.907558,43.137257,186.8,28.644197,2108.5,67.72946,9.803922,80.6,0,170.6,82.4,3.377716,-0.29007548,37.28371,92.87089,0.8393545,15.643277,45.036266,-93.00048
71.965,68.6831,12.156863,186.8,10.040234,2063,68.35083,5.098039,80.6,9.411765,170.6,82.4,1.2213019,-9.427453,13.644781,34.73773,0.8532473,15.84247,45.036304,-93.00087
72.964,29.260332,37.64706,186.8,25.691187,2089.5,67.72946,13.725491,80.6,0,170.6,82.4,3.0576587,-1.7404529,31.737375,79.77425,0.86882275,15.962424,45.036346,-93.00126
73.963,61.26814,26.666666,186.8,15.650953,2075.25,68.35083,14.117647,80.6,9.803922,172.4,82.4,1.8866389,-6.671736,15.296137,38.711983,0.8838882,16.17284,45.036392,-93.00165
74.985,23.582241,22.352942,186.8,18.013361,2120.75,68.972206,6.27451,80.6,11.372549,172.4,82.4,2.156606,-5.511434,40.101597,99.31304,0.9005537,16.264896,45.036434,-93.00204
75.969,45.758896,20.392157,186.8,14.469749,2102.75,69.593575,5.882353,80.6,0,172.4,82.4,1.7601116,-7.251887,20.85289,52.085,0.93034434,16.594297,45.03648,-93.00243
76.968,120.88764,28.235294,186.8,11.221438,2181.5,68.972206,22.352942,80.6,10.980392,172.4,82.4,1.3612621,-8.847302,7.822847,18.83405,0.94359094,16.79507,45.03652,-93.002815
77.969,31.079887,49.019608,186.8,28.939499,2209.75,69.593575,25.09804,80.6,9.411765,172.4,82.4,3.6420996,-0.14503774,30.701694,72.9715,0.95770395,16.920994,45.03656,-93.00322
78.967,137.72514,0,186.8,8.563729,2136.25,69.593575,15.294118,80.6,10.588235,172.4,82.4,1.0535558,-10.152641,6.92833,17.033762,0.9873427,17.326895,45.036602,-93.00362
79.967,43.614586,20.392157,186.8,13.879147,2117.5,69.593575,5.882353,80.6,4.7058825,172.4,82.4,1.7104896,-7.541962,21.87812,54.26511,1.0012326,17.473263,45.036644,-93.004005
80.967,17.71443,60.39216,186.8,30.711304,2277.5,68.972206,68.62745,80.6,20.784313,172.4,82.4,3.751693,0.7251887,53.385036,123.11054,1.0145339,17.483643,45.036682,-93.00441
81.964,12.45576,59.215687,190.4,23.32878,2285.75,70.21494,8.235294,80.6,7.45098,174.2,82.4,3.06518,-2.9007547,77.29154,177.59769,1.0318624,17.358345,45.03672,-93.00481
82.968,28.940748,39.215687,190.4,24.805285,2180,70.83632,14.117647,80.6,13.333333,174.2,82.4,3.270985,-2.3206038,33.55976,80.85306,1.0555642,17.515045,45.036755,-93.00522
83.965,13.758609,23.137255,190.4,28.939499,2261,72.079056,7.8431373,80.6,0,174.2,82.4,3.8282533,-0.29007548,71.83022,166.85558,1.086494,17.462545,45.036793,-93.00563
84.973,106.30236,7.8431373,190.4,7.973127,2197,72.70043,4.7058825,80.6,0,174.2,82.4,1.0400037,-10.587755,9.377061,22.41665,1.101104,17.658665,45.036827,-93.00604
85.973,17.976433,50.19608,190.4,28.053595,2261.5,71.45769,10.980392,80.6,0,174.2,82.4,3.497429,-0.7251887,54.502712,126.57723,1.1315491,17.864225,45.03687,-93.00645
86.966,92.29307,10.980392,190.4,8.563729,2187.25,71.45769,12.156863,80.6,9.019608,174.2,82.4,1.117288,-10.297679,10.615795,25.491077,1.1454096,18.04334,45.036915,-93.00685
87.963,29.192823,27.058823,190.4,18.603964,2176.5,71.45769,14.90196,80.6,9.411765,174.2,82.4,2.347521,-5.3663964,33.56182,80.988045,1.1601149,18.131197,45.03696,-93.007256
88.965,27.922035,26.27451,190.4,20.080467,2173,71.45769,11.372549,80.6,11.372549,174.2,82.4,2.521379,-4.6412077,35.089287,84.810356,1.1777831,18.228119,45.037003,-93.00767
89.964,22.832396,44.313725,190.4,29.5301,2234,71.45769,19.215687,80.6,10.980392,174.2,82.4,3.7019475,0,42.911148,100.88371,1.1913741,18.260958,45.037045,-93.00807
90.962,49.866257,28.62745,190.4,21.261671,2222.25,72.079056,9.411765,80.6,0,174.2,82.4,2.7402248,-4.0610566,19.818691,46.83992,1.2133006,18.4759,45.037086,-93.008484
91.962,38.78436,16.078432,190.4,14.76505,2232.5,72.079056,6.27451,80.6,0,174.2,82.4,1.9691617,-7.251887,25.481508,59.947037,1.2454813,18.723516,45.037132,-93.008896
92.963,36.847244,39.215687,190.4,24.509983,2211.5,72.079056,15.294118,80.6,9.803922,174.2,82.4,3.1567492,-2.4656415,26.82111,63.697716,1.261251,18.848028,45.037174,-93.00931
93.966,27.255718,40.784313,190.4,23.033478,2199.5,72.079056,7.45098,80.6,9.019608,174.2,82.4,2.9386785,-3.1908302,36.259693,86.58332,1.2758399,18.901144,45.037212,-93.009705
94.966,16.872475,62.7451,190.4,34.550217,2257,72.079056,16.078432,80.6,0,174.2,82.4,4.539571,2.4656415,58.573742,136.30302,1.3092529,18.943697,45.037247,-93.01012
95.968,51.144073,30.980392,190.4,24.509983,2294.75,72.079056,66.27451,80.6,25.882353,174.2,82.4,3.1913922,-2.4656415,19.32353,44.22676,1.323256,19.066296,45.03728,-93.01052
96.980,15.327596,78.039215,190.4,40.160934,2555.75,72.70043,68.62745,80.6,21.17647,174.2,82.4,5.3167324,5.221359,65.033264,133.64456,1.3385813,19.02865,45.03731,-93.01094
97.977,12.654264,73.333336,194,43.113945,2445,72.70043,21.17647,80.6,11.372549,177.8,82.4,6.356847,6.671736,78.772156,169.21074,1.3516444,18.940151,45.03734,-93.01136
98.968,16.614084,60,194,32.48311,2304.25,73.94317,9.019608,80.6,8.627451,177.8,82.4,4.581863,1.4503773,61.02311,139.09093,1.3753419,18.897503,45.03736,-93.01179
99.974,27.83935,25.882353,194,19.489866,2231.25,73.94317,10.980392,80.6,0,177.8,82.4,2.5908606,-4.931283,36.417625,85.72302,1.389875,18.959991,45.037384,-93.0122
100.969,27.83935,25.882353,194,19.489866,2231.25,73.94317,10.980392,80.6,0,177.8,82.4,2.5908606,-4.931283,36.417625,85.72302,1.389875,18.959991,45.037403,-93.01261
101.968,116.14043,0,194,6.791923,2159.5,72.079056,5.098039,80.6,4.7058825,177.8,82.4,0.85301524,-11.167906,8.509388,20.695656,1.450555,19.41199,45.03742,-93.01303
102.967,38.45236,39.60784,194,27.167692,2228.25,71.45769,13.725491,80.6,0,177.8,82.4,3.3846328,-1.1603019,25.479952,60.057713,1.4682733,19.536114,45.037426,-93.013435
103.969,72.969734,47.058823,194,24.805285,2192.75,71.45769,23.137255,80.6,17.254902,177.8,82.4,3.1887004,-2.3206038,13.426995,32.160572,1.4847515,19.695438,45.037437,-93.01385
104.966,18.882296,52.156864,194,33.664314,2291.75,71.45769,55.686275,80.6,18.039215,177.8,82.4,4.258577,2.0305283,51.887985,118.91418,1.5016502,19.687998,45.037445,-93.01426
105.968,14.208054,70.196075,194,38.979733,2280.75,71.45769,23.137255,80.6,12.941176,177.8,82.4,5.1536117,4.6412077,68.958374,158.79741,1.5157665,19.618366,45.037457,-93.01466
106.961,33.192043,14.90196,194,14.174448,2205.75,72.70043,5.490196,80.6,0,177.8,82.4,1.8650455,-7.541962,30.031404,71.507805,1.5343683,19.70936,45.037457,-93.01508
107.967,45.9204,54.509804,194,19.785168,2224.5,72.079056,7.0588236,80.6,0,179.6,82.4,2.5176864,-4.7862453,21.521677,50.813343,1.5510026,19.834106,45.037453,-93.015495
108.961,41.200348,36.07843,194,24.214682,2167.5,71.45769,16.862745,80.6,0,179.6,82.4,3.0488682,-2.6106794,23.780485,57.62298,1.5871619,20.170624,45.037453,-93.01591
109.958,54.190605,14.509804,194,15.355652,2151,70.83632,8.627451,80.6,0,179.6,82.4,1.9201404,-6.9618115,17.922749,43.76211,1.6032737,20.29894,45.03744,-93.01631
110.959,100.39588,9.803922,194,8.268428,2149.5,70.83632,14.509804,80.6,9.803922,179.6,82.4,1.026051,-10.442718,9.674148,23.637924,1.6170753,20.437378,45.03744,-93.01671
111.969,121.28073,28.235294,194,15.946254,2223,70.21494,23.529411,80.6,12.156863,179.6,82.4,2.0172207,-6.671736,7.9379873,18.75448,1.6474864,20.632488,45.037434,-93.01711
112.966,20.35872,45.882355,194,27.758293,2161,70.21494,15.686275,80.6,3.5294118,179.6,82.4,3.5599003,-0.87022644,47.288082,114.92937,1.6635606,20.644054,45.037426,-93.01752
113.967,54.738102,12.54902,194,11.516739,2114.25,70.21494,5.490196,80.6,0,179.6,82.4,1.4357866,-8.847302,17.58784,43.69082,1.6806065,20.775923,45.037422,-93.017914
114.969,40.58595,34.901962,194,22.147575,2176.5,69.593575,15.294118,80.6,9.803922,179.6,82.4,2.7013953,-3.6259434,23.510729,56.73375,1.694305,20.84916,45.037415,-93.01831
115.966,27.661678,23.921568,192.2,14.76505,2119.5,69.593575,5.490196,80.6,0,179.6,82.4,1.853955,-7.251887,34.495564,85.47988,1.7082762,20.898996,45.03741,-93.018715
116.966,17.67933,50.980392,192.2,27.167692,2197,68.972206,16.470589,80.6,10.588235,179.6,82.4,3.32194,-1.1603019,53.491028,127.874794,1.7337208,20.83743,45.037403,-93.01911
117.968,96.36532,40.784313,192.2,23.32878,2179.5,69.593575,17.647058,80.6,10.588235,179.6,82.4,2.8575823,-3.0457926,9.901957,23.861526,1.7625778,21.06363,45.037395,-93.01951
118.975,22.592419,47.45098,192.2,31.006605,2199,69.593575,33.333332,80.6,12.941176,179.6,82.4,3.898672,0.7251887,42.235638,100.87601,1.7777599,21.073448,45.03739,-93.01991
119.968,34.134445,24.313726,192.2,18.013361,2169.5,70.21494,6.27451,80.6,11.764706,179.6,82.4,2.2852073,-5.6564717,28.203913,68.27847,1.7941957,21.148283,45.037388,-93.02032
121.008,101.92369,10.196078,192.2,7.973127,2154,70.83632,5.490196,80.6,6.27451,179.6,82.4,1.0140151,-10.587755,9.529135,23.234955,1.8211714,21.30981,45.037384,-93.02072
122.054,36.303303,38.82353,192.2,23.033478,2172.25,70.21494,10.980392,80.6,0,179.6,82.4,2.8622715,-3.1908302,26.518934,64.11806,1.8334876,21.365566,45.037376,-93.021126
122.977,36.303303,38.82353,192.2,23.033478,2172.25,70.21494,10.980392,80.6,0,179.6,82.4,2.8622715,-3.1908302,26.518934,64.11806,1.8334876,21.365566,45.037373,-93.02153
123.968,98.63088,0,192.2,5.90602,2118.75,70.83632,4.7058825,80.6,0,179.6,82.4,0.74013394,-11.603019,9.847266,24.410128,1.85655,21.566696,45.037365,-93.021935
124.963,138.39244,0,192.2,5.610719,2106.25,69.593575,4.7058825,80.6,0,181.4,84.2,0.68581,-11.748056,6.894923,17.193075,1.8902383,21.90241,45.03736,-93.02233
125.961,146.09625,0,192.2,5.90602,2077,68.972206,4.7058825,80.6,0,181.4,84.2,0.7176463,-11.603019,6.473031,16.368362,1.9110849,22.108315,45.03735,-93.02272
126.962,146.14078,7.8431373,192.2,14.76505,2061.5,68.35083,4.7058825,80.6,0,181.4,84.2,1.7692004,-7.251887,6.4127607,16.337883,1.9252671,22.247372,45.037346,-93.02311
127.971,140.83638,0,192.2,5.610719,2027.5,67.108086,4.7058825,80.6,0,181.4,84.2,0.66048163,-11.748056,6.5333014,16.924112,1.9568586,22.55258,45.037342,-93.0235
128.961,139.53233,0,192.2,5.610719,2011.25,66.48672,4.3137255,80.6,0,181.4,84.2,0.65627366,-11.748056,6.5333014,17.060852,1.9697567,22.677494,45.03734,-93.02387
129.961,47.774178,31.37255,192.2,16.536856,2005.5,66.48672,7.45098,80.6,0,181.4,84.2,1.9187775,-6.3816605,19.08158,49.97188,1.9819306,22.748165,45.037334,-93.024254
130.963,91.788506,11.372549,192.2,7.677826,1985.5,65.86535,5.098039,80.6,9.019608,181.4,84.2,0.8889785,-10.732793,9.838781,26.025885,2.0090187,22.925617,45.037327,-93.024635
131.964,25.362131,36.47059,192.2,25.395885,2013,65.86535,12.54902,80.6,0,181.4,84.2,2.9089675,-2.0305283,35.607697,92.90395,2.0230546,22.96468,45.037327,-93.02501
132.965,21.791346,49.019608,190.4,28.053595,2078.5,65.86535,11.372549,80.6,0,181.4,84.2,3.2579012,-0.7251887,41.442467,104.72,2.0387967,22.953897,45.037327,-93.02538
133.967,94.24729,11.764706,190.4,7.973127,1990.75,65.86535,4.7058825,80.6,0.39215687,181.4,84.2,0.9560582,-10.587755,9.582102,25.28006,2.0586402,23.12079,45.037323,-93.02576
134.976,76.03786,12.54902,190.4,9.154331,1968,65.24397,5.098039,80.6,0,181.4,84.2,1.0484493,-10.007604,11.764764,31.397291,2.0843244,23.287136,45.037327,-93.02613
135.971,115.56746,0,190.4,6.496622,1955,65.24397,4.3137255,80.6,0,181.4,84.2,0.73759556,-11.312943,7.740651,20.795282,2.0965052,23.39336,45.03733,-93.026505
136.973,143.30583,0,190.4,5.610719,1925,64.001236,4.3137255,80.6,0,181.4,84.2,0.6277084,-11.748056,6.123463,16.707075,2.123241,23.645218,45.037334,-93.02687
137.969,141.91452,0,190.4,5.90602,1914.5,63.37986,4.3137255,80.6,0,181.4,84.2,0.65589035,-11.603019,6.123463,16.798706,2.1364625,23.767914,45.037334,-93.02723
138.970,139.15358,0,190.4,5.90602,1898.25,62.75849,5.882353,80.6,0,181.4,84.2,0.6523128,-11.603019,6.1837335,17.109268,2.1473868,23.867542,45.03734,-93.02759
139.968,48.794113,21.17647,190.4,11.81204,1891.75,62.75849,5.490196,80.6,0,181.4,84.2,1.2935522,-8.702264,17.635092,48.96075,2.159996,23.934132,45.037346,-93.02795
140.969,35.624493,42.35294,190.4,21.852274,1913,62.13712,9.803922,80.6,3.137255,183.2,84.2,2.384877,-3.770981,23.915258,65.65898,2.1757593,23.995247,45.037354,-93.028305
141.969,23.726988,59.215687,190.4,31.006605,1994,62.75849,43.52941,80.6,14.509804,183.2,84.2,3.5136344,0.7251887,36.266243,95.52377,2.206675,23.963099,45.03736,-93.02866
