Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.058163,-92.95459,979.98627
0.502,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,979.98627
0.753,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,979.98627
1.004,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,979.98627
1.255,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,980.1038
1.505,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,980.1038
1.755,0,0,0,0,0,3.345867,0,0,0,0,30.48472,0,0,0,45.058163,-92.95459,980.1038
2.011,0,25.100586,1638,0,-16.5,3.093174,64.4,0,66.2,-2.0305283,28.182396,90.36455,0,0,45.058163,-92.95459,980.1038
2.256,0,25.691187,1618.75,0,-15.5,3.237381,64.4,0,66.2,-1.7404529,29.795443,96.67276,0,0,45.058163,-92.95459,980.1741
2.507,0,25.395885,1627,0,-15.5,3.217536,64.4,0,66.2,-1.8854905,29.612799,95.59297,0,0,45.058163,-92.95459,980.1741
2.758,0,25.395885,1573.5,0,-15,3.437154,64.4,0,66.2,-1.8854905,31.634066,105.58989,0,0,45.058163,-92.95459,980.1741
3.007,0,24.805285,1635.5,0,-15.5,3.093174,64.4,0,66.2,-2.175566,28.468224,91.42056,0,0,45.058163,-92.95459,980.1741
3.258,0,25.100586,1598.75,0,-15,3.196368,64.4,0,66.2,-2.0305283,29.417976,96.64209,0,0,45.058163,-92.95459,980.1741
3.509,0,25.986488,1656.5,0,-17.5,3.41334,64.4,0,66.2,-1.5954151,31.414892,99.604324,0,0,45.058163,-92.95459,980.1741
3.758,0,26.28179,1698.5,0,-17.5,3.437154,64.4,0,66.2,-1.4503773,31.634066,97.81907,0,0,45.058163,-92.95459,980.1741
4.010,0,26.57709,1683.5,0,-17.5,3.482136,64.4,0,66.2,-1.3053397,32.04806,99.98221,0,0,45.058163,-92.95459,980.1741
4.260,0,26.87239,1712.75,0,-17.5,3.482136,64.4,0,66.2,-1.1603019,32.04806,98.27473,0,0,45.058163,-92.95459,980.245
4.511,0,26.28179,1686.25,0,-17.5,3.415986,64.4,0,66.2,-1.4503773,31.439245,97.92289,0,0,45.058163,-92.95459,980.245
4.761,0,25.395885,1708,0,-17.5,3.238704,64.4,0,66.2,-1.8854905,29.80762,91.65866,0,0,45.058163,-92.95459,980.245
5.011,0,25.986488,1667.75,0,-17.5,3.504627,64.4,0,68,-1.5954151,32.25506,101.5783,0,0,45.058163,-92.95459,980.245
5.261,0,25.395885,1687.75,0,-17.5,3.176523,64.4,0,68,-1.8854905,29.235332,90.9775,0,0,45.058163,-92.95459,980.3054
5.512,0,24.805285,1692,0,-17.5,3.258549,64.4,0,68,-2.175566,29.990263,93.092354,0,0,45.058163,-92.95459,980.3054
5.763,0,25.691187,1627.5,0,-16,3.415986,64.4,0,68,-1.7404529,31.439245,101.45774,0,0,45.058163,-92.95459,980.3054
6.014,0,24.805285,1631.75,0,-17.5,2.970135,64.4,0,68,-2.175566,27.335827,87.98582,0,0,45.058163,-92.95459,980.3054
6.263,0,25.395885,1646,0,-17.5,3.217536,64.4,0,68,-1.8854905,29.612799,94.48953,0,0,45.058163,-92.95459,980.3054
6.514,0,25.100586,1672.75,0,-17.5,3.303531,64.4,0,68,-2.0305283,30.404259,95.463524,0,0,45.058163,-92.95459,980.3054
6.765,0,16.832157,1676.75,0,-11,1.439424,64.4,0,68,-6.091585,13.24783,41.49641,0,0,45.058163,-92.95459,980.3054
7.014,0,10.630836,1708.25,0,-3.5,1.042524,64.4,0,68,-9.137378,9.5003395,29.209343,0,0,45.058163,-92.95459,980.3054
7.266,0,8.85903,1680,0,4.5,0.895671,64.4,0,68,-10.007604,8.1606,25.512138,0,0,45.058163,-92.95459,980.3054
7.516,0,8.268428,1654.75,0,10.5,0.941976,64.4,0,68,-10.297679,8.582492,27.2405,0,0,45.058163,-92.95459,980.3054
7.765,0,7.973127,1639.25,0,16.5,1.006803,64.4,0,68,-10.442718,9.173141,29.390497,0,0,45.058163,-92.95459,980.3054
8.019,0,7.973127,1634.25,0,17.5,1.014741,64.4,0,68,-10.442718,9.245465,29.712852,0,0,45.058163,-92.95459,980.3054
8.266,0,8.268428,1628,0,18.5,0.996219,64.4,0,68,-10.297679,9.076708,29.282492,0,0,45.058163,-92.95459,980.3054
8.517,0,8.268428,1622.5,0,19,0.996219,64.4,0,68,-10.297679,9.076708,29.381756,0,0,45.058163,-92.95459,980.3054
8.767,0,8.268428,1618,0,19,1.014741,64.4,0,68,-10.297679,9.245465,30.011267,0,0,45.058163,-92.95459,980.3054
9.017,0,7.973127,1611.25,0,20.5,1.006803,64.4,0,68,-10.442718,9.173141,29.90124,0,0,45.058163,-92.95459,980.3054
9.268,0,8.268428,1595.25,0,22,1.006803,64.4,0,68,-10.297679,9.173141,30.201143,0,0,45.058163,-92.95459,980.3054
9.518,0,8.268428,1586.5,0,23,0.988281,64.4,0,68,-10.297679,9.004384,29.80904,0,0,45.058163,-92.95459,980.3054
9.768,0,7.973127,1577.25,0,23.5,0.996219,64.4,0,68,-10.442718,9.076708,30.224693,0,0,45.058163,-92.95459,980.3054
10.019,0,8.268428,1562,0,26,1.014741,64.4,0,68,-10.297679,9.245465,31.087214,0,0,45.058163,-92.95459,980.3054
10.269,0,8.85903,1564.25,0,27,1.014741,64.4,0,68,-10.007604,9.245465,31.042498,0,0,45.058163,-92.95459,980.3054
10.519,0,8.268428,1570.5,0,25,1.014741,64.4,0,68,-10.297679,9.245465,30.91896,0,0,45.058163,-92.95459,980.3054
10.769,0,8.563729,1577.25,0,23.5,1.033263,64.4,0,68,-10.152641,9.414222,31.348587,0,0,45.058163,-92.95459,980.3054
11.020,0,8.85903,1581.75,0,23,1.042524,64.4,0,68,-10.007604,9.4986,31.539576,0,0,45.058163,-92.95459,980.3054
11.270,0,8.268428,1589.5,0,23,1.014741,64.4,0,68,-10.297679,9.245465,30.549374,0,0,45.058163,-92.95459,980.3054
11.521,0,8.563729,1597.25,0,22,1.042524,64.4,0,68,-10.152641,9.4986,31.23351,0,0,45.058163,-92.95459,980.3054
11.771,0,8.563729,1603.5,0,20.5,1.033263,64.4,0,68,-10.152641,9.414222,30.835396,0,0,45.058163,-92.95459,980.3054
12.021,0,8.563729,1608.5,0,20,1.014741,64.4,0,68,-10.152641,9.245465,30.188517,0,0,45.058163,-92.95459,980.3054
12.271,0,8.563729,1613.25,0,19.5,0.97902,64.4,0,68,-10.152641,8.920006,29.04006,0,0,45.058163,-92.95459,980.3054
