Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,0,0,0
0.501,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,0,0,0
0.752,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,0,0,0
1.001,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,45.058052,-92.95468,974.0165
1.252,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,45.058052,-92.95468,974.0165
1.501,0,0,0,0,0,3.053484,0,0,0,0,27.820774,0,0,0,45.058052,-92.95468,974.0165
1.751,0,22.442877,1604,0,-16.5,2.853711,68,0,68,-3.4809058,26.26431,85.99946,0,0,45.058052,-92.95468,974.0165
2.002,0,22.738176,1645.5,0,-16,2.815344,68,0,68,-3.335868,25.911198,82.70346,0,0,45.05813,-92.95458,975.053
2.252,0,21.852274,1625.75,0,-17,2.757132,68,0,68,-3.770981,25.37544,81.977356,0,0,45.05813,-92.95458,975.053
2.502,0,22.442877,1640.75,0,-15.5,2.815344,68,0,68,-3.4809058,25.911198,82.94289,0,0,45.05813,-92.95458,975.053
2.760,0,22.147575,1640,0,-17,2.776977,68,0,68,-3.6259434,25.558084,81.849976,0,0,45.05813,-92.95458,975.053
3.004,0,21.556973,1639.75,0,-16,2.757132,68,0,68,-3.916019,25.37544,81.27744,0,0,45.05813,-92.95458,975.053
3.253,0,22.442877,1597.75,0,-15,2.872233,68,0,68,-3.4809058,26.43478,86.89623,0,0,45.05813,-92.95458,975.053
3.504,0,21.852274,1621.5,0,-16,2.720088,68,0,68,-3.770981,25.034504,81.087906,0,0,45.05813,-92.95458,975.053
3.754,0,16.536856,1623,0,-14.5,1.267434,68,0,68,-6.3816605,11.664909,37.74826,0,0,45.05813,-92.95458,975.053
4.004,0,10.630836,1677.25,0,0,0.951237,68,0,68,-9.282415,8.66687,27.139296,0,0,45.05813,-92.95458,975.053
4.255,0,7.677826,1641.25,0,10.5,0.773955,68,0,68,-10.732793,7.0516257,22.56569,0,0,45.05813,-92.95458,975.053
4.506,0,7.382525,1609.75,0,17.5,0.830844,68,0,68,-10.8778305,7.5699506,24.698391,0,0,45.05813,-92.95458,975.053
4.757,0,7.382525,1544.25,0,28,0.887733,68,0,68,-10.8778305,8.088275,27.508846,0,0,45.05813,-92.95458,975.053
5.008,0,7.677826,1511.25,0,28,0.924777,68,0,68,-10.732793,8.425789,29.282513,0,0,45.05813,-92.95458,975.053
5.258,0,7.973127,1501.75,0,28,0.906255,68,0,68,-10.587755,8.257032,28.877554,0,0,45.05813,-92.95458,975.053
5.509,0,8.268428,1498.5,0,27.5,0.951237,68,0,68,-10.442718,8.66687,30.37663,0,0,45.05813,-92.95458,975.053
5.760,0,8.268428,1503.5,0,28,0.969759,68,0,68,-10.442718,8.835627,30.865124,0,0,45.05813,-92.95458,975.053
6.010,0,8.268428,1510.5,0,28,0.97902,68,0,68,-10.442718,8.920006,31.015476,0,0,45.05813,-92.95458,975.053
6.261,0,8.268428,1525.75,0,28,0.960498,68,0,68,-10.442718,8.751248,30.12456,0,0,45.05806,-92.95461,978.8725
6.511,0,8.85903,1547.5,0,28,1.024002,68,0,68,-10.152641,9.3298435,31.664875,0,0,45.05806,-92.95461,978.8725
6.761,0,8.563729,1566.25,0,26,1.033263,68,0,68,-10.297679,9.414222,31.568752,0,0,45.05806,-92.95461,978.8725
7.012,0,8.563729,1571.75,0,25,1.033263,68,0,68,-10.297679,9.414222,31.458284,0,0,45.05806,-92.95461,978.8725
7.262,0,8.268428,1591.25,0,22.5,1.033263,68,0,68,-10.442718,9.414222,31.072779,0,0,45.05806,-92.95461,978.8725
7.512,0,8.563729,1597,0,22,1.006803,68,0,68,-10.297679,9.173141,30.168047,0,0,45.05806,-92.95461,978.8725
7.764,0,8.563729,1604.5,0,20.5,1.024002,68,0,68,-10.297679,9.3298435,30.539976,0,0,45.05806,-92.95461,978.8725
8.014,0,8.563729,1610,0,20.5,1.024002,68,0,68,-10.297679,9.3298435,30.435648,0,0,45.05806,-92.95461,978.8725
8.263,0,8.268428,1615.75,0,19.5,1.024002,68,0,68,-10.442718,9.3298435,30.327335,0,0,45.05806,-92.95461,978.8725
8.515,0,8.563729,1618.5,0,19.5,1.033263,68,0,68,-10.297679,9.414222,30.54962,0,0,45.05806,-92.95461,978.8725
8.766,0,8.268428,1619,0,19,0.996219,68,0,68,-10.442718,9.076708,29.445274,0,0,45.05806,-92.95461,978.8725
9.016,0,8.268428,1620.5,0,19,1.006803,68,0,68,-10.442718,9.173141,29.73056,0,0,45.05806,-92.95461,978.8725
9.266,0,8.268428,1620.5,0,19,1.014741,68,0,68,-10.442718,9.245465,29.964966,0,0,45.05806,-92.95461,978.8725
9.517,0,8.268428,1617.75,0,19.5,1.014741,68,0,69.8,-10.442718,9.245465,30.015903,0,0,45.05806,-92.95461,978.8725
9.768,0,8.268428,1614.5,0,20,0.996219,68,0,69.8,-10.442718,9.076708,29.527344,0,0,45.05806,-92.95461,978.8725
10.018,0,7.973127,1614,0,20,0.969759,68,0,69.8,-10.587755,8.835627,28.75199,0,0,45.05806,-92.95461,978.8725
10.267,0,8.268428,1612,0,20,1.014741,68,0,69.8,-10.442718,9.245465,30.12297,0,0,45.05806,-92.95461,978.8725
10.518,0,8.268428,1610.5,0,20.5,0.988281,68,0,69.8,-10.442718,9.004384,29.36482,0,0,45.05806,-92.95461,978.8725
10.769,0,7.973127,1606.5,0,20.5,0.951237,68,0,69.8,-10.587755,8.66687,28.334505,0,0,45.05806,-92.95461,978.8725
11.019,0,7.973127,1603.75,0,20.5,1.006803,68,0,69.8,-10.587755,9.173141,30.041075,0,0,45.05806,-92.95461,978.8725
11.270,0,7.973127,1603.5,0,21,1.006803,68,0,69.8,-10.587755,9.173141,30.045757,0,0,45.05806,-92.95461,978.8725
11.520,0,7.973127,1602.75,0,20.5,1.006803,68,0,69.8,-10.587755,9.173141,30.059818,0,0,45.05806,-92.95461,978.8725
11.770,0,8.268428,1603.5,0,20.5,0.988281,68,0,69.8,-10.442718,9.004384,29.49301,0,0,45.05806,-92.95461,978.8725
12.021,0,7.973127,1600.5,0,20.5,0.97902,68,0,69.8,-10.587755,8.920006,29.2714,0,0,45.05806,-92.95461,978.8725
12.271,0,7.973127,1601.25,0,20.5,0.97902,68,0,69.8,-10.587755,8.920006,29.25769,0,0,45.05806,-92.95461,978.8725
12.523,0,7.973127,1601,0,21,0.97902,68,0,69.8,-10.587755,8.920006,29.262259,0,0,45.05806,-92.95461,978.8725
12.772,0,7.973127,1599.25,0,21,1.006803,68,0,69.8,-10.587755,9.173141,30.125605,0,0,45.05806,-92.95461,978.8725
13.029,0,7.973127,1598,0,21,0.988281,68,0,69.8,-10.587755,9.004384,29.594519,0,0,45.05806,-92.95461,978.8725
13.272,0,7.973127,1597.25,0,20.5,0.969759,68,0,69.8,-10.587755,8.835627,29.053505,0,0,45.05806,-92.95461,978.8725
13.522,0,7.973127,1597.25,0,20.5,0.960498,68,0,69.8,-10.587755,8.751248,28.77605,0,0,45.05806,-92.95461,978.8725
13.780,0,7.973127,1596,0,21.5,0.969759,68,0,69.8,-10.587755,8.835627,29.076262,0,0,45.05806,-92.95461,978.8725
14.025,0,7.973127,1597.25,0,20.5,0.97902,68,0,69.8,-10.587755,8.920006,29.330961,0,0,45.05806,-92.95461,978.8725
14.274,0,7.973127,1599.25,0,20.5,0.969759,68,0,69.8,-10.587755,8.835627,29.017172,0,0,45.05806,-92.95461,978.8725
14.529,0,8.268428,1599.25,0,20.5,0.969759,68,0,69.8,-10.442718,8.835627,29.017172,0,0,45.05806,-92.95461,978.8725
14.781,0,7.973127,1597.75,0,20.5,0.988281,68,0,69.8,-10.587755,9.004384,29.59915,0,0,45.05806,-92.95461,978.8725
15.030,0,8.268428,1600.5,0,20.5,0.988281,68,0,69.8,-10.442718,9.004384,29.548292,0,0,45.05806,-92.95461,978.8725
15.275,0,8.268428,1605.25,0,20.5,0.996219,68,0,69.8,-10.442718,9.076708,29.69749,0,0,45.05806,-92.95461,978.8725
15.526,0,7.973127,1610.5,0,20,0.988281,68,0,69.8,-10.587755,9.004384,29.36482,0,0,45.05806,-92.95461,978.8725
15.776,0,7.973127,1590,0,22,0.988281,68,0,69.8,-10.587755,9.004384,29.743423,0,0,45.05806,-92.95461,978.8725
16.027,0,8.268428,1577,0,23,0.97902,68,0,69.8,-10.442718,8.920006,29.707596,0,0,45.05806,-92.95461,978.8725
16.277,0,8.563729,1555.5,0,27.5,1.014741,68,0,69.8,-10.297679,9.245465,31.21712,0,0,45.05806,-92.95461,978.8725
16.527,0,8.563729,1538,0,27.5,1.014741,68,0,69.8,-10.297679,9.245465,31.572319,0,0,45.05806,-92.95461,978.8725
16.778,0,8.85903,1468.25,0,27.5,1.100736,68,0,69.8,-10.152641,10.028979,35.87491,0,0,45.05806,-92.95461,978.8725
17.027,0,13.879147,1132.5,0,26,1.450008,68,0,69.8,-7.6870003,13.211251,61.26886,0,0,45.05806,-92.95461,978.8725
17.278,0,15.355652,1020.75,0,17,1.23039,68,0,69.8,-6.9618115,11.213357,57.696613,0,0,45.05806,-92.95461,978.8725
17.528,0,15.355652,1009.75,0,15.5,1.090152,68,0,69.8,-6.9618115,9.935275,51.677338,0,0,45.05806,-92.95461,978.8725
17.780,0,14.469749,1020.25,0,14.5,1.080891,68,0,69.8,-7.3969245,9.850874,50.711006,0,0,45.05806,-92.95461,978.8725
18.029,0,14.174448,1035.5,0,12.5,1.100736,68,0,69.8,-7.541962,10.031734,50.881508,0,0,45.05806,-92.95461,978.8725
18.279,0,14.469749,1030.75,0,12,1.014741,68,0,69.8,-7.3969245,9.248005,47.12255,0,0,45.05806,-92.95461,978.8725
18.529,0,14.174448,1030.25,0,12,1.090152,68,0,69.8,-7.541962,9.935275,50.649055,0,0,45.05806,-92.95461,978.8725
18.780,0,14.174448,1032,0,11.5,1.109997,68,0,69.8,-7.541962,10.116136,51.483616,0,0,45.05806,-92.95461,978.8725
19.029,0,14.174448,1032.75,0,11.5,1.090152,68,0,69.8,-7.541962,9.935275,50.526447,0,0,45.05806,-92.95461,978.8725
19.280,0,14.174448,1040,0,11,1.051785,68,0,69.8,-7.541962,9.585611,48.408382,0,0,45.05806,-92.95461,978.8725
19.530,0,14.174448,1040.5,0,10.5,1.080891,68,0,69.8,-7.541962,9.850874,49.72408,0,0,45.05806,-92.95461,978.8725
