Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Barometric pressure (inHg), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
352.509,110.720314,6.791923,1825.75,45.360096,16.5,0.616518,29.5301,73.4,0,77,-11.167906,5.6171927,16.15891,2.057158,14.146365,44.857956,-93.33785,836.60205
352.759,109.54494,5.90602,1818.5,45.360096,16.5,0.623133,29.5301,73.4,8.235294,77,-11.603019,5.677463,16.397404,2.0608733,14.168669,44.857956,-93.33785,836.60205
353.009,34.78392,9.744933,1847.75,44.738728,18.5,1.935549,29.5301,73.4,8.235294,77,-9.717528,17.635092,50.12664,2.0624216,14.174975,44.857956,-93.33785,836.60205
353.259,17.338629,27.167692,1872.5,44.738728,17,3.883005,29.5301,73.4,10.588235,77,-1.1603019,35.37867,99.23246,2.0661945,14.180379,44.857944,-93.337585,836.6221
353.508,16.543413,28.348896,1861,45.360096,9.5,3.713661,29.5301,73.4,10.588235,77,-0.58015096,37.594257,106.098495,2.0700052,14.184692,44.857944,-93.337585,836.6221
353.759,15.171953,28.348896,1901.75,45.360096,13,4.029858,29.5301,73.4,9.411765,77,-0.58015096,40.99257,113.21026,2.0718493,14.1855135,44.857944,-93.337585,836.6221
354.008,28.249891,20.080467,1931.5,45.360096,18,2.208087,29.5301,73.4,0,77,-4.6412077,22.015566,59.86448,2.0756872,14.196562,44.857944,-93.337585,836.6221
354.259,53.172714,12.993244,1864,45.360096,17.5,1.199961,29.5301,73.4,0,77,-8.122113,11.69655,32.95687,2.0794778,14.214003,44.85794,-93.337326,836.5739
354.509,72.7402,10.630836,1818.75,45.360096,16.5,0.887733,29.5301,73.4,0,77,-9.282415,8.550119,24.690691,2.0813184,14.224123,44.85794,-93.337326,836.5739
354.759,90.99765,8.268428,1728.5,45.360096,16,0.750141,29.5301,73.4,0,77,-10.442718,6.834653,20.767353,2.0851314,14.245667,44.85794,-93.337326,836.5739
355.008,105.94593,6.791923,1654.25,45.360096,15.5,0.644301,29.5301,73.4,0,77,-11.167906,5.870328,18.637827,2.0888247,14.267311,44.85794,-93.337326,836.5739
355.259,117.798325,6.496622,1610.5,45.360096,15.5,0.579474,29.5301,73.4,0,77,-11.312943,5.279679,17.217926,2.0908005,14.27917,44.857937,-93.33707,836.5528
355.508,144.57068,5.315418,1513.5,44.738728,15,0.465696,29.5301,73.4,0,77,-11.893094,4.2430296,14.724064,2.0944848,14.301774,44.857937,-93.33707,836.5528
355.759,153.27975,5.315418,1450.75,44.738728,14.5,0.439236,29.5301,73.4,0,77,-11.893094,4.0019484,14.488152,2.098227,14.324922,44.857937,-93.33707,836.5528
356.008,165.07265,5.020117,1380.25,44.117355,9,0.402192,29.5301,73.4,0,77,-12.038133,3.6644347,13.943869,2.1015418,14.345534,44.857937,-93.33707,836.5528
356.258,163.45956,5.020117,1354.25,44.117355,9,0.406161,29.5301,73.4,0,77,-12.038133,3.7005968,14.351821,2.1034784,14.357594,44.857933,-93.336815,835.97424
356.509,173.04167,5.020117,1328.25,44.117355,9,0.38367,29.5301,73.4,0,78.8,-12.038133,3.4956777,13.82247,2.1070547,14.379965,44.857933,-93.336815,835.97424
356.759,170.60448,4.724816,1320.75,43.495983,9,0.38367,29.5301,73.4,0,78.8,-12.18317,3.4956777,13.900962,2.11075,14.4030695,44.857933,-93.336815,835.97424
357.009,172.38779,4.724816,1316.5,43.495983,9,0.379701,29.5301,73.4,0,78.8,-12.18317,3.4595156,13.80157,2.1125581,14.414376,44.857933,-93.336815,835.97424
357.259,170.60448,4.724816,1308,43.495983,9,0.38367,29.5301,73.4,0,78.8,-12.18317,3.4956777,14.036464,2.1162014,14.437142,44.85793,-93.33656,836.10596
357.508,169.92511,4.724816,1310.75,42.87461,9,0.379701,29.5301,73.4,3.9215686,78.8,-12.18317,3.4595156,13.862115,2.1197789,14.459484,44.85793,-93.33656,836.10596
357.759,163.65271,5.020117,1307,42.87461,9.5,0.394254,29.5301,73.4,4.3137255,78.8,-12.038133,3.5921102,14.434712,2.1215224,14.4703245,44.85793,-93.33656,836.10596
358.009,67.174255,8.268428,1306.25,42.87461,14,0.960498,29.5301,73.4,7.8431373,78.8,-10.442718,8.751248,35.186638,2.1250741,14.4899235,44.85793,-93.33656,836.10596
358.259,30.807648,16.241554,1341,42.87461,18.5,2.094309,29.5301,73.4,10.588235,78.8,-6.526698,19.08158,74.73424,2.1287138,14.504755,44.85793,-93.33632,835.86523
358.509,23.069304,21.852274,1393.75,42.87461,13,2.796822,29.5301,73.4,12.156863,78.8,-3.770981,25.482286,96.02572,2.1304567,14.509161,44.85793,-93.33632,835.86523
358.759,17.487635,28.348896,1519,42.87461,6,3.303531,29.5301,73.4,10.980392,78.8,-0.58015096,33.61567,116.22995,2.134034,14.514584,44.85793,-93.33632,835.86523
359.009,34.11688,22.442877,1638.5,42.87461,13,1.69344,29.5301,73.4,0,78.8,-3.4809058,17.230726,55.232056,2.1376846,14.523795,44.85793,-93.33632,835.86523
359.259,36.844387,17.71806,1677.5,42.87461,12.5,1.578339,29.5301,73.4,0,78.8,-5.8015094,15.955173,49.95432,2.1393752,14.530751,44.857933,-93.33607,835.8625
359.509,72.59047,10.926137,1650.75,42.87461,15.5,0.82026,29.5301,73.4,0,78.8,-9.137378,8.098289,25.76594,2.1429865,14.549109,44.857933,-93.33607,835.8625
359.758,92.53986,7.382525,1578.5,42.87461,15,0.697221,29.5301,73.4,0,78.8,-10.8778305,6.3524904,21.13652,2.1465428,14.569119,44.857933,-93.33607,835.8625
360.009,96.955284,7.087224,1556.5,42.87461,15,0.665469,29.5301,73.4,0,78.8,-11.022868,6.063193,20.459091,2.1484127,14.579904,44.857933,-93.33607,835.8625
360.259,108.61583,6.791923,1485.5,42.87461,15.5,0.594027,29.5301,73.4,4.3137255,78.8,-11.167906,5.4122734,19.13556,2.1519842,14.600785,44.857937,-93.33582,835.4889
360.509,51.806675,8.85903,1405.75,42.87461,20,1.242297,29.5301,73.4,7.45098,78.8,-10.152641,11.347159,42.39485,2.155445,14.618517,44.857937,-93.33582,835.4889
360.758,36.01471,12.993244,1380.75,42.253242,21.5,1.760913,29.5301,73.4,7.8431373,78.8,-8.122113,16.086174,61.188778,2.1573117,14.626036,44.857937,-93.33582,835.4889
361.008,20.351013,21.556973,1409.75,42.253242,16.5,2.796822,29.5301,73.4,9.019608,78.8,-3.916019,28.467323,106.05682,2.1607926,14.635035,44.857937,-93.33582,835.4889
361.258,18.886766,27.758293,1493.25,42.87461,4.5,3.074652,29.5301,73.4,9.019608,78.8,-0.87022644,31.125422,109.47546,2.1643634,14.640169,44.857944,-93.33558,835.3525
361.510,18.773672,28.053595,1537.25,42.87461,4,3.093174,29.5301,73.4,0,78.8,-0.7251887,31.312923,106.982605,2.1661236,14.642789,44.857944,-93.33558,835.3525
361.759,39.508114,18.603964,1538,42.87461,7.5,1.485729,29.5301,73.4,0,78.8,-5.3663964,14.879438,50.811764,2.1697357,14.657531,44.857944,-93.33558,835.3525
362.009,77.694176,11.221438,1502.5,42.87461,14,0.773955,29.5301,73.4,0,78.8,-8.99234,7.566314,26.448679,2.1732335,14.67583,44.857944,-93.33558,835.3525
362.259,88.78925,9.449632,1468.5,42.87461,15.5,0.685314,29.5301,73.4,1.9607843,78.8,-9.862566,6.62083,23.679502,2.1751456,14.686606,44.857952,-93.335335,834.92926
362.509,61.861122,9.154331,1397.25,42.87461,18.5,1.006803,29.5301,73.4,6.6666665,78.8,-10.007604,9.502876,35.720295,2.1789355,14.70709,44.857952,-93.335335,834.92926
362.758,38.433853,12.697943,1384.75,42.87461,19.5,1.639197,29.5301,73.4,6.6666665,78.8,-8.267151,15.295334,58.01251,2.1807876,14.714806,44.857952,-93.335335,834.92926
363.009,32.80737,19.194565,1390.75,42.253242,11.5,1.935549,29.5301,73.4,0,78.8,-5.0763206,17.658804,66.68778,2.1842031,14.727234,44.857952,-93.335335,834.92926
363.259,58.827072,16.536856,1390.25,42.253242,13,1.080891,29.5301,73.4,0,78.8,-6.3816605,9.848168,37.204597,2.187821,14.744471,44.85796,-93.33508,835.4411
363.509,81.41902,13.879147,1372.25,42.87461,13.5,0.792477,29.5301,73.4,0,78.8,-7.6870003,7.2201624,27.634256,2.189551,14.754018,44.85796,-93.33508,835.4411
363.758,65.57051,10.335535,1310.75,42.253242,15.5,0.969759,29.5301,73.4,10.588235,78.8,-9.427453,8.835358,35.40286,2.1931052,14.773426,44.85796,-93.33508,835.4411
364.009,31.557266,18.013361,1367.75,42.253242,13,2.014929,29.5301,73.4,0,78.8,-5.6564717,18.358335,70.49538,2.1966362,14.786886,44.85796,-93.33508,835.4411
364.260,47.392357,16.832157,1412.25,42.253242,14,1.341522,29.5301,73.4,0,78.8,-6.236623,12.22431,45.461823,2.1998842,14.800855,44.857975,-93.33484,835.58417
364.509,59.929157,14.469749,1404.75,42.253242,14.5,1.061046,29.5301,73.4,0,78.8,-7.3969245,9.667062,36.143444,2.201591,14.809501,44.857975,-93.33484,835.58417
364.759,73.26705,10.335535,1359.25,42.253242,14.5,0.867888,29.5301,73.4,5.882353,78.8,-9.427453,7.9072227,30.55334,2.2050583,14.8283825,44.857975,-93.33484,835.58417
365.009,40.287666,12.402642,1343,42.253242,18,1.578339,29.5301,73.4,8.627451,78.8,-8.412189,14.380056,56.236546,2.2086103,14.84512,44.857975,-93.33484,835.58417
365.259,30.829496,16.241554,1362,42.253242,15.5,2.062557,29.5301,73.4,10.980392,78.8,-6.526698,18.791708,72.46415,2.2104454,14.851514,44.857994,-93.334595,835.61597
365.509,19.762823,28.053595,1467.5,42.253242,6,3.217536,29.5301,73.4,8.235294,78.8,-0.7251887,29.314583,104.915504,2.2138789,14.857072,44.857994,-93.334595,835.61597
365.759,21.562666,28.348896,1601.5,42.253242,4.5,2.948967,29.5301,73.4,10.980392,78.8,-0.58015096,26.867683,88.112465,2.2174358,14.864142,44.857994,-93.334595,835.61597
366.009,17.68329,29.234798,1636.75,42.253242,5,3.595914,29.5301,73.4,10.980392,78.8,-0.14503774,32.76194,105.12871,2.2191777,14.866002,44.857994,-93.334595,835.61597
366.259,17.511671,29.5301,1685.25,42.253242,7,3.617082,29.5301,73.4,12.54902,78.8,0,33.083015,103.103836,2.222786,14.870772,44.858017,-93.33436,835.45197
366.510,13.555972,30.711304,1776,42.87461,6.5,4.73634,29.5301,73.4,18.039215,78.8,0.58015096,43.365284,128.24289,2.2262504,14.87094,44.858017,-93.33436,835.45197
366.759,13.860587,31.597206,1846,42.87461,6.5,4.631823,29.5301,73.4,16.862745,78.8,1.0152642,42.412243,120.66842,2.2277246,14.870222,44.858017,-93.33436,835.45197
367.009,10.612026,33.07371,1986,43.495983,3,6.137397,29.5301,73.4,14.509804,78.8,1.7404529,56.19834,148.62036,2.231369,14.863982,44.858017,-93.33436,835.45197
367.259,10.920405,35.43612,2000.5,43.495983,0.5,5.964084,29.5301,73.4,11.764706,78.8,2.9007547,54.611366,143.3767,2.2352564,14.855154,44.858036,-93.334114,835.75104
367.509,10.581154,35.731422,1982.75,44.117355,0,6.243237,29.5301,73.4,11.764706,78.8,3.0457926,57.16749,151.43115,2.2371871,14.8499775,44.858036,-93.334114,835.75104
367.759,11.469023,36.912624,1885.75,44.738728,-2,5.841045,29.5301,73.4,11.764706,78.8,3.6259434,53.484734,148.96347,2.2408028,14.842371,44.858036,-93.334114,835.75104
368.009,11.584475,38.68443,1844.5,44.738728,-2.5,5.782833,29.5301,73.4,12.54902,78.8,4.49617,52.951702,150.77708,2.244589,14.835334,44.858036,-93.334114,835.75104
368.259,11.192285,39.275032,1833.25,45.360096,-3,6.068601,29.5301,73.4,12.54902,78.8,4.7862453,55.568398,159.19896,2.2464614,14.83131,44.85806,-93.33386,836.30066
368.509,10.700086,39.275032,1834,45.360096,-3.5,6.347754,29.5301,73.4,12.156863,77,4.7862453,58.12452,166.45395,2.2498865,14.822761,44.85806,-93.33386,836.30066
368.759,11.6686735,39.570335,1842.75,45.98147,-3,5.90058,29.5301,73.4,2.3529413,77,4.931283,54.029877,153.99324,2.2537377,14.815837,44.85806,-93.33386,836.30066
369.010,18.322756,31.006605,1819.75,45.98147,-1,3.786426,29.5301,73.4,0,77,0.7251887,34.408417,99.30865,2.255597,14.818175,44.85806,-93.33386,836.30066
369.259,44.8605,20.080467,1769,46.60284,12.5,1.567755,29.5301,73.4,3.9215686,77,-4.6412077,14.243637,42.288975,2.259591,14.835413,44.85808,-93.333595,836.0025
369.509,38.11486,16.241554,1682,46.60284,22.5,1.856169,29.5301,73.4,8.235294,77,-6.526698,16.764503,52.347843,2.2634392,14.853265,44.85808,-93.333595,836.0025
369.759,17.110794,30.120703,1611.25,46.60284,9.5,4.133052,29.5301,73.4,10.196078,77,0.29007548,37.343487,121.72675,2.2670343,14.858269,44.85808,-93.333595,836.0025
370.009,20.9439,30.416002,1606.5,46.60284,5.5,3.369681,29.5301,73.4,6.27451,77,0.43511322,30.508965,99.74263,2.2689264,14.86187,44.85808,-93.333595,836.0025
370.259,37.392075,19.194565,1603.75,46.60284,18,1.889244,29.5301,73.4,10.196078,77,-5.0763206,17.08856,55.963245,2.2731445,14.878763,44.85811,-93.333336,835.73334
370.510,27.261902,19.785168,1611.75,46.60284,19,2.594403,29.5301,73.4,11.372549,77,-4.7862453,23.43845,76.37747,2.2750146,14.884321,44.85811,-93.333336,835.73334
370.760,17.633455,30.120703,1622.5,46.60284,5,4.004721,29.5301,73.4,11.372549,77,0.29007548,36.236614,117.29972,2.2789466,14.885034,44.85811,-93.333336,835.73334
371.009,18.284014,31.301907,1706,47.22421,5.5,3.883005,29.5301,73.4,12.54902,77,0.87022644,35.413254,109.02369,2.2828467,14.890343,44.85811,-93.333336,835.73334
371.259,15.152608,31.597206,1759.75,47.22421,5.5,4.684743,29.5301,73.4,12.54902,77,1.0152642,42.73168,127.53609,2.2848911,14.890573,44.85814,-93.33307,835.73376
371.509,13.137998,33.369015,1806.25,47.84558,1.5,5.359473,29.5301,73.4,1.9607843,77,1.8854905,49.932728,145.1916,2.2887626,14.888694,44.85814,-93.33307,835.73376
371.758,37.929714,23.033478,1784.5,47.84558,9,1.856169,29.5301,73.4,0,77,-3.1908302,17.295572,50.904064,2.292825,14.901153,44.85814,-93.33307,835.73376
372.010,44.75613,15.060351,1716.75,47.84558,18.5,1.567755,29.5301,73.4,7.8431373,77,-7.106849,14.65757,44.842415,2.296419,14.916703,44.85814,-93.33307,835.73376
372.259,26.921888,17.422758,1691,47.84558,20.5,2.624832,29.5301,73.4,8.627451,77,-5.946547,24.367388,75.68319,2.2984867,14.922689,44.85817,-93.3328,836.3455
372.509,17.725698,29.234798,1646.5,47.84558,10.5,3.980907,29.5301,73.4,9.411765,77,-0.14503774,37.00932,118.05475,2.3024516,14.924609,44.85817,-93.3328,836.3455
372.758,20.923252,29.234798,1619.75,48.466953,6,3.483459,29.5301,73.4,0,77,-0.14503774,31.760635,102.985306,2.3065357,14.931344,44.85817,-93.3328,836.3455
373.009,43.034523,22.738176,1601.25,48.466953,13,1.69344,29.5301,73.4,0,77,-3.335868,15.441922,50.64963,2.3085194,14.939728,44.85817,-93.3328,836.3455
373.259,56.741302,14.76505,1570.5,48.466953,18.5,1.279341,29.5301,73.4,3.5294118,77,-7.251887,11.711677,39.16654,2.312543,14.958441,44.858204,-93.33253,835.9897
373.509,66.58431,12.402642,1506.75,48.466953,19,1.090152,29.5301,73.4,0,77,-8.412189,9.980365,34.788788,2.3165176,14.977356,44.858204,-93.33253,835.9897
373.759,88.39147,11.221438,1490.75,48.466953,18.5,0.830844,29.5301,73.4,0,77,-8.99234,7.5180984,26.487274,2.3186421,14.988763,44.858204,-93.33253,835.9897
374.009,98.20462,8.85903,1451.75,47.84558,15,0.738234,29.5301,73.4,6.6666665,77,-10.152641,6.680094,24.167114,2.3227277,15.011202,44.858204,-93.33253,835.9897
374.259,33.87935,14.174448,1472,47.84558,16,2.14326,29.5301,73.4,9.411765,77,-7.541962,19.363304,69.08849,2.3262167,15.025778,44.85824,-93.33225,836.66705
374.510,28.349455,17.127459,1493.25,47.84558,13.5,2.561328,29.5301,73.4,9.411765,77,-6.091585,23.140343,81.39005,2.3282948,15.032083,44.85824,-93.33225,836.66705
374.759,21.540876,28.053595,1536.5,47.84558,3,3.369681,29.5301,73.4,10.196078,77,-0.7251887,30.454475,104.10046,2.3323028,15.039546,44.85824,-93.33225,836.66705
375.009,18.433521,29.234798,1646.75,48.466953,8,3.957093,29.5301,73.4,15.294118,77,-0.14503774,36.050396,114.97845,2.33629,15.046424,44.85824,-93.33225,836.66705
375.260,17.104195,29.5301,1704.25,48.466953,8,4.293135,29.5301,73.4,16.078432,77,0,38.852207,119.73372,2.3382618,15.047951,44.858276,-93.331985,836.9662
375.509,14.033624,31.301907,1877.75,48.466953,7.5,5.190129,29.5301,73.4,15.686275,77,0.87022644,47.35311,132.44783,2.3422782,15.048522,44.858276,-93.331985,836.9662
375.759,34.303852,22.738176,1917.25,48.466953,10,2.078433,29.5301,73.4,0,77,-3.335868,19.372046,53.067764,2.3459847,15.054955,44.858276,-93.331985,836.9662
376.009,55.170628,14.174448,1890.25,49.088326,13.5,1.304478,29.5301,73.4,0,77,-7.541962,12.199526,33.89673,2.3501558,15.073092,44.858276,-93.331985,836.9662
376.259,77.651184,10.926137,1854.75,48.466953,16,0.934038,29.5301,73.4,0,77,-9.137378,8.557961,24.23366,2.3521132,15.083209,44.85832,-93.33171,836.8146
