Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg)
10.007,0,39.60784,158,12.993244,702.5,0,3.9215686,68,0,150.8,69.8,0.5498235,-8.122113,5.556229,41.54013,0.007862662,4.1853504,45.036076,-92.98496
11.009,0,39.60784,158,12.697943,770.5,0,3.9215686,68,0,150.8,69.8,0.5146184,-8.267151,5.362969,36.556675,0.007862662,3.6847944,45.036076,-92.98496
12.003,0,39.60784,158,12.697943,770.5,0,3.9215686,68,0,150.8,69.8,0.5146184,-8.267151,5.362969,36.556675,0.007862662,3.6847944,45.03608,-92.98494
13.010,0.64122254,42.7451,158,22.442877,2039.25,1.2427424,9.019608,68,7.8431373,150.8,69.8,0.99760073,-3.4809058,26.573269,68.43977,0.0084791565,2.7643192,45.03606,-92.984886
14.009,3.3673956,53.72549,158,32.18781,2494.5,10.563311,23.137255,68,16.078432,150.8,69.8,3.7867575,1.3053397,43.010902,90.55848,0.014092999,2.927631,45.036,-92.984856
15.015,2.4447465,80.39216,158,44.29515,2630.25,19.262506,19.215687,68,12.156863,150.8,69.8,6.982038,7.251887,108.0318,215.71913,0.022995317,2.8552203,45.035915,-92.98486
16.027,2.4447465,80.39216,158,44.29515,2630.25,19.262506,19.215687,68,12.156863,150.8,69.8,6.982038,7.251887,108.0318,215.71913,0.022995317,2.8552203,45.03581,-92.98489
17.014,4.4325223,40.784313,158,25.986488,2299.25,23.612104,7.45098,68,0,150.8,69.8,3.943213,-1.7404529,73.039276,166.84158,0.027203431,3.023258,45.03569,-92.98491
18.009,21.722038,49.80392,158,16.536856,1564.25,26.718962,6.6666665,68,0,150.8,69.8,2.1935358,-6.3816605,16.865206,56.626476,0.040780738,4.234164,45.035576,-92.98492
19.012,52.920166,16.470589,159.8,8.85903,1314.75,27.340332,4.3137255,68,0,152.6,69.8,0.7994622,-10.152641,7.0836196,28.297375,0.04542287,4.673799,45.035465,-92.984924
20.010,88.08658,0,159.8,6.791923,1195,26.09759,3.137255,68,0,152.6,69.8,0.5151593,-11.167906,4.0622187,17.85375,0.052962758,5.4029098,45.035366,-92.98493
21.004,88.08658,0,159.8,6.791923,1195,26.09759,3.137255,68,0,152.6,69.8,0.5151593,-11.167906,4.0622187,17.85375,0.052962758,5.4029098,45.035282,-92.98491
22.011,88.91874,0,159.8,5.610719,1198.75,24.233477,3.137255,68,0,152.6,69.8,0.38680497,-11.748056,3.736759,16.371956,0.057425354,5.8144355,45.035206,-92.98491
23.021,7.553865,73.333336,159.8,28.053595,1886.5,18.641136,68.62745,68,21.960785,152.6,69.8,2.0181832,-0.7251887,33.83575,94.20047,0.07297395,6.9309998,45.03515,-92.98491
24.016,5.503556,68.62745,159.8,33.959614,2280.25,20.505249,68.62745,68,22.352942,152.6,69.8,3.6959422,2.175566,51.085114,117.664635,0.077316165,6.820742,45.035107,-92.98514
25.013,2.8573346,93.72549,159.8,53.15418,3180,25.47622,29.019608,68,19.215687,152.6,69.8,7.8479414,11.603019,122.24934,201.90797,0.08613753,6.153892,45.035084,-92.9853
26.008,3.6129816,74.117645,159.8,42.228043,3283.5,29.204447,30.588236,68,21.17647,152.6,69.8,7.747002,6.236623,110.82963,177.2772,0.09115882,5.923566,45.035065,-92.98549
27.014,3.5778897,85.882355,159.8,48.134064,3351.75,33.554043,37.2549,68,21.960785,152.6,69.8,9.117907,9.137378,128.58508,201.48978,0.09888066,5.6427135,45.035046,-92.985725
28.007,3.4446995,90.98039,159.8,50.79177,3523,37.903645,24.313726,68,18.431372,154.4,68,9.821337,10.442718,150.86978,224.91772,0.10772082,5.3552012,45.035023,-92.98597
29.015,8.364368,69.411766,159.8,41.63744,2308.75,44.738728,24.705883,68,14.90196,154.4,68,7.2897487,5.946547,73.33699,166.83234,0.12749177,5.5459094,45.034996,-92.98623
30.014,8.251447,99.60784,159.8,46.362255,2058,46.60284,68.62745,68,25.882353,154.4,68,6.175144,8.267151,77.43815,197.6258,0.13668567,5.6267047,45.034966,-92.9865
31.013,4.6893415,98.039215,159.8,56.10719,2906.75,50.331066,68.62745,68,25.882353,154.4,68,8.219201,13.053396,147.16243,265.90305,0.15606605,5.7085967,45.03492,-92.986786
32.010,5.826022,93.333336,159.8,49.315266,3034.75,52.81655,68.62745,68,21.960785,154.4,68,8.2697935,9.717528,124.29984,215.12047,0.16475509,5.714967,45.03489,-92.98711
33.021,7.747804,71.76471,159.8,40.456238,3060.5,57.16615,17.647058,68,12.941176,154.4,68,7.324511,5.3663964,101.16562,173.60997,0.18713748,5.798503,45.034863,-92.987434
34.015,10.172505,68.23529,159.8,39.275032,2441.75,59.030262,23.529411,68,14.117647,154.4,68,6.93449,4.7862453,79.564514,171.1403,0.19779904,5.9360948,45.03486,-92.987785
35.009,11.708858,89.411766,167,44.29515,1988.25,60.273006,29.019608,64.4,13.725491,156.2,68,6.2396894,7.251887,70.57989,186.44212,0.20940302,6.092203,45.034874,-92.98813
36.031,9.35554,100,167,49.019966,2186.5,60.89438,68.62745,64.4,19.607843,156.2,68,5.622761,9.572491,89.2444,214.37077,0.22831172,6.28329,45.03491,-92.98848
37.018,7.554894,93.72549,167,49.315266,2119.75,62.75849,68.62745,64.4,16.470589,156.2,68,6.16945,9.717528,113.89818,282.20596,0.25103933,6.3715324,45.03497,-92.98884
38.015,8.803665,93.333336,167,47.83876,2114.5,64.001236,10.196078,64.4,0.39215687,156.2,68,5.850193,8.99234,99.67758,247.58473,0.26253626,6.4625325,45.03501,-92.989204
39.025,65.651726,35.686275,167,20.080467,1959.5,64.622604,9.411765,64.4,0,156.2,68,2.315753,-4.6412077,13.496183,36.17427,0.2864253,6.920178,45.035057,-92.98956
40.006,44.369186,23.529411,167,15.355652,1917.25,64.001236,6.27451,64.4,6.6666665,156.2,68,1.7358778,-6.9618115,19.77787,54.17948,0.29713982,7.1374755,45.035103,-92.98992
41.015,21.913076,62.35294,167,31.006605,2037,64.001236,63.92157,64.4,18.431372,156.2,68,3.4984298,0.7251887,40.04586,103.252525,0.32338884,7.581211,45.03515,-92.99028
42.008,15.629684,72.94118,167,37.798527,2194.25,64.001236,68.62745,64.4,20,158,66.2,4.441928,4.0610566,56.14496,134.38747,0.3355687,7.7186403,45.03519,-92.99065
43.018,11.195204,91.37255,167,48.724667,2286.5,64.622604,68.62745,64.4,21.568628,158,66.2,6.1679463,9.427453,79.145294,181.79753,0.35202134,7.827579,45.035236,-92.99101
44.003,11.195204,91.37255,167,48.724667,2286.5,64.622604,68.62745,64.4,21.568628,158,66.2,6.1679463,9.427453,79.145294,181.79753,0.35202134,7.827579,45.035282,-92.9914
45.004,38.738087,21.960785,167,16.241554,2048.5,67.72946,5.882353,64.4,2.3529413,158,66.2,1.9875821,-6.526698,23.972433,61.462498,0.39977163,8.393036,45.035328,-92.99178
46.008,45.920837,20,167,13.879147,2037.5,67.72946,11.764706,64.4,10.980392,158,66.2,1.6402285,-7.6870003,20.222763,52.128704,0.41168216,8.596491,45.035366,-92.992165
47.004,21.440994,47.843136,167,25.986488,2083,67.72946,8.627451,64.4,8.235294,158,66.2,3.153146,-1.7404529,43.31171,109.20692,0.43583015,8.904343,45.035408,-92.992546
48.016,26.039337,46.27451,167,29.234798,2106.25,67.72946,19.607843,64.4,11.372549,158,66.2,3.5131361,-0.14503774,35.663204,88.92922,0.4507083,9.100405,45.035454,-92.992935
49.002,30.044075,28.62745,167,23.91938,2064,67.72946,8.235294,64.4,2.745098,158,66.2,2.8529954,-2.755717,30.909462,78.65309,0.47545764,9.418823,45.035492,-92.99332
50.009,30.044075,28.62745,167,23.91938,2064,67.72946,8.235294,64.4,2.745098,158,66.2,2.8529954,-2.755717,30.909462,78.65309,0.47545764,9.418823,45.035534,-92.9937
51.036,30.044075,28.62745,167,23.91938,2064,67.72946,8.235294,64.4,2.745098,158,66.2,2.8529954,-2.755717,30.909462,78.65309,0.47545764,9.418823,45.035572,-92.99409
52.004,37.730446,43.52941,177.8,27.462994,2102.75,67.72946,16.862745,64.4,9.411765,161.6,68,3.270116,-1.0152642,24.612646,61.475876,0.4886483,9.617596,45.035614,-92.99447
53.008,37.730446,43.52941,177.8,27.462994,2102.75,67.72946,16.862745,64.4,9.411765,161.6,68,3.270116,-1.0152642,24.612646,61.475876,0.4886483,9.617596,45.03566,-92.99486
54.007,20.301043,78.43137,177.8,38.38913,2138.75,67.72946,5.882353,64.4,0,161.6,68,4.6569495,4.351132,45.743767,112.33264,0.53249466,10.017258,45.0357,-92.99524
55.009,137.36949,0,177.8,5.90602,2035.5,67.72946,10.980392,64.4,8.235294,161.6,68,0.7287198,-11.603019,6.7602067,17.44307,0.5661315,10.603834,45.03574,-92.99562
56.009,137.36949,0,177.8,5.90602,2035.5,67.72946,10.980392,64.4,8.235294,161.6,68,0.7287198,-11.603019,6.7602067,17.44307,0.5661315,10.603834,45.03578,-92.996
56.998,32.005585,50.19608,177.8,29.5301,2097.5,67.108086,8.235294,64.4,5.098039,161.6,68,3.467701,0,28.748936,71.98697,0.60034084,11.023476,45.035824,-92.99638
58.032,32.005585,50.19608,177.8,29.5301,2097.5,67.108086,8.235294,64.4,5.098039,161.6,68,3.467701,0,28.748936,71.98697,0.60034084,11.023476,45.035862,-92.99677
59.000,23.820017,46.666668,177.8,29.825401,2113.5,67.108086,9.411765,64.4,7.45098,161.6,68,3.6090581,0.14503774,38.62829,95.99249,0.63573736,11.3512945,45.035904,-92.997154
60.006,23.820017,46.666668,177.8,29.825401,2113.5,67.108086,9.411765,64.4,7.45098,161.6,68,3.6090581,0.14503774,38.62829,95.99249,0.63573736,11.3512945,45.035946,-92.997536
61.007,35.117104,19.215687,177.8,16.536856,2092.75,68.35083,14.117647,64.4,8.235294,161.6,68,2.0163262,-6.3816605,26.686878,66.97527,0.67382026,11.806901,45.03599,-92.99792
62.001,35.117104,19.215687,177.8,16.536856,2092.75,68.35083,14.117647,64.4,8.235294,161.6,68,2.0163262,-6.3816605,26.686878,66.97527,0.67382026,11.806901,45.03603,-92.99831
63.076,75.13003,40,177.8,26.28179,2111.25,68.35083,18.039215,64.4,11.372549,161.6,68,3.173057,-1.5954151,12.473919,31.03111,0.7066399,12.286183,45.03607,-92.998695
64.114,75.13003,40,177.8,26.28179,2111.25,68.35083,18.039215,64.4,11.372549,161.6,68,3.173057,-1.5954151,12.473919,31.03111,0.7066399,12.286183,45.036114,-92.999084
65.012,62.737972,41.568626,177.8,25.100586,2118,68.972206,7.45098,64.4,2.3529413,161.6,68,3.0572371,-2.175566,15.073575,37.378716,0.7430968,12.792127,45.036156,-92.99947
66.018,44.794624,37.64706,177.8,23.32878,2133.25,68.972206,14.509804,64.4,9.019608,161.6,68,2.8505166,-3.0457926,21.111586,51.977234,0.7805169,13.246086,45.036194,-92.99987
67.050,30.544218,34.901962,177.8,25.395885,2131,69.593575,14.90196,64.4,9.019608,165.2,68,3.0745244,-2.0305283,31.240126,76.995155,0.81264716,13.614823,45.03624,-93.00026
68.001,30.544218,37.64706,177.8,25.986488,2124.75,69.593575,9.019608,64.4,0,165.2,68,3.1947484,-1.7404529,31.240126,77.221634,0.82977355,13.77467,45.03628,-93.000656
69.004,100.55155,10.588235,177.8,7.973127,2118.5,70.21494,5.098039,64.4,3.9215686,165.2,68,0.977332,-10.587755,9.574441,23.73663,0.8440079,13.976973,45.036324,-93.00105
70.005,33.700294,35.294117,177.8,24.805285,2143,70.21494,14.117647,64.4,7.8431373,165.2,68,3.0534678,-2.3206038,28.567253,70.013275,0.8717785,14.256362,45.036366,-93.00145
71.036,54.148952,16.078432,177.8,13.288545,2118.5,70.21494,12.54902,64.4,7.0588236,165.2,68,1.6428776,-7.9770756,17.779198,44.077583,0.8850605,14.418396,45.03641,-93.00185
72.006,108.96276,10.196078,177.8,11.516739,2129,70.21494,11.372549,64.4,6.6666665,165.2,68,1.4168509,-8.847302,8.835358,21.796288,0.9123825,14.73712,45.036453,-93.00224
73.017,31.15043,39.215687,177.8,25.691187,2168.5,70.21494,16.078432,64.4,10.196078,165.2,68,3.1554801,-1.8854905,30.90567,74.85362,0.9248986,14.842251,45.03649,-93.00264
74.003,24.32086,50.19608,177.8,29.234798,2232.5,70.21494,20.784313,64.4,11.764706,165.2,68,3.6573384,-0.14503774,39.584328,93.124916,0.9387829,14.935256,45.036533,-93.003044
75.001,36.506096,23.921568,185,14.469749,2168.75,70.83632,5.882353,64.4,0,167,68,1.863623,-7.3969245,26.604998,64.429955,0.9516869,15.055557,45.03658,-93.00345
76.007,43.406124,26.27451,185,15.355652,2132.5,70.21494,11.764706,64.4,7.0588236,167,68,1.8847053,-6.9618115,22.179472,54.625603,0.9890862,15.5213585,45.03662,-93.00384
77.000,30.271692,34.901962,185,24.805285,2138.75,69.593575,9.019608,64.4,0,167,68,3.0516791,-2.3206038,31.52137,77.40681,1.0026214,15.627598,45.036667,-93.004234
78.010,128.94235,0,185,7.382525,2129,70.21494,8.627451,64.4,5.882353,167,68,0.90696007,-10.8778305,7.46632,18.418957,1.028644,15.969655,45.036705,-93.00463
79.005,42.196415,31.764706,185,23.033478,2130.5,69.593575,13.333333,64.4,7.45098,167,68,2.829051,-3.1908302,22.613419,55.746647,1.0410038,16.081738,45.036747,-93.00503
80.008,29.489388,34.117645,185,25.395885,2140.75,69.593575,14.117647,64.4,8.235294,167,68,3.1214077,-2.0305283,32.35758,79.38604,1.0569519,16.197428,45.03679,-93.00542
81.000,44.6227,24.705883,185,17.71806,2107,69.593575,10.980392,64.4,6.27451,167,68,2.1613717,-5.8015094,21.383852,53.303467,1.0846831,16.453606,45.03683,-93.00581
82.000,46.75894,19.607843,185,13.879147,2087.75,69.593575,5.882353,64.4,0,168.8,68,1.6870693,-7.6870003,20.406902,51.337257,1.096423,16.567007,45.036877,-93.0062
83.003,139.3536,0,185,5.90602,2067,68.972206,4.7058825,64.4,3.5294118,168.8,68,0.71134293,-11.603019,6.7862296,17.24337,1.116,16.825249,45.036915,-93.006584
84.006,32.30193,35.686275,185,24.805285,2087.75,67.72946,14.509804,64.4,8.627451,168.8,68,2.9600928,-2.3206038,28.748936,72.32315,1.1439713,17.085876,45.036953,-93.00697
85.004,45.944916,23.921568,185,19.785168,2062.5,68.35083,7.45098,64.4,3.5294118,168.8,68,2.3829987,-4.7862453,20.397596,51.942055,1.1583971,17.220825,45.036995,-93.007355
86.003,45.576775,19.607843,185,13.583846,2048,67.72946,9.019608,64.4,6.6666665,168.8,68,1.6198277,-7.9770756,20.375425,52.252945,1.1831363,17.450342,45.037033,-93.007744
87.012,29.654526,38.039215,185,24.509983,2099,67.72946,23.921568,64.4,12.156863,168.8,68,2.8958666,-2.6106794,31.315496,78.35757,1.1954858,17.529024,45.037075,-93.008125
88.003,16.966507,51.372547,185,31.301907,2141.75,68.35083,17.254902,64.4,10.980392,168.8,68,3.9014914,0.7251887,55.23623,135.45322,1.2211537,17.542257,45.037117,-93.008514
89.005,16.702185,34.117645,186.8,21.852274,2117,68.972206,7.0588236,64.4,4.3137255,168.8,68,2.700045,-3.916019,56.620472,140.47101,1.2332273,17.527588,45.03716,-93.0089
90.005,35.278923,33.72549,186.8,20.080467,2091,68.35083,8.627451,64.4,0,168.8,68,2.4524508,-4.7862453,26.564468,66.72386,1.2545614,17.679314,45.037197,-93.00929
91.011,97.41461,10.980392,186.8,7.973127,2053.5,68.35083,9.803922,64.4,6.6666665,168.8,68,0.96180785,-10.732793,9.620382,24.605473,1.2666737,17.819355,45.037235,-93.00968
92.009,31.8058,23.921568,186.8,24.509983,2072.5,68.35083,9.019608,64.4,3.9215686,168.8,68,2.9566686,-2.6106794,29.46525,74.6706,1.2924278,17.96668,45.03727,-93.01006
93.015,56.20965,30.588236,186.8,20.67107,2092.75,67.72946,13.725491,64.4,7.8431373,168.8,68,2.4715142,-4.49617,16.521116,41.462563,1.3071424,18.10986,45.0373,-93.010445
94.011,33.401688,36.47059,186.8,25.100586,2081.75,67.72946,14.509804,64.4,7.0588236,168.8,68,3.0304477,-2.3206038,27.802372,70.143486,1.318126,18.178701,45.037327,-93.01083
95.011,33.401688,36.47059,186.8,25.100586,2081.75,67.72946,14.509804,64.4,7.0588236,168.8,68,3.0304477,-2.3206038,27.802372,70.143486,1.318126,18.178701,45.037354,-93.011215
96.012,53.983288,35.686275,186.8,25.691187,2064.25,67.72946,9.803922,64.4,8.235294,168.8,68,3.085449,-2.0305283,17.202475,43.76861,1.3324746,18.296152,45.037376,-93.0116
97.006,53.983288,35.686275,186.8,25.691187,2064.25,67.72946,9.803922,64.4,8.235294,168.8,68,3.085449,-2.0305283,17.202475,43.76861,1.3324746,18.296152,45.037395,-93.01198
98.005,53.983288,35.686275,186.8,25.691187,2064.25,67.72946,9.803922,64.4,8.235294,168.8,68,3.085449,-2.0305283,17.202475,43.76861,1.3324746,18.296152,45.037415,-93.01236
99.008,30.62844,26.27451,186.8,24.214682,2092.5,67.108086,18.431372,64.4,10.980392,168.8,68,2.8836775,-2.755717,30.04157,75.40346,1.3741851,18.513586,45.03743,-93.01275
100.007,30.62844,26.27451,186.8,24.214682,2092.5,67.108086,18.431372,64.4,10.980392,168.8,68,2.8836775,-2.755717,30.04157,75.40346,1.3741851,18.513586,45.037445,-93.01313
101.005,24.80532,34.901962,186.8,27.167692,2060.25,67.108086,14.509804,64.4,8.627451,168.8,68,3.2796223,-1.3053397,37.093914,94.56204,1.430991,18.69531,45.037457,-93.01351
102.028,24.80532,34.901962,186.8,27.167692,2060.25,67.108086,14.509804,64.4,8.627451,168.8,68,3.2796223,-1.3053397,37.093914,94.56204,1.430991,18.69531,45.037468,-93.01389
103.006,29.56454,37.64706,186.8,25.100586,2054.25,67.108086,10.980392,64.4,7.0588236,172.4,66.2,2.9833856,-2.3206038,31.122637,79.57143,1.475157,18.8979,45.03747,-93.014275
104.003,37.12823,33.333332,186.8,24.509983,2049,67.108086,13.725491,64.4,7.8431373,172.4,66.2,2.9047043,-2.6106794,24.782394,63.52364,1.5083362,19.137833,45.037476,-93.014656
105.009,31.81379,35.686275,186.8,27.167692,2046.25,67.108086,14.90196,64.4,8.627451,172.4,66.2,3.2114437,-1.3053397,28.922253,74.234795,1.5219262,19.209023,45.03748,-93.01504
106.004,31.81379,35.686275,186.8,27.167692,2046.25,67.108086,14.90196,64.4,8.627451,172.4,66.2,3.2114437,-1.3053397,28.922253,74.234795,1.5219262,19.209023,45.03748,-93.01542
107.011,53.41356,27.843138,186.8,16.241554,2019.5,67.108086,14.117647,64.4,7.8431373,172.4,66.2,1.9173081,-6.671736,17.226458,44.800846,1.5383787,19.323017,45.037476,-93.01579
108.011,53.41356,27.843138,186.8,16.241554,2019.5,67.108086,14.117647,64.4,7.8431373,172.4,66.2,1.9173081,-6.671736,17.226458,44.800846,1.5383787,19.323017,45.03747,-93.016174
109.009,98.42117,34.117645,186.8,20.966372,1998.25,65.86535,9.411765,64.4,6.6666665,172.4,66.2,2.4427147,-4.351132,9.175739,24.117113,1.5853008,19.796747,45.037468,-93.01655
110.003,98.42117,34.117645,186.8,20.966372,1998.25,65.86535,9.411765,64.4,6.6666665,172.4,66.2,2.4427147,-4.351132,9.175739,24.117113,1.5853008,19.796747,45.037464,-93.01692
111.014,98.42117,34.117645,186.8,20.966372,1998.25,65.86535,9.411765,64.4,6.6666665,172.4,66.2,2.4427147,-4.351132,9.175739,24.117113,1.5853008,19.796747,45.03746,-93.017296
112.008,30.338932,38.82353,186.8,27.758293,2024,65.24397,7.45098,64.4,7.8431373,172.4,66.2,3.199987,-1.0152642,29.48579,76.51319,1.62865,19.990747,45.037457,-93.01767
113.014,30.338932,38.82353,186.8,27.758293,2024,65.24397,7.45098,64.4,7.8431373,172.4,66.2,3.199987,-1.0152642,29.48579,76.51319,1.62865,19.990747,45.03745,-93.01804
114.011,41.867306,46.666668,186.8,23.91938,1983.5,65.86535,6.27451,64.4,0,172.4,66.2,2.7929685,-2.9007547,21.57022,57.115826,1.6697359,20.242964,45.037445,-93.01842
115.011,138.16946,0,186.8,5.610719,1939.25,64.622604,4.3137255,64.4,0,172.4,66.2,0.6311071,-11.893094,6.4127607,17.367819,1.7207965,20.768421,45.03744,-93.01878
116.004,138.1392,0,186.8,5.90602,1928.75,64.001236,4.3137255,64.4,0,172.4,66.2,0.6607457,-11.748056,6.3524904,17.298248,1.7325718,20.888222,45.037437,-93.01915
117.012,138.1392,0,186.8,5.90602,1928.75,64.001236,4.3137255,64.4,0,172.4,66.2,0.6607457,-11.748056,6.3524904,17.298248,1.7325718,20.888222,45.037434,-93.019516
118.006,138.1392,0,186.8,5.90602,1928.75,64.001236,4.3137255,64.4,0,172.4,66.2,0.6607457,-11.748056,6.3524904,17.298248,1.7325718,20.888222,45.037426,-93.01988
119.051,20.938883,47.058823,192.2,30.711304,2058.5,63.37986,40,64.4,14.90196,174.2,68,3.497446,0.43511322,41.502132,105.88968,1.7912993,20.991882,45.037422,-93.02024
120.113,15.35954,70.98039,192.2,35.43612,2074,64.001236,10.980392,64.4,0,174.2,68,4.208261,2.755717,57.132442,144.67987,1.8056127,20.930897,45.03741,-93.02061
121.007,54.540092,23.137255,192.2,18.603964,2010.75,64.622604,11.764706,64.4,6.27451,174.2,68,2.2259727,-5.511434,16.245804,42.43432,1.8176445,21.016552,45.0374,-93.02098
122.013,48.397945,22.745098,192.2,15.060351,1971,64.622604,5.882353,64.4,0,174.2,68,1.7244338,-7.251887,18.307549,48.784027,1.8434869,21.173021,45.037384,-93.02135
123.007,115.31051,10.196078,192.2,6.496622,1950.75,64.622604,4.7058825,64.4,1.1764706,174.2,68,0.73871994,-11.457981,7.6840153,20.688103,1.8550384,21.2817,45.037373,-93.02172
124.010,47.427746,23.137255,192.2,15.355652,1952.5,64.001236,10.980392,64.4,10.588235,174.2,68,1.7265761,-7.106849,18.502419,49.770447,1.8798096,21.471788,45.037365,-93.02209
125.003,27.649672,32.54902,192.2,25.395885,1996.5,64.001236,9.411765,64.4,6.6666665,174.2,68,2.860619,-2.175566,31.737375,83.49025,1.8935312,21.51374,45.037357,-93.02245
126.003,38.445816,45.098038,192.2,26.87239,2021.25,64.622604,15.686275,64.4,9.803922,176,68,3.0951467,-1.4503773,23.046661,59.885555,1.9052191,21.572397,45.037354,-93.02283
127.012,41.624233,51.372547,192.2,24.805285,1997.25,64.622604,9.019608,64.4,5.098039,176,68,2.8924766,-2.4656415,21.286823,55.977367,1.9238867,21.671436,45.03735,-93.0232
128.006,72.49349,14.117647,192.2,10.926137,1961,64.622604,5.098039,64.4,3.137255,176,68,1.2668182,-9.282415,12.2224455,32.73517,1.9507699,21.861502,45.03735,-93.02357
129.009,42.490402,31.764706,192.2,18.308662,1984.25,64.622604,10.588235,64.4,0,176,68,2.0712848,-5.6564717,20.85289,55.195534,1.9623675,21.924477,45.03735,-93.02394
130.008,117.858864,0,192.2,6.201321,1944,64.622604,4.3137255,64.4,0,176,68,0.6957506,-11.603019,7.5178704,20.311064,1.986383,22.11524,45.037354,-93.02431
131.009,138.1392,0,192.2,5.90602,1918.5,64.001236,4.3137255,64.4,0,176,68,0.6623641,-11.748056,6.3524904,17.390669,1.9997817,22.239542,45.037354,-93.02467
132.017,37.1028,27.843138,192.2,16.536856,1919.75,62.75849,9.803922,64.4,7.0588236,176,68,1.8224212,-6.526698,23.192015,63.449448,2.0215092,22.390083,45.037354,-93.02503
133.012,20.705135,30.19608,192.2,16.536856,1926.5,62.75849,6.6666665,64.4,6.6666665,176,68,1.8314844,-6.526698,41.55919,113.300575,2.0325933,22.381947,45.037357,-93.02539
134.010,16.749556,63.52941,192.2,31.301907,2053.5,63.37986,68.62745,64.4,16.078432,176,68,3.4789276,0.7251887,51.882473,132.69667,2.0528448,22.30348,45.037357,-93.02576
135.011,13.211392,85.09804,192.2,43.999847,2172,64.622604,68.62745,64.4,27.843138,176,68,5.2842746,6.9618115,67.06695,162.17458,2.0759764,22.16078,45.037357,-93.02612
136.009,9.6127,87.84314,192.2,52.56358,2599,64.622604,68.62745,64.4,23.137255,176,68,6.586434,11.167906,92.17469,186.26854,2.0879984,21.977757,45.037354,-93.026505
137.008,7.1404266,85.4902,192.2,49.315266,2658.75,66.48672,52.54902,64.4,20.392157,176,68,7.3942356,9.572491,127.66839,252.19702,2.1024914,21.6913,45.037346,-93.0269
138.006,7.1662045,80.39216,192.2,49.019966,2714,68.35083,27.450981,64.4,15.294118,176,68,7.5189314,9.427453,130.77576,253.07631,2.1147146,21.394022,45.037346,-93.027306
139.007,7.1662045,80.39216,192.2,49.019966,2714,68.35083,27.450981,64.4,15.294118,176,68,7.5189314,9.427453,130.77576,253.07631,2.1147146,21.394022,45.03735,-93.02771
140.006,15.008713,49.019608,192.2,30.416002,2205.25,70.21494,19.215687,64.4,0,176,68,4.762309,0.29007548,64.1444,152.76892,2.1383693,21.260155,45.037357,-93.028114
141.012,15.008713,49.019608,192.2,30.416002,2205.25,70.21494,19.215687,64.4,0,176,68,4.762309,0.29007548,64.1444,152.76892,2.1383693,21.260155,45.037365,-93.02853
