Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.252,0,0,0,0,0,2.851065,0,0,0,0,25.976501,0,0,0,0,0,0
0.503,0,0,0,0,0,2.851065,0,0,0,0,25.976501,0,0,0,0,0,0
0.753,0,0,0,0,0,2.851065,0,0,0,0,25.976501,0,0,0,0,0,0
1.004,0,0,0,0,0,2.851065,0,0,0,0,25.976501,0,0,0,44.860565,-93.34193,823.7212
1.254,0,0,0,0,0,2.851065,0,0,0,0,25.976501,0,0,0,44.860565,-93.34193,823.7212
1.505,0,22.442877,1643.5,0,-14.5,2.832543,87.8,0,91.4,-3.4809058,25.807745,82.4735,0,0,44.860565,-93.34193,823.7212
1.756,0,23.32878,1642.75,0,-16,2.968812,87.8,0,91.4,-3.0457926,27.049313,86.48063,0,0,44.860565,-93.34193,823.7212
2.007,0,23.32878,1621,0,-15.5,2.890755,87.8,0,91.4,-3.0457926,26.338123,85.33671,0,0,44.860565,-93.341934,823.50494
2.257,0,23.32878,1617.75,0,-15.5,2.832543,87.8,0,91.4,-3.0457926,25.807745,83.78625,0,0,44.860565,-93.341934,823.50494
2.508,0,23.62408,1563.25,0,-15,2.680398,87.8,0,91.4,-2.9007547,24.421528,82.04998,0,0,44.860565,-93.341934,823.50494
2.759,0,22.738176,1543.5,0,-14,2.680398,87.8,0,91.4,-3.335868,24.421528,83.09985,0,0,44.860565,-93.341934,823.50494
3.009,0,22.442877,1594.25,0,-14,2.529576,87.8,0,91.4,-3.4809058,23.047365,75.92747,0,0,44.86056,-93.34193,822.26483
3.260,0,23.033478,1612.75,0,-14.5,2.872233,87.8,0,91.4,-3.1908302,26.169367,85.22367,0,0,44.86056,-93.34193,822.26483
3.511,0,23.32878,1626.5,0,-15,2.833866,87.8,0,91.4,-3.0457926,26.081667,84.220024,0,0,44.86056,-93.34193,822.26483
3.761,0,22.442877,1614.25,0,-15.5,2.757132,87.8,0,91.4,-3.4809058,25.37544,82.56136,0,0,44.86056,-93.34193,822.26483
4.011,0,22.147575,1583.75,0,-15,2.561328,87.8,0,91.4,-3.6259434,23.573345,78.17514,0,0,44.86056,-93.34193,822.26483
4.262,0,22.147575,1608.75,0,-14,2.608956,87.8,0,91.4,-3.6259434,24.011694,78.39138,0,0,44.86056,-93.34193,822.26483
4.512,0,21.852274,1608,0,-14.5,2.561328,87.8,0,91.4,-3.770981,23.573345,76.99619,0,0,44.86056,-93.34193,822.26483
4.763,0,22.147575,1634.25,0,-14.5,2.644677,87.8,0,91.4,-3.6259434,24.340454,78.22476,0,0,44.86056,-93.34193,822.26483
5.025,0,21.852274,1617.75,0,-15,2.701566,87.8,0,91.4,-3.770981,24.864035,80.722435,0,0,44.86056,-93.34193,822.26483
5.263,0,22.738176,1621,0,-15,2.701566,87.8,0,91.4,-3.335868,24.864035,80.56059,0,0,44.86056,-93.34193,822.26483
5.514,0,22.442877,1638.25,0,-15.5,2.73861,87.8,0,91.4,-3.4809058,25.204971,80.80535,0,0,44.86056,-93.34193,822.26483
5.765,0,22.442877,1596.5,0,-14.5,2.720088,87.8,0,91.4,-3.4809058,25.034504,82.35769,0,0,44.86056,-93.34193,822.26483
6.015,0,22.147575,1570.25,0,-14.5,2.608956,87.8,0,91.4,-3.6259434,24.011694,80.31341,0,0,44.86056,-93.34193,822.26483
6.265,0,20.966372,1621.25,0,-13.5,2.480625,87.8,0,91.4,-4.2060943,22.830591,73.96074,0,0,44.86056,-93.34193,822.26483
6.516,0,22.147575,1630,0,-14,2.720088,87.8,0,91.4,-3.6259434,25.034504,80.665054,0,0,44.86056,-93.34193,822.26483
6.767,0,22.442877,1608.5,0,-15,2.681721,87.8,0,91.4,-3.4809058,24.68139,80.59027,0,0,44.86056,-93.34193,822.26483
7.017,0,21.556973,1630.5,0,-14.5,2.610279,87.8,0,91.4,-3.916019,24.023869,77.3849,0,0,44.86056,-93.34193,822.26483
7.268,0,22.147575,1611.75,0,-15,2.644677,87.8,0,91.4,-3.6259434,24.340454,79.31678,0,0,44.86056,-93.34193,822.26483
7.521,0,21.852274,1603.5,0,-14.5,2.594403,87.8,0,91.4,-3.770981,23.877754,78.20933,0,0,44.86056,-93.34193,822.26483
7.769,0,21.556973,1598.5,0,-15,2.561328,87.8,0,91.4,-3.916019,23.573345,77.45379,0,0,44.86056,-93.34193,822.26483
8.018,0,22.147575,1593.75,0,-14.5,2.594403,87.8,0,91.4,-3.6259434,23.877754,78.68779,0,0,44.860558,-93.341934,822.10645
8.272,0,21.556973,1608,0,-13.5,2.5137,87.8,0,91.4,-3.916019,23.134998,75.564445,0,0,44.860558,-93.341934,822.10645
8.520,0,22.147575,1618.75,0,-14,2.663199,87.8,0,91.4,-3.6259434,24.510921,79.52688,0,0,44.860558,-93.341934,822.10645
8.770,0,21.556973,1628.5,0,-14.5,2.644677,87.8,0,91.4,-3.916019,24.340454,78.50096,0,0,44.860558,-93.341934,822.10645
9.020,0,22.147575,1587.5,0,-14.5,2.577204,87.8,0,91.4,-3.6259434,23.719461,78.473885,0,0,44.860558,-93.341934,821.0303
9.270,0,21.556973,1566.5,0,-14,2.545452,87.8,0,91.4,-3.916019,23.42723,78.5461,0,0,44.860558,-93.341934,821.0303
9.521,0,21.852274,1589.5,0,-14,2.561328,87.8,0,91.4,-3.770981,23.573345,77.89234,0,0,44.860558,-93.341934,821.0303
9.772,0,21.556973,1602.5,0,-13.5,2.481948,87.8,0,91.4,-3.916019,22.842768,74.86602,0,0,44.860558,-93.341934,821.0303
10.022,0,22.147575,1590.25,0,-14,2.624832,87.8,0,91.4,-3.6259434,24.157808,79.78591,0,0,44.860558,-93.34193,820.3208
10.272,0,21.556973,1573.5,0,-14,2.497824,87.8,0,91.4,-3.916019,22.988882,76.73353,0,0,44.860558,-93.34193,820.3208
10.522,0,21.556973,1582.75,0,-14,2.561328,87.8,0,91.4,-3.916019,23.573345,78.22453,0,0,44.860558,-93.34193,820.3208
10.773,0,21.852274,1563.5,0,-14,2.497824,87.8,0,91.4,-3.770981,22.988882,77.22431,0,0,44.860558,-93.34193,820.3208
11.023,0,20.67107,1595.5,0,-13.5,2.320542,87.8,0,91.4,-4.351132,21.357256,70.304436,0,0,44.860558,-93.34193,820.02924
11.273,0,20.67107,1603.25,0,-13.5,2.497824,87.8,0,91.4,-4.351132,22.942911,75.15906,0,0,44.860558,-93.34193,820.02924
11.524,0,20.966372,1602,0,-13.5,2.497824,87.8,0,91.4,-4.2060943,22.942911,75.217705,0,0,44.860558,-93.34193,820.02924
