Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 2  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Bearing (deg)
0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,255.94
1.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
2.006,0.00,28.05,0.00,0.00,29.53,356.00,7.06,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
2.996,0.00,28.05,0.00,0.00,29.53,356.00,7.06,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,213.75
4.019,0.00,28.05,0.00,0.00,29.53,356.00,7.06,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,226.76
5.025,0.00,28.05,0.00,0.00,29.53,356.00,7.06,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,242.23
5.997,0.00,28.05,0.00,0.00,29.53,356.00,7.06,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
6.997,0.00,28.05,0.00,0.00,29.53,356.36,12.94,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
8.003,0.00,28.05,0.00,0.00,29.53,356.36,12.94,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
9.001,0.00,28.05,0.00,0.00,29.53,356.36,12.94,62.60,0.00,66.20,0.00,0.00,-0.73,-0.00,1.69,0.00,0.00,0.00,45.06,-92.95,-1.00
9.996,0.00,21.85,1861.00,0.00,29.53,362.84,18.43,62.60,0.00,66.20,0.00,0.00,-3.77,-0.00,32.14,90.69,0.00,0.00,45.06,-92.95,-1.00
11.003,0.00,21.85,1861.00,0.00,29.53,362.84,18.43,62.60,0.00,66.20,0.00,0.00,-3.77,-0.00,32.14,90.69,0.00,0.00,45.06,-92.95,-1.00
13.008,0.00,31.01,1763.75,0.00,29.53,388.40,14.90,62.60,0.00,66.20,0.00,3.33,0.73,-0.00,42.20,125.67,0.00,0.00,45.06,-92.95,-1.00
14.993,0.00,28.05,1669.25,0.00,29.53,412.88,14.90,62.60,0.00,66.20,0.00,2.85,-0.73,-0.00,40.13,126.27,0.00,0.00,45.06,-92.95,-1.00
55.997,1.83,13.58,1018.75,1.24,29.53,691.34,5.10,62.60,0.00,66.20,0.00,0.79,-7.83,0.21,9.33,48.11,0.00,0.13,45.06,-92.95,264.13
57.001,6.11,12.11,896.00,3.11,29.53,694.40,5.49,62.60,0.00,66.20,0.00,0.71,-8.56,1.30,6.97,40.85,0.00,0.19,45.06,-92.95,256.58
58.000,6.11,12.11,896.00,3.11,29.53,694.40,5.49,62.60,0.00,66.20,0.00,0.71,-8.56,1.30,6.97,40.85,0.00,0.19,45.06,-92.95,264.12
58.997,7.46,12.70,945.50,4.35,29.53,698.90,5.10,62.60,0.00,66.20,0.00,0.66,-8.27,2.09,8.00,44.43,0.00,0.25,45.06,-92.95,276.33
60.000,7.46,12.70,945.50,4.35,29.53,698.90,5.10,62.60,0.00,66.20,0.00,0.66,-8.27,2.09,8.00,44.43,0.00,0.25,45.06,-92.95,291.85
60.992,7.46,12.70,945.50,4.35,29.53,698.90,5.10,62.60,0.00,66.20,0.00,0.66,-8.27,2.09,8.00,44.43,0.00,0.25,45.06,-92.95,309.67
61.994,7.30,13.29,1046.25,4.35,29.53,708.08,4.71,62.60,9.80,66.20,0.00,0.72,-7.98,1.00,8.17,41.01,0.01,0.41,45.06,-92.95,336.02
63.006,0.48,23.92,1409.00,0.62,29.53,712.04,26.27,62.60,10.59,66.20,0.00,1.44,-2.76,-1.11,17.67,65.87,0.01,0.41,45.06,-92.95,-1.00
63.998,1.70,28.35,2183.00,5.59,29.53,715.82,24.31,62.60,10.59,66.20,0.00,2.30,-0.58,1.19,45.15,108.63,0.01,0.51,45.06,-92.95,180.08
65.004,2.28,30.12,2461.00,9.32,29.53,718.16,16.47,62.60,9.02,66.20,0.00,3.79,0.29,7.08,56.14,119.80,0.01,0.56,45.06,-92.95,180.50
66.008,2.28,30.12,2461.00,9.32,29.53,718.16,16.47,62.60,9.02,66.20,0.00,3.79,0.29,7.08,56.14,119.80,0.01,0.56,45.06,-92.95,180.24
67.014,2.28,30.12,2461.00,9.32,29.53,718.16,16.47,62.60,9.02,66.20,0.00,3.79,0.29,7.08,56.14,119.80,0.01,0.56,45.06,-92.95,179.39
68.006,5.96,23.03,2173.50,17.40,29.53,736.16,11.37,62.60,0.00,66.20,0.00,3.27,-3.19,7.98,40.02,96.70,0.02,0.90,45.06,-92.95,180.13
69.004,5.96,23.03,2173.50,17.40,29.53,736.16,11.37,62.60,0.00,66.20,0.00,3.27,-3.19,7.98,40.02,96.70,0.02,0.90,45.06,-92.95,180.56
69.999,5.96,23.03,2173.50,17.40,29.53,736.16,11.37,62.60,0.00,66.20,0.00,3.27,-3.19,7.98,40.02,96.70,0.02,0.90,45.06,-92.95,180.65
71.001,26.73,11.22,1277.50,21.75,29.53,748.04,5.88,62.60,0.00,66.20,0.00,1.41,-8.99,4.22,11.16,45.87,0.04,1.67,45.06,-92.95,180.65
72.012,26.73,11.22,1277.50,21.75,29.53,748.04,5.88,62.60,0.00,66.20,0.00,1.41,-8.99,4.22,11.16,45.87,0.04,1.67,45.06,-92.95,180.65
73.014,26.73,11.22,1277.50,21.75,29.53,748.04,5.88,62.60,0.00,66.20,0.00,1.41,-8.99,4.22,11.16,45.87,0.04,1.67,45.06,-92.95,180.65
74.009,26.29,9.15,1330.25,16.78,29.53,754.16,5.49,62.60,0.00,66.20,0.00,0.67,-10.01,-0.32,8.75,34.55,0.05,2.17,45.06,-92.95,180.65
75.033,16.88,9.74,1240.00,10.56,29.53,756.68,5.49,62.60,0.00,66.20,0.00,0.75,-9.72,-3.08,8.58,36.34,0.06,2.44,45.06,-92.95,180.65
75.998,9.26,10.93,1074.00,5.59,29.53,758.48,5.49,62.60,0.00,66.20,0.00,0.71,-9.14,-4.56,8.28,40.51,0.06,2.54,45.06,-92.95,180.65
77.003,6.20,11.81,998.50,3.73,29.53,759.02,5.49,62.60,0.00,66.20,0.00,0.73,-8.70,-4.85,8.24,43.34,0.06,2.56,45.06,-92.95,180.65
78.011,4.08,12.99,927.50,2.49,29.53,760.10,12.94,62.60,7.45,66.20,0.00,0.75,-8.12,-4.01,8.35,47.26,0.06,2.56,45.06,-92.95,180.65
78.998,2.26,19.79,1696.00,3.73,29.53,761.72,12.94,62.60,6.27,66.20,0.00,1.06,-4.79,-0.93,22.64,70.11,0.07,2.55,45.06,-92.95,180.65
80.001,3.85,22.74,2074.25,8.08,29.53,764.78,11.37,62.60,6.27,66.20,0.00,2.22,-3.34,3.23,28.79,72.90,0.07,2.59,45.06,-92.95,180.65
81.010,5.91,20.38,2008.50,10.56,29.53,765.86,12.16,62.60,7.06,66.20,0.00,2.44,-4.50,4.36,24.49,64.04,0.07,2.65,45.06,-92.96,216.35
81.994,5.45,22.15,2174.50,13.05,29.53,769.64,13.73,62.60,8.24,66.20,0.00,2.62,-3.63,2.83,32.80,79.23,0.08,2.74,45.06,-92.96,245.84
82.997,5.77,23.92,2275.75,14.91,29.53,771.08,15.29,62.60,9.02,66.20,0.00,3.00,-2.76,3.20,35.45,81.82,0.08,2.79,45.06,-92.96,259.13
83.995,6.36,26.28,2313.00,18.64,29.53,775.76,16.86,62.60,10.20,66.20,0.00,3.58,-1.60,4.75,40.20,91.28,0.08,2.90,45.06,-92.96,266.56
84.993,5.32,28.94,2472.25,19.88,29.53,777.56,16.08,62.60,9.02,66.20,0.00,3.86,-0.29,3.83,51.21,108.79,0.09,2.95,45.06,-92.96,269.64
85.997,9.64,20.67,2215.00,22.99,29.53,781.34,7.45,62.60,0.00,64.40,0.00,2.95,-4.35,3.51,32.69,77.51,0.09,3.10,45.06,-92.96,270.08
86.996,28.77,11.81,1402.00,24.23,29.53,786.20,6.67,62.60,0.39,64.40,0.00,1.12,-8.70,1.23,11.55,43.26,0.10,3.36,45.06,-92.96,269.87
88.005,29.08,14.77,1413.00,24.23,29.53,787.64,10.98,62.60,4.71,64.40,0.00,1.19,-7.25,-0.00,11.43,42.48,0.11,3.48,45.06,-92.96,269.75
89.001,17.82,15.95,1808.00,24.23,29.53,789.08,6.27,62.60,0.00,64.40,0.00,1.30,-6.67,-0.00,18.65,54.17,0.11,3.59,45.06,-92.96,268.71
89.999,17.82,15.95,1808.00,24.23,29.53,789.08,6.27,62.60,0.00,64.40,0.00,1.30,-6.67,-0.00,18.65,54.17,0.11,3.59,45.06,-92.96,268.53
91.001,29.93,9.74,1447.75,24.23,29.53,792.50,6.67,62.60,5.88,64.40,0.00,1.02,-9.72,-0.00,11.10,40.27,0.12,3.74,45.06,-92.96,269.58
91.997,29.93,9.74,1447.75,24.23,29.53,792.50,6.67,62.60,5.88,64.40,0.00,1.02,-9.72,-0.00,11.10,40.27,0.12,3.74,45.06,-92.96,269.58
92.996,29.93,9.74,1447.75,24.23,29.53,792.50,6.67,62.60,5.88,64.40,0.00,1.02,-9.72,-0.00,11.10,40.27,0.12,3.74,45.06,-92.96,268.70
94.016,13.13,20.38,1975.50,24.23,29.53,798.08,6.67,62.60,0.00,64.40,0.00,1.70,-4.50,-0.00,25.30,67.27,0.13,4.03,45.06,-92.96,268.70
94.986,13.13,20.38,1975.50,24.23,29.53,798.08,6.67,62.60,0.00,64.40,0.00,1.70,-4.50,-0.00,25.30,67.27,0.13,4.03,45.06,-92.96,269.29
95.987,39.43,9.45,1209.75,24.23,29.53,802.04,5.49,62.60,0.00,64.40,0.00,0.82,-9.86,-0.10,8.43,36.58,0.17,4.90,45.06,-92.96,269.29
96.991,39.43,9.45,1209.75,24.23,29.53,802.04,5.49,62.60,0.00,64.40,0.00,0.82,-9.86,-0.10,8.43,36.58,0.17,4.90,45.06,-92.96,269.29
97.989,37.35,8.86,1501.50,23.61,29.53,802.40,5.49,62.60,0.00,64.40,0.00,0.62,-10.15,-1.02,8.67,30.32,0.17,4.99,45.06,-92.96,269.29
98.992,37.35,8.86,1501.50,23.61,29.53,802.40,5.49,62.60,0.00,64.40,0.00,0.62,-10.15,-1.02,8.67,30.32,0.17,4.99,45.06,-92.96,267.73
99.994,37.35,8.86,1501.50,23.61,29.53,802.40,5.49,62.60,0.00,64.40,0.00,0.62,-10.15,-1.02,8.67,30.32,0.17,4.99,45.06,-92.96,267.73
100.988,41.38,7.68,1506.75,23.61,29.53,802.40,5.49,62.60,0.00,66.20,0.00,0.67,-10.73,-0.78,7.82,27.27,0.18,5.26,45.06,-92.96,262.53
101.992,36.45,7.97,1458.25,21.75,29.53,801.32,5.49,62.60,0.00,66.20,0.00,0.69,-10.59,-0.43,8.18,29.46,0.20,5.74,45.06,-92.96,258.73
102.986,36.89,7.97,1460.50,21.13,29.53,800.60,5.49,62.60,0.00,66.20,0.00,0.67,-10.59,-0.98,7.85,28.24,0.20,5.85,45.06,-92.96,258.73
103.984,37.28,7.97,1452.25,21.13,29.53,800.24,5.49,62.60,0.00,66.20,0.00,0.67,-10.59,-0.56,7.77,28.10,0.21,5.96,45.06,-92.96,256.44
104.995,34.39,8.27,1394.75,19.26,29.53,798.44,6.27,62.60,0.00,66.20,0.00,0.68,-10.44,-1.54,7.68,28.92,0.22,6.19,45.06,-92.96,256.29
105.999,34.39,8.27,1394.75,19.26,29.53,798.44,6.27,62.60,0.00,66.20,0.00,0.68,-10.44,-1.54,7.68,28.92,0.22,6.19,45.06,-92.96,255.46
106.988,3.21,20.38,1893.00,18.02,29.53,797.90,7.45,62.60,0.00,66.20,0.00,1.64,-4.50,-2.11,77.00,213.63,0.22,6.08,45.06,-92.96,255.80
107.986,3.21,20.38,1893.00,18.02,29.53,797.90,7.45,62.60,0.00,66.20,0.00,1.64,-4.50,-2.11,77.00,213.63,0.22,6.08,45.06,-92.96,243.46
108.992,18.92,12.40,1348.50,15.53,29.53,797.36,6.27,62.60,0.00,66.20,0.00,1.35,-8.41,-2.10,11.26,43.84,0.23,6.22,45.06,-92.96,252.95
109.993,18.92,12.40,1348.50,15.53,29.53,797.36,6.27,62.60,0.00,66.20,0.00,1.35,-8.41,-2.10,11.26,43.84,0.23,6.22,45.06,-92.96,252.95
110.992,18.92,12.40,1348.50,15.53,29.53,797.36,6.27,62.60,0.00,66.20,0.00,1.35,-8.41,-2.10,11.26,43.84,0.23,6.22,45.06,-92.96,252.95
111.990,6.51,20.08,1791.25,4.97,29.53,798.26,21.96,62.60,10.59,66.20,0.00,1.56,-4.64,-4.45,10.47,30.71,0.23,6.22,45.06,-92.96,252.95
112.998,6.51,20.08,1791.25,4.97,29.53,798.26,21.96,62.60,10.59,66.20,0.00,1.56,-4.64,-4.45,10.47,30.71,0.23,6.22,45.06,-92.96,252.95
114.012,6.51,20.08,1791.25,4.97,29.53,798.26,21.96,62.60,10.59,66.20,0.00,1.56,-4.64,-4.45,10.47,30.71,0.23,6.22,45.06,-92.96,252.95
115.004,3.45,31.60,2642.00,13.67,29.53,803.66,12.55,62.60,8.24,66.20,0.00,3.27,1.02,-1.16,54.34,108.02,0.24,6.02,45.06,-92.96,247.04
115.989,3.45,31.60,2642.00,13.67,29.53,803.66,12.55,62.60,8.24,66.20,0.00,3.27,1.02,-1.16,54.34,108.02,0.24,6.02,45.06,-92.96,247.04
116.986,8.19,23.62,2226.75,21.75,29.53,811.40,11.76,62.60,5.49,64.40,0.00,3.60,-2.90,4.69,36.41,85.89,0.26,6.11,45.06,-92.96,247.16
117.994,8.19,23.62,2226.75,21.75,29.53,811.40,11.76,62.60,5.49,64.40,0.00,3.60,-2.90,4.69,36.41,85.89,0.26,6.11,45.06,-92.96,247.16
118.980,23.67,10.63,1582.75,25.48,29.53,816.80,5.88,62.60,0.00,64.40,0.00,1.37,-9.28,3.49,14.76,48.97,0.28,6.41,45.06,-92.96,247.16
119.995,41.05,8.56,1414.00,25.48,29.53,819.68,5.49,62.60,2.35,64.40,0.00,0.78,-10.30,1.09,8.51,31.61,0.29,6.69,45.06,-92.96,247.16
120.988,41.05,8.56,1414.00,25.48,29.53,819.68,5.49,62.60,2.35,64.40,0.00,0.78,-10.30,1.09,8.51,31.61,0.29,6.69,45.06,-92.96,247.16
122.002,41.05,8.56,1414.00,25.48,29.53,819.68,5.49,62.60,2.35,64.40,0.00,0.78,-10.30,1.09,8.51,31.61,0.29,6.69,45.06,-92.96,247.71
122.990,40.04,7.97,1550.75,24.85,29.53,821.84,5.10,62.60,0.00,64.40,0.00,0.65,-10.59,-0.41,8.51,28.82,0.30,6.84,45.06,-92.96,247.71
124.002,40.04,7.97,1550.75,24.85,29.53,821.84,5.10,62.60,0.00,64.40,0.00,0.65,-10.59,-0.41,8.51,28.82,0.30,6.84,45.06,-92.96,247.71
124.997,44.84,7.97,1475.75,23.61,29.53,822.20,5.10,62.60,0.00,64.40,0.00,0.71,-10.59,-0.79,7.22,25.70,0.31,7.14,45.06,-92.96,247.67
125.992,44.84,7.97,1475.75,23.61,29.53,822.20,5.10,62.60,0.00,64.40,0.00,0.71,-10.59,-0.79,7.22,25.70,0.31,7.14,45.06,-92.96,247.67
127.007,39.54,7.68,1359.25,19.88,29.53,820.94,4.71,62.60,0.00,64.40,0.00,0.65,-10.73,-1.56,6.89,26.64,0.33,7.37,45.06,-92.96,247.07
128.001,27.19,8.27,1276.00,14.29,29.53,819.50,4.71,62.60,0.00,64.40,0.00,0.65,-10.44,-2.92,7.21,29.66,0.34,7.52,45.06,-92.96,247.07
128.995,25.28,8.27,1268.25,12.43,29.53,818.60,5.88,62.60,0.00,64.40,0.00,0.61,-10.44,-3.05,6.74,27.91,0.34,7.58,45.06,-92.96,249.65
129.990,15.63,10.63,1263.25,10.56,29.53,817.52,5.88,62.60,0.00,64.40,0.00,0.77,-9.28,-2.11,9.27,38.52,0.34,7.63,45.06,-92.96,252.61
131.004,15.63,10.63,1263.25,10.56,29.53,817.52,5.88,62.60,0.00,64.40,0.00,0.77,-9.28,-2.11,9.27,38.52,0.34,7.63,45.06,-92.96,252.61
131.989,13.93,10.93,1233.75,9.32,29.53,816.62,5.88,62.60,0.00,64.40,0.00,0.80,-9.14,-2.05,9.18,39.06,0.35,7.65,45.06,-92.96,260.57
132.993,7.36,12.99,1028.50,4.97,29.53,815.00,5.88,62.60,0.00,64.40,0.00,0.92,-8.12,-3.34,9.26,47.29,0.35,7.64,45.06,-92.96,260.57
133.995,5.57,13.29,1030.75,3.73,29.53,814.82,5.88,62.60,0.00,64.40,0.00,0.79,-7.98,-2.75,9.17,46.74,0.35,7.64,45.06,-92.96,260.57
134.995,4.86,13.29,1039.00,3.11,29.53,814.10,30.59,62.60,18.04,64.40,0.00,0.79,-7.98,-1.23,8.77,44.31,0.35,7.62,45.06,-92.96,260.57
135.997,4.86,13.29,1039.00,3.11,29.53,814.10,30.59,62.60,18.04,64.40,0.00,0.79,-7.98,-1.23,8.77,44.31,0.35,7.62,45.06,-92.96,267.15
137.000,4.86,13.29,1039.00,3.11,29.53,814.10,30.59,62.60,18.04,64.40,0.00,0.79,-7.98,-1.23,8.77,44.31,0.35,7.62,45.06,-92.96,273.17
137.993,1.21,29.23,2568.25,4.97,29.53,815.90,15.29,62.60,9.41,64.40,0.00,1.75,-0.15,0.34,56.51,115.57,0.35,7.38,45.06,-92.96,267.15
139.011,1.21,29.23,2568.25,4.97,29.53,815.90,15.29,62.60,9.41,64.40,0.00,1.75,-0.15,0.34,56.51,115.57,0.35,7.38,45.06,-92.96,230.21
139.986,1.21,29.23,2568.25,4.97,29.53,815.90,15.29,62.60,9.41,64.40,0.00,1.75,-0.15,0.34,56.51,115.57,0.35,7.38,45.06,-92.96,230.24
140.998,4.43,35.44,2845.00,18.64,29.53,821.66,20.00,62.60,10.98,64.40,0.00,5.25,2.90,4.74,57.73,106.57,0.37,7.19,45.06,-92.96,230.24
142.004,4.43,35.44,2845.00,18.64,29.53,821.66,20.00,62.60,10.98,64.40,0.00,5.25,2.90,4.74,57.73,106.57,0.37,7.19,45.06,-92.96,230.14
143.001,5.36,35.44,2762.75,29.20,29.53,836.06,13.73,62.60,9.02,64.40,0.00,5.82,2.90,7.05,74.67,141.96,0.39,7.06,45.06,-92.96,229.78
143.990,5.36,35.44,2762.75,29.20,29.53,836.06,13.73,62.60,9.02,64.40,0.00,5.82,2.90,7.05,74.67,141.96,0.39,7.06,45.06,-92.96,229.78
144.990,11.35,18.90,2154.25,36.04,29.53,854.24,19.61,62.60,10.59,64.40,0.00,3.01,-5.22,5.27,43.54,106.16,0.41,7.22,45.06,-92.96,230.56
146.011,11.35,18.90,2154.25,36.04,29.53,854.24,19.61,62.60,10.59,64.40,0.00,3.01,-5.22,5.27,43.54,106.16,0.41,7.22,45.06,-92.96,230.15
146.988,11.35,18.90,2154.25,36.04,29.53,854.24,19.61,62.60,10.59,64.40,0.00,3.01,-5.22,5.27,43.54,106.16,0.41,7.22,45.06,-92.96,229.99
148.002,10.20,21.56,2111.75,39.15,29.53,865.76,12.55,60.80,8.63,64.40,0.00,2.68,-3.92,3.10,52.61,130.84,0.43,7.37,45.06,-92.96,230.19
148.993,10.20,21.56,2111.75,39.15,29.53,865.76,12.55,60.80,8.63,64.40,0.00,2.68,-3.92,3.10,52.61,130.84,0.43,7.37,45.06,-92.96,230.19
149.992,39.48,20.67,2146.50,41.01,29.53,884.66,11.76,60.80,6.67,64.40,0.00,2.52,-4.35,1.59,14.24,34.85,0.46,7.74,45.06,-92.96,229.76
151.009,22.28,19.49,2076.75,41.63,29.53,894.20,11.76,60.80,6.27,62.60,0.00,2.26,-4.93,0.22,25.62,64.80,0.50,8.13,45.06,-92.96,229.76
152.015,22.86,20.08,2071.25,41.01,29.53,896.36,12.16,60.80,3.53,62.60,0.00,2.41,-4.64,-0.85,24.59,62.36,0.50,8.19,45.06,-92.96,229.76
152.994,21.81,19.79,2093.50,41.01,29.53,902.48,12.55,60.80,7.06,62.60,0.00,2.26,-4.79,-0.15,25.78,64.68,0.52,8.34,45.05,-92.96,229.97
154.010,20.35,22.15,2110.25,41.63,29.53,906.44,10.59,60.80,5.88,62.60,0.00,2.69,-3.63,0.82,28.05,69.81,0.53,8.47,45.05,-92.96,229.97
155.005,22.04,19.79,2093.75,41.01,29.53,908.42,12.55,60.80,6.67,62.60,0.00,2.41,-4.79,0.14,25.51,63.99,0.54,8.54,45.05,-92.96,229.97
156.011,16.00,23.62,2236.25,41.63,29.53,914.18,15.29,60.80,9.02,62.60,0.00,2.81,-2.90,0.74,35.68,83.81,0.55,8.66,45.05,-92.96,229.76
157.000,15.23,24.81,2289.25,41.63,29.53,916.16,7.84,60.80,5.49,62.60,0.00,3.20,-2.32,0.00,37.48,86.00,0.56,8.70,45.05,-92.96,230.10
157.989,19.35,22.15,2181.50,41.63,29.53,921.92,14.90,60.80,8.63,62.60,0.00,2.75,-3.63,0.00,29.49,71.01,0.57,8.84,45.05,-92.96,230.10
159.002,24.67,18.60,2111.75,42.25,29.53,923.90,12.55,60.80,7.45,62.60,0.00,2.34,-5.37,0.57,23.48,58.40,0.58,8.93,45.05,-92.96,229.99
160.011,24.67,18.60,2111.75,42.25,29.53,923.90,12.55,60.80,7.45,62.60,0.00,2.34,-5.37,0.57,23.48,58.40,0.58,8.93,45.05,-92.96,230.04
161.013,15.06,24.21,2311.75,42.25,29.53,930.20,12.94,60.80,8.63,62.60,0.00,2.95,-2.61,0.57,38.48,87.42,0.60,9.01,45.05,-92.96,230.04
162.009,16.12,24.21,2273.75,42.87,29.53,936.68,7.84,60.80,1.57,62.60,0.00,3.23,-2.61,0.23,36.46,84.23,0.62,9.16,45.05,-92.97,229.90
162.987,33.80,15.95,2041.00,43.50,29.53,942.80,12.16,60.80,7.06,62.60,0.00,2.09,-6.67,0.78,17.64,45.40,0.63,9.27,45.05,-92.97,229.90
164.015,33.80,15.95,2041.00,43.50,29.53,942.80,12.16,60.80,7.06,62.60,0.00,2.09,-6.67,0.78,17.64,45.40,0.63,9.27,45.05,-92.97,229.90
165.006,21.08,23.03,2219.25,42.87,29.53,946.58,13.33,60.80,7.84,62.60,0.00,2.71,-3.19,0.16,27.89,66.01,0.64,9.38,45.05,-92.97,229.75
166.010,21.08,23.03,2219.25,42.87,29.53,946.58,13.33,60.80,7.84,62.60,0.00,2.71,-3.19,0.16,27.89,66.01,0.64,9.38,45.05,-92.97,229.75
167.007,21.08,23.03,2219.25,42.87,29.53,946.58,13.33,60.80,7.84,62.60,0.00,2.71,-3.19,0.16,27.89,66.01,0.64,9.38,45.05,-92.97,229.84
167.997,21.78,18.60,2328.50,43.50,29.53,955.40,68.63,60.80,19.61,62.60,0.00,2.38,-5.37,-0.18,27.38,61.75,0.67,9.58,45.05,-92.97,229.84
169.010,6.66,41.34,3134.25,46.60,29.53,970.52,12.94,60.80,2.75,62.60,0.00,5.55,5.80,1.08,95.94,160.77,0.70,9.36,45.05,-92.97,229.75
170.005,6.66,41.34,3134.25,46.60,29.53,970.52,12.94,60.80,2.75,62.60,0.00,5.55,5.80,1.08,95.94,160.77,0.70,9.36,45.05,-92.97,229.75
171.006,28.49,18.90,1865.00,49.09,29.53,982.58,8.63,60.80,0.00,62.60,0.00,2.32,-5.22,1.43,23.62,66.53,0.74,9.74,45.05,-92.97,229.75
171.998,64.52,10.63,1556.25,49.09,29.53,985.10,8.24,60.80,5.88,62.60,0.00,1.14,-9.28,-0.32,10.43,35.20,0.75,9.83,45.05,-92.97,229.89
173.007,64.00,12.11,1613.25,48.47,29.53,990.68,12.94,60.80,5.88,62.60,0.00,1.30,-8.56,-0.61,10.38,33.80,0.77,10.01,45.05,-92.97,229.89
173.998,25.98,23.33,1877.00,47.85,29.53,992.30,13.73,60.80,7.06,62.60,0.00,2.17,-3.05,-0.76,25.25,70.66,0.77,10.07,45.05,-92.97,229.89
175.002,25.98,23.33,1877.00,47.85,29.53,992.30,13.73,60.80,7.06,62.60,0.00,2.17,-3.05,-0.76,25.25,70.66,0.77,10.07,45.05,-92.97,229.87
176.003,22.14,23.33,2049.50,47.85,29.53,995.72,14.12,60.80,12.94,62.60,0.00,2.53,-3.05,-0.76,29.63,75.93,0.78,10.12,45.05,-92.97,229.87
177.016,22.14,23.33,2049.50,47.85,29.53,995.72,14.12,60.80,12.94,62.60,0.00,2.53,-3.05,-0.76,29.63,75.93,0.78,10.12,45.05,-92.97,229.87
178.002,11.02,31.60,2571.25,47.85,29.53,1004.36,9.80,60.80,10.98,62.60,0.00,3.74,1.02,0.00,59.52,121.57,0.81,10.12,45.05,-92.97,229.87
179.006,11.02,31.60,2571.25,47.85,29.53,1004.36,9.80,60.80,10.98,62.60,0.00,3.74,1.02,0.00,59.52,121.57,0.81,10.12,45.05,-92.97,230.21
180.008,16.82,27.46,2254.00,49.09,29.53,1009.40,10.59,60.80,10.98,62.60,0.00,4.07,-1.02,0.43,40.01,93.22,0.83,10.27,45.05,-92.97,230.71
181.012,16.82,27.46,2254.00,49.09,29.53,1009.40,10.59,60.80,10.98,62.60,0.00,4.07,-1.02,0.43,40.01,93.22,0.83,10.27,45.05,-92.97,231.72
182.014,14.41,21.26,1991.50,49.09,29.53,1013.00,16.08,60.80,10.59,62.60,0.00,2.76,-4.06,0.43,46.69,123.15,0.86,10.37,45.05,-92.97,233.51
183.003,14.41,21.26,1991.50,49.09,29.53,1013.00,16.08,60.80,10.59,62.60,0.00,2.76,-4.06,0.43,46.69,123.15,0.86,10.37,45.05,-92.97,235.10
184.003,14.41,21.26,1991.50,49.09,29.53,1013.00,16.08,60.80,10.59,62.60,0.00,2.76,-4.06,0.43,46.69,123.15,0.86,10.37,45.05,-92.97,237.81
185.005,33.73,24.81,2222.00,48.47,29.53,1016.06,11.76,60.80,10.20,62.60,0.00,2.85,-2.32,-0.23,19.70,46.57,0.89,10.59,45.05,-92.97,238.92
186.006,33.73,24.81,2222.00,48.47,29.53,1016.06,11.76,60.80,10.20,62.60,0.00,2.85,-2.32,-0.23,19.70,46.57,0.89,10.59,45.05,-92.97,241.51
187.012,16.30,27.17,2267.00,47.85,29.53,1018.22,29.41,60.80,19.22,62.60,0.00,3.48,-1.16,-0.39,40.25,93.24,0.93,10.74,45.05,-92.97,243.51
188.004,16.30,27.17,2267.00,47.85,29.53,1018.22,29.41,60.80,19.22,62.60,0.00,3.48,-1.16,-0.39,40.25,93.24,0.93,10.74,45.05,-92.97,245.05
189.010,7.29,40.46,2808.25,47.22,29.53,1019.48,17.65,60.80,12.16,62.60,0.00,5.29,5.37,-0.38,88.76,166.01,0.96,10.60,45.05,-92.97,245.63
190.004,7.29,40.46,2808.25,47.22,29.53,1019.48,17.65,60.80,12.16,62.60,0.00,5.29,5.37,-0.38,88.76,166.01,0.96,10.60,45.05,-92.97,247.90
