Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Ignition timing advance for #1 cylinder (deg), Mass air flow rate (lb/min), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Altitude (ft)
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.501,0,0,0,0,0,3.541671,0,0,0,0,33.529346,0,0,0,45.0581,-92.954605,973.83826
0.750,0,0,0,0,0,3.541671,0,0,0,0,33.529346,0,0,0,45.0581,-92.954605,973.83826
1.001,0,0,0,0,0,3.541671,0,0,0,0,33.529346,0,0,0,45.0581,-92.954605,973.83826
1.251,0,0,0,0,0,3.541671,0,0,0,0,33.529346,0,0,0,45.0581,-92.954605,973.83826
1.500,0,0,0,0,0,3.541671,0,0,0,0,33.529346,0,0,0,45.0581,-92.95459,977.3414
1.751,0,25.395885,1673.5,0,-17.5,3.454353,62.6,0,64.4,-2.0305283,32.459785,101.8718,0,0,45.0581,-92.95459,977.3414
2.001,0,25.986488,1654.75,0,-17,3.476844,62.6,0,64.4,-1.7404529,32.049744,101.724655,0,0,45.0581,-92.95459,977.3414
2.251,0,25.100586,1659,0,-17.5,3.296916,62.6,0,64.4,-2.175566,30.391157,96.21326,0,0,45.0581,-92.95459,977.3414
2.500,0,25.986488,1651.25,0,-15.5,3.433185,62.6,0,64.4,-1.7404529,31.402956,99.88305,0,0,45.058094,-92.95462,976.50037
2.751,0,24.805285,1647.25,0,-16.5,3.110373,62.6,0,64.4,-2.3206038,28.671593,91.41688,0,0,45.058094,-92.95462,976.50037
3.001,0,25.691187,1645.5,0,-15,3.501981,62.6,0,64.4,-1.8854905,31.9071,101.8412,0,0,45.058094,-92.95462,976.50037
3.255,0,25.395885,1666,0,-16.5,3.234735,62.6,0,64.4,-2.0305283,29.587757,93.27626,0,0,45.058094,-92.95462,976.50037
3.501,0,24.509983,1635.5,0,-16,3.193722,62.6,0,64.4,-2.4656415,29.098503,93.444595,0,0,45.058075,-92.9546,976.8218
3.751,0,24.805285,1650.25,0,-17,3.193722,62.6,0,64.4,-2.3206038,29.098503,92.60938,0,0,45.058075,-92.9546,976.8218
4.001,0,24.805285,1637,0,-15,3.277071,62.6,0,64.4,-2.3206038,29.85791,95.79543,0,0,45.058075,-92.9546,976.8218
4.250,0,24.805285,1631.25,0,-15.5,3.236058,62.6,0,64.4,-2.3206038,29.484234,94.92998,0,0,45.058075,-92.9546,976.8218
4.500,0,23.91938,1654.25,0,-16.5,3.070683,62.6,0,64.4,-2.755717,27.977476,88.82628,0,0,45.05809,-92.95458,977.37006
4.751,0,23.91938,1652,0,-15.5,3.091851,62.6,0,64.4,-2.755717,28.170341,89.560425,0,0,45.05809,-92.95458,977.37006
5.001,0,24.509983,1619.25,0,-14.5,3.195045,62.6,0,64.4,-2.4656415,29.110558,94.421455,0,0,45.05809,-92.95458,977.37006
5.250,0,23.91938,1630,0,-15,2.988657,62.6,0,64.4,-2.755717,27.230124,87.73969,0,0,45.05809,-92.95458,977.37006
