# StartTime = 08/06/2024 03:03:57.0727 PM
Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 2  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Bearing (deg)
66.981,2.51,35.44,3150.00,13.67,29.83,782.42,23.92,82.40,16.47,91.40,0.00,5.09,2.76,4.96,74.73,124.61,0.19,8.31,44.86,-93.35,0.46
67.972,2.67,41.64,3240.25,18.64,29.83,785.12,23.53,82.40,13.33,91.40,0.00,7.57,5.80,7.19,95.86,155.38,0.19,7.95,44.86,-93.35,0.46
68.983,2.67,41.64,3240.25,18.64,29.83,785.12,23.53,82.40,13.33,91.40,0.00,7.57,5.80,7.19,95.86,155.38,0.19,7.95,44.86,-93.35,0.46
69.973,4.76,28.35,2582.50,27.96,29.83,795.74,18.82,82.40,10.20,91.40,0.00,5.30,-0.73,8.21,80.62,163.95,0.21,7.57,44.86,-93.35,0.49
70.979,4.76,28.35,2582.50,27.96,29.83,795.74,18.82,82.40,10.20,91.40,0.00,5.30,-0.73,8.21,80.62,163.95,0.21,7.57,44.86,-93.35,0.49
71.969,9.16,29.23,2509.75,33.55,29.83,805.64,5.88,82.40,0.78,91.40,0.00,4.36,-0.29,6.07,50.24,105.14,0.22,7.66,44.86,-93.35,0.58
72.984,9.16,29.23,2509.75,33.55,29.83,805.64,5.88,82.40,0.78,91.40,0.00,4.36,-0.29,6.07,50.24,105.14,0.22,7.66,44.86,-93.35,0.58
73.969,51.69,8.86,1722.00,36.04,29.83,813.56,3.92,82.40,8.24,91.40,0.00,1.28,-10.30,2.97,9.56,29.16,0.24,8.25,44.86,-93.35,0.62
74.983,14.94,22.44,2157.50,34.80,29.83,817.70,5.10,82.40,0.00,87.80,0.00,2.23,-3.63,0.41,31.93,77.74,0.26,8.53,44.86,-93.35,0.62
75.972,14.94,22.44,2157.50,34.80,29.83,817.70,5.10,82.40,0.00,87.80,0.00,2.23,-3.63,0.41,31.93,77.74,0.26,8.53,44.86,-93.35,0.69
76.986,60.99,7.09,1846.75,34.80,29.83,821.48,8.63,82.40,0.00,87.80,0.00,0.88,-11.17,-0.48,7.82,22.25,0.28,8.98,44.86,-93.35,0.69
77.988,60.99,7.09,1846.75,34.80,29.83,821.48,8.63,82.40,0.00,87.80,0.00,0.88,-11.17,-0.48,7.82,22.25,0.28,8.98,44.86,-93.35,0.97
78.985,60.99,7.09,1846.75,34.80,29.83,821.48,8.63,82.40,0.00,87.80,0.00,0.88,-11.17,-0.48,7.82,22.25,0.28,8.98,44.86,-93.35,0.44
79.978,60.99,7.09,1846.75,34.80,29.83,821.48,8.63,82.40,0.00,87.80,0.00,0.88,-11.17,-0.48,7.82,22.25,0.28,8.98,44.86,-93.35,0.44
80.979,60.99,7.09,1846.75,34.80,29.83,821.48,8.63,82.40,0.00,87.80,0.00,0.88,-11.17,-0.48,7.82,22.25,0.28,8.98,44.86,-93.35,0.44
81.976,61.31,17.72,1942.00,34.18,29.83,824.54,3.53,82.40,0.00,87.80,0.00,1.89,-5.95,-0.26,7.64,20.67,0.30,9.43,44.86,-93.35,0.67
82.979,61.31,17.72,1942.00,34.18,29.83,824.54,3.53,82.40,0.00,87.80,0.00,1.89,-5.95,-0.26,7.64,20.67,0.30,9.43,44.86,-93.35,0.67
83.981,61.31,17.72,1942.00,34.18,29.83,824.54,3.53,82.40,0.00,87.80,0.00,1.89,-5.95,-0.26,7.64,20.67,0.30,9.43,44.86,-93.35,0.67
84.983,61.31,17.72,1942.00,34.18,29.83,824.54,3.53,82.40,0.00,87.80,0.00,1.89,-5.95,-0.26,7.64,20.67,0.30,9.43,44.86,-93.35,0.59
85.974,99.36,5.32,1086.75,27.34,29.83,821.30,3.14,82.40,0.00,87.80,0.00,0.60,-12.04,-1.22,3.77,18.23,0.34,10.54,44.86,-93.35,0.59
86.981,99.36,5.32,1086.75,27.34,29.83,821.30,3.14,82.40,0.00,87.80,0.00,0.60,-12.04,-1.22,3.77,18.23,0.34,10.54,44.86,-93.35,0.59
87.981,54.27,5.91,1017.00,15.53,29.83,819.14,3.14,82.40,0.00,87.80,0.00,0.37,-11.75,-3.65,3.92,20.27,0.35,10.91,44.86,-93.35,0.59
88.980,29.72,8.27,743.25,9.32,29.83,815.72,3.53,82.40,0.00,87.80,0.00,0.49,-10.59,-4.92,4.30,30.38,0.35,11.01,44.86,-93.35,0.37
89.971,29.72,8.27,743.25,9.32,29.83,815.72,3.53,82.40,0.00,87.80,0.00,0.49,-10.59,-4.92,4.30,30.38,0.35,11.01,44.86,-93.35,0.37
90.993,17.82,9.15,733.50,4.97,29.83,812.66,3.53,82.40,0.00,87.80,0.00,0.39,-10.15,-3.99,3.82,27.38,0.36,11.04,44.86,-93.35,0.37
91.968,17.82,9.15,733.50,4.97,29.83,812.66,3.53,82.40,0.00,87.80,0.00,0.39,-10.15,-3.99,3.82,27.38,0.36,11.04,44.86,-93.35,0.37
92.975,8.78,11.52,628.50,2.49,29.83,810.68,3.53,82.40,0.00,87.80,0.00,0.49,-8.99,-2.77,3.88,32.44,0.36,11.03,44.86,-93.35,0.37
93.981,8.78,11.52,628.50,2.49,29.83,810.68,3.53,82.40,0.00,87.80,0.00,0.49,-8.99,-2.77,3.88,32.44,0.36,11.03,44.86,-93.35,0.37
94.974,1.99,12.11,673.00,0.62,29.83,809.06,3.53,82.40,0.00,87.80,0.00,0.44,-8.70,-1.80,4.27,33.35,0.36,10.99,44.86,-93.35,0.37
95.981,1.99,12.11,673.00,0.62,29.83,809.06,3.53,82.40,0.00,87.80,0.00,0.44,-8.70,-1.80,4.27,33.35,0.36,10.99,44.86,-93.35,0.37
96.982,0.00,11.81,688.25,0.00,29.83,807.08,3.53,82.40,0.00,87.80,0.00,0.46,-8.85,-1.01,4.25,32.45,0.36,10.92,44.86,-93.35,0.37
97.965,0.00,11.81,688.25,0.00,29.83,807.08,3.53,82.40,0.00,87.80,0.00,0.46,-8.85,-1.01,4.25,32.45,0.36,10.92,44.86,-93.35,0.37
98.984,0.00,11.22,700.25,0.00,29.83,806.00,3.53,82.40,0.00,89.60,0.00,0.45,-9.14,-0.21,4.25,31.89,0.36,10.88,44.86,-93.35,0.37
99.966,0.00,11.22,700.25,0.00,29.83,806.00,3.53,82.40,0.00,89.60,0.00,0.45,-9.14,-0.21,4.25,31.89,0.36,10.88,44.86,-93.35,0.37
100.968,0.00,11.22,691.50,0.00,29.83,804.74,3.53,82.40,0.00,89.60,0.00,0.45,-9.14,0.00,4.19,31.84,0.36,10.82,44.86,-93.35,0.37
101.979,0.00,11.22,691.50,0.00,29.83,804.74,3.53,82.40,0.00,89.60,0.00,0.45,-9.14,0.00,4.19,31.84,0.36,10.82,44.86,-93.35,0.37
102.975,0.00,11.52,682.75,0.00,29.83,804.02,3.92,82.40,1.57,89.60,0.00,0.46,-8.99,0.00,4.07,31.31,0.36,10.76,44.86,-93.35,0.37
103.974,0.00,11.52,682.75,0.00,29.83,804.02,3.92,82.40,1.57,89.60,0.00,0.46,-8.99,0.00,4.07,31.31,0.36,10.76,44.86,-93.35,0.37
104.970,0.00,24.51,1350.00,0.00,29.83,804.02,27.45,82.40,9.80,89.60,0.00,0.97,-2.61,0.00,4.48,17.43,0.36,10.70,44.86,-93.35,0.37
105.972,0.00,24.51,1350.00,0.00,29.83,804.02,27.45,82.40,9.80,89.60,0.00,0.97,-2.61,0.00,4.48,17.43,0.36,10.70,44.86,-93.35,4.51
106.966,0.00,24.51,1350.00,0.00,29.83,804.02,27.45,82.40,9.80,89.60,0.00,0.97,-2.61,0.00,4.48,17.43,0.36,10.70,44.86,-93.35,4.51
107.968,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,0.00
108.985,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,0.00
109.985,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,325.21
110.972,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,293.68
111.955,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,293.68
112.968,2.47,25.10,2325.50,6.84,29.83,806.36,12.94,82.40,7.06,89.60,0.00,1.95,-2.32,3.27,37.97,85.75,0.36,10.41,44.86,-93.35,296.85
113.981,8.12,22.15,2014.25,17.40,29.83,820.22,3.92,82.40,0.00,89.60,0.00,2.97,-3.77,5.14,29.37,76.58,0.38,10.16,44.86,-93.35,306.16
114.966,8.12,22.15,2014.25,17.40,29.83,820.22,3.92,82.40,0.00,89.60,0.00,2.97,-3.77,5.14,29.37,76.58,0.38,10.16,44.86,-93.35,312.11
115.971,72.68,6.79,944.75,21.75,29.83,824.18,3.14,82.40,0.00,89.60,0.00,0.79,-11.31,2.41,4.10,22.81,0.42,10.98,44.86,-93.35,317.02
116.976,72.68,6.79,944.75,21.75,29.83,824.18,3.14,82.40,0.00,89.60,0.00,0.79,-11.31,2.41,4.10,22.81,0.42,10.98,44.86,-93.35,319.14
117.971,72.17,6.50,1011.00,18.02,29.83,824.36,3.14,82.40,0.00,89.60,0.00,0.35,-11.46,-1.03,3.42,17.78,0.43,11.18,44.86,-93.35,322.50
118.967,72.17,6.50,1011.00,18.02,29.83,824.36,3.14,82.40,0.00,89.60,0.00,0.35,-11.46,-1.03,3.42,17.78,0.43,11.18,44.86,-93.35,319.23
119.971,43.00,6.79,813.25,11.81,29.83,823.46,3.14,82.40,0.00,89.60,0.00,0.40,-11.31,-4.38,3.76,24.31,0.43,11.28,44.86,-93.35,319.23
120.974,17.34,8.27,640.50,4.97,29.83,821.48,3.53,82.40,0.00,89.60,0.00,0.39,-10.59,-6.09,3.93,32.23,0.43,11.30,44.86,-93.35,319.23
121.985,17.34,8.27,640.50,4.97,29.83,821.48,3.53,82.40,0.00,89.60,0.00,0.39,-10.59,-6.09,3.93,32.23,0.43,11.30,44.86,-93.35,319.23
122.968,0.00,12.70,576.75,0.00,29.83,820.40,3.53,82.40,0.00,89.60,0.00,0.47,-8.41,-5.28,3.89,35.43,0.43,11.26,44.86,-93.35,319.23
123.976,0.00,12.70,576.75,0.00,29.83,820.40,3.53,82.40,0.00,89.60,0.00,0.47,-8.41,-5.28,3.89,35.43,0.43,11.26,44.86,-93.35,319.23
124.971,0.00,12.11,699.00,0.00,29.83,819.32,3.92,82.40,0.00,89.60,0.00,0.40,-8.70,-2.01,4.48,33.67,0.43,11.21,44.86,-93.35,319.23
125.970,0.00,12.11,754.75,0.00,29.83,818.60,3.92,82.40,0.00,89.60,0.00,0.49,-8.70,0.00,4.77,33.20,0.43,11.16,44.86,-93.35,319.23
126.976,0.00,12.11,754.75,0.00,29.83,818.60,3.92,82.40,0.00,89.60,0.00,0.49,-8.70,0.00,4.77,33.20,0.43,11.16,44.86,-93.35,319.23
127.976,3.39,11.81,755.25,1.24,29.83,817.88,3.92,82.40,0.00,89.60,0.00,0.51,-8.85,0.60,5.02,34.94,0.43,11.13,44.86,-93.35,319.23
128.969,3.39,11.81,755.25,1.24,29.83,817.88,3.92,82.40,0.00,89.60,0.00,0.51,-8.85,0.60,5.02,34.94,0.43,11.13,44.86,-93.35,319.23
129.983,3.23,19.49,1273.00,1.86,29.83,817.34,12.55,82.40,6.27,89.60,0.00,0.85,-5.08,0.89,7.92,32.69,0.43,11.08,44.86,-93.35,319.03
130.984,3.23,19.49,1273.00,1.86,29.83,817.34,12.55,82.40,6.27,89.60,0.00,0.85,-5.08,0.89,7.92,32.69,0.43,11.08,44.86,-93.35,322.03
131.975,4.26,12.11,1546.00,7.46,29.83,818.78,13.33,82.40,7.84,89.60,0.00,0.89,-8.70,2.34,24.00,81.53,0.44,10.91,44.86,-93.35,321.75
132.982,16.13,8.86,1506.25,9.94,29.83,819.86,12.55,82.40,9.80,89.60,0.00,0.79,-10.30,3.07,8.45,29.47,0.44,10.95,44.86,-93.35,321.75
133.968,16.13,8.86,1506.25,9.94,29.83,819.86,12.55,82.40,9.80,89.60,0.00,0.79,-10.30,3.07,8.45,29.47,0.44,10.95,44.86,-93.35,321.75
134.973,4.79,24.51,2231.25,11.81,29.83,822.02,10.98,82.40,10.59,89.60,0.00,2.13,-2.61,1.90,33.79,79.53,0.45,10.78,44.86,-93.35,317.32
135.972,4.79,24.51,2231.25,11.81,29.83,822.02,10.98,82.40,10.59,89.60,0.00,2.13,-2.61,1.90,33.79,79.53,0.45,10.78,44.86,-93.35,310.14
136.974,4.79,24.51,2231.25,11.81,29.83,822.02,10.98,82.40,10.59,89.60,0.00,2.13,-2.61,1.90,33.79,79.53,0.45,10.78,44.86,-93.35,301.24
137.969,4.79,24.51,2231.25,11.81,29.83,822.02,10.98,82.40,10.59,89.60,0.00,2.13,-2.61,1.90,33.79,79.53,0.45,10.78,44.86,-93.35,297.90
138.981,4.79,24.51,2231.25,11.81,29.83,822.02,10.98,82.40,10.59,89.60,0.00,2.13,-2.61,1.90,33.79,79.53,0.45,10.78,44.86,-93.35,289.65
139.963,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,287.42
140.981,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,277.79
141.965,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,272.00
142.981,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,272.45
143.990,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,272.63
144.991,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,272.17
145.964,6.26,24.51,2202.50,16.16,29.83,826.16,10.20,82.40,13.33,89.60,0.00,3.15,-2.61,2.59,35.40,84.42,0.46,10.63,44.86,-93.35,272.47
146.974,5.36,30.42,2447.00,24.85,29.83,869.54,10.98,82.40,0.00,89.60,0.00,3.86,0.29,2.98,63.62,136.56,0.49,9.81,44.86,-93.35,272.47
147.980,5.36,30.42,2447.00,24.85,29.83,869.54,10.98,82.40,0.00,89.60,0.00,3.86,0.29,2.98,63.62,136.56,0.49,9.81,44.86,-93.35,272.38
148.969,5.36,30.42,2447.00,24.85,29.83,869.54,10.98,82.40,0.00,89.60,0.00,3.86,0.29,2.98,63.62,136.56,0.49,9.81,44.86,-93.35,271.32
149.972,5.36,30.42,2447.00,24.85,29.83,869.54,10.98,82.40,0.00,89.60,0.00,3.86,0.29,2.98,63.62,136.56,0.49,9.81,44.86,-93.35,270.52
