Time (sec), Instant fuel economy (MPG), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Engine oil temperature (°F), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel (gal), Trip Fuel Economy (MPG), Average Trip CO2 Rate (lb/mile), Latitude (deg), Longitude (deg), Bearing (deg)
71.965,8.725516,42.7451,82.4,14.469749,1186.5,4.9709697,29.5301,773.6,9.411765,60.8,8.235294,75.2,64.4,0.7406493,-7.3969245,7.8112874,34.57713,0.006619415,0.01311471,0.5047321,38.82423,45.058083,-92.95484,-1
72.931,8.725516,42.7451,82.4,14.469749,1186.5,4.9709697,29.5301,773.6,9.411765,60.8,8.235294,75.2,64.4,0.7406493,-7.3969245,7.8112874,34.57713,0.006619415,0.01311471,0.5047321,38.82423,45.058052,-92.95484,175.38028
73.990,8.725516,42.7451,82.4,14.469749,1186.5,4.9709697,29.5301,773.6,9.411765,60.8,8.235294,75.2,64.4,0.7406493,-7.3969245,7.8112874,34.57713,0.006619415,0.01311471,0.5047321,38.82423,45.058006,-92.95486,187.69727
74.934,0.7682524,41.960785,82.4,19.489866,1879.25,1.2427424,29.5301,777.92,13.333333,60.8,6.27451,75.2,64.4,1.334081,-4.931283,22.179403,61.98682,0.007826085,0.014715278,0.531834,36.84577,45.057957,-92.95487,189.27562
76.043,0.7682524,41.960785,82.4,19.489866,1879.25,1.2427424,29.5301,777.92,13.333333,60.8,6.27451,75.2,64.4,1.334081,-4.931283,22.179403,61.98682,0.007826085,0.014715278,0.531834,36.84577,45.057888,-92.95488,184.15121
76.934,0.7682524,41.960785,82.4,19.489866,1879.25,1.2427424,29.5301,777.92,13.333333,60.8,6.27451,75.2,64.4,1.334081,-4.931283,22.179403,61.98682,0.007826085,0.014715278,0.531834,36.84577,45.05783,-92.95487,180.64369
77.952,11.211012,37.64706,82.4,17.71806,1834.5,13.048795,29.5301,784.94,9.803922,60.8,5.882353,75.2,64.4,1.920907,-5.8015094,15.958727,45.68931,0.020203622,0.01578953,1.2795583,15.31453,45.057766,-92.95487,179.4186
78.923,11.211012,37.64706,82.4,17.71806,1834.5,13.048795,29.5301,784.94,9.803922,60.8,5.882353,75.2,64.4,1.920907,-5.8015094,15.958727,45.68931,0.020203622,0.01578953,1.2795583,15.31453,45.057697,-92.95487,181.03883
80.303,11.211012,37.64706,82.4,17.71806,1834.5,13.048795,29.5301,784.94,9.803922,60.8,5.882353,75.2,64.4,1.920907,-5.8015094,15.958727,45.68931,0.020203622,0.01578953,1.2795583,15.31453,45.057625,-92.954865,180.56358
80.942,11.211012,37.64706,82.4,17.71806,1834.5,13.048795,29.5301,784.94,9.803922,60.8,5.882353,75.2,64.4,1.920907,-5.8015094,15.958727,45.68931,0.020203622,0.01578953,1.2795583,15.31453,45.057545,-92.95487,180.6459
81.928,11.211012,37.64706,82.4,17.71806,1834.5,13.048795,29.5301,784.94,9.803922,60.8,5.882353,75.2,64.4,1.920907,-5.8015094,15.958727,45.68931,0.020203622,0.01578953,1.2795583,15.31453,45.057476,-92.95487,180.6459
82.923,8.237504,29.411764,95,9.449632,1651.5,16.155651,29.5301,791.78,5.098039,60.8,0,80.6,64.4,1.000088,-9.862566,26.89066,85.51788,0.03511678,0.017676711,1.9866128,9.863942,45.057415,-92.95487,180.6459
83.930,8.237504,29.411764,95,9.449632,1651.5,16.155651,29.5301,791.78,5.098039,60.8,0,80.6,64.4,1.000088,-9.862566,26.89066,85.51788,0.03511678,0.017676711,1.9866128,9.863942,45.057358,-92.95488,180.6459
84.925,8.237504,29.411764,95,9.449632,1651.5,16.155651,29.5301,791.78,5.098039,60.8,0,80.6,64.4,1.000088,-9.862566,26.89066,85.51788,0.03511678,0.017676711,1.9866128,9.863942,45.05732,-92.95487,180.6459
85.944,8.237504,29.411764,95,9.449632,1651.5,16.155651,29.5301,791.78,5.098039,60.8,0,80.6,64.4,1.000088,-9.862566,26.89066,85.51788,0.03511678,0.017676711,1.9866128,9.863942,45.057285,-92.95487,180.6459
86.928,22.64316,21.568628,95,9.154331,1262,13.048795,29.5301,795.2,5.098039,60.8,0,80.6,64.4,0.8721894,-10.007604,7.901436,32.883705,0.053473543,0.018470157,2.8951318,6.7685466,45.057262,-92.95488,180.6459
87.937,22.64316,21.568628,95,9.154331,1262,13.048795,29.5301,795.2,5.098039,60.8,0,80.6,64.4,0.8721894,-10.007604,7.901436,32.883705,0.053473543,0.018470157,2.8951318,6.7685466,45.057243,-92.95488,180.6459
88.960,22.64316,21.568628,95,9.154331,1262,13.048795,29.5301,795.2,5.098039,60.8,0,80.6,64.4,0.8721894,-10.007604,7.901436,32.883705,0.053473543,0.018470157,2.8951318,6.7685466,45.05721,-92.95489,180.6459
89.923,8.528385,69.411766,95,25.395885,2094.75,4.9709697,29.5301,796.28,12.941176,60.8,7.0588236,80.6,64.4,1.8489635,-2.0305283,7.9918427,20.037743,0.058299474,0.019046772,3.0608585,6.4020715,45.057167,-92.9549,180.6459
90.925,5.548964,34.509804,95,22.442877,2159.5,12.4274235,29.5301,798.44,15.294118,60.8,9.019608,80.6,64.4,2.7121663,-3.4809058,30.707317,74.68317,0.06966033,0.02090297,3.3325565,5.8801208,45.05721,-92.95508,228.90947
91.918,5.1947465,38.82353,95,24.214682,2342.5,14.291537,29.5301,800.24,15.686275,60.8,9.019608,80.6,64.4,3.016738,-2.6106794,37.72135,84.57494,0.072961465,0.021536747,3.3877661,5.7842937,45.057217,-92.95513,257.23737
92.924,5.413755,40.39216,95,25.100586,2412.5,16.777021,29.5301,802.58,14.90196,60.8,8.627451,80.6,64.4,3.3921032,-2.175566,42.49022,92.502975,0.07732625,0.022357322,3.4586546,5.6657395,45.05712,-92.95523,263.85715
93.933,5.413755,40.39216,95,25.100586,2412.5,16.777021,29.5301,802.58,14.90196,60.8,8.627451,80.6,64.4,3.3921032,-2.175566,42.49022,92.502975,0.07732625,0.022357322,3.4586546,5.6657395,45.057125,-92.95536,268.50067
94.932,5.413755,40.39216,95,25.100586,2412.5,16.777021,29.5301,802.58,14.90196,60.8,8.627451,80.6,64.4,3.3921032,-2.175566,42.49022,92.502975,0.07732625,0.022357322,3.4586546,5.6657395,45.05713,-92.9555,270.10666
95.922,8.423024,14.90196,95,12.107341,1890,21.126621,29.5301,809.06,6.27451,60.8,3.137255,80.6,64.4,1.6850846,-8.557226,34.390194,95.566765,0.08646603,0.023560427,3.6699688,5.33951,45.057125,-92.95564,269.6826
96.929,8.423024,14.90196,95,12.107341,1890,21.126621,29.5301,809.06,6.27451,60.8,3.137255,80.6,64.4,1.6850846,-8.557226,34.390194,95.566765,0.08646603,0.023560427,3.6699688,5.33951,45.057125,-92.95579,269.6052
97.924,38.251125,39.215687,95,13.288545,1634.5,24.233477,29.5301,812.66,8.235294,60.8,0,80.6,64.4,1.4489214,-7.9770756,8.686487,27.912151,0.10578636,0.024047062,4.399139,4.4544706,45.057125,-92.95593,269.45956
98.940,38.251125,39.215687,95,13.288545,1634.5,24.233477,29.5301,812.66,8.235294,60.8,0,80.6,64.4,1.4489214,-7.9770756,8.686487,27.912151,0.10578636,0.024047062,4.399139,4.4544706,45.05712,-92.95607,268.75656
99.918,38.251125,39.215687,95,13.288545,1634.5,24.233477,29.5301,812.66,8.235294,60.8,0,80.6,64.4,1.4489214,-7.9770756,8.686487,27.912151,0.10578636,0.024047062,4.399139,4.4544706,45.057117,-92.956215,268.6882
100.925,11.102077,29.019608,95,12.993244,1664.25,24.854847,29.5301,816.98,7.0588236,60.8,0,80.6,64.4,1.2252033,-8.122113,30.69584,96.871284,0.11688366,0.025150402,4.6473875,4.216527,45.057117,-92.95637,270.00168
101.927,11.102077,29.019608,95,12.993244,1664.25,24.854847,29.5301,816.98,7.0588236,60.8,0,80.6,64.4,1.2252033,-8.122113,30.69584,96.871284,0.11688366,0.025150402,4.6473875,4.216527,45.057117,-92.956505,269.6522
102.921,11.102077,29.019608,95,12.993244,1664.25,24.854847,29.5301,816.98,7.0588236,60.8,0,80.6,64.4,1.2252033,-8.122113,30.69584,96.871284,0.11688366,0.025150402,4.6473875,4.216527,45.057117,-92.95665,269.69153
103.931,35.135117,26.666666,95,14.469749,1683,24.854847,29.5301,819.68,5.882353,60.8,0,80.6,64.4,1.3892653,-7.3969245,9.699344,30.268597,0.13952443,0.025760572,5.4162006,3.6180038,45.057117,-92.95679,269.28625
104.921,29.295858,36.07843,95,19.489866,1955.25,24.233477,29.5301,820.94,7.0588236,60.8,0,86,62.6,1.8923374,-4.931283,11.3418045,30.465895,0.15551142,0.026342586,5.903423,3.3194022,45.05712,-92.956924,269.28625
105.915,35.56176,22.352942,95,9.154331,1479.5,24.854847,29.5301,821.66,5.098039,60.8,0,86,62.6,1.0326056,-10.007604,9.582979,34.01885,0.16748513,0.026634183,6.2883525,3.1162112,45.05712,-92.95707,269.28625
106.913,42.47274,29.019608,95,9.744933,1221,24.233477,29.5301,821.84,5.098039,60.8,0,86,62.6,0.8317627,-9.717528,7.823086,33.650887,0.17381483,0.026785966,6.489026,3.0198421,45.05712,-92.957214,269.28625
107.917,43.477615,18.039215,95,7.087224,1522.75,24.233477,29.5301,821.66,5.098039,60.8,0,86,62.6,0.49922627,-11.022868,7.642275,26.358952,0.1817134,0.026963511,6.739234,2.9077244,45.057114,-92.95735,267.7322
