# StartTime = 08/07/2024 03:11:42.0327 PM
Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Barometric pressure (inHg), Catalyst temperature (Bank 1 Sensor 1) (°F), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Intake air temperature bank 2  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Latitude (deg), Longitude (deg), Bearing (deg)
11.008,15.15,14.17,1412.50,11.18,29.53,719.24,9.02,78.80,5.88,82.40,0.00,1.54,-7.54,0.89,10.12,37.64,0.03,6.54,44.86,-93.34,249.97
11.996,15.15,14.17,1412.50,11.18,29.53,719.24,9.02,78.80,5.88,82.40,0.00,1.54,-7.54,0.89,10.12,37.64,0.03,6.54,44.86,-93.34,259.76
13.046,6.72,19.49,1833.25,11.81,29.53,724.46,11.76,78.80,5.10,82.40,0.00,1.59,-4.93,1.01,24.10,69.03,0.03,6.57,44.86,-93.34,271.06
14.015,6.72,19.49,1833.25,11.81,29.53,724.46,11.76,78.80,5.10,82.40,0.00,1.59,-4.93,1.01,24.10,69.03,0.03,6.57,44.86,-93.34,275.84
15.011,6.84,13.58,1588.00,13.05,29.53,729.86,8.63,78.80,0.00,82.40,0.00,1.44,-7.83,0.90,26.15,86.50,0.04,6.56,44.86,-93.34,277.85
16.016,19.02,10.04,1520.00,13.67,29.53,734.72,5.49,78.80,0.00,82.40,0.00,0.92,-9.57,0.83,9.85,34.05,0.05,7.24,44.86,-93.34,277.37
17.019,19.02,10.04,1520.00,13.67,29.53,734.72,5.49,78.80,0.00,82.40,0.00,0.92,-9.57,0.83,9.85,34.05,0.05,7.24,44.86,-93.34,275.87
18.005,22.96,8.86,1291.50,12.43,29.53,739.58,5.10,78.80,0.00,82.40,0.00,0.78,-10.15,-0.24,7.42,30.18,0.05,7.89,44.86,-93.34,275.64
19.006,22.96,8.86,1291.50,12.43,29.53,739.58,5.10,78.80,0.00,82.40,0.00,0.78,-10.15,-0.24,7.42,30.18,0.05,7.89,44.86,-93.34,274.38
20.004,21.38,9.15,1288.50,11.81,29.53,742.10,7.84,78.80,8.24,82.40,0.00,0.68,-10.01,-0.79,7.57,30.86,0.06,8.38,44.86,-93.34,273.35
21.005,21.38,9.15,1288.50,11.81,29.53,742.10,7.84,78.80,8.24,82.40,0.00,0.68,-10.01,-0.79,7.57,30.86,0.06,8.38,44.86,-93.34,272.98
22.016,14.74,10.04,1499.50,11.81,29.53,745.34,5.88,78.80,0.00,82.40,0.00,0.75,-9.57,-0.28,10.98,38.45,0.06,8.73,44.86,-93.34,269.28
23.003,17.75,9.74,1218.50,10.56,29.53,747.68,6.27,78.80,0.00,82.40,0.00,0.84,-9.72,-0.51,8.16,35.17,0.07,9.10,44.86,-93.34,269.30
24.001,17.75,9.74,1218.50,10.56,29.53,747.68,6.27,78.80,0.00,82.40,0.00,0.84,-9.72,-0.51,8.16,35.17,0.07,9.10,44.86,-93.34,266.62
25.020,17.75,9.74,1218.50,10.56,29.53,747.68,6.27,78.80,0.00,82.40,0.00,0.84,-9.72,-0.51,8.16,35.17,0.07,9.10,44.86,-93.34,269.03
26.018,8.74,19.49,1487.50,6.21,29.53,750.20,15.69,78.80,8.63,82.40,0.00,1.37,-4.93,-2.05,9.75,34.43,0.07,9.04,44.86,-93.34,273.66
26.999,8.74,19.49,1487.50,6.21,29.53,750.20,15.69,78.80,8.63,82.40,0.00,1.37,-4.93,-2.05,9.75,34.43,0.07,9.04,44.86,-93.34,273.00
28.010,8.74,19.49,1487.50,6.21,29.53,750.20,15.69,78.80,8.63,82.40,0.00,1.37,-4.93,-2.05,9.75,34.43,0.07,9.04,44.86,-93.34,272.74
29.043,7.19,24.51,2386.50,10.56,29.53,757.22,19.61,78.80,9.80,82.40,0.00,2.10,-2.47,-0.07,20.15,44.33,0.08,8.73,44.86,-93.34,271.95
30.023,7.19,24.51,2386.50,10.56,29.53,757.22,19.61,78.80,9.80,82.40,0.00,2.10,-2.47,-0.07,20.15,44.33,0.08,8.73,44.86,-93.34,269.93
31.010,7.19,24.51,2386.50,10.56,29.53,757.22,19.61,78.80,9.80,82.40,0.00,2.10,-2.47,-0.07,20.15,44.33,0.08,8.73,44.86,-93.34,269.71
32.021,6.56,19.19,1853.00,18.64,29.53,768.56,5.88,78.80,0.00,82.40,0.00,2.64,-5.08,3.33,38.97,110.45,0.10,8.15,44.86,-93.34,270.81
33.015,6.56,19.19,1853.00,18.64,29.53,768.56,5.88,78.80,0.00,82.40,0.00,2.64,-5.08,3.33,38.97,110.45,0.10,8.15,44.86,-93.34,270.15
34.001,39.02,9.45,1185.50,22.99,29.53,773.24,4.71,78.80,0.00,82.40,0.00,1.01,-9.86,2.91,8.08,35.79,0.11,9.50,44.86,-93.34,269.69
35.008,39.02,9.45,1185.50,22.99,29.53,773.24,4.71,78.80,0.00,82.40,0.00,1.01,-9.86,2.91,8.08,35.79,0.11,9.50,44.86,-93.34,269.28
36.007,43.63,7.38,1429.00,21.75,29.53,775.40,4.71,78.80,0.00,82.40,0.00,0.50,-10.88,0.56,6.83,25.12,0.13,10.22,44.86,-93.34,266.60
37.020,41.64,6.79,1368.75,21.13,29.53,776.66,4.31,78.80,0.00,82.40,0.00,0.56,-11.17,-0.78,6.96,26.70,0.13,10.76,44.86,-93.34,260.75
38.005,41.64,6.79,1368.75,21.13,29.53,776.66,4.31,78.80,0.00,82.40,0.00,0.56,-11.17,-0.78,6.96,26.70,0.13,10.76,44.86,-93.34,256.04
39.006,43.78,8.56,1391.50,20.51,29.53,777.38,13.73,78.80,6.67,82.40,0.00,0.68,-10.30,-0.55,6.42,24.24,0.15,11.36,44.86,-93.34,252.58
40.019,43.78,8.56,1391.50,20.51,29.53,777.38,13.73,78.80,6.67,82.40,0.00,0.68,-10.30,-0.55,6.42,24.24,0.15,11.36,44.86,-93.34,252.35
41.008,10.11,18.01,1923.25,20.51,29.53,778.64,6.67,78.80,0.00,82.40,0.00,1.45,-5.66,-0.25,27.82,75.97,0.15,11.35,44.86,-93.35,255.63
42.009,31.30,11.81,1424.75,21.13,29.53,780.08,5.88,78.80,0.00,82.40,0.00,1.31,-8.70,0.25,9.26,34.12,0.16,11.83,44.86,-93.35,259.98
43.006,31.30,11.81,1424.75,21.13,29.53,780.08,5.88,78.80,0.00,82.40,0.00,1.31,-8.70,0.25,9.26,34.12,0.16,11.83,44.86,-93.35,271.08
44.010,30.77,9.74,1351.75,19.26,29.53,780.80,5.49,78.80,0.00,82.40,0.00,0.80,-9.72,-0.56,8.58,33.35,0.17,12.22,44.86,-93.35,271.08
45.011,23.15,9.74,1244.50,15.53,29.53,780.98,5.49,78.80,0.00,82.40,0.00,0.76,-9.72,-2.82,9.20,38.82,0.18,12.41,44.86,-93.35,271.08
46.020,23.15,9.74,1244.50,15.53,29.53,780.98,5.49,78.80,0.00,82.40,0.00,0.76,-9.72,-2.82,9.20,38.82,0.18,12.41,44.86,-93.35,271.08
47.031,18.57,8.56,1216.00,11.18,29.53,781.16,4.31,78.80,19.22,82.40,0.00,0.61,-10.30,-4.09,8.26,35.66,0.18,12.52,44.86,-93.35,271.52
48.004,18.57,8.56,1216.00,11.18,29.53,781.16,4.31,78.80,19.22,82.40,0.00,0.61,-10.30,-4.09,8.26,35.66,0.18,12.52,44.86,-93.35,271.52
49.002,3.30,20.08,2059.25,6.84,29.53,781.52,11.76,78.80,8.63,82.40,0.00,1.41,-4.64,-3.94,28.38,72.37,0.19,11.91,44.86,-93.35,271.52
50.005,5.68,20.97,2256.25,11.81,29.53,782.96,37.65,78.80,14.51,82.40,0.00,2.49,-4.21,0.45,28.48,66.31,0.19,11.54,44.86,-93.35,314.26
50.996,5.68,20.97,2256.25,11.81,29.53,782.96,37.65,78.80,14.51,82.40,0.00,2.49,-4.21,0.45,28.48,66.31,0.19,11.54,44.86,-93.35,0.46
52.003,2.79,36.91,3044.50,16.16,29.53,787.64,22.35,78.80,12.16,82.40,0.00,4.80,3.63,4.17,79.36,136.91,0.20,10.39,44.86,-93.35,0.46
53.021,2.79,36.91,3044.50,16.16,29.53,787.64,22.35,78.80,12.16,82.40,0.00,4.80,3.63,4.17,79.36,136.91,0.20,10.39,44.86,-93.35,0.46
54.019,6.32,23.33,2409.75,24.85,29.53,793.40,16.08,78.80,9.80,82.40,0.00,4.10,-3.05,5.83,53.93,117.54,0.21,10.03,44.86,-93.35,0.46
55.008,9.06,17.72,2133.00,29.20,29.53,801.32,14.12,78.80,7.84,82.40,0.00,2.46,-5.80,5.74,44.17,108.77,0.23,9.90,44.86,-93.35,0.49
56.021,9.06,17.72,2133.00,29.20,29.53,801.32,14.12,78.80,7.84,82.40,0.00,2.46,-5.80,5.74,44.17,108.77,0.23,9.90,44.86,-93.35,0.49
57.018,31.64,17.72,1856.00,31.07,29.53,806.90,12.55,78.80,0.78,80.60,0.00,2.18,-5.80,2.57,13.46,38.10,0.24,10.34,44.86,-93.35,0.58
58.021,31.64,17.72,1856.00,31.07,29.53,806.90,12.55,78.80,0.78,80.60,0.00,2.18,-5.80,2.57,13.46,38.10,0.24,10.34,44.86,-93.35,0.58
59.003,43.28,10.04,1566.50,32.31,29.53,813.02,10.98,78.80,6.27,80.60,0.00,1.08,-9.57,1.26,10.24,34.32,0.26,10.93,44.86,-93.35,0.62
60.015,43.28,10.04,1566.50,32.31,29.53,813.02,10.98,78.80,6.27,80.60,0.00,1.08,-9.57,1.26,10.24,34.32,0.26,10.93,44.86,-93.35,0.62
61.018,16.06,17.72,1871.75,31.07,29.53,816.98,4.71,78.80,4.71,80.60,0.00,1.60,-5.80,-0.14,26.52,74.41,0.27,11.10,44.86,-93.35,0.69
62.021,16.06,17.72,1871.75,31.07,29.53,816.98,4.71,78.80,4.71,80.60,0.00,1.60,-5.80,-0.14,26.52,74.41,0.27,11.10,44.86,-93.35,0.69
63.008,40.38,9.45,1608.75,31.07,29.53,820.94,9.41,78.80,5.10,80.60,0.00,1.02,-9.86,-0.60,10.55,34.44,0.29,11.59,44.86,-93.35,0.97
64.012,18.58,12.70,1725.00,30.45,29.53,823.46,4.31,78.80,0.00,80.60,0.00,1.18,-8.27,-0.25,22.47,68.41,0.30,11.81,44.86,-93.35,0.97
65.009,18.58,12.70,1725.00,30.45,29.53,823.46,4.31,78.80,0.00,80.60,0.00,1.18,-8.27,-0.25,22.47,68.41,0.30,11.81,44.86,-93.35,0.44
66.002,70.25,6.20,1494.00,30.45,29.53,824.18,9.80,78.80,0.00,80.60,0.00,0.62,-11.46,-0.25,5.94,20.89,0.32,12.26,44.86,-93.35,0.44
67.006,70.25,6.20,1494.00,30.45,29.53,824.18,9.80,78.80,0.00,80.60,0.00,0.62,-11.46,-0.25,5.94,20.89,0.32,12.26,44.86,-93.35,0.44
68.008,55.34,6.50,1427.75,29.83,29.53,824.54,3.92,78.80,0.00,80.60,0.00,0.56,-11.31,-0.27,7.39,27.18,0.33,12.67,44.86,-93.35,0.67
69.018,55.34,6.50,1427.75,29.83,29.53,824.54,3.92,78.80,0.00,80.60,0.00,0.56,-11.31,-0.27,7.39,27.18,0.33,12.67,44.86,-93.35,0.67
70.020,107.24,5.91,1153.00,27.34,29.53,823.46,3.14,78.80,0.00,80.60,0.00,0.49,-11.60,-1.05,3.50,15.92,0.35,13.27,44.86,-93.35,0.59
71.002,107.24,5.91,1153.00,27.34,29.53,823.46,3.14,78.80,0.00,80.60,0.00,0.49,-11.60,-1.05,3.50,15.92,0.35,13.27,44.86,-93.35,0.59
72.020,50.80,7.09,1223.00,21.75,29.53,821.30,4.31,78.80,0.00,80.60,0.00,0.47,-11.02,-3.24,5.87,25.21,0.36,13.54,44.86,-93.35,0.59
73.007,50.80,7.09,1223.00,21.75,29.53,821.30,4.31,78.80,0.00,80.60,0.00,0.47,-11.02,-3.24,5.87,25.21,0.36,13.54,44.86,-93.35,0.37
74.020,31.93,7.97,1112.50,15.53,29.53,818.78,4.31,78.80,0.00,80.60,0.00,0.56,-10.59,-4.74,6.67,31.49,0.37,13.72,44.86,-93.35,0.37
75.015,31.93,7.97,1112.50,15.53,29.53,818.78,4.31,78.80,0.00,80.60,0.00,0.56,-10.59,-4.74,6.67,31.49,0.37,13.72,44.86,-93.35,0.37
76.009,16.59,9.45,950.50,8.08,29.53,816.08,4.31,78.80,0.00,82.40,0.00,0.61,-9.86,-4.83,6.68,36.88,0.37,13.76,44.86,-93.35,0.37
77.011,16.59,9.45,950.50,8.08,29.53,816.08,4.31,78.80,0.00,82.40,0.00,0.61,-9.86,-4.83,6.68,36.88,0.37,13.76,44.86,-93.35,0.37
78.006,8.24,12.70,760.50,3.73,29.53,813.92,4.71,78.80,0.00,82.40,0.00,0.70,-8.27,-4.02,6.20,42.84,0.38,13.70,44.86,-93.35,0.37
79.008,8.24,12.70,760.50,3.73,29.53,813.92,4.71,78.80,0.00,82.40,0.00,0.70,-8.27,-4.02,6.20,42.84,0.38,13.70,44.86,-93.35,0.37
80.048,4.63,11.22,693.75,1.24,29.53,812.48,3.53,78.80,0.00,82.40,0.00,0.49,-8.99,-2.48,3.68,27.86,0.38,13.65,44.86,-93.35,0.37
81.031,4.63,11.22,693.75,1.24,29.53,812.48,3.53,78.80,0.00,82.40,0.00,0.49,-8.99,-2.48,3.68,27.86,0.38,13.65,44.86,-93.35,0.37
82.020,0.00,11.81,716.75,0.00,29.53,811.22,3.53,78.80,0.00,82.40,0.00,0.47,-8.70,-1.45,4.89,35.85,0.38,13.57,44.86,-93.35,0.37
83.017,0.00,11.81,716.75,0.00,29.53,811.22,3.53,78.80,0.00,82.40,0.00,0.47,-8.70,-1.45,4.89,35.85,0.38,13.57,44.86,-93.35,0.37
84.018,0.00,11.52,684.25,0.00,29.53,810.32,3.53,78.80,0.00,82.40,0.00,0.48,-8.85,-0.44,4.31,33.10,0.38,13.48,44.86,-93.35,0.37
85.012,0.00,11.52,684.25,0.00,29.53,810.32,3.53,78.80,0.00,82.40,0.00,0.48,-8.85,-0.44,4.31,33.10,0.38,13.48,44.86,-93.35,0.37
86.013,0.00,11.52,690.50,0.00,29.53,809.42,3.53,78.80,0.00,82.40,0.00,0.45,-8.85,-0.00,4.48,34.08,0.38,13.40,44.86,-93.35,0.37
87.007,0.00,11.52,690.50,0.00,29.53,809.42,3.53,78.80,0.00,82.40,0.00,0.45,-8.85,-0.00,4.48,34.08,0.38,13.40,44.86,-93.35,0.37
88.011,0.00,11.52,693.25,0.00,29.53,809.06,4.71,78.80,0.00,82.40,0.00,0.46,-8.85,-0.00,4.25,32.21,0.38,13.33,44.86,-93.35,0.37
89.011,0.00,14.77,791.25,0.00,29.53,808.88,4.71,78.80,0.00,82.40,0.00,0.59,-7.25,-0.00,6.43,42.65,0.38,13.22,44.86,-93.35,0.37
90.012,0.00,14.77,791.25,0.00,29.53,808.88,4.71,78.80,0.00,82.40,0.00,0.59,-7.25,-0.00,6.43,42.65,0.38,13.22,44.86,-93.35,0.37
91.008,0.00,14.47,781.00,0.00,29.53,809.24,4.31,78.80,0.00,82.40,0.00,0.66,-7.40,-0.00,6.26,42.07,0.38,13.13,44.86,-93.35,0.37
92.017,0.00,14.47,781.00,0.00,29.53,809.24,4.31,78.80,0.00,82.40,0.00,0.66,-7.40,-0.00,6.26,42.07,0.38,13.13,44.86,-93.35,0.37
93.011,0.00,14.17,749.00,0.00,29.53,809.60,4.31,78.80,0.00,82.40,0.00,0.64,-7.54,-0.00,6.14,43.03,0.38,13.01,44.86,-93.35,0.37
94.010,0.00,14.17,749.00,0.00,29.53,809.60,4.31,78.80,0.00,82.40,0.00,0.64,-7.54,-0.00,6.14,43.03,0.38,13.01,44.86,-93.35,0.37
95.020,0.00,13.58,727.50,0.00,29.53,810.50,4.31,78.80,0.00,82.40,0.00,0.59,-7.83,-0.00,5.88,42.46,0.38,12.93,44.86,-93.35,0.37
96.030,0.00,12.11,690.75,0.00,29.53,811.22,3.53,78.80,0.00,82.40,0.00,0.51,-8.56,-0.00,5.75,43.71,0.38,12.83,44.86,-93.35,0.37
97.016,0.00,12.11,690.75,0.00,29.53,811.22,3.53,78.80,0.00,82.40,0.00,0.51,-8.56,-0.00,5.75,43.71,0.38,12.83,44.86,-93.35,0.37
98.006,0.00,11.81,709.50,0.00,29.53,811.58,3.53,78.80,0.00,82.40,0.00,0.47,-8.70,-0.00,4.72,34.96,0.38,12.76,44.86,-93.35,0.37
99.010,0.00,11.81,709.50,0.00,29.53,811.58,3.53,78.80,0.00,82.40,0.00,0.47,-8.70,-0.00,4.72,34.96,0.38,12.76,44.86,-93.35,0.37
102.025,0.00,11.52,685.50,0.00,29.53,811.94,3.53,78.80,0.00,82.40,0.00,0.47,-8.85,-0.00,4.43,33.96,0.38,12.63,44.86,-93.35,0.37
103.020,0.00,11.52,683.00,0.00,29.53,811.76,3.53,78.80,0.00,82.40,0.00,0.46,-8.85,-0.00,4.37,33.62,0.38,12.56,44.86,-93.35,0.37
104.015,0.00,11.52,683.00,0.00,29.53,811.76,3.53,78.80,0.00,82.40,0.00,0.46,-8.85,-0.00,4.37,33.62,0.38,12.56,44.86,-93.35,0.37
105.007,0.00,15.06,757.75,0.00,29.53,811.58,4.71,78.80,0.00,82.40,0.00,0.59,-7.11,-0.00,8.44,58.52,0.38,12.46,44.86,-93.35,0.37
106.010,0.00,14.17,781.00,0.00,29.53,812.12,4.31,78.80,0.00,82.40,0.00,0.62,-7.54,-0.00,6.36,42.80,0.38,12.37,44.86,-93.35,0.37
107.008,0.00,14.17,781.00,0.00,29.53,812.12,4.31,78.80,0.00,82.40,0.00,0.62,-7.54,-0.00,6.36,42.80,0.38,12.37,44.86,-93.35,0.37
108.006,0.00,14.17,761.00,0.00,29.53,812.48,4.31,78.80,0.00,82.40,0.00,0.64,-7.54,-0.00,6.26,43.18,0.38,12.27,44.86,-93.35,0.37
109.020,0.00,14.17,761.00,0.00,29.53,812.48,4.31,78.80,0.00,82.40,0.00,0.64,-7.54,-0.00,6.26,43.18,0.38,12.27,44.86,-93.35,0.37
110.022,0.00,14.17,741.25,0.00,29.53,813.20,4.31,78.80,0.00,82.40,0.00,0.62,-7.54,-0.00,6.07,43.04,0.38,12.20,44.86,-93.35,0.37
111.020,0.00,14.17,741.25,0.00,29.53,813.20,4.31,78.80,0.00,82.40,0.00,0.62,-7.54,-0.00,6.07,43.04,0.38,12.20,44.86,-93.35,0.37
112.012,0.00,14.77,750.25,0.00,29.53,813.92,4.71,78.80,0.00,84.20,0.00,0.63,-7.25,-0.00,5.75,40.24,0.38,12.13,44.86,-93.35,0.37
113.013,3.28,25.40,2304.25,8.70,29.53,817.16,13.73,78.80,7.84,84.20,0.00,3.09,-2.03,5.93,36.37,82.91,0.38,11.50,44.86,-93.35,4.51
114.030,5.39,21.26,2163.25,11.81,29.53,818.24,13.33,78.80,7.45,84.20,0.00,2.83,-4.06,7.76,30.00,72.85,0.38,11.42,44.86,-93.35,4.51
115.009,6.15,20.67,1991.00,14.29,29.53,820.22,15.69,78.80,6.67,84.20,0.00,2.58,-4.35,5.67,31.85,84.02,0.39,11.35,44.86,-93.35,4.51
115.998,30.75,12.11,1384.75,16.78,29.53,823.10,24.31,78.80,7.84,84.20,0.00,1.21,-8.56,2.08,7.48,28.37,0.39,11.42,44.86,-93.35,0.00
117.005,13.82,18.31,1824.75,16.78,29.53,825.26,14.51,78.80,7.84,84.20,0.00,1.46,-5.51,0.58,16.65,47.91,0.40,11.44,44.86,-93.35,329.49
117.999,8.04,22.44,2060.50,18.02,29.53,826.34,14.90,78.80,6.27,84.20,0.00,2.36,-3.48,1.11,30.73,78.32,0.40,11.39,44.86,-93.35,292.22
119.007,10.94,17.72,1919.75,19.26,29.53,828.50,14.90,78.80,6.67,84.20,0.00,2.11,-5.80,2.31,24.14,66.05,0.41,11.38,44.86,-93.35,293.68
120.013,6.46,23.62,2266.00,21.75,29.53,833.18,10.20,78.80,0.00,82.40,0.00,2.97,-2.90,2.24,46.14,106.95,0.42,11.24,44.86,-93.35,296.85
121.013,25.23,10.34,1575.00,23.61,29.53,836.60,13.33,78.80,7.84,82.40,0.00,1.35,-9.43,3.01,12.83,42.80,0.42,11.31,44.86,-93.35,300.72
122.010,11.06,22.15,1894.00,23.61,29.53,838.40,26.67,78.80,12.94,82.40,0.00,2.01,-3.63,1.97,29.27,81.18,0.43,11.31,44.86,-93.35,309.05
123.003,7.95,20.38,2143.75,24.85,29.53,842.54,12.94,78.80,8.24,82.40,0.00,2.23,-4.50,1.28,42.88,105.06,0.43,11.25,44.86,-93.35,314.24
124.003,34.90,17.72,1656.00,26.10,29.53,849.20,20.00,78.80,8.24,82.40,0.00,2.12,-5.80,1.25,10.25,32.52,0.44,11.33,44.86,-93.35,322.50
125.030,20.54,15.36,1662.50,26.10,29.53,853.16,5.49,78.80,3.53,82.40,0.00,1.47,-6.96,0.61,17.42,55.04,0.45,11.40,44.86,-93.35,319.03
126.025,31.40,12.11,1416.75,26.72,29.53,854.78,62.75,78.80,0.00,82.40,0.00,1.16,-8.56,0.61,11.67,43.25,0.45,11.49,44.86,-93.35,322.03
127.003,18.75,14.77,1654.25,26.10,29.53,858.38,5.49,78.80,0.00,82.40,0.00,1.21,-7.25,0.06,19.08,60.58,0.46,11.55,44.86,-93.35,321.75
128.002,85.55,7.97,809.25,26.10,29.53,861.62,3.53,78.80,0.00,82.40,0.00,0.59,-10.59,0.17,4.18,27.15,0.47,11.82,44.86,-93.35,313.68
129.005,97.49,6.79,984.00,24.85,29.53,862.52,2.75,78.80,0.00,82.40,0.00,0.32,-11.17,-1.53,3.50,18.66,0.48,11.95,44.86,-93.35,301.24
129.999,99.15,5.61,1037.50,24.23,29.53,862.16,3.53,78.80,1.96,82.40,0.00,0.32,-11.75,-1.64,3.35,16.96,0.48,12.07,44.86,-93.35,297.90
130.997,34.24,12.40,1335.25,23.61,29.53,861.80,5.88,78.80,0.00,82.40,0.00,0.74,-8.41,-1.11,9.46,37.19,0.49,12.16,44.86,-93.35,289.65
132.004,55.77,7.09,1283.00,22.99,29.53,860.90,3.53,78.80,0.00,82.40,0.00,0.55,-11.02,-1.06,5.65,23.14,0.49,12.27,44.86,-93.35,287.42
133.022,76.64,7.09,808.75,22.37,29.53,858.20,3.53,78.80,0.00,82.40,0.00,0.43,-11.02,-0.59,4.00,25.99,0.50,12.46,44.86,-93.35,280.17
134.016,79.80,7.68,819.25,21.75,29.53,857.12,3.14,78.80,0.00,82.40,0.00,0.36,-10.73,-1.26,3.74,23.96,0.51,12.55,44.86,-93.35,277.79
135.012,83.15,6.79,975.75,19.88,29.53,854.60,2.75,78.80,0.00,82.40,0.00,0.32,-11.17,-2.24,3.28,17.65,0.51,12.65,44.86,-93.35,272.00
136.018,58.46,5.91,943.75,13.67,29.53,850.82,3.14,78.80,0.00,84.20,0.00,0.34,-11.60,-5.95,3.21,17.84,0.52,12.78,44.86,-93.35,272.00
137.007,43.53,7.97,747.25,10.56,29.53,848.30,4.31,78.80,0.00,84.20,0.00,0.43,-10.59,-6.12,3.33,23.39,0.52,12.82,44.86,-93.35,272.45
138.007,15.49,12.11,786.75,8.08,29.53,847.22,4.31,78.80,0.00,84.20,0.00,0.52,-8.56,-5.30,7.15,47.73,0.52,12.82,44.86,-93.35,272.45
139.006,12.50,10.93,987.75,5.59,29.53,845.06,4.71,78.80,0.00,84.20,0.00,0.50,-9.14,-4.67,6.14,32.63,0.52,12.82,44.86,-93.35,272.45
140.008,3.98,13.58,763.00,1.86,29.53,842.36,4.31,78.80,0.00,84.20,0.00,0.60,-7.83,-3.51,6.43,44.23,0.53,12.79,44.86,-93.35,272.45
141.012,0.00,13.58,733.75,0.00,29.53,841.64,4.31,78.80,0.00,84.20,0.00,0.60,-7.83,-3.04,6.20,44.35,0.53,12.76,44.86,-93.35,272.45
142.017,0.00,13.88,738.25,0.00,29.53,840.38,4.31,78.80,0.00,84.20,0.00,0.59,-7.69,-1.66,5.82,41.41,0.53,12.73,44.86,-93.35,272.45
143.008,0.00,13.88,738.25,0.00,29.53,840.38,4.31,78.80,0.00,84.20,0.00,0.59,-7.69,-1.66,5.82,41.41,0.53,12.73,44.86,-93.35,272.45
144.002,0.00,13.88,724.25,0.00,29.53,838.40,3.92,78.80,0.00,84.20,0.00,0.59,-7.69,-0.00,5.42,39.33,0.53,12.70,44.86,-93.35,272.45
145.016,0.00,13.58,711.50,0.00,29.53,837.68,4.31,78.80,0.00,84.20,0.00,0.57,-7.83,-0.00,5.48,40.48,0.53,12.63,44.86,-93.35,272.45
146.011,0.00,12.11,694.50,0.00,29.53,837.14,3.53,78.80,0.00,84.20,0.00,0.50,-8.56,-0.00,4.19,31.70,0.53,12.60,44.86,-93.35,272.45
147.008,0.00,11.52,701.00,0.00,29.53,836.24,3.53,78.80,0.00,84.20,0.00,0.48,-8.85,-0.00,4.54,34.03,0.53,12.56,44.86,-93.35,272.45
