Time (sec), Instant fuel economy (MPG), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Vehicle speed (MPH), Relative throttle position (%), Ambient air temperature (°F), Relative accelerator pedal position (%), Intake air temperature bank 1  sensor 1 (°F), Mass air flow rate (lb/min), Boost (psi), Engine Power (hp), Engine Torque (lb•ft), Trip Distance (miles), Trip Fuel Economy (MPG), Hard Brake Count, Latitude (deg), Longitude (deg), Bearing (deg)
637.007,159.3024,5.315418,1623.75,54.05929,3.5294118,86,0,91.4,0.50420934,-11.893094,4.652868,15.049969,5.2858863,20.930775,0,44.940666,-93.274536,359.49362
637.996,66.75239,9.154331,1602,52.81655,10.588235,86,0,91.4,0.84815997,-10.007604,10.848655,35.56702,5.3011613,20.977295,0,44.940876,-93.274536,359.67548
639.012,100.2796,7.973127,1553.25,51.57381,4.3137255,86,0,91.4,0.7302104,-10.587755,7.0516257,23.844156,5.315651,21.016462,0,44.941086,-93.274536,359.8505
640.017,148.22705,5.90602,1531.75,50.95244,3.5294118,86,0,91.4,0.525053,-11.603019,4.713138,16.160557,5.3300204,21.064154,0,44.94129,-93.27454,359.7534
641.001,165.68666,5.610719,1466.75,49.088326,3.137255,86,0,91.4,0.48633847,-11.748056,4.0622187,14.545922,5.3451657,21.116297,0,44.94149,-93.27454,359.81473
642.012,170.3663,14.469749,1383,45.98147,3.137255,86,0,93.2,1.1853728,-7.3969245,3.7005968,14.0534725,5.360731,21.170042,0,44.941677,-93.27454,359.66873
643.009,168.06406,18.899263,1361,45.360096,3.137255,86,0,93.2,1.5079005,-5.221359,3.7005968,14.280642,5.368051,21.19537,0,44.941856,-93.27454,359.59286
644.001,129.70348,6.496622,1300.25,42.87461,3.137255,86,0,93.2,0.49444765,-11.312943,4.532327,18.307474,5.381365,21.238829,0,44.942028,-93.27454,359.638
644.995,52.616585,11.221438,1321.25,41.63187,4.3137255,86,11.372549,93.2,0.83964187,-8.99234,10.848655,43.124588,5.3951583,21.279446,0,44.942192,-93.27455,359.69708
645.997,17.838676,28.644197,1608.5,41.010498,68.62745,86,13.725491,93.2,2.289543,-0.43511322,31.52137,102.92434,5.4069986,21.286703,0,44.94236,-93.27455,359.79092
647.023,33.14551,19.489866,1796.75,41.010498,10.196078,86,0,93.2,2.0241714,-4.931283,16.964575,49.58946,5.4189596,21.274166,0,44.942528,-93.27455,359.6871
648.002,42.012497,12.697943,1561.25,41.010498,5.490196,86,0,93.2,1.3162144,-8.267151,13.384101,45.0247,5.425859,21.287775,0,44.942696,-93.27455,359.70975
648.994,95.313995,7.973127,1335.25,40.389126,3.9215686,86,1.9607843,93.2,0.65385455,-10.587755,5.8100576,22.853458,5.4387026,21.325016,0,44.94286,-93.27455,359.4288
650.012,60.747295,10.630836,1345.5,39.146385,13.725491,86,24.313726,93.2,0.8153825,-9.282415,8.835627,34.489567,5.4498754,21.35513,0,44.94302,-93.27456,359.2488
650.997,11.507116,28.348896,2208.75,39.146385,10.980392,86,7.0588236,93.2,3.095939,-0.58015096,46.644215,110.91373,5.461218,21.331839,0,44.94318,-93.27456,358.9986
652.007,13.741284,28.348896,1786.25,39.767757,19.607843,86,9.411765,93.2,3.3130472,-0.58015096,39.68043,116.672424,5.4722304,21.319696,0,44.94334,-93.27457,358.78348
652.998,17.427235,30.711304,1538.75,39.767757,68.62745,86,13.333333,91.4,2.9078941,0.58015096,31.287817,106.792625,5.4847417,21.30723,0,44.943504,-93.27457,358.78885
654.018,32.06814,25.691187,1761.5,39.767757,68.62745,86,13.333333,91.4,2.5048199,-1.8854905,17.003174,50.6969,5.4965,21.306145,0,44.94367,-93.274574,358.7455
654.999,11.799479,35.43612,1895.25,40.389126,68.62745,86,18.82353,91.4,3.639425,2.9007547,46.932568,130.05943,5.5081677,21.272572,0,44.943832,-93.27458,358.5835
656.009,9.046503,34.254917,2000.75,41.010498,9.411765,86,6.6666665,91.4,4.05514,2.3206038,62.15656,163.16545,5.5196958,21.217453,0,44.944,-93.27459,358.38895
657.001,13.307135,34.845516,1749,42.253242,68.62745,86,22.352942,91.4,3.6616912,2.6106794,43.53596,130.73515,5.5321016,21.195892,0,44.94417,-93.2746,358.309
658.008,11.871893,36.912624,2090,42.253242,40.39216,86,14.90196,93.2,3.7245204,3.6259434,48.799202,122.631065,5.5381384,21.180391,0,44.944344,-93.274605,358.1413
659.010,11.144283,40.160934,1819.75,43.495983,68.62745,86,20.392157,93.2,4.652358,5.221359,53.514275,154.45145,5.551478,21.129461,0,44.944523,-93.27461,358.16913
660.007,21.81895,23.62408,1974.25,44.117355,8.235294,86,0,93.2,2.711127,-2.9007547,27.723513,73.75308,5.565003,21.095861,0,44.944706,-93.27462,358.3942
661.006,35.141518,16.241554,1654.25,44.117355,6.27451,86,0,93.2,1.6757998,-6.526698,17.2132,54.65055,5.577591,21.120941,0,44.944885,-93.27462,358.75632
662.020,47.31011,11.81204,1408,43.495983,9.019608,86,8.627451,93.2,1.0182486,-8.702264,12.605726,47.021805,5.589928,21.150957,0,44.945065,-93.27463,359.1427
663.005,19.948019,28.644197,1463.5,43.495983,68.62745,86,12.54902,93.2,2.2928479,-0.43511322,29.896616,107.29102,5.6015515,21.158346,0,44.94524,-93.27463,359.688
664.013,17.170534,31.006605,1747.25,43.495983,68.62745,86,12.54902,93.2,2.617897,0.7251887,34.732655,104.40397,5.61017,21.151968,0,44.94542,-93.27463,359.95526
665.014,35.657333,16.832157,1666.75,43.495983,13.333333,86,12.54902,93.2,1.715132,-6.236623,16.725262,52.703148,5.623457,21.169434,0,44.945595,-93.27463,0.6588198
666.013,33.658768,22.442877,1661.25,43.495983,37.64706,86,18.039215,93.2,2.1020179,-3.4809058,17.718363,56.017365,5.637566,21.174696,0,44.945774,-93.27462,1.080757
667.006,13.382252,34.254917,2059.75,43.495983,68.62745,86,19.215687,93.2,3.4864917,2.3206038,44.564865,113.63501,5.6501584,21.152811,0,44.945953,-93.27462,1.3427964
668.005,8.871199,45.476353,2108,44.738728,68.62745,86,17.254902,93.2,5.4898024,7.832038,69.1471,172.28102,5.664821,21.086159,0,44.946133,-93.274605,1.6604506
669.009,7.657923,39.570335,2208.75,45.360096,14.90196,86,0,93.2,4.812225,4.931283,81.21488,193.11816,5.671332,21.038565,0,44.94632,-93.2746,2.1200352
670.006,33.11067,20.67107,1732,45.98147,7.45098,86,9.803922,93.2,2.3030696,-4.351132,19.040903,57.739594,5.6862955,21.049044,0,44.94651,-93.27459,2.1686852
671.009,14.257211,32.77841,1901,45.98147,18.82353,86,10.588235,93.2,3.0984175,1.5954151,44.220222,122.17233,5.700528,21.04024,0,44.946693,-93.274574,2.294418
672.000,36.3072,18.899263,1790,46.60284,5.882353,86,2.745098,93.2,2.1122055,-5.221359,17.599173,51.63846,5.7131267,21.032583,0,44.946884,-93.27457,2.2672956
673.020,64.297066,11.221438,1501,45.98147,6.27451,86,9.019608,93.2,1.0837013,-8.99234,9.805377,34.30976,5.7274976,21.062496,0,44.94707,-93.27456,2.0850778
674.016,21.40059,29.234798,1630.5,45.98147,68.62745,86,17.647058,93.2,2.5180569,-0.14503774,29.459793,94.89492,5.7403507,21.075272,0,44.947254,-93.27455,2.1325097
675.003,14.782689,32.18781,1962.5,45.98147,26.27451,86,13.333333,93.2,3.0277348,1.3053397,42.64833,114.137,5.7481523,21.0587,0,44.94744,-93.27454,2.014787
675.998,27.572206,22.442877,1782,46.60284,7.45098,86,0,93.2,2.5270178,-3.4809058,23.174667,68.30302,5.7620907,21.04997,0,44.947636,-93.274536,2.1904478
677.004,66.98321,10.335535,1520.5,46.60284,10.980392,86,16.078432,93.2,0.96863085,-9.427453,9.539357,32.95086,5.776306,21.086288,0,44.947826,-93.27452,2.2609606
678.001,18.433031,31.301907,1838,47.22421,68.62745,86,21.17647,93.2,2.804451,0.87022644,35.12696,100.37583,5.789454,21.083504,0,44.948017,-93.27451,2.3417063
679.010,16.57648,33.07371,2045,47.84558,15.294118,86,9.019608,93.2,4.015003,1.7404529,39.57511,101.63959,5.802967,21.064716,0,44.94821,-93.274506,2.1648266
680.005,71.80322,12.402642,1621.5,49.088326,11.764706,86,4.7058825,91.4,1.277734,-8.412189,9.3736105,30.361557,5.818443,21.09527,0,44.94841,-93.27449,2.2890527
681.004,19.045921,30.711304,1640,49.088326,9.411765,86,0,91.4,2.8556275,0.58015096,35.338562,113.17203,5.8325953,21.09709,0,44.94861,-93.27448,2.5802474
682.003,85.71779,8.563729,1663.25,49.709694,4.3137255,86,4.7058825,91.4,0.83024645,-10.297679,7.951385,25.108418,5.8464875,21.131254,0,44.94881,-93.27447,2.3134122
683.017,38.802227,18.308662,1504.25,49.088326,9.411765,86,9.411765,91.4,1.6456205,-5.511434,17.345795,60.56312,5.861063,21.160002,0,44.949013,-93.27446,1.9000452
684.006,18.361343,30.120703,1893.75,49.709694,68.62745,86,13.333333,91.4,2.7190404,0.29007548,37.120113,102.94866,5.8753633,21.155409,0,44.949215,-93.27445,2.3288288
685.012,13.065919,26.28179,2047.25,50.331066,10.980392,86,17.647058,91.4,2.8713305,-1.5954151,52.816406,135.49773,5.882199,21.13748,0,44.94942,-93.27444,3.031178
686.010,10.296422,39.570335,2198,51.57381,47.45098,86,14.509804,91.4,4.751159,4.931283,68.677666,164.10504,5.898236,21.092346,0,44.949635,-93.27441,4.7780237
687.004,10.870021,39.275032,2080,53.437923,17.254902,86,14.509804,91.4,5.0974903,4.7862453,67.40496,170.20119,5.913833,21.037739,0,44.949852,-93.27437,7.3128567
688.006,11.441724,32.18781,1964.25,54.680664,9.803922,86,10.980392,91.4,3.8624277,1.3053397,65.5262,175.20734,5.922395,21.012197,0,44.950073,-93.27431,10.408129
689.017,17.19592,32.18781,1880.25,55.302036,10.588235,86,0,91.4,3.6474874,1.3053397,44.094894,123.170525,5.937279,20.999744,0,44.9503,-93.27424,12.750858
690.007,79.429344,9.744933,1690.5,55.92341,5.098039,86,0,91.4,1.0570611,-9.717528,9.653511,29.991915,5.947493,21.024248,0,44.950516,-93.27415,15.432428
691.005,150.7372,5.90602,1685,55.92341,3.9215686,86,3.5294118,91.4,0.57786494,-11.603019,5.086814,15.855502,5.9744544,21.10626,0,44.95073,-93.27405,18.4722
692.001,113.95708,6.496622,1683,55.302036,4.3137255,86,0,93.2,0.6337775,-11.312943,6.653842,20.764545,5.991258,21.150967,0,44.950943,-93.27393,20.751438
693.001,151.21228,5.315418,1684,55.302036,3.9215686,86,0,93.2,0.51624537,-11.893094,5.0144897,15.63935,6.007845,21.201147,0,44.95115,-93.2738,23.518095
694.000,19.26625,28.053595,1789,55.302036,68.62745,86,12.941176,93.2,2.7622569,-0.7251887,39.35651,115.542114,6.025103,21.22739,0,44.95135,-93.27367,26.317513
695.001,16.142845,34.254917,2023,57.16615,40,86,15.294118,93.2,3.6776881,2.3206038,48.554726,126.05779,6.042568,21.208044,0,44.95155,-93.273506,28.634912
695.996,13.481781,37.207928,2034.25,57.78752,10.588235,86,0,93.2,4.342471,3.770981,58.770508,151.73619,6.050514,21.192368,0,44.95176,-93.27334,31.001076
696.996,89.28276,10.040234,1796.25,58.408894,9.019608,86,0,91.4,1.0637519,-9.572491,8.969826,26.227161,6.067804,21.234554,0,44.951958,-93.27315,32.74375
698.001,43.50108,18.603964,1817,59.030262,7.45098,86,0,91.4,1.9345784,-5.3663964,18.605757,53.780704,6.087765,21.272606,0,44.952156,-93.272964,32.746746
698.998,56.256756,12.107341,1838,59.030262,10.588235,86,0,91.4,1.2441686,-8.557226,14.387081,41.111305,6.10462,21.312613,0,44.95236,-93.27279,32.76024
699.994,113.51768,7.382525,1771.75,58.408894,4.3137255,86,0,91.4,0.7633244,-10.8778305,7.0548553,20.913164,6.121999,21.356995,0,44.95256,-93.272606,32.411537
701.000,150.07184,5.610719,1758.75,57.78752,3.9215686,86,0,91.4,0.57162976,-11.748056,5.279679,15.766579,6.1375875,21.402586,0,44.95276,-93.27243,31.70766
702.002,142.89449,7.087224,1764.75,57.78752,10.588235,86,9.411765,91.4,0.71909434,-11.022868,5.544868,16.50221,6.1494284,21.438164,0,44.952957,-93.27226,31.455793
703.009,15.830912,31.892508,1882.25,57.16615,19.215687,86,0,93.2,3.3665576,1.1603019,49.51145,138.15367,6.167811,21.426083,0,44.95316,-93.27209,31.052744
704.007,33.01502,23.32878,1832,57.78752,68.62745,86,12.941176,93.2,2.4938655,-3.0457926,23.999111,68.80243,6.184291,21.45021,0,44.953365,-93.271935,29.782135
704.995,56.451115,13.288545,1779.25,57.78752,5.490196,86,0,93.2,1.4031156,-7.9770756,14.035704,41.43156,6.200802,21.464317,0,44.953564,-93.27177,29.540134
706.001,136.60646,6.496622,1731.75,57.16615,5.882353,86,0,93.2,0.6521424,-11.312943,5.7377334,17.401602,6.217832,21.512447,0,44.953762,-93.2716,29.95156
707.000,23.219454,28.348896,1805.25,56.544777,9.411765,86,0,93.2,2.8849635,-0.58015096,33.38975,97.14264,6.233941,21.531168,0,44.95396,-93.27144,30.02681
707.999,91.89522,7.677826,1716.75,55.92341,4.3137255,86,0,91.4,0.788985,-10.732793,8.343982,25.527035,6.250951,21.5715,0,44.954155,-93.27127,30.211351
708.998,74.26719,9.449632,1683.75,55.302036,9.803922,86,7.8431373,91.4,0.9338516,-9.862566,10.20979,31.847347,6.2653365,21.609722,0,44.95435,-93.27111,30.230276
710.002,24.863361,23.91938,1747,55.302036,9.411765,86,13.725491,91.4,2.3234491,-2.755717,30.496775,91.684326,6.273913,21.614738,0,44.954544,-93.27095,30.189198
711.004,51.864452,11.516739,1751,55.302036,11.372549,86,11.764706,91.4,1.1675317,-8.847302,14.619886,43.852253,6.2988057,21.638733,0,44.95474,-93.27079,30.353262
712.004,24.46321,21.852274,1713.75,54.680664,8.235294,86,0,91.4,2.2074373,-3.770981,30.647356,93.92465,6.3059464,21.641552,0,44.954933,-93.27063,30.273977
713.013,23.938461,30.416002,1784.5,55.302036,68.62745,86,12.54902,91.4,3.0185566,0.43511322,31.675068,93.22557,6.323142,21.663267,0,44.955124,-93.27047,30.204128
714.016,15.001582,36.32202,1870.5,55.92341,10.980392,86,0,91.4,3.8367543,3.335868,51.112747,143.51775,6.340216,21.64087,0,44.955322,-93.27031,29.79324
715.006,34.41719,24.805285,1781.25,55.92341,68.62745,86,17.254902,91.4,2.5590458,-2.3206038,22.278753,65.690125,6.3574443,21.638737,0,44.955524,-93.270164,27.671808
716.003,14.041887,37.207928,2069.75,56.544777,68.62745,86,20.784313,91.4,4.06342,3.770981,55.212788,140.10571,6.3732862,21.619383,0,44.955727,-93.27003,25.45653
717.008,10.26384,41.34214,2126,57.78752,17.647058,86,12.156863,91.4,5.2870727,5.8015094,77.196365,190.70746,6.3908486,21.557154,0,44.95594,-93.2699,23.245457
718.006,12.137464,39.865635,1921.25,57.78752,9.803922,86,0,91.4,4.889535,5.0763206,65.27979,178.4551,6.3988786,21.538086,0,44.95617,-93.26978,20.166819
719.064,62.275093,15.060351,1786.75,58.408894,5.490196,86,0,91.4,1.6242998,-7.106849,12.85989,37.80137,6.4175663,21.568987,0,44.95639,-93.269684,17.720852
720.084,148.04384,6.201321,1734.75,57.78752,3.9215686,86,0,91.4,0.62741876,-11.457981,5.352003,16.203676,6.4361925,21.620047,0,44.956615,-93.2696,14.899491
721.007,152.91129,6.201321,1696.25,55.92341,4.3137255,86,0,91.4,0.6137345,-11.457981,5.0144897,15.526406,6.454978,21.674152,0,44.95684,-93.26953,12.284609
722.012,131.97322,5.90602,1686.5,55.92341,3.9215686,86,0,91.4,0.5779502,-11.603019,5.8100576,18.093733,6.462714,21.695597,0,44.95706,-93.26948,9.502676
722.996,22.4098,28.053595,1778.5,55.302036,68.62745,86,16.862745,91.4,2.7711582,-0.7251887,33.83575,99.92082,6.4791255,21.722128,0,44.957283,-93.26943,7.315053
724.004,18.422281,24.805285,1936.75,55.302036,8.627451,86,2.3529413,91.4,2.8438213,-2.3206038,41.159527,111.617134,6.4966683,21.70845,0,44.957508,-93.26941,4.9034204
725.012,124.43618,7.087224,1685,55.302036,4.3137255,86,0,91.4,0.70120645,-11.022868,6.093504,18.993338,6.514609,21.755253,0,44.95773,-93.269394,2.4547713
726.008,151.33215,5.610719,1656.25,54.680664,6.6666665,86,0,91.4,0.54201245,-11.748056,4.9542193,15.710261,6.5315695,21.803406,0,44.95795,-93.269394,1.0737896
727.012,101.46985,7.973127,1643.5,54.05929,4.7058825,86,1.5686275,91.4,0.7618337,-10.587755,7.304761,23.343737,6.539331,21.82379,0,44.95817,-93.269394,0.44876698
728.009,23.353865,28.348896,1713.75,54.05929,9.803922,86,0,91.4,2.6919785,-0.58015096,31.738344,97.268196,6.557286,21.850239,0,44.958393,-93.26939,0.6948815
729.004,105.63216,7.087224,1633,54.05929,4.3137255,86,0,91.4,0.68045646,-11.022868,7.0169253,22.568087,6.5760784,21.891964,0,44.958614,-93.26938,0.66878796
730.006,135.37625,6.201321,1628.25,53.437923,3.5294118,86,0,93.2,0.58421946,-11.457981,5.4122734,17.45793,6.5843544,21.915323,0,44.95883,-93.26938,0.4923508
731.004,65.65808,9.449632,1700.25,52.81655,68.62745,86,21.960785,93.2,0.87797314,-9.862566,11.029466,34.070286,6.6010695,21.9583,0,44.959045,-93.26938,0.46792278
732.007,12.8351555,33.664314,2235,53.437923,68.62745,86,21.17647,93.2,3.9269605,2.0305283,57.084877,134.14597,6.616718,21.934866,0,44.959263,-93.26938,0.5227461
732.997,34.80577,20.080467,2398,54.680664,9.019608,86,5.490196,93.2,2.7611792,-4.6412077,21.54047,47.17806,6.6337557,21.90388,0,44.959488,-93.26937,0.50890046
734.004,21.749235,26.28179,1977.25,54.680664,10.196078,86,0,93.2,3.298524,-1.5954151,34.47168,91.56614,6.6504507,21.922512,0,44.959713,-93.26936,0.73051435
735.002,52.486465,13.583846,1724.5,55.302036,5.098039,86,0,93.2,1.5494941,-7.832038,14.446627,43.998444,6.6594205,21.93975,0,44.959934,-93.26936,0.7592452
736.014,26.602873,19.194565,1682.75,54.680664,8.627451,86,6.6666665,91.4,1.8628352,-5.0763206,28.182396,87.96145,6.6752534,21.964567,0,44.96016,-93.26936,0.7239028
737.002,38.363808,21.261671,1674.5,55.302036,7.45098,86,2.3529413,91.4,2.0754075,-4.0610566,19.764784,61.992764,6.692018,21.97499,0,44.960384,-93.269356,0.82852983
737.995,30.673891,27.462994,1747.5,54.680664,31.764706,86,5.490196,91.4,2.6225095,-1.0152642,24.442045,73.460594,6.708661,22.003586,0,44.960606,-93.269356,0.9243796
739.004,96.79513,8.563729,1636.75,54.680664,4.7058825,86,8.235294,91.4,0.82802325,-10.297679,7.745562,24.854479,6.7259398,22.04071,0,44.960827,-93.26935,1.3454444
740.009,20.5498,25.100586,1724.75,54.05929,9.411765,86,0,91.4,2.4472377,-2.175566,36.069107,109.83565,6.742189,22.050133,0,44.961044,-93.26934,1.4129708
741.007,20.57952,30.120703,1733,54.05929,68.62745,86,7.45098,91.4,2.9432015,0.29007548,36.01702,109.154915,6.7582784,22.06207,0,44.961266,-93.269325,1.6331733
742.005,20.947405,31.892508,1794.5,54.680664,68.62745,86,20.392157,91.4,3.1885471,1.1603019,35.7912,104.75309,6.7657466,22.061409,0,44.961487,-93.26932,1.5950774
743.007,24.229544,23.91938,2030,55.302036,8.627451,86,4.3137255,91.4,2.6722252,-2.755717,31.294537,80.96672,6.7819834,22.056072,0,44.96171,-93.26931,1.5778354
744.003,17.923111,30.416002,1806.25,55.302036,68.62745,86,12.941176,91.4,3.3958213,0.43511322,42.305847,123.01458,6.7995996,22.060919,0,44.961937,-93.2693,1.7162939
745.016,72.86749,12.107341,1768.75,55.92341,5.098039,86,3.9215686,91.4,1.2593607,-8.557226,10.522828,31.246407,6.8153844,22.086205,0,44.962166,-93.269295,1.3171178
746.019,45.127644,18.603964,1713.75,55.92341,7.45098,86,0,91.4,1.8696454,-5.3663964,16.991182,52.072716,6.832379,22.114473,0,44.96239,-93.26929,0.9757898
747.003,47.77008,14.76505,1711.75,55.92341,7.8431373,86,0,91.4,1.44232,-7.251887,16.051304,49.249752,6.8480983,22.147575,0,44.96262,-93.26928,0.6897475
748.017,116.23762,7.382525,1684.5,55.92341,4.3137255,86,2.745098,91.4,0.72137296,-10.8778305,6.596591,20.567553,6.8651924,22.190742,0,44.96285,-93.26928,0.62702644
749.009,47.654778,13.879147,1699.75,55.302036,12.54902,86,6.27451,91.4,1.3487747,-7.6870003,15.911361,49.165035,6.8730707,22.204584,0,44.96307,-93.26927,0.9283608
750.001,37.748295,18.603964,1695,55.302036,10.980392,86,0,91.4,1.8084686,-5.3663964,20.08706,62.241604,6.88967,22.224781,0,44.96329,-93.269264,1.413252
751.011,98.97738,8.563729,1655.5,55.302036,4.3137255,86,0,91.4,0.83012295,-10.297679,7.6608653,24.304277,6.905056,22.258167,0,44.963512,-93.26926,1.906871
752.012,151.33215,5.90602,1655.25,54.680664,7.8431373,86,11.764706,91.4,0.5645768,-11.603019,4.9542193,15.719752,6.92297,22.306648,0,44.96373,-93.26924,2.137879
753.006,44.174374,19.489866,1712.75,54.05929,7.0588236,86,0,91.4,1.9246634,-4.931283,16.779253,51.45324,6.9373946,22.306364,0,44.963947,-93.26923,2.1588113
754.010,111.072235,7.087224,1553.75,51.57381,4.7058825,86,0,91.4,0.6733013,-11.022868,6.3664355,21.520348,6.9536686,22.346651,0,44.964157,-93.26922,2.0374517
755.012,127.48038,6.791923,1480.25,49.088326,3.9215686,86,0,91.4,0.5926438,-11.167906,5.279679,18.732964,6.9673715,22.382296,0,44.96435,-93.26921,2.512128
756.006,127.289185,6.496622,1415.25,47.22421,3.9215686,86,0,91.4,0.54288983,-11.312943,5.086814,18.8776,6.98116,22.418907,0,44.964542,-93.26919,5.6481595
756.998,72.041954,10.630836,1424.25,45.98147,5.882353,86,0,91.4,0.8639865,-9.282415,8.751248,32.271404,6.995532,22.45395,0,44.96472,-93.269135,11.274132
757.999,100.0047,8.268428,1404.5,45.98147,7.45098,86,13.333333,91.4,0.67938316,-10.442718,6.304274,23.574768,7.002409,22.471203,0,44.964897,-93.26904,19.773996
758.994,39.47383,17.71806,1628.5,46.60284,5.882353,86,0,91.4,1.5312059,-5.8015094,16.18735,52.206196,7.0170636,22.476494,0,44.965065,-93.26891,27.656107
759.994,13.339015,26.87239,1630.5,46.60284,10.196078,86,0.78431374,91.4,2.550996,-1.3053397,47.90284,154.30305,7.030387,22.478662,0,44.96522,-93.26876,40.43012
760.997,47.2018,14.174448,1515.75,47.22421,8.627451,86,10.196078,91.4,1.2944721,-7.541962,13.71762,47.53191,7.0456433,22.501179,0,44.96536,-93.26857,42.912148
761.997,23.800642,24.805285,1561.25,47.22421,9.019608,86,12.941176,91.4,2.169089,-2.3206038,27.204998,91.5188,7.05263,22.50241,0,44.965477,-93.26836,54.1647
762.996,10.372158,27.462994,2235.5,47.22421,8.627451,86,0.78431374,91.4,3.155646,-1.0152642,62.42639,146.66539,7.0688605,22.466524,0,44.965576,-93.26812,58.599827
764.000,16.999624,18.308662,2210.5,47.84558,10.980392,86,24.313726,91.4,2.3253102,-5.511434,38.590034,91.689316,7.082537,22.451118,0,44.96565,-93.26786,68.59009
765.001,5.646251,45.181053,3989.25,48.466953,68.62745,86,20.392157,91.4,6.953558,7.6870003,117.695045,154.95335,7.0971465,22.354597,0,44.9657,-93.26759,84.02984
766.003,8.373332,27.462994,5053.75,51.57381,31.764706,86,16.078432,91.4,7.8544574,-1.0152642,84.45075,87.7655,7.111458,22.199196,0,44.965725,-93.267296,88.618774
767.007,4.2269316,40.160934,5369.25,55.92341,24.705883,86,11.372549,91.4,12.215916,5.221359,181.40157,177.44406,7.1281595,21.915043,0,44.965725,-93.26697,88.93272
768.003,7.7964883,25.100586,4844.75,59.030262,17.647058,86,10.980392,93.2,7.7482586,-2.175566,103.81219,112.54107,7.147232,21.81968,0,44.965725,-93.26663,89.30379
769.016,12.441157,19.785168,3920.75,60.273006,14.509804,86,6.27451,93.2,5.5298924,-4.7862453,66.42548,88.98148,7.1557837,21.79916,0,44.96573,-93.26628,92.59397
770.017,28.18932,13.288545,2521.25,60.89438,12.156863,86,8.235294,93.2,2.357947,-7.9770756,29.61865,61.699753,7.1742425,21.816109,0,44.965733,-93.26594,88.624374
771.002,86.7195,8.268428,2042.75,60.89438,5.098039,86,0,93.2,1.0583686,-10.442718,9.6279335,24.754374,7.1924467,21.841206,0,44.965736,-93.26559,91.76547
772.001,121.598274,6.201321,2034.75,59.651634,4.7058825,86,0,93.2,0.731437,-11.457981,6.7261662,17.361635,7.2098417,21.8841,0,44.965736,-93.26525,91.98178
773.002,16.78626,28.348896,2131.5,59.030262,66.27451,86,11.372549,91.4,3.3228598,-0.58015096,48.216244,118.80702,7.228582,21.89857,0,44.965744,-93.264915,89.372635
774.000,15.208391,33.07371,2267.75,59.030262,42.35294,86,11.372549,91.4,4.0669975,1.7404529,53.21868,123.25456,7.238977,21.883183,0,44.965744,-93.26457,88.70267
775.000,29.998539,21.261671,2208.25,59.651634,68.62745,86,17.647058,91.4,2.7665968,-4.0610566,27.264334,64.845634,7.2560344,21.901428,0,44.965744,-93.26423,89.72929
776.009,20.666782,31.892508,2344.25,59.651634,41.568626,86,14.117647,91.4,4.1839333,1.1603019,39.57511,88.665016,7.273481,21.890484,0,44.965744,-93.26389,89.62807
777.049,28.484432,18.013361,2194.25,59.651634,10.588235,86,9.803922,91.4,2.4410877,-5.6564717,28.713587,68.72827,7.2914333,21.907293,0,44.965744,-93.26354,90.04262
778.110,17.214619,32.48311,2162,59.651634,11.764706,86,0,91.4,4.011707,1.4503773,47.51137,115.41864,7.3097553,21.892113,0,44.965744,-93.2632,90.11965
779.010,52.42357,12.107341,2075.25,60.273006,5.882353,86,0,91.4,1.4641901,-8.557226,15.764091,39.896294,7.3271685,21.920664,0,44.965748,-93.262856,89.8357
780.062,122.75146,6.201321,2052,59.030262,4.7058825,86,0,91.4,0.73644567,-11.457981,6.5935717,16.876308,7.345872,21.965757,0,44.965748,-93.26251,89.828865
781.006,123.721146,6.496622,2071.5,58.408894,11.372549,86,12.54902,91.4,0.76607996,-11.312943,6.473031,16.411823,7.3626614,22.006971,0,44.965748,-93.262184,90.189316
782.009,42.8218,16.241554,2080.25,57.78752,6.6666665,86,0,91.4,1.940967,-6.526698,18.502985,46.715427,7.3708944,22.019258,0,44.96575,-93.26185,89.833694
782.998,45.53549,13.288545,2007,57.16615,6.27451,86,0,91.4,1.5652568,-7.9770756,17.2132,45.045177,7.3893285,22.053698,0,44.96575,-93.26153,89.76886
784.017,122.97875,6.496622,1975,56.544777,4.3137255,86,0,91.4,0.7425616,-11.312943,6.304274,16.764942,7.406467,22.094063,0,44.96575,-93.26121,89.713104
785.006,119.36301,5.90602,1940.75,55.302036,4.3137255,86,0,91.4,0.6666231,-11.603019,6.3524904,17.19129,7.4242983,22.137533,0,44.965755,-93.260895,90
786.001,18.273619,28.053595,2022.25,54.05929,45.490196,86,10.196078,91.4,3.1280222,-0.7251887,40.561916,105.34592,7.4406266,22.152458,0,44.965755,-93.26058,90.156845
787.012,29.830942,20.375769,2088.25,54.680664,9.803922,86,0,91.4,2.3771384,-4.49617,25.132717,63.210762,7.449109,22.158953,0,44.96575,-93.26027,90.156845
788.008,94.40247,6.791923,1945.25,54.05929,4.3137255,86,0.78431374,91.4,0.7936529,-11.167906,7.851627,21.199142,7.4644475,22.189425,0,44.96575,-93.259964,90.4229
788.994,16.314865,30.120703,2181,54.05929,39.60784,86,11.764706,91.4,3.5396614,0.29007548,45.43176,109.4052,7.4807854,22.1908,0,44.965755,-93.25965,90.48588
