Time (sec),Instant fuel economy (MPG),Intake manifold absolute pressure (inHg),Engine RPM (RPM),Vehicle speed (MPH),Relative throttle position (%),Ambient air temperature (°F),Fuel type,Relative accelerator pedal position (%),Mass air flow rate (lb/min),Boost (psi),Engine Power (hp),Trip Distance (miles),Trip Fuel Economy (MPG),Hard Brake Count,Latitude (deg),Longitude (deg),Bearing (deg)
422.999,17.35712,32.48311,1854.75,57.16615,12.54902,69.8,1,0.0,3.409693,1.4503773,45.157917,7.227258,25.048609,0,45.054226,-93.12275,293.26697
423.999,70.15764,12.993244,1804.75,57.16615,7.45098,69.8,1,0.0,1.3903002,-8.122113,11.172147,7.2393417,25.075586,0,45.054317,-93.12305,292.8302
425.005,18.296469,23.91938,1829.75,55.92341,8.627451,69.8,1,5.882353,2.4973197,-2.755717,41.908195,7.2603264,25.084528,0,45.0544,-93.123344,291.95523
426.003,34.86775,18.308662,1837.5,55.92341,8.235294,69.8,1,10.196078,1.9326534,-5.511434,21.990868,7.2699666,25.094078,0,45.054485,-93.123634,291.1726
427.005,11.97353,35.43612,2502.5,55.302036,68.62745,69.8,1,20.392157,3.6813338,2.9007547,63.32739,7.2952313,25.036263,0,45.054558,-93.12394,289.85394
428.017,9.883409,38.38913,2706.25,55.92341,12.156863,69.8,1,0.0,5.5422735,4.351132,77.58174,7.3054996,24.989775,0,45.054626,-93.124245,288.73654
428.999,14.112978,36.026722,2141.75,56.544777,26.666666,69.8,1,3.5294118,4.5459933,3.1908302,54.934666,7.3267975,24.978909,0,45.054695,-93.12456,288.88663
430.02,28.497263,33.664314,2093.75,56.544777,68.62745,69.8,1,7.45098,4.159529,2.0305283,27.205832,7.3366504,24.980848,0,45.054764,-93.12486,287.38483
430.999,39.97455,21.852274,2139.75,57.16615,68.62745,69.8,1,29.019608,2.6395328,-3.770981,19.607763,7.348249,24.999092,0,45.054832,-93.125175,287.65894
432.019,6.4024773,50.79177,2943.25,57.78752,24.705883,69.8,1,13.333333,7.5943756,10.442718,123.75383,7.3698215,24.83793,0,45.054905,-93.1255,287.04782
433.005,9.588042,36.617325,2540.5,59.651634,11.372549,69.8,1,0.0,6.217551,3.4809058,85.303154,7.381447,24.778605,0,45.054977,-93.12583,285.5915
434.008,20.085657,32.77841,1918.5,60.273006,26.27451,69.8,1,12.941176,3.9087148,1.5954151,41.14428,7.4044476,24.775139,0,45.05505,-93.12617,287.42636
435.007,15.101936,37.503227,1955.25,60.89438,47.843136,69.8,1,14.90196,4.1508408,3.916019,55.28626,7.416673,24.752783,0,45.055126,-93.1265,287.4628
436.002,12.466131,41.932743,2038.25,61.515747,47.058823,69.8,1,14.90196,4.7300005,6.091585,67.65926,7.429647,24.699476,0,45.055202,-93.12684,287.65756
437.004,34.40422,28.939499,1933.0,62.13712,23.921568,69.8,1,11.764706,3.3240523,-0.29007548,24.763502,7.4544287,24.73237,0,45.05528,-93.12718,287.69156
438.001,36.483883,20.966372,1939.5,62.75849,11.372549,69.8,1,12.941176,2.3380873,-4.2060943,23.585445,7.4692054,24.749182,0,45.055355,-93.127525,287.5722
439.007,15.956027,26.57709,2065.75,63.37986,10.980392,69.8,1,9.803922,3.1075149,-1.4503773,54.4627,7.491007,24.709194,0,45.05543,-93.12788,287.6632
440.018,17.33298,34.845516,2081.25,63.37986,38.431374,69.8,1,5.098039,4.1526976,2.6106794,50.13612,7.502406,24.691868,0,45.05551,-93.12822,287.57538
441.004,47.27383,18.013361,2000.75,64.001236,10.588235,69.8,1,7.8431373,2.162841,-5.6564717,18.56266,7.519304,24.71759,0,45.055588,-93.12857,287.28397
442.02,16.19848,36.912624,2130.5,64.622604,68.62745,69.8,1,17.254902,4.3596478,3.6259434,54.699432,7.543541,24.697227,0,45.055668,-93.12893,287.46936
443.018,11.010526,44.885754,2181.5,64.622604,12.941176,69.8,1,4.7058825,5.5169067,7.541962,80.472786,7.5543027,24.643332,0,45.055748,-93.12929,287.2982
444.016,20.419727,33.07371,2099.5,65.86535,67.45098,69.8,1,16.862745,4.1624,1.7404529,44.226208,7.571605,24.637217,0,45.055832,-93.12965,287.18597
444.998,16.683023,24.509983,2121.75,66.48672,22.745098,69.8,1,11.764706,3.0549414,-2.4656415,54.64278,7.599822,24.562843,0,45.05591,-93.13001,287.40033
446.014,15.767166,31.006605,2118.0,67.108086,9.019608,69.8,1,8.627451,3.7953694,0.7251887,58.357124,7.61432,24.537813,0,45.055992,-93.13038,287.40186
447.062,33.922615,18.013361,2095.25,67.108086,5.882353,69.8,1,0.0,2.2348058,-5.6564717,27.124277,7.639116,24.536253,0,45.056072,-93.13075,287.21603
448.092,109.93075,11.221438,2051.25,67.108086,11.372549,69.8,1,9.411765,1.3564068,-8.99234,8.370055,7.6517396,24.56677,0,45.056152,-93.13111,287.30896
449.013,21.566137,28.053595,2107.0,67.108086,10.196078,69.8,1,11.372549,3.319806,-0.7251887,42.665337,7.6664076,24.56309,0,45.056232,-93.13148,287.3182
450.006,19.122599,31.892508,2161.5,67.108086,57.2549,69.8,1,18.82353,3.8233128,1.1603019,48.11723,7.6943083,24.544447,0,45.056316,-93.13184,287.43634
451.0,12.863656,40.160934,2210.75,67.72946,41.960785,69.8,1,16.078432,5.008004,5.221359,72.19146,7.7091937,24.502848,0,45.056404,-93.13221,287.30145
452.011,20.111788,34.845516,2206.25,68.35083,68.23529,69.8,1,18.039215,4.454739,2.6106794,46.59784,7.733167,24.455704,0,45.056484,-93.13259,287.30145
453.034,14.584037,23.033478,2174.5,68.35083,7.8431373,69.8,1,7.8431373,2.9317021,-3.1908302,64.2597,7.7447724,24.429152,0,45.056564,-93.132965,287.30145
454.013,23.623568,31.301907,2182.0,68.35083,23.529411,69.8,1,12.54902,3.926773,0.87022644,39.6708,7.7575274,24.42961,0,45.05665,-93.13335,287.30145
455.014,64.04178,10.630836,2118.0,68.972206,5.882353,69.8,1,5.882353,1.3760921,-9.282415,14.766697,7.786457,24.431011,0,45.056732,-93.13372,287.30145
456.007,22.139105,25.691187,2132.5,68.972206,18.82353,69.8,1,10.980392,3.1391766,-1.8854905,42.71562,7.7992187,24.42187,0,45.056816,-93.134094,287.30145
457.013,18.672491,33.07371,2213.5,68.972206,54.901962,69.8,1,16.862745,4.1104054,1.7404529,50.645924,7.829587,24.403833,0,45.056896,-93.134476,287.59467
458.02,14.761325,29.5301,2181.5,68.972206,8.235294,69.8,1,3.9215686,3.7709436,0.0,64.06509,7.841904,24.379293,0,45.05698,-93.13485,287.55103
459.014,16.950909,30.120703,2212.5,68.972206,24.705883,69.8,1,12.941176,3.7047415,0.29007548,55.789665,7.864725,24.362549,0,45.057064,-93.13523,286.99017
460.002,16.767918,22.442877,2149.0,69.593575,7.8431373,69.8,1,8.627451,2.8646226,-3.4809058,56.9066,7.8776298,24.343664,0,45.057148,-93.135605,286.09018
461.003,44.480946,17.71806,2104.25,69.593575,5.882353,69.8,1,3.5294118,2.2012362,-5.8015094,21.452,7.905919,24.364012,0,45.057236,-93.13599,286.09018
462.018,117.76078,13.288545,2111.75,68.972206,15.294118,69.8,1,9.411765,1.6131709,-7.9770756,8.030564,7.9181595,24.393604,0,45.057327,-93.13636,286.28076
463.022,29.690453,24.214682,2111.25,68.972206,8.627451,69.8,1,8.235294,2.950033,-2.6106794,31.851501,7.930827,24.402353,0,45.057415,-93.13673,287.7666
464.004,17.221031,33.959614,2218.25,68.972206,25.09804,69.8,1,0.0,4.223934,2.175566,54.914566,7.958426,24.394638,0,45.057507,-93.13711,287.7666
465.014,29.928164,27.758293,2158.5,68.972206,17.254902,69.8,1,10.196078,3.5522938,-0.87022644,31.598515,7.9743423,24.402914,0,45.057594,-93.13748,287.08624
466.001,37.148067,29.5301,2161.5,69.593575,22.352942,69.8,1,13.725491,3.66532,0.0,25.686539,7.9991245,24.41445,0,45.05768,-93.13786,287.18692
466.999,17.710049,26.57709,2163.25,69.593575,7.45098,69.8,1,0.0,3.3141203,-1.4503773,53.879314,8.011288,24.400576,0,45.057766,-93.13824,287.1551
468.015,20.633425,29.5301,2178.0,69.593575,9.411765,69.8,1,7.0588236,3.6338031,0.0,46.245605,8.035732,24.423992,0,45.057854,-93.13862,287.22668
469.013,29.555784,23.033478,2124.75,68.972206,8.627451,69.8,1,4.3137255,2.8941631,-3.1908302,31.996632,8.05295,24.433598,0,45.057938,-93.13899,287.35434
470.003,23.03891,31.892508,2199.5,69.593575,24.705883,69.8,1,12.941176,3.969585,1.1603019,41.417114,8.077672,24.438236,0,45.058018,-93.13937,287.56973
471.017,15.959405,35.43612,2172.0,69.593575,8.627451,69.8,1,3.9215686,4.496512,2.9007547,59.789524,8.090134,24.417894,0,45.0581,-93.139755,287.29907
472.011,18.37047,32.18781,2211.5,69.593575,10.980392,69.8,1,0.39215687,3.9831285,1.3053397,51.94234,8.115624,24.434559,0,45.058186,-93.14014,287.011
473.014,31.21552,31.006605,2225.0,69.593575,25.882353,69.8,1,14.509804,3.9559133,0.7251887,30.568295,8.129988,24.444084,0,45.05827,-93.14052,287.40857
474.004,44.344627,22.442877,2242.75,70.21494,25.490196,69.8,1,14.117647,2.9196491,-3.4809058,21.710068,8.155566,24.437649,0,45.058357,-93.14091,287.5277
475.018,16.361906,36.32202,2236.25,70.83632,10.196078,69.8,1,0.0,4.6995525,3.335868,59.36011,8.168536,24.412666,0,45.05844,-93.1413,287.21103
476.01,22.317173,29.825401,2248.0,70.83632,18.431372,69.8,1,3.137255,3.7424083,0.14503774,43.520054,8.195472,24.437504,0,45.05853,-93.141685,287.4118
477.013,71.135574,10.630836,2169.5,71.45769,11.764706,69.8,1,7.8431373,1.3786986,-9.282415,13.773197,8.209737,24.46431,0,45.058617,-93.142075,287.42337
478.01,75.81846,13.288545,2161.5,71.45769,14.117647,69.8,1,9.019608,1.6524605,-7.9770756,12.922503,8.233996,24.503153,0,45.0587,-93.14246,287.49457
479.012,34.891594,19.785168,2158.0,70.83632,7.0588236,69.8,1,0.0,2.4671786,-4.7862453,27.836063,8.246672,24.513784,0,45.05879,-93.14285,287.55286
480.001,41.08825,21.556973,2154.25,70.83632,14.509804,69.8,1,8.627451,2.652676,-3.916019,23.638014,8.273841,24.56332,0,45.058876,-93.14324,287.32254
481.0,47.56633,18.308662,2156.5,70.83632,6.6666665,69.8,1,2.745098,2.275403,-5.511434,20.418741,8.286086,24.581114,0,45.05896,-93.14363,287.28217
482.002,52.462406,17.422758,2147.25,70.83632,6.6666665,69.8,1,0.39215687,2.1675644,-5.946547,18.513153,8.298704,24.598305,0,45.059048,-93.14401,287.15717
483.004,20.347538,27.462994,2244.75,70.21494,12.156863,69.8,1,0.0,3.384586,-1.0152642,47.31407,8.330381,24.636868,0,45.05913,-93.1444,287.62335
484.006,91.521355,10.630836,2168.75,70.83632,11.372549,69.8,1,7.0588236,1.3767054,-9.282415,10.612218,8.343343,24.664244,0,45.05922,-93.14479,287.77527
484.997,43.245728,12.993244,2148.0,70.83632,11.372549,69.8,1,9.019608,1.6063693,-8.122113,22.45874,8.373554,24.703224,0,45.059307,-93.14518,287.7211
486.007,31.407877,26.28179,2175.0,70.83632,17.254902,69.8,1,12.156863,3.2568278,-1.5954151,30.9236,8.386152,24.711632,0,45.059395,-93.14556,287.2821
487.006,46.228355,17.71806,2168.75,70.83632,11.372549,69.8,1,11.764706,2.2232127,-5.8015094,21.009716,8.398446,24.728584,0,45.05948,-93.14595,287.2821
488.007,21.883638,23.32878,2221.25,71.45769,11.372549,69.8,1,0.0,3.0298514,-3.0457926,44.771545,8.428495,24.716383,0,45.059566,-93.14634,287.2821
489.007,87.68629,10.630836,2166.0,71.45769,5.490196,69.8,1,3.137255,1.3622928,-9.282415,11.173517,8.442948,24.74681,0,45.059654,-93.14673,288.0677
489.997,24.471695,28.053595,2203.5,70.83632,10.196078,69.8,1,0.39215687,3.495406,-0.7251887,39.688488,8.469767,24.764942,0,45.059746,-93.14712,286.6453
491.017,33.77233,25.986488,2177.5,70.83632,16.078432,69.8,1,10.196078,3.3034387,-1.7404529,28.75859,8.48496,24.777246,0,45.059837,-93.14751,288.87552
492.004,26.654196,23.62408,2166.5,70.83632,7.8431373,69.8,1,7.45098,2.967691,-2.9007547,36.438713,8.498614,24.780193,0,45.05993,-93.14789,288.21603
493.018,24.649763,29.825401,2181.0,70.21494,9.803922,69.8,1,3.137255,3.7703688,0.14503774,39.056152,8.52676,24.782043,0,45.060028,-93.14828,288.23288
494.006,25.554003,29.5301,2213.0,70.21494,26.27451,69.8,1,14.117647,3.7155764,0.0,37.674133,8.540797,24.77906,0,45.060112,-93.14865,288.17087
495.02,42.10635,20.375769,2245.5,70.21494,24.313726,69.8,1,13.333333,2.6469138,-4.49617,22.864126,8.564813,24.774796,0,45.060196,-93.14903,287.9674
496.004,16.3998,34.550217,2226.0,70.21494,10.196078,69.8,1,5.882353,4.475787,2.4656415,58.703457,8.579404,24.762016,0,45.060284,-93.149414,287.55338
497.005,16.369505,35.14082,2220.75,70.21494,24.705883,69.8,1,13.333333,4.4924912,2.755717,58.8121,8.607425,24.737967,0,45.060368,-93.1498,287.53625
498.007,13.157362,41.932743,2224.5,70.21494,10.980392,69.8,1,0.0,5.3722787,6.091585,73.17005,8.6211815,24.700708,0,45.06045,-93.150185,287.5618
499.012,49.39089,16.832157,2154.25,70.83632,15.686275,69.8,1,10.980392,2.134872,-6.236623,19.664448,8.646849,24.733028,0,45.06053,-93.150566,287.00803
500.005,21.878881,31.892508,2239.0,70.21494,23.921568,69.8,1,13.333333,3.9636052,1.1603019,44.002476,8.660008,24.730947,0,45.060608,-93.15096,287.10703
501.006,14.135279,40.751537,2229.25,70.21494,17.647058,69.8,1,0.0,5.2638526,5.511434,68.107956,8.676097,24.691277,0,45.06068,-93.15135,293.1277
501.996,34.900337,24.509983,2182.5,70.21494,18.82353,69.8,1,10.588235,3.0984218,-2.4656415,27.584976,8.706992,24.731407,0,45.060745,-93.15175,283.34314
503.06,49.717537,18.013361,2167.5,70.21494,17.254902,69.8,1,10.588235,2.2680604,-5.6564717,19.36389,8.719063,24.748442,0,45.060806,-93.15214,282.54846
504.103,109.49323,8.268428,2121.25,69.593575,10.980392,69.8,1,9.019608,1.0182996,-10.442718,8.714742,8.744591,24.791637,0,45.060863,-93.152534,281.43954
505.017,31.911959,25.100586,2143.0,69.593575,16.078432,69.8,1,12.54902,3.0717177,-2.175566,29.90118,8.757992,24.797373,0,45.060913,-93.15292,280.6363
506.011,24.135056,20.67107,2157.5,69.593575,10.588235,69.8,1,7.8431373,2.5555873,-4.351132,39.536068,8.772351,24.79988,0,45.06096,-93.15331,278.64905
507.013,20.720232,24.805285,2133.75,68.972206,7.8431373,69.8,1,5.882353,3.0874548,-2.3206038,45.640682,8.7844715,24.790625,0,45.061,-93.15371,278.81204
508.0,20.720232,24.805285,2133.75,68.972206,7.8431373,69.8,1,5.882353,3.0874548,-2.3206038,45.640682,8.7844715,24.790625,0,45.061047,-93.154106,278.71667
509.014,20.69951,31.597206,2210.75,69.593575,21.17647,69.8,1,0.0,3.8895364,1.0152642,46.097958,8.800216,24.773293,0,45.06109,-93.154495,278.59818
510.006,41.83097,17.422758,2100.75,69.593575,5.882353,69.8,1,0.39215687,2.2220926,-5.946547,22.810974,8.840062,24.817396,0,45.06113,-93.15489,279.14963
511.0,41.83097,17.422758,2100.75,69.593575,5.882353,69.8,1,0.39215687,2.2220926,-5.946547,22.810974,8.840062,24.817396,0,45.061172,-93.15528,279.00858
512.005,27.622276,27.167692,2133.25,68.35083,8.235294,69.8,1,10.980392,3.2925527,-1.1603019,33.927902,8.872666,24.828814,0,45.06122,-93.15567,278.96356
513.01,21.897942,22.147575,2150.0,68.35083,9.411765,69.8,1,7.0588236,2.7256718,-3.6259434,42.796986,8.907041,24.816006,0,45.061264,-93.15605,280.32455
514.001,25.71464,27.167692,2146.5,68.972206,19.215687,69.8,1,8.235294,3.3697433,-1.1603019,36.776154,8.927156,24.824013,0,45.06132,-93.15644,284.88278
515.0,34.949203,25.986488,2139.75,68.972206,19.607843,69.8,1,11.372549,3.2179856,-1.7404529,27.058857,8.944544,24.838148,0,45.061394,-93.15682,286.88794
516.002,127.85038,6.496622,2074.25,68.972206,4.7058825,69.8,1,0.0,0.7838827,-11.312943,7.3968143,8.972433,24.891619,0,45.061478,-93.1572,288.1991
517.009,136.83855,5.90602,2047.5,67.72946,4.3137255,69.8,1,0.0,0.7067432,-11.603019,6.7864366,8.983834,24.917488,0,45.061573,-93.15756,290.43695
518.011,136.96478,9.154331,2022.0,65.86535,16.078432,69.8,1,15.294118,1.060464,-10.007604,6.5935717,9.010131,24.977432,0,45.061676,-93.157906,296.04507
519.016,39.43144,16.536856,2064.75,65.86535,11.372549,69.8,1,11.764706,1.9290332,-6.3816605,22.902716,9.022312,24.988388,0,45.06178,-93.15825,296.48825
520.013,11.505489,40.160934,2471.25,66.48672,54.509804,69.8,1,20.0,5.008004,5.221359,79.23234,9.050105,24.924408,0,45.061893,-93.158585,299.47812
520.997,9.434145,50.79177,2845.75,67.108086,33.72549,69.8,1,18.431372,7.2412853,10.442718,97.53152,9.062923,24.873005,0,45.06203,-93.15891,301.6155
522.0,38.046085,20.67107,2225.75,69.593575,14.90196,69.8,1,10.196078,3.2696135,-4.351132,25.080246,9.086936,24.843472,0,45.062187,-93.15925,305.9358
523.01,20.550117,32.18781,2215.5,69.593575,21.17647,69.8,1,11.372549,4.133076,1.3053397,46.43308,9.100099,24.836964,0,45.06236,-93.15958,309.37796
524.01,15.992345,36.617325,2274.75,70.21494,10.196078,69.8,1,9.019608,4.605202,3.4809058,60.19911,9.124946,24.826468,0,45.06254,-93.15989,312.6132
525.004,16.056845,32.77841,2236.75,70.83632,23.529411,69.8,1,12.54902,4.301572,1.5954151,60.48789,9.13985,24.809813,0,45.062733,-93.16019,313.5917
526.005,36.8931,29.5301,2272.5,71.45769,23.529411,69.8,1,13.333333,3.8680496,0.0,26.556843,9.165293,24.798244,0,45.062935,-93.16048,315.27777
527.004,15.4922285,38.09383,2315.0,71.45769,25.09804,69.8,1,4.7058825,4.9941792,4.2060943,63.24231,9.176851,24.781036,0,45.06315,-93.16077,317.1232
527.995,45.212006,14.174448,2232.0,72.079056,10.588235,69.8,1,10.980392,1.8930529,-7.541962,21.858883,9.190077,24.795242,0,45.063366,-93.16104,316.44098
529.011,48.33432,14.174448,2247.0,72.079056,17.647058,69.8,1,10.980392,1.8493042,-7.541962,20.446836,9.222533,24.811058,0,45.06358,-93.161316,316.2305
530.007,21.948528,30.711304,2267.75,72.079056,10.980392,69.8,1,0.39215687,3.9811354,0.58015096,45.027348,9.235405,24.802675,0,45.063797,-93.1616,316.15375
530.999,96.963104,8.85903,2166.75,72.079056,11.764706,69.8,1,9.803922,1.1320498,-10.152641,10.192371,9.267057,24.847857,0,45.06401,-93.16187,316.15375
532.016,32.529545,22.442877,2185.5,71.45769,7.8431373,69.8,1,7.45098,2.805388,-3.4809058,30.119213,9.278538,24.855156,0,45.064224,-93.162155,316.12817
532.998,53.756634,11.81204,2194.25,71.45769,5.882353,69.8,1,0.39215687,1.5366575,-8.702264,18.225924,9.304256,24.87868,0,45.064438,-93.16244,316.1391
534.013,124.39546,6.201321,2156.0,71.45769,7.45098,69.8,1,4.7058825,0.78501135,-11.457981,7.876206,9.318906,24.91023,0,45.064644,-93.16271,316.31705
535.003,26.776783,21.261671,2172.0,70.83632,7.45098,69.8,1,6.27451,2.7117064,-4.0610566,36.271893,9.344298,24.914766,0,45.06485,-93.162994,315.1766
536.005,33.954403,27.758293,2223.5,70.83632,20.392157,69.8,1,12.156863,3.4782293,-0.87022644,28.60438,9.355599,24.922474,0,45.065056,-93.16328,314.05984
537.008,28.996954,21.852274,2214.0,71.45769,11.764706,69.8,1,0.0,2.8907218,-3.770981,33.788525,9.38407,24.913458,0,45.065254,-93.163574,312.41302
538.0,57.606323,12.402642,2171.25,70.83632,5.882353,69.8,1,0.0,1.5841541,-8.412189,16.860035,9.396674,24.931866,0,45.06544,-93.16388,308.9668
539.011,30.222826,29.825401,2278.0,70.83632,27.843138,69.8,1,16.470589,3.7097158,0.14503774,32.136127,9.423964,24.961699,0,45.065613,-93.1642,305.52588
540.01,14.289271,39.570335,2280.75,70.83632,22.352942,69.8,1,6.27451,5.200308,4.931283,67.9702,9.437111,24.935268,0,45.06578,-93.164536,303.5996
541.0,51.837402,12.107341,2198.0,71.45769,5.882353,69.8,1,0.0,1.5930598,-8.557226,18.90072,9.451279,24.956549,0,45.06593,-93.16489,299.9973
542.019,106.06542,7.382525,2130.5,70.21494,9.803922,69.8,1,9.803922,0.91782063,-10.8778305,9.076708,9.482184,25.02038,0,45.06607,-93.16524,297.86172
543.01,22.72767,28.053595,2234.0,69.593575,22.745098,69.8,1,12.54902,3.4480667,-0.7251887,41.984295,9.496556,25.01638,0,45.066196,-93.165596,293.88995
544.022,15.501941,22.442877,2200.0,70.21494,7.45098,69.8,1,0.0,2.8924594,-3.4809058,62.10351,9.51042,24.998482,0,45.06631,-93.16597,292.89313
545.018,35.57562,22.442877,2162.0,70.21494,16.078432,69.8,1,9.803922,2.7730193,-3.4809058,27.061367,9.540076,25.038692,0,45.06641,-93.16634,288.9362
545.997,34.067726,23.62408,2168.5,70.21494,16.470589,69.8,1,9.019608,2.946566,-2.9007547,28.25915,9.551713,25.046686,0,45.0665,-93.166725,286.96515
546.995,40.70048,18.308662,2143.75,70.21494,16.470589,69.8,1,10.196078,2.2643125,-5.511434,23.653894,9.576342,25.074942,0,45.066578,-93.167114,284.2228
548.001,49.26768,16.241554,2153.0,70.21494,7.0588236,69.8,1,5.098039,2.0086644,-6.526698,19.540699,9.592382,25.098825,0,45.066643,-93.16751,281.5534
549.003,25.21758,28.348896,2212.0,70.21494,20.392157,69.8,1,10.980392,3.5285199,-0.58015096,38.176735,9.618462,25.108309,0,45.066692,-93.16791,278.28238
550.003,51.253952,17.71806,2176.0,70.83632,5.882353,69.8,1,0.0,2.261033,-5.8015094,18.949654,9.630409,25.123764,0,45.066727,-93.16831,275.92657
551.005,26.108139,28.053595,2221.25,70.83632,18.82353,69.8,1,11.372549,3.5217054,-0.7251887,37.200836,9.64658,25.121876,0,45.06675,-93.16872,273.07715
552.004,23.108812,29.5301,2232.0,70.83632,19.607843,69.8,1,10.980392,3.7726474,0.0,42.029186,9.678089,25.121195,0,45.06676,-93.16912,272.49075
553.02,19.963205,33.959614,2261.5,71.45769,21.960785,69.8,1,11.372549,4.3728294,2.175566,49.078506,9.693117,25.110569,0,45.066772,-93.16953,273.06445
554.004,50.13179,19.489866,2224.0,72.079056,16.078432,69.8,1,10.196078,2.5427933,-4.931283,19.713718,9.708117,25.128845,0,45.06679,-93.169945,273.56366
555.0,39.869953,21.261671,2242.0,72.079056,17.254902,69.8,1,11.372549,2.7500377,-4.0610566,24.78769,9.734528,25.14418,0,45.06681,-93.17036,272.8244
555.998,19.518816,31.006605,2312.5,72.079056,11.372549,69.8,1,9.019608,4.0104713,0.7251887,50.632374,9.747938,25.1345,0,45.066822,-93.17078,272.9361
557.002,39.386112,18.013361,2227.5,72.70043,14.509804,69.8,1,9.803922,2.3343096,-5.6564717,25.308506,9.777385,25.14772,0,45.066837,-93.17119,272.9361
557.996,30.309278,19.489866,2234.75,72.70043,6.6666665,69.8,1,0.0,2.5045643,-4.931283,32.887737,9.791336,25.152323,0,45.066853,-93.1716,272.9645
559.011,119.74131,7.087224,2206.75,72.70043,5.490196,69.8,1,8.235294,0.91371495,-11.022868,8.324643,9.807147,25.185034,0,45.066864,-93.17201,272.9645
559.998,55.097572,16.536856,2186.25,72.079056,12.156863,69.8,1,7.0588236,2.097418,-6.3816605,17.93698,9.834633,25.209408,0,45.06688,-93.172424,272.9645
561.005,30.273497,18.013361,2185.0,71.45769,5.882353,69.8,1,1.1764706,2.2719574,-5.6564717,32.36376,9.850952,25.219688,0,45.066895,-93.17284,272.9645
562.001,44.7514,16.832157,2178.5,71.45769,12.156863,69.8,1,0.0,2.1217628,-6.236623,21.893488,9.8672,25.236229,0,45.066906,-93.17324,272.91098
563.008,48.621677,15.060351,2153.5,70.83632,5.882353,69.8,1,0.78431374,1.8840834,-7.106849,19.975546,9.897483,25.268356,0,45.06692,-93.173645,272.91098
564.016,37.328465,21.261671,2155.5,70.83632,9.803922,69.8,1,0.0,2.6414835,-4.0610566,26.018873,9.911141,25.27978,0,45.066936,-93.17405,272.8004
565.056,40.970844,19.489866,2135.75,70.21494,12.941176,69.8,1,7.0588236,2.4236085,-4.931283,23.497805,9.92577,25.293976,0,45.066956,-93.17445,273.11932
566.095,100.39146,9.744933,2102.25,70.21494,10.980392,69.8,1,8.235294,1.1922681,-9.717528,9.58971,9.955659,25.333332,0,45.06697,-93.17485,273.11716
567.006,33.16768,25.691187,2149.5,69.593575,14.90196,69.8,1,9.411765,3.1158328,-1.8854905,28.769129,9.969863,25.341469,0,45.066982,-93.175255,273.00864
568.023,31.266764,27.167692,2145.0,69.593575,15.686275,69.8,1,10.196078,3.3689597,-1.1603019,30.518196,9.984961,25.349323,0,45.066998,-93.17565,272.93958
569.014,54.10929,18.013361,2146.5,70.21494,12.54902,69.8,1,6.27451,2.2628644,-5.6564717,17.792229,10.010065,25.367296,0,45.067013,-93.17605,272.93958
570.002,56.38269,13.288545,2116.0,69.593575,5.490196,69.8,1,0.0,1.6455609,-7.9770756,16.923727,10.023248,25.385223,0,45.067028,-93.176445,273.05246
570.995,129.04553,6.791923,2099.0,69.593575,10.196078,69.8,1,10.196078,0.8291136,-11.167906,7.3943295,10.036413,25.412306,0,45.06704,-93.17684,273.05246
572.015,58.60367,12.697943,2108.0,69.593575,10.196078,69.8,1,7.0588236,1.5797503,-8.267151,16.282347,10.06855,25.436298,0,45.067055,-93.17724,272.97665
573.005,31.92483,24.214682,2131.0,68.972206,17.254902,69.8,1,10.196078,2.9447944,-2.6106794,29.622257,10.081231,25.44115,0,45.06707,-93.177635,272.88055
574.016,21.917112,32.48311,2175.0,68.972206,11.764706,69.8,1,0.0,4.0515285,1.4503773,43.148273,10.108394,25.438417,0,45.067085,-93.178024,272.88055
574.999,67.63765,18.308662,2130.5,68.972206,13.725491,69.8,1,10.980392,2.29732,-5.511434,13.981644,10.122872,25.461226,0,45.0671,-93.17842,272.88055
575.997,60.309887,18.308662,2128.0,69.593575,14.509804,69.8,1,9.411765,2.3010168,-5.511434,15.821705,10.14802,25.476366,0,45.067112,-93.178825,272.88055
577.002,28.444502,20.67107,2125.0,68.972206,7.0588236,69.8,1,4.7058825,2.5376995,-4.351132,33.24669,10.160812,25.477047,0,45.067127,-93.17922,272.88055
577.997,23.765701,29.825401,2174.5,69.593575,18.82353,69.8,1,10.980392,3.701973,0.14503774,40.15052,10.186385,25.492107,0,45.067142,-93.17961,272.88055
579.014,51.535717,18.899263,2130.5,69.593575,15.294118,69.8,1,9.803922,2.3708818,-5.221359,18.515415,10.199171,25.508291,0,45.067158,-93.18001,272.9454
580.017,41.374126,23.32878,2158.5,69.593575,7.8431373,69.8,1,4.7058825,2.9359782,-3.0457926,23.062849,10.225348,25.519241,0,45.067173,-93.18041,272.9454
581.006,41.89623,18.899263,2126.75,69.593575,10.196078,69.8,1,0.0,2.353437,-5.221359,22.775444,10.237233,25.52806,0,45.067192,-93.18081,272.9454
582.006,45.135517,17.422758,2119.5,68.972206,12.941176,69.8,1,12.54902,2.1150463,-5.946547,20.952137,10.26537,25.569553,0,45.067204,-93.181206,273.1441
583.012,21.85689,18.603964,2173.5,69.593575,7.8431373,69.8,1,8.235294,2.2748067,-5.3663964,43.656956,10.276513,25.563364,0,45.06722,-93.1816,273.0159
