Time (sec),Instant fuel economy (MPG),Intake manifold absolute pressure (inHg),Engine RPM (RPM),Vehicle speed (MPH),Relative throttle position (%),Ambient air temperature (°F),Fuel type,Relative accelerator pedal position (%),Mass air flow rate (lb/min),Boost (psi),Engine Power (hp),Trip Distance (miles),Trip Fuel Economy (MPG),Hard Brake Count,Latitude (deg),Longitude (deg),Bearing (deg)
856.008,43.432472,25.395885,1912.25,60.89438,10.588235,69.8,1,0.0,2.758794,-2.0305283,19.223625,15.195145,27.962467,0,45.0695,-93.28241,272.9679
857.012,44.59617,18.013361,1882.25,61.515747,15.294118,69.8,1,9.411765,1.9744855,-5.6564717,18.913042,15.2218895,27.97914,0,45.06951,-93.28276,272.9851
858.001,48.14316,15.060351,1882.25,61.515747,5.098039,69.8,1,2.3529413,1.6353774,-7.106849,17.519606,15.237113,27.991,0,45.069523,-93.28311,273.05872
859.001,113.93815,7.087224,1866.75,61.515747,4.3137255,69.8,1,2.745098,0.7695894,-11.022868,7.402694,15.249365,28.00726,0,45.069542,-93.28346,273.34103
860.011,137.57013,10.335535,1891.0,60.89438,16.078432,69.8,1,6.27451,1.1130757,-9.427453,6.06912,15.276234,28.026712,0,45.069557,-93.28381,273.43063
861.005,55.29466,12.697943,1844.5,60.89438,5.098039,69.8,1,0.0,1.3605338,-8.267151,15.099643,15.289516,28.052078,0,45.069572,-93.28416,273.626
862.003,46.75277,12.402642,1836.5,60.273006,8.627451,69.8,1,6.27451,1.3197707,-8.412189,17.676168,15.302134,28.061848,0,45.069588,-93.2845,273.4828
863.007,19.514456,32.18781,1983.5,60.273006,25.882353,69.8,1,10.980392,3.6075633,1.3053397,42.3486,15.324377,28.0459,0,45.06961,-93.28485,273.12573
863.997,15.750831,32.48311,1942.5,60.89438,9.411765,69.8,1,9.803922,3.7170243,1.4503773,53.008606,15.336633,28.03105,0,45.06963,-93.285194,273.08368
865.003,44.270782,17.71806,1909.75,61.515747,6.6666665,69.8,1,0.0,2.0021691,-5.8015094,19.052052,15.359386,28.017925,0,45.06965,-93.28555,273.18246
865.996,102.74438,8.85903,1864.25,61.515747,4.7058825,69.8,1,3.5294118,0.97604156,-10.152641,8.209201,15.370675,28.03275,0,45.069668,-93.2859,274.13068
867.01,128.319,5.90602,1822.75,60.273006,3.9215686,69.8,1,0.0,0.62709934,-11.603019,6.4402766,15.394019,28.064302,0,45.069683,-93.28624,273.8267
867.996,127.66969,5.610719,1817.75,60.273006,8.235294,69.8,1,7.8431373,0.58999896,-11.748056,6.473031,15.405741,28.080763,0,45.0697,-93.28658,273.65527
868.997,20.226665,32.48311,1986.5,60.273006,31.37255,69.8,1,13.725491,3.5755396,1.4503773,40.857445,15.428504,28.069218,0,45.069717,-93.28693,274.82773
869.996,33.715416,26.28179,1949.75,60.89438,7.8431373,69.8,1,3.5294118,3.0119593,-1.5954151,24.764029,15.439068,28.07192,0,45.069736,-93.287285,277.02216
870.996,94.03473,10.040234,1865.0,61.515747,4.7058825,69.8,1,0.0,1.1293495,-9.572491,8.96955,15.45002,28.08591,0,45.069767,-93.28763,277.78918
872.002,142.22878,5.90602,1832.75,60.89438,4.3137255,69.8,1,0.0,0.63144356,-11.603019,5.870328,15.476328,28.123995,0,45.0698,-93.28797,278.13867
872.999,140.77747,13.583846,1840.0,60.273006,7.45098,69.8,1,0.0,1.4362551,-7.832038,5.870328,15.486398,28.138605,0,45.06984,-93.288315,279.2682
873.997,96.29021,7.973127,1810.25,60.273006,9.019608,69.8,1,6.27451,0.8463541,-10.587755,8.582492,15.499303,28.155148,0,45.06988,-93.28865,279.22934
874.999,96.29021,7.973127,1810.25,60.273006,9.019608,69.8,1,6.27451,0.8463541,-10.587755,8.582492,15.499303,28.155148,0,45.069916,-93.288994,279.62762
875.999,96.29021,7.973127,1810.25,60.273006,9.019608,69.8,1,6.27451,0.8463541,-10.587755,8.582492,15.499303,28.155148,0,45.069954,-93.28934,278.39868
877.005,70.47306,10.040234,1810.25,59.651634,8.235294,69.8,1,4.7058825,1.0702683,-9.572491,11.605714,15.561191,28.215586,0,45.069984,-93.28967,275.42206
877.997,37.345142,23.62408,1856.0,59.651634,15.686275,69.8,1,7.8431373,2.46717,-2.9007547,21.900845,15.571816,28.217974,0,45.070007,-93.290016,274.18344
879.017,111.64661,7.087224,1823.25,60.273006,4.7058825,69.8,1,1.9607843,0.74536407,-11.022868,7.402015,15.595085,28.243074,0,45.070023,-93.29036,272.50537
880.0,55.20898,10.926137,1815.5,59.651634,5.098039,69.8,1,3.137255,1.1492605,-9.137378,14.814442,15.607043,28.253036,0,45.070023,-93.2907,270.68784
881.005,37.397816,15.650953,1912.5,59.651634,24.313726,69.8,1,10.588235,1.6392404,-6.816774,21.869999,15.619329,28.259443,0,45.07002,-93.291046,267.32568
881.996,100.76083,9.449632,1852.5,60.273006,10.980392,69.8,1,8.235294,1.0007695,-9.862566,8.201697,15.641943,28.280346,0,45.070004,-93.29139,265.56793
883.018,28.554197,20.375769,1832.75,60.273006,6.27451,69.8,1,1.5686275,2.1775987,-4.49617,28.941801,15.653857,28.281788,0,45.06999,-93.29174,265.6986
884.006,19.776924,27.167692,1866.25,60.273006,9.803922,69.8,1,0.0,2.9160035,-1.1603019,41.78657,15.678435,28.276937,0,45.06997,-93.292076,265.875
885.003,20.722387,27.167692,1872.25,60.273006,9.803922,69.8,1,11.372549,2.9250154,-1.1603019,39.88005,15.690496,28.270073,0,45.069954,-93.29242,265.92807
886.014,40.168617,20.375769,1881.5,60.273006,8.627451,69.8,1,11.372549,2.2008145,-4.49617,20.57352,15.704647,28.277987,0,45.069942,-93.29277,267.0418
887.009,16.616583,30.711304,1943.25,60.273006,29.019608,69.8,1,1.5686275,3.418603,0.58015096,49.734047,15.726557,28.24786,0,45.06994,-93.29311,274.91028
888.01,43.359528,20.67107,1910.5,60.273006,25.490196,69.8,1,14.117647,2.31738,-4.351132,19.059477,15.736799,28.25383,0,45.069935,-93.29346,269.643
889.002,19.99619,31.006605,1918.5,60.89438,22.745098,69.8,1,10.980392,3.451027,0.7251887,41.754433,15.76314,28.232416,0,45.069935,-93.293816,269.6712
890.008,42.942272,20.080467,1878.5,61.515747,6.6666665,69.8,1,0.0,2.2224972,-4.6412077,19.641468,15.774557,28.239662,0,45.069935,-93.29417,270.14383
890.996,44.17855,13.879147,1854.25,60.89438,8.627451,69.8,1,9.411765,1.50411,-7.6870003,18.898981,15.785738,28.246756,0,45.06994,-93.29451,271.07968
892.001,15.431965,34.550217,1989.0,60.89438,24.705883,69.8,1,12.156863,3.899247,2.4656415,54.103905,15.812774,28.223166,0,45.06995,-93.29486,271.9839
893.056,14.812942,29.5301,1941.0,61.515747,8.235294,69.8,1,0.0,3.388483,0.0,56.940025,15.824006,28.201864,0,45.06996,-93.29521,272.26117
894.111,50.557014,13.288545,1830.25,60.89438,5.882353,69.8,1,0.0,1.4491131,-7.9770756,16.514614,15.849661,28.215801,0,45.06997,-93.29556,272.464
895.029,116.05684,7.087224,1788.0,59.651634,4.3137255,69.8,1,0.0,0.7483283,-11.022868,7.0473247,15.862529,28.233591,0,45.06998,-93.2959,272.22467
896.002,142.57137,6.496622,1770.0,58.408894,7.45098,69.8,1,0.0,0.6701326,-11.312943,5.6171927,15.873017,28.248072,0,45.069984,-93.29623,271.0789
896.999,93.96629,8.563729,1722.5,57.16615,4.7058825,69.8,1,0.0,0.87446374,-10.297679,8.341411,15.887085,28.266272,0,45.069973,-93.296555,267.29456
898.015,37.297565,21.852274,1741.0,54.680664,68.62745,69.8,1,18.82353,2.124233,-3.770981,20.101383,15.910369,28.287657,0,45.069942,-93.29686,262.28784
899.006,16.618677,29.825401,2016.0,54.05929,68.62745,69.8,1,19.607843,2.9956472,0.14503774,44.6012,15.9219,28.272964,0,45.06989,-93.297165,256.63846
900.0,7.8402905,44.885754,2650.25,54.05929,28.235294,69.8,1,14.90196,5.7143555,7.541962,94.53897,15.941501,28.206741,0,45.06982,-93.297455,251.7725
900.997,36.460545,18.308662,1910.25,55.302036,5.882353,69.8,1,0.0,2.7992976,-5.511434,20.796518,15.952317,28.20792,0,45.06973,-93.297745,242.99553
902.016,111.1509,8.563729,1711.5,55.302036,4.3137255,69.8,1,0.78431374,0.94375384,-10.297679,6.821828,15.964413,28.224777,0,45.06962,-93.29802,236.78714
902.996,33.656666,17.422758,1665.25,54.05929,10.588235,69.8,1,15.686275,1.7202812,-5.946547,22.02277,15.976029,28.226866,0,45.069492,-93.29827,232.84393
903.994,17.65453,31.301907,1797.75,54.05929,68.62745,69.8,1,15.294118,3.0071552,0.87022644,41.984295,15.989569,28.215313,0,45.06935,-93.29851,226.88708
904.996,32.742527,24.509983,1917.75,54.680664,22.352942,69.8,1,10.980392,2.7321966,-2.4656415,22.897825,16.0142,28.200157,0,45.069195,-93.29874,221.188
905.997,19.393303,21.556973,1795.5,55.302036,68.62745,69.8,1,21.568628,2.3849835,-3.916019,39.098667,16.023933,28.190659,0,45.06902,-93.298935,218.22801
906.999,10.840312,43.704548,2258.25,56.544777,68.62745,69.8,1,24.313726,5.226748,6.9618115,71.51932,16.048141,28.138224,0,45.06883,-93.29912,210.47803
908.0,8.732474,51.677673,2391.25,57.16615,38.82353,69.8,1,17.254902,6.7325654,10.8778305,89.758224,16.059141,28.101173,0,45.06862,-93.29928,210.15353
909.002,26.158705,32.77841,1993.75,60.273006,39.215687,69.8,1,16.862745,4.23255,1.5954151,31.592155,16.082586,28.050207,0,45.06839,-93.29941,199.74875
910.001,25.339638,26.57709,2032.5,60.89438,11.372549,69.8,1,14.509804,3.0569177,-1.4503773,32.949547,16.09516,28.050167,0,45.06815,-93.299515,193.67143
911.005,15.103722,28.053595,2025.5,61.515747,10.588235,69.8,1,16.470589,3.2894607,-0.7251887,55.843803,16.105015,28.035398,0,45.0679,-93.29958,188.26321
912.002,17.340807,31.892508,1982.25,62.13712,9.803922,69.8,1,12.156863,3.7336175,1.1603019,49.130875,16.12989,28.000893,0,45.067646,-93.299614,182.31157
912.999,17.79144,32.77841,2006.25,62.75849,27.058823,69.8,1,12.941176,3.7484517,1.5954151,48.365322,16.142044,27.99079,0,45.06739,-93.29962,182.36131
914.016,11.445058,44.59045,2185.0,64.001236,68.62745,69.8,1,28.235294,5.2754583,7.3969245,76.673096,16.164581,27.94607,0,45.06713,-93.299644,182.32474
915.007,8.663038,54.335384,2621.25,65.24397,20.0,69.8,1,13.333333,6.8491993,12.18317,103.26255,16.179564,27.889044,0,45.06686,-93.29967,183.12135
915.998,24.215368,18.899263,2351.25,67.108086,7.0588236,69.8,1,0.0,2.826632,-5.221359,37.997623,16.206818,27.878252,0,45.066586,-93.299706,185.44135
917.006,101.249374,7.087224,2129.0,67.108086,4.7058825,69.8,1,3.5294118,0.9613479,-11.022868,9.087725,16.218279,27.892633,0,45.066315,-93.299774,189.49345
918.004,78.210365,14.174448,2111.25,67.108086,65.882355,69.8,1,38.431374,1.7409545,-7.541962,11.764764,16.235703,27.912016,0,45.06605,-93.29985,192.56953
919.015,6.8831096,51.087074,3712.5,67.72946,68.62745,69.8,1,43.52941,8.900688,10.587755,134.91666,16.26273,27.824242,0,45.06578,-93.29992,196.27151
920.004,4.9911323,62.603813,4108.0,69.593575,68.62745,69.8,1,23.921568,13.408273,16.244226,191.1801,16.27458,27.73176,0,45.065502,-93.300026,197.28584
921.008,6.3507075,43.40925,4241.75,72.079056,10.980392,69.8,1,1.1764706,10.2877,6.816774,155.61794,16.291582,27.633265,0,45.06522,-93.30017,201.94498
922.01,59.799625,9.154331,2961.0,73.94317,6.27451,69.8,1,0.0,1.9874458,-10.007604,16.954004,16.320232,27.638828,0,45.064945,-93.30034,205.00127
923.0,103.99154,14.174448,2794.25,73.3218,13.333333,69.8,1,7.8431373,2.4213088,-7.541962,9.667357,16.335781,27.658812,0,45.064682,-93.30053,207.20761
923.997,41.431305,13.583846,2437.5,73.3218,6.27451,69.8,1,0.0,2.1897454,-7.832038,24.264826,16.350185,27.665379,0,45.06442,-93.30073,212.82161
925.022,28.467928,26.87239,2245.5,72.079056,17.254902,69.8,1,11.372549,3.471091,-1.3053397,34.7157,16.378395,27.68736,0,45.064175,-93.30095,213.54083
926.008,21.35703,30.711304,2321.0,72.70043,24.705883,69.8,1,14.509804,3.9784777,0.58015096,46.673325,16.393364,27.678894,0,45.06394,-93.30119,214.66794
927.006,49.318344,11.81204,2207.75,72.70043,5.882353,69.8,1,4.3137255,1.5257543,-8.702264,20.211622,16.422186,27.693703,0,45.063705,-93.30145,214.40912
928.013,120.22843,6.201321,2169.5,72.079056,4.7058825,69.8,1,2.745098,0.78984106,-11.457981,8.220053,16.436094,27.71089,0,45.063484,-93.30172,220.7248
929.007,108.354774,18.603964,2283.75,71.45769,9.411765,69.8,1,4.3137255,2.3284705,-5.3663964,9.042189,16.45047,27.729582,0,45.063274,-93.30201,222.79065
930.015,22.68169,27.758293,2237.75,70.83632,10.588235,69.8,1,1.1764706,3.521467,-0.87022644,42.820644,16.482603,27.718988,0,45.063065,-93.30229,223.30441
931.013,71.40844,12.402642,2160.5,71.45769,8.235294,69.8,1,0.0,1.6011477,-8.412189,13.720567,16.497105,27.73463,0,45.06286,-93.302574,224.28952
932.005,115.00663,12.107341,2156.0,70.83632,14.90196,69.8,1,2.3529413,1.5090674,-8.557226,8.445118,16.512632,27.753544,0,45.06266,-93.30286,225.9916
933.0,52.030792,12.402642,2118.5,70.21494,5.490196,69.8,1,0.0,1.5426542,-8.412189,18.502985,16.529705,27.767918,0,45.062466,-93.30316,227.72481
934.016,33.36231,21.261671,2107.5,69.593575,11.372549,69.8,1,10.196078,2.6286042,-4.0610566,28.601294,16.558247,27.78196,0,45.06228,-93.30346,228.62994
935.015,28.370533,27.167692,2165.5,69.593575,19.215687,69.8,1,11.372549,3.303132,-1.1603019,33.63367,16.572744,27.782866,0,45.0621,-93.30375,228.98347
936.005,29.43063,25.986488,2116.0,69.593575,10.196078,69.8,1,3.137255,3.1628907,-1.7404529,32.42218,16.599611,27.795624,0,45.061913,-93.304054,229.00858
937.004,44.44557,18.013361,2084.5,69.593575,9.019608,69.8,1,0.0,2.1989534,-5.6564717,21.469072,16.613388,27.8048,0,45.061726,-93.30436,228.86566
938.004,81.79823,8.563729,2059.25,68.972206,5.098039,69.8,1,0.0,1.0298415,-10.297679,11.561198,16.627365,27.820377,0,45.061543,-93.30466,229.11093
939.011,139.16977,6.201321,2049.0,68.35083,5.490196,69.8,1,4.7058825,0.73671395,-11.457981,6.7339754,16.643616,27.842129,0,45.061367,-93.30495,229.4144
940.004,43.673454,17.71806,2048.0,67.108086,9.411765,69.8,1,0.0,2.0767875,-5.8015094,21.068323,16.672293,27.859758,0,45.061188,-93.305244,229.27736
941.002,54.45317,12.993244,2014.25,67.108086,13.725491,69.8,1,8.235294,1.5351583,-8.122113,16.897573,16.685724,27.87033,0,45.061012,-93.305534,229.32774
942.006,34.11871,28.348896,2079.0,66.48672,26.27451,69.8,1,12.156863,3.2971013,-0.58015096,26.718676,16.712683,27.881659,0,45.060833,-93.30582,229.25224
943.056,19.128595,30.711304,2081.25,66.48672,9.019608,69.8,1,7.45098,3.6834803,0.58015096,47.656754,16.723907,27.874323,0,45.060654,-93.30611,229.04878
944.106,47.222183,20.966372,2064.75,67.108086,14.90196,69.8,1,0.0,2.5515754,-4.2060943,19.485046,16.750223,27.874556,0,45.060474,-93.3064,228.78177
945.039,59.67544,16.536856,2038.25,67.108086,10.980392,69.8,1,7.8431373,1.9698176,-6.3816605,15.418846,16.765009,27.887691,0,45.060295,-93.306694,228.87221
946.015,56.57401,14.76505,2037.75,67.108086,13.725491,69.8,1,7.45098,1.736193,-7.251887,16.26412,16.77586,27.895878,0,45.060116,-93.306984,229.09436
947.006,25.438862,28.053595,2099.0,67.108086,22.352942,69.8,1,13.725491,3.285819,-0.7251887,36.170113,16.803885,27.902893,0,45.05994,-93.307274,229.37775
948.006,17.717407,33.07371,2148.5,67.108086,27.450981,69.8,1,13.725491,4.004986,1.7404529,51.93347,16.816902,27.89129,0,45.059757,-93.30757,229.12257
949.001,42.11993,19.489866,2112.75,67.72946,16.078432,69.8,1,14.509804,2.4157379,-4.931283,22.047665,16.830563,27.897856,0,45.059578,-93.30786,229.3082
950.008,18.094273,32.48311,2111.25,68.35083,9.411765,69.8,1,0.0,3.9985888,1.4503773,51.79351,16.86028,27.869637,0,45.05939,-93.30816,229.3734
951.001,36.17899,23.32878,2110.25,68.35083,11.372549,69.8,1,0.0,2.841432,-3.0457926,25.903593,16.873032,27.872633,0,45.059204,-93.30844,229.42194
952.006,39.241955,21.852274,2084.0,68.35083,12.54902,69.8,1,0.0,2.6603339,-3.770981,23.881733,16.88709,27.881012,0,45.059017,-93.30873,229.308
953.009,29.42398,25.100586,2080.25,67.72946,16.470589,69.8,1,11.372549,2.9645605,-2.175566,31.56086,16.913572,27.89716,0,45.058838,-93.30902,229.17923
954.013,24.62987,28.939499,2117.5,67.72946,20.0,69.8,1,11.372549,3.4663806,-0.29007548,37.704063,16.936495,27.90395,0,45.058655,-93.30931,229.17924
955.004,42.977066,18.899263,2068.5,67.72946,10.588235,69.8,1,10.980392,2.3087342,-5.221359,21.607946,16.948738,27.909609,0,45.05848,-93.30961,229.31564
956.019,14.84112,39.275032,2242.0,67.72946,68.62745,69.8,1,18.431372,4.9405837,4.7862453,62.572514,16.974476,27.887321,0,45.0583,-93.3099,229.17905
957.008,10.693682,48.724667,2251.25,68.35083,56.862743,69.8,1,18.039215,6.3021693,9.427453,87.637344,16.987535,27.855625,0,45.058117,-93.310196,229.23807
958.002,10.628608,49.315266,2252.25,68.972206,20.784313,69.8,1,0.0,6.4048758,9.717528,88.97549,17.00063,27.812922,0,45.05793,-93.3105,228.85194
959.005,40.62241,21.556973,2155.0,69.593575,11.372549,69.8,1,9.019608,2.7024217,-3.916019,23.489628,17.031961,27.823832,0,45.057747,-93.31081,228.8475
960.003,42.3589,17.127459,2112.25,69.593575,5.882353,69.8,1,5.882353,2.1293437,-6.091585,22.526678,17.046062,27.832422,0,45.05756,-93.311104,229.32944
961.007,70.03432,11.516739,2095.75,69.593575,14.117647,69.8,1,11.764706,1.4033967,-8.847302,13.624824,17.058489,27.843252,0,45.057377,-93.3114,229.09592
962.005,20.236446,30.416002,2204.5,68.972206,54.509804,69.8,1,21.17647,3.7230766,0.43511322,46.731796,17.086637,27.845304,0,45.057198,-93.31171,229.05772
963.002,15.886153,25.986488,2266.0,68.972206,7.8431373,69.8,1,0.0,3.3049378,-1.7404529,59.52892,17.098507,27.829159,0,45.05701,-93.312004,228.9241
964.0,15.491086,37.798527,2235.0,69.593575,66.27451,69.8,1,17.647058,4.72868,4.0610566,61.59705,17.125738,27.81929,0,45.056824,-93.3123,229.49374
965.006,11.684194,45.181053,2247.0,69.593575,10.980392,69.8,1,12.156863,5.8255844,7.6870003,81.66633,17.13949,27.780643,0,45.056637,-93.312614,229.4936
966.0,39.98165,20.67107,2170.5,70.21494,10.980392,69.8,1,0.0,2.6304185,-4.351132,24.079166,17.164848,27.785252,0,45.056458,-93.31293,231.31934
967.002,95.27184,9.154331,2130.5,70.21494,23.137255,69.8,1,12.54902,1.1462834,-10.007604,10.105031,17.179483,27.801949,0,45.056282,-93.31324,232.4665
968.004,21.33207,22.147575,2167.5,70.21494,6.6666665,69.8,1,6.6666665,2.722158,-3.6259434,45.130405,17.19482,27.797546,0,45.05611,-93.31356,233.159
968.997,12.258868,40.751537,2285.75,70.83632,44.705883,69.8,1,16.862745,5.299117,5.511434,79.22791,17.223492,27.749731,0,45.055946,-93.31389,233.22208
970.001,41.099895,19.194565,2215.0,70.83632,10.588235,69.8,1,9.411765,2.5311193,-5.0763206,23.631315,17.235899,27.755693,0,45.055775,-93.31422,233.50027
971.002,107.21506,7.677826,2139.75,70.83632,5.098039,69.8,1,10.588235,0.96317077,-10.732793,9.0588455,17.26073,27.770039,0,45.055603,-93.314545,234.01495
971.998,17.022009,19.785168,2193.75,70.21494,8.627451,69.8,1,0.0,2.4423525,-4.7862453,56.557655,17.273092,27.757532,0,45.055435,-93.314865,233.65218
973.004,21.639147,29.5301,2223.5,69.593575,24.705883,69.8,1,12.54902,3.6670234,0.0,44.09625,17.300602,27.770733,0,45.055267,-93.315186,233.39487
974.01,38.07769,22.147575,2170.0,70.21494,14.90196,69.8,1,16.078432,2.8409848,-3.6259434,25.283176,17.312328,27.77583,0,45.0551,-93.315506,233.84827
975.012,12.783553,43.40925,2223.0,70.21494,9.803922,69.8,1,6.6666665,5.637825,6.816774,75.309654,17.34004,27.728565,0,45.05493,-93.315834,233.88133
976.0,66.090256,21.852274,2186.5,70.83632,19.215687,69.8,1,0.0,2.8024747,-3.770981,14.69573,17.355518,27.743044,0,45.05476,-93.31616,233.85242
977.011,21.678934,26.57709,2182.0,70.21494,16.470589,69.8,1,12.54902,3.296488,-1.4503773,44.408314,17.381361,27.751534,0,45.054596,-93.31649,233.70645
978.006,37.088314,16.536856,2166.5,70.21494,5.882353,69.8,1,2.745098,2.0816767,-6.3816605,25.957636,17.395807,27.757084,0,45.05443,-93.31682,233.74318
979.011,15.55943,36.912624,2285.75,70.21494,68.62745,69.8,1,21.17647,4.734975,3.6259434,61.874046,17.422207,27.748804,0,45.05426,-93.31714,233.72148
980.025,11.441795,45.771656,2342.5,70.21494,51.372547,69.8,1,11.764706,6.035746,7.9770756,84.14107,17.434708,27.719131,0,45.05409,-93.31747,233.63783
981.001,12.095464,46.066956,2285.25,71.45769,23.529411,69.8,1,12.941176,6.1005983,8.122113,81.002625,17.45931,27.671188,0,45.053917,-93.317795,233.62177
982.004,34.33663,23.033478,2240.0,72.079056,14.117647,69.8,1,10.588235,3.0366788,-3.1908302,28.782206,17.47187,27.674341,0,45.05375,-93.31813,234.03651
982.999,45.067284,18.013361,2227.5,72.079056,16.078432,69.8,1,10.588235,2.3789954,-5.6564717,21.92908,17.50165,27.676468,0,45.053574,-93.31847,233.9837
984.01,19.102308,33.07371,2296.0,72.079056,21.960785,69.8,1,11.764706,4.2501698,1.7404529,51.736366,17.5143,27.66738,0,45.053402,-93.3188,233.83707
985.007,95.94757,14.76505,2204.5,72.079056,14.90196,69.8,1,9.019608,1.902508,-7.251887,10.30025,17.539442,27.68656,0,45.053226,-93.31913,233.63863
986.005,44.672184,18.013361,2176.5,72.079056,5.882353,69.8,1,4.3137255,2.2909229,-5.6564717,22.123028,17.553883,27.696064,0,45.05305,-93.319466,231.8454
987.014,47.71559,22.147575,2257.0,71.45769,30.19608,69.8,1,15.294118,2.7739053,-3.6259434,20.53342,17.580282,27.720688,0,45.05287,-93.31978,231.0568
988.004,15.9543,34.550217,2344.25,71.45769,32.54902,69.8,1,16.470589,4.4987097,2.4656415,61.41067,17.592655,27.706446,0,45.05268,-93.32009,229.25294
989.005,12.508406,42.523342,2326.75,72.079056,11.372549,69.8,1,0.0,5.750915,6.3816605,79.00959,17.609549,27.674706,0,45.052483,-93.320404,226.86514
990.012,11.614993,44.29515,2343.75,72.70043,44.705883,69.8,1,17.647058,5.979676,7.251887,85.82043,17.635445,27.625164,0,45.052277,-93.3207,224.72923
991.015,44.46636,23.32878,2305.0,73.3218,12.156863,69.8,1,10.588235,3.154343,-3.0457926,22.608627,17.650839,27.635727,0,45.05206,-93.32099,223.08397
992.019,102.52153,8.563729,2214.0,73.3218,12.156863,69.8,1,9.019608,1.1183996,-10.297679,9.805973,17.677015,27.646082,0,45.05184,-93.32127,221.51929
992.999,28.175272,24.805285,2249.75,72.70043,15.294118,69.8,1,10.588235,3.1683083,-2.3206038,35.37867,17.689026,27.646568,0,45.051617,-93.32155,219.78026
994.005,45.32112,14.174448,2206.25,72.70043,11.372549,69.8,1,12.941176,1.8396958,-7.541962,21.99424,17.701582,27.653915,0,45.051388,-93.32181,217.75186
995.004,97.00645,9.449632,2204.5,72.70043,7.45098,69.8,1,5.882353,1.2514048,-9.862566,10.275643,17.738924,27.66596,0,45.051147,-93.32205,215.44504
995.994,20.220356,28.644197,2300.0,72.079056,19.607843,69.8,1,11.764706,3.642943,-0.43511322,48.875694,17.752846,27.658606,0,45.050907,-93.32229,214.24901
997.048,131.49557,6.791923,2166.0,72.079056,4.7058825,69.8,1,9.411765,0.86712116,-11.167906,7.5157204,17.781784,27.684214,0,45.050667,-93.322525,214.39694
998.051,16.758938,28.644197,2261.5,71.45769,23.921568,69.8,1,0.0,3.5793216,-0.43511322,58.462196,17.793848,27.6718,0,45.05043,-93.322754,214.16658
999.1,129.15306,6.496622,2148.0,70.83632,4.7058825,69.8,1,0.0,0.8044027,-11.312943,7.5201054,17.819788,27.701328,0,45.050194,-93.32298,214.04285
1000.019,141.86465,6.791923,2099.0,69.593575,11.372549,69.8,1,7.45098,0.84165215,-11.167906,6.7261662,17.835875,27.721792,0,45.049957,-93.3232,213.60562
1001.015,27.558332,28.348896,2139.75,68.972206,20.392157,69.8,1,11.372549,3.4504263,-0.58015096,34.315773,17.859907,27.724195,0,45.049725,-93.32341,213.11009
1002.011,21.340818,31.597206,2146.5,68.35083,16.078432,69.8,1,0.0,3.9004736,1.0152642,43.91424,17.871456,27.716784,0,45.049488,-93.32362,212.74019
1003.013,21.627539,30.416002,2131.5,68.35083,10.196078,69.8,1,0.0,3.698949,0.43511322,43.33206,17.897682,27.718315,0,45.049255,-93.32384,213.01668
1004.005,64.57666,11.81204,2052.0,68.35083,5.882353,69.8,1,8.235294,1.452499,-8.702264,14.512455,17.909044,27.72823,0,45.049023,-93.32404,212.93678
1005.015,16.303593,33.959614,2170.0,67.72946,26.27451,69.8,1,14.117647,4.230791,2.175566,56.9596,17.934027,27.710651,0,45.048794,-93.32426,212.9578
1006.001,14.203012,25.100586,2127.0,67.72946,11.372549,69.8,1,8.235294,3.142311,-2.175566,65.38374,17.944885,27.69331,0,45.04856,-93.32446,212.81871
1007.003,14.85928,37.798527,2183.0,67.72946,26.27451,69.8,1,14.117647,4.661626,4.0610566,62.496044,17.972513,27.671194,0,45.04833,-93.32468,212.64946
1008.0,13.09965,44.59045,2211.5,68.35083,25.490196,69.8,1,12.54902,5.6156654,7.3969245,71.54128,17.9871,27.64552,0,45.04809,-93.32489,212.43283
1009.003,43.229565,18.308662,2104.25,68.972206,5.882353,69.8,1,1.1764706,2.2825325,-5.511434,21.875898,18.012087,27.661062,0,45.047855,-93.325096,212.50615
1010.007,35.84653,21.261671,2091.0,68.35083,15.294118,69.8,1,10.980392,2.5810735,-4.0610566,26.143835,18.02505,27.664719,0,45.047623,-93.32531,212.59879
1011.001,22.236195,30.711304,2151.0,68.35083,10.588235,69.8,1,0.0,3.7047415,0.58015096,42.14596,18.03813,27.660309,0,45.04739,-93.32552,212.82344
1012.007,37.67711,22.442877,2094.75,67.72946,9.411765,69.8,1,0.0,2.6820636,-3.4809058,24.64749,18.064333,27.679388,0,45.047157,-93.32574,213.08316
1013.001,86.670944,9.744933,2019.5,67.72946,5.098039,69.8,1,4.7058825,1.1776512,-9.717528,10.71462,18.076365,27.691023,0,45.046932,-93.32594,213.10617
1014.02,71.913666,14.174448,2058.0,67.108086,18.039215,69.8,1,10.980392,1.7031343,-7.541962,12.794876,18.103727,27.71481,0,45.046703,-93.32616,213.3862
1014.998,24.400925,29.234798,2144.0,67.108086,25.882353,69.8,1,9.803922,3.4709718,-0.14503774,37.70867,18.114672,27.714355,0,45.046474,-93.32636,213.20474
1015.999,44.55415,17.71806,2077.5,67.72946,11.372549,69.8,1,11.372549,2.2083914,-5.8015094,20.84309,18.143879,27.710697,0,45.04624,-93.32658,213.11137
1017.005,20.818895,33.07371,2196.25,67.72946,46.27451,69.8,1,16.078432,3.9639628,1.7404529,44.605927,18.156477,27.70604,0,45.04601,-93.32679,213.00816
